figure,source_file,copied_to,file_type,size_bytes,sha256,role
Figure 9,/Users/xq/Desktop/4.18 修改/current_source_data_20260602/_current_figure_files/Figure 9_20260602.png,figure9_source_data/raw_support/Figure 9_20260602.png,png,4184796,2bc76d62f580c96aecc695838e1f882aa7380ac901949936cba3ed6851891d36,current composed figure file; not numeric source data
