Cell,Group,Disease,Stage,PlotStage,Pseudotime2,MixEntropy,Batch,OXPHOS,Apoptosis
NOA1_2_7_8_bar56,NOA1,NOA,preL,Early SPC,4.0,0.9513308424568567,NOA1,2.4220130260400183,0.5145058637810956
NOA1_2_8_1_bar57,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6444444444444442,0.8436418209311076,NOA1,3.4547002782884046,0.7275019338577551
NOA1_2_8_3_bar59,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6888888888888889,0.8436418209311076,NOA1,3.109766357027995,2.121115775507249
NOA1_2_8_6_bar62,NOA1,NOA,Diff.ing SPG,SPG (Stem),2.8210526315789473,0.8705109726668042,NOA1,3.3938408583177937,0.5309716043029379
NOA1_2_8_7_bar63,NOA1,NOA,preP,Late SPC,5.604494382022471,0.8618667612702412,NOA1,3.3157949314648363,0.6066247469718019
NOA1_2_9_1_bar65,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.16521739130434782,-1.4428232973175175e-12,NOA1,2.8583100669331,1.3436504235397189
NOA1_2_9_2_bar66,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.056140350877193,0.9801357484574459,NOA1,3.5538234974111726,0.7473168027032397
NOA1_2_9_3_bar67,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.6857142857142857,0.8387481213680199,NOA1,2.2727247295657698,0.5819345280799089
NOA1_2_9_4_bar68,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.2260869565217391,0.13923299905221354,NOA1,2.981274583573737,1.522000143927876
NOA1_2_9_5_bar69,NOA1,NOA,L3,Early SPC,4.809302325581395,0.9289400324929343,NOA1,2.555636447844292,0.0
NOA1_2_9_6_bar70,NOA1,NOA,preP,Late SPC,5.64494382022472,0.8618667612702412,NOA1,3.2504501902907883,0.8083806769156966
NOA1_2_9_7_bar71,NOA1,NOA,ST,Round Sperm,7.640000000000001,0.42329155143330927,NOA1,3.4663376536046355,0.19460708012950667
NOA1_2_9_8_bar72,NOA1,NOA,preP,Late SPC,5.608988764044945,0.8618667612702412,NOA1,3.150522388048569,0.4914361869934623
NOA1_3_1_1_bar41,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.5714285714285714,0.7863680179925044,NOA1,2.096584018062122,1.081039530548058
NOA1_3_1_3_bar43,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.4,0.6625567995576629,NOA1,3.0344209689749455,0.8747489682107621
NOA1_3_1_4_bar44,NOA1,NOA,preP,Late SPC,5.613483146067416,0.8618667612702412,NOA1,3.201188530011084,0.8418982467453527
NOA1_3_1_5_bar45,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.2347826086956522,0.18999075553338216,NOA1,2.959297183543424,1.0812236137891054
NOA1_3_1_6_bar46,NOA1,NOA,L3,Early SPC,4.851162790697674,0.9289400324929343,NOA1,2.846291825949209,0.7703065996350712
NOA1_3_1_7_bar47,NOA1,NOA,preP,Late SPC,5.667415730337079,0.8618667612702412,NOA1,3.310517787645373,0.3260668662670967
NOA1_3_1_8_bar48,NOA1,NOA,preL,Early SPC,4.057142857142857,0.9513308424568567,NOA1,2.976966596606407,1.0775343369117076
NOA1_3_2_1_bar49,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6166666666666667,0.8513682322864418,NOA1,3.2439215086981035,0.7951359355512332
NOA1_3_2_2_bar50,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.112280701754386,0.9608903873324842,NOA1,3.3781244714533996,0.7268727538577135
NOA1_3_2_3_bar51,NOA1,NOA,Diff.ing SPG,SPG (Stem),2.828070175438597,0.8705109726668042,NOA1,3.5259514307573343,1.3359839471917556
NOA1_3_2_4_bar52,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.063157894736842,0.9768123777328184,NOA1,3.264931939241322,1.1063144040027362
NOA1_3_2_5_bar53,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.0,-1.4428232973175175e-12,NOA1,2.6999645606469667,1.3553949990420646
NOA1_3_2_6_bar54,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6777777777777778,0.8436418209311076,NOA1,3.339768762615532,1.08226194805889
NOA1_3_3_1_bar57,NOA1,NOA,ST,Round Sperm,7.6,0.42329155143330927,NOA1,2.9527658034989166,0.6513239348819161
NOA1_3_3_2_bar58,NOA1,NOA,preP,Late SPC,5.658426966292135,0.8618667612702412,NOA1,3.151916257445471,1.110915967950321
NOA1_3_3_3_bar59,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.738888888888889,0.9160724926555215,NOA1,3.372953403975246,1.0155592906052446
NOA1_3_3_4_bar60,NOA1,NOA,L3,Early SPC,4.8279069767441865,0.9289400324929343,NOA1,3.2109036482836157,1.1696446644374636
NOA1_3_3_5_bar61,NOA1,NOA,ST,Round Sperm,7.68,0.42329155143330927,NOA1,3.68425871542647,1.1547802019428102
NOA1_3_3_6_bar62,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.391304347826087,0.6468142979685809,NOA1,3.140304410969364,1.2305467712126672
NOA1_3_3_7_bar63,NOA1,NOA,Diff.ing SPG,SPG (Stem),2.8000000000000003,0.8705109726668042,NOA1,3.5684500038573717,0.8533733565184236
NOA1_3_3_8_bar64,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.661111111111111,0.8436418209311076,NOA1,3.562215271998803,0.8309827196219817
NOA1_3_4_2_bar66,NOA1,NOA,Diff.ing SPG,SPG (Stem),2.807017543859649,0.8705109726668042,NOA1,3.4598056324466464,1.2731327970458102
NOA1_3_4_3_bar67,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.05217391304347826,-1.4428232973175175e-12,NOA1,2.7169566121903443,0.7793639221941377
NOA1_3_4_5_bar69,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.14782608695652172,-1.4428232973175175e-12,NOA1,2.897114128132676,0.8188262283438734
NOA1_3_4_6_bar70,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.611111111111111,0.8539634987583733,NOA1,3.548832471261373,1.0708082946189696
NOA1_3_4_7_bar71,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.119298245614035,0.9562452501494241,NOA1,3.2990214839451806,0.9040098799040704
NOA1_3_4_8_bar72,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.0842105263157897,0.9732275455406917,NOA1,3.386694174818245,0.8582052935495299
NOA1_3_5_1_bar73,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.2,0.08146202691217465,NOA1,2.814782727059373,0.6921191758312489
NOA1_3_5_2_bar74,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.20869565217391303,0.08079313589302582,NOA1,2.964578962172854,1.3449094097313443
NOA1_3_5_3_bar75,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.4,0.6775807218570715,NOA1,3.317357985904281,1.0589966058530347
NOA1_3_5_4_bar76,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.7047619047619047,0.8462748477653161,NOA1,2.9958546239594033,0.43845781617868446
NOA1_3_5_5_bar77,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.17391304347826086,-1.4428232973175175e-12,NOA1,2.9442204304015878,1.392966029920429
NOA1_3_5_6_bar78,NOA1,NOA,Z,Early SPC,5.208888888888889,0.9562452501494241,NOA1,3.1056817096141254,0.4773287201514522
NOA1_3_5_7_bar79,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.7222222222222223,0.8946205888882695,NOA1,3.4499688040742744,0.8512815131401487
NOA1_3_5_8_bar80,NOA1,NOA,Undiff.SPG-out2,SPG (Stem),0.7619047619047619,0.8670781621266368,NOA1,2.892928191501089,0.31736193655924333
NOA1_3_6_1_bar81,NOA1,NOA,Undiff.SPG-2,SPG (Stem),2.091228070175439,0.9693799181659521,NOA1,3.007459876817718,0.8442763278697207
NOA1_3_6_2_bar82,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6555555555555557,0.8436418209311076,NOA1,3.4770290445838237,0.9403455266190134
NOA1_3_6_4_bar84,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.3130434782608696,0.4633093188141693,NOA1,3.091825723822422,0.6317317952345802
NOA1_3_6_5_bar85,NOA1,NOA,Z,Early SPC,5.244444444444444,0.9349520981623263,NOA1,3.052243873692972,0.6231588779884667
NOA1_3_6_7_bar87,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.6944444444444442,0.8529118707301875,NOA1,2.963925131283451,1.0469900409108972
NOA1_3_6_8_bar88,NOA1,NOA,Undiff.SPG-1,SPG (Stem),1.7277777777777779,0.9020619953851936,NOA1,3.1147802909484037,0.4036112099427245
NOA1_3_7_1_bar89,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.1565217391304348,-1.4428232973175175e-12,NOA1,2.9099347801134203,1.88788500099702
NOA1_3_7_3_bar91,NOA1,NOA,Z,Early SPC,5.28,0.9092115787742614,NOA1,3.2432749411432447,0.5094123968940882
NOA1_3_7_4_bar92,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.27826086956521734,0.34626857426859703,NOA1,2.9689419932883547,1.204770478084452
NOA1_3_7_5_bar93,NOA1,NOA,L3,Early SPC,4.855813953488372,0.9289400324929343,NOA1,2.699577511691814,0.14630278017541667
NOA1_3_7_6_bar94,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.3565217391304348,0.575669337034098,NOA1,2.962634853786331,1.5857314935867333
NOA1_3_7_7_bar95,NOA1,NOA,Undiff.SPG-out1,SPG (Stem),0.11304347826086955,-1.4428232973175175e-12,NOA1,2.93465564566442,0.8405612805911278
NOA2_1_1_2_bar2,NOA2,NOA,S1,Round Sperm,8.39776536312849,0.6156105340949665,NOA2,2.2282639664322272,0.0
NOA2_1_10_3_bar75,NOA2,NOA,S1,Round Sperm,8.370949720670392,0.5641201360165431,NOA2,2.815079298363198,0.0
NOA2_1_10_5_bar77,NOA2,NOA,S2,Elongated Sperm,9.274172185430462,0.7192711659547665,NOA2,2.685060862843362,0.0
NOA2_1_10_7_bar79,NOA2,NOA,S2,Elongated Sperm,9.438410596026491,0.46689278340051177,NOA2,2.8013016116869425,0.0
NOA2_1_11_1_bar81,NOA2,NOA,Z,Early SPC,5.324444444444445,0.8705109726668042,NOA2,2.939155626723327,0.0
NOA2_1_11_4_bar84,NOA2,NOA,S1,Round Sperm,8.368715083798882,0.5641201360165431,NOA2,2.228710738038414,0.2694954783072622
NOA2_1_2_2_bar10,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.912280701754386,0.8705109726668042,NOA2,3.073287534233149,0.5043302938775811
NOA2_1_2_7_bar15,NOA2,NOA,S2,Elongated Sperm,9.327152317880795,0.7192711659547665,NOA2,2.174544150842889,0.0
NOA2_1_3_2_bar18,NOA2,NOA,S1,Round Sperm,8.388826815642458,0.5818055236132329,NOA2,3.155501451345317,0.0
NOA2_1_5_6_bar38,NOA2,NOA,L3,Early SPC,4.911627906976745,0.9831988840980919,NOA2,2.2529473337645216,0.0
NOA2_1_6_2_bar42,NOA2,NOA,S1,Round Sperm,8.391061452513966,0.5818055236132329,NOA2,2.4871017108435938,0.0
NOA2_1_7_2_bar50,NOA2,NOA,S2,Elongated Sperm,9.380132450331127,0.4454685520745207,NOA2,2.2887625286794053,0.0
NOA2_1_7_3_bar51,NOA2,NOA,S1,Round Sperm,8.384357541899442,0.5641201360165431,NOA2,2.5657543949443022,0.0
NOA2_1_7_6_bar54,NOA2,NOA,L3,Early SPC,4.8604651162790695,0.9349520981623263,NOA2,2.615541357144882,0.9444560056223045
NOA2_1_8_2_bar58,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.9333333333333336,0.8529118707301875,NOA2,3.359728607421278,0.78279066508232
NOA2_1_8_3_bar59,NOA2,NOA,S2,Elongated Sperm,9.36953642384106,0.5076575881791653,NOA2,2.1797561576644178,0.4792414755321345
NOA2_1_8_4_bar60,NOA2,NOA,L1/2,Early SPC,4.464864864864865,0.940686389593858,NOA2,3.077181475144541,0.37557503463800335
NOA2_1_8_5_bar61,NOA2,NOA,S2,Elongated Sperm,9.406622516556292,0.46689278340051177,NOA2,2.2119550440443314,0.8331344776821022
NOA2_1_8_8_bar64,NOA2,NOA,Undiff.SPG-1,SPG (Stem),1.7666666666666666,0.9461452405600261,NOA2,2.426036903275506,0.0
NOA2_1_9_2_bar66,NOA2,NOA,S1,Round Sperm,8.395530726256982,0.5989622786624562,NOA2,2.5958773545420657,0.35772841879632333
NOA2_1_9_6_bar70,NOA2,NOA,S2,Elongated Sperm,9.388079470198676,0.4454685520745207,NOA2,2.329998314057477,0.0
NOA2_1_9_8_bar72,NOA2,NOA,S2,Elongated Sperm,9.581456953642384,0.4165054000779698,NOA2,2.094407283726679,0.0
NOA2_2_1_4_bar4,NOA2,NOA,S1,Round Sperm,8.364245810055866,0.5641201360165431,NOA2,2.777308628586787,0.22527866186960666
NOA2_2_1_5_bar5,NOA2,NOA,D,Late SPC,6.591627906976743,0.29892393694265923,NOA2,3.1534550598181603,0.3469836578024645
NOA2_2_1_6_bar6,NOA2,NOA,D,Late SPC,6.535813953488372,0.3764618904658653,NOA2,3.016541546251604,0.349696214338082
NOA2_2_1_7_bar7,NOA2,NOA,SPC7,Late SPC,7.528205128205129,0.42329155143330927,NOA2,3.1758903010832036,0.37817282383302775
NOA2_2_1_8_bar8,NOA2,NOA,L3,Early SPC,4.902325581395349,0.9768123777328184,NOA2,3.1497585444805343,0.49271423012089777
NOA2_2_10_2_bar74,NOA2,NOA,preP,Late SPC,5.69438202247191,0.9092115787742614,NOA2,3.719254968523077,0.04896221219545689
NOA2_2_10_3_bar75,NOA2,NOA,S2,Elongated Sperm,9.427814569536425,0.46689278340051177,NOA2,2.930537847109525,0.172123284848167
NOA2_2_10_4_bar76,NOA2,NOA,P,Late SPC,6.017857142857142,0.400309645830661,NOA2,3.3573409380598718,0.45252981879478454
NOA2_2_10_5_bar77,NOA2,NOA,SPC7,Late SPC,7.57948717948718,0.42329155143330927,NOA2,3.2410682577927936,0.36988413185324526
NOA2_2_10_8_bar80,NOA2,NOA,Diff.ing SPG,SPG (Stem),3.1578947368421053,0.8705109726668042,NOA2,3.939867927670214,0.8084233425533642
NOA2_2_11_1_bar81,NOA2,NOA,L3,Early SPC,4.897674418604651,0.9732275455406917,NOA2,3.682121525318985,0.19387795916497313
NOA2_2_11_2_bar82,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.8771929824561404,0.8705109726668042,NOA2,3.971806589335356,0.3834605731723911
NOA2_2_11_4_bar84,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.849122807017544,0.8705109726668042,NOA2,3.8936764587162327,0.4579419764471164
NOA2_2_11_5_bar85,NOA2,NOA,L3,Early SPC,4.869767441860465,0.9461452405600261,NOA2,3.446520829343424,0.058563370612517894
NOA2_2_11_7_bar87,NOA2,NOA,L1/2,Early SPC,4.443243243243243,0.940686389593858,NOA2,3.2006519886349203,0.0
NOA2_2_12_1_bar89,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.9894736842105263,0.7694881247939164,NOA2,3.800388146407685,0.0
NOA2_2_12_2_bar90,NOA2,NOA,L3,Early SPC,4.8930232558139535,0.9693799181659521,NOA2,3.489396421450775,0.5323753355227033
NOA2_2_12_3_bar91,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.9403508771929827,0.8436418209311076,NOA2,4.034417200541781,0.3731149978100345
NOA2_2_12_4_bar92,NOA2,NOA,SPC7,Late SPC,7.55897435897436,0.42329155143330927,NOA2,3.1272547677757796,0.6585612690475181
NOA2_2_12_5_bar93,NOA2,NOA,Z,Early SPC,5.333333333333333,0.8705109726668042,NOA2,3.572465050646674,0.1871522143347789
NOA2_2_12_6_bar94,NOA2,NOA,D,Late SPC,6.796279069767443,0.05745902028655034,NOA2,3.3088439901671274,0.06662905818274889
NOA2_2_12_8_bar96,NOA2,NOA,preP,Late SPC,5.685393258426966,0.8946205888882695,NOA2,3.5528543325980326,0.2553083801177191
NOA2_2_2_1_bar9,NOA2,NOA,S1,Round Sperm,8.35754189944134,0.5641201360165431,NOA2,2.9642184948932506,0.49602220178800116
NOA2_2_2_4_bar12,NOA2,NOA,L3,Early SPC,4.906976744186046,0.9801357484574459,NOA2,3.4825696582153096,0.42704232452331
NOA2_2_2_5_bar13,NOA2,NOA,SPC7,Late SPC,7.586324786324786,0.42329155143330927,NOA2,3.099219569520603,0.7159945624596302
NOA2_2_2_7_bar15,NOA2,NOA,Z,Early SPC,5.377777777777778,0.8618667612702412,NOA2,3.34739874952926,0.0
NOA2_2_3_1_bar17,NOA2,NOA,Undiff.SPG-1,SPG (Stem),1.75,0.9289400324929343,NOA2,3.573949182255901,0.9557698101049655
NOA2_2_3_3_bar19,NOA2,NOA,D,Late SPC,6.569302325581395,0.3516761192089252,NOA2,3.039081352434768,0.050697831278969444
NOA2_2_3_4_bar20,NOA2,NOA,D,Late SPC,6.439069767441861,0.29892393694265923,NOA2,3.1470402694328357,0.09687151650103533
NOA2_2_3_5_bar21,NOA2,NOA,Undiff.SPG-2,SPG (Stem),2.3649122807017546,0.8705109726668042,NOA2,3.8712862430622557,1.2403885575289644
NOA2_2_3_6_bar22,NOA2,NOA,SPC7,Late SPC,7.593162393162394,0.42329155143330927,NOA2,3.1333774802578183,0.3350574858639033
NOA2_2_4_2_bar26,NOA2,NOA,Diff.ing SPG,SPG (Stem),3.003508771929825,0.7451377602914301,NOA2,4.036805862239966,0.08449265274112355
NOA2_2_4_4_bar28,NOA2,NOA,S1,Round Sperm,8.38659217877095,0.5641201360165431,NOA2,3.2620993548104633,0.8262140620462266
NOA2_2_4_6_bar30,NOA2,NOA,S2,Elongated Sperm,9.456953642384105,0.46689278340051177,NOA2,2.8148305828534514,0.0
NOA2_2_4_7_bar31,NOA2,NOA,L3,Early SPC,4.916279069767442,0.9860029065325912,NOA2,2.4564126042566965,0.0
NOA2_2_4_8_bar32,NOA2,NOA,L3,Early SPC,4.874418604651163,0.9513308424568567,NOA2,3.122047298135141,0.17155452440720553
NOA2_2_5_1_bar33,NOA2,NOA,L1/2,Early SPC,4.508108108108108,0.940686389593858,NOA2,3.183876861949507,0.489670346911882
NOA2_2_5_2_bar34,NOA2,NOA,D,Late SPC,6.6176744186046506,0.27071808593082797,NOA2,3.15356164285767,0.24074616055182446
NOA2_2_5_3_bar35,NOA2,NOA,SPC7,Late SPC,7.596581196581197,0.42329155143330927,NOA2,2.7646338672711472,0.5851008003421388
NOA2_2_5_4_bar36,NOA2,NOA,D,Late SPC,6.437209302325582,0.27071808593082797,NOA2,3.2104094439374484,0.4699633733446609
NOA2_2_5_6_bar38,NOA2,NOA,L1/2,Early SPC,4.5297297297297305,0.9289400324929343,NOA2,3.234353057178689,0.52744570767445
NOA2_2_5_7_bar39,NOA2,NOA,L1/2,Early SPC,4.551351351351352,0.9289400324929343,NOA2,3.155782378037905,0.0
NOA2_2_5_8_bar40,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.9754385964912284,0.7923871505107605,NOA2,4.054456291543282,0.6574295205254295
NOA2_2_6_1_bar41,NOA2,NOA,Undiff.SPG-1,SPG (Stem),1.761111111111111,0.940686389593858,NOA2,3.2091163783670793,1.1603760069125346
NOA2_2_6_3_bar43,NOA2,NOA,S1,Round Sperm,8.377653631284916,0.5641201360165431,NOA2,3.1269952499412783,0.2621710179817557
NOA2_2_6_4_bar44,NOA2,NOA,Diff.ing SPG,SPG (Stem),3.1649122807017545,0.8788487292656739,NOA2,2.9367409424053768,0.0
NOA2_2_6_7_bar47,NOA2,NOA,P,Late SPC,6.010714285714286,0.4454685520745207,NOA2,3.2565323230242877,0.2173099616399099
NOA2_2_7_2_bar50,NOA2,NOA,L3,Early SPC,4.883720930232559,0.9608903873324842,NOA2,3.4703000741385392,0.6623780642368682
NOA2_2_7_3_bar51,NOA2,NOA,preP,Late SPC,5.698876404494381,0.9160724926555215,NOA2,3.4328492020752472,0.37172371916769
NOA2_2_7_5_bar53,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.856140350877193,0.8705109726668042,NOA2,3.959913479258434,0.5055129103230792
NOA2_2_7_6_bar54,NOA2,NOA,S1,Round Sperm,8.3731843575419,0.5641201360165431,NOA2,3.0081980939992348,0.07507741307140343
NOA2_2_7_7_bar55,NOA2,NOA,S2,Elongated Sperm,9.282119205298013,0.7192711659547665,NOA2,2.8676773904823962,0.2921059095714986
NOA2_2_7_8_bar56,NOA2,NOA,L1/2,Early SPC,4.4972972972972975,0.940686389593858,NOA2,2.954514392345832,0.0
NOA2_2_8_1_bar57,NOA2,NOA,L1/2,Early SPC,4.454054054054054,0.940686389593858,NOA2,3.0784404222817625,0.1803268956732969
NOA2_2_8_5_bar61,NOA2,NOA,Diff.ing SPG,SPG (Stem),3.017543859649123,0.7192711659547665,NOA2,4.046492777783239,0.24902230465752545
NOA2_2_8_7_bar63,NOA2,NOA,S1,Round Sperm,8.375418994413408,0.5641201360165431,NOA2,2.9358420607006592,0.051513606316877
NOA2_2_8_8_bar64,NOA2,NOA,Undiff.SPG-1,SPG (Stem),1.777777777777778,0.9562452501494241,NOA2,3.173390632666865,1.1709941392321537
NOA2_2_9_1_bar65,NOA2,NOA,S1,Round Sperm,8.382122905027934,0.5641201360165431,NOA2,3.023164865164451,0.15024372641611444
NOA2_3_1_1_bar1,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.9473684210526314,0.834051858790033,NOA2,3.675172944354504,0.4657116365391967
NOA2_3_1_2_bar2,NOA2,NOA,P,Late SPC,6.014285714285714,0.42329155143330927,NOA2,3.2755092019173624,0.10424460750198022
NOA2_3_1_3_bar3,NOA2,NOA,D,Late SPC,6.554418604651162,0.3764618904658653,NOA2,3.023633246253692,0.16720828771094
NOA2_3_1_5_bar5,NOA2,NOA,preL,Early SPC,4.4,0.9461452405600261,NOA2,3.649050893120566,0.13919766128090888
NOA2_3_1_6_bar6,NOA2,NOA,S1,Round Sperm,8.366480446927374,0.5641201360165431,NOA2,2.8902592524501753,0.0
NOA2_3_1_8_bar8,NOA2,NOA,Z,Early SPC,5.351111111111111,0.8618667612702412,NOA2,3.4391017041397776,0.0
NOA2_3_10_2_bar74,NOA2,NOA,S2,Elongated Sperm,9.589403973509935,0.39124356362637025,NOA2,2.307767099850414,0.061455054344065556
NOA2_3_10_3_bar75,NOA2,NOA,P,Late SPC,6.007142857142856,0.46689278340051177,NOA2,3.3392890741876107,0.25866491143500236
NOA2_3_10_4_bar76,NOA2,NOA,Undiff.SPG-2,SPG (Stem),2.3157894736842106,0.8705109726668042,NOA2,4.042742308141376,0.3155510652766144
NOA2_3_10_5_bar77,NOA2,NOA,Z,Early SPC,5.368888888888889,0.8618667612702412,NOA2,3.4784177046631872,0.26526250453733335
NOA2_3_10_7_bar79,NOA2,NOA,Z,Early SPC,5.342222222222222,0.8618667612702412,NOA2,3.5336435511442326,0.26185535995378334
NOA2_3_11_1_bar81,NOA2,NOA,Z,Early SPC,5.315555555555555,0.8788487292656739,NOA2,3.492555475705886,0.13309615459486002
NOA2_3_11_2_bar82,NOA2,NOA,L1/2,Early SPC,4.562162162162162,0.9289400324929343,NOA2,3.703790381759003,0.0
NOA2_3_12_1_bar89,NOA2,NOA,SPC7,Late SPC,7.565811965811966,0.42329155143330927,NOA2,3.4088464234197993,0.7193143530022499
NOA2_3_12_6_bar94,NOA2,NOA,L1/2,Early SPC,4.572972972972973,0.9289400324929343,NOA2,3.552826770306286,0.0
NOA2_3_2_1_bar9,NOA2,NOA,D,Late SPC,6.578604651162791,0.3258655606291759,NOA2,3.133350991163346,0.20506560098309445
NOA2_3_2_4_bar12,NOA2,NOA,D,Late SPC,6.470697674418605,0.3516761192089252,NOA2,3.1119375912518747,0.6132016023032834
NOA2_3_2_7_bar15,NOA2,NOA,L1/2,Early SPC,4.486486486486486,0.940686389593858,NOA2,3.45684653934767,0.0
NOA2_3_2_8_bar16,NOA2,NOA,P,Late SPC,6.082142857142857,0.3258655606291759,NOA2,3.3255830934240267,0.159700258044522
NOA2_3_3_2_bar18,NOA2,NOA,preP,Late SPC,5.689887640449438,0.9020619953851936,NOA2,3.4579326205810585,0.5818825332651236
NOA2_3_3_5_bar21,NOA2,NOA,Diff.ing SPG,SPG (Stem),3.1087719298245613,0.8033104602291359,NOA2,4.045541069735023,0.917607034482891
NOA2_3_3_6_bar22,NOA2,NOA,Diff.ing SPG,SPG (Stem),2.9684210526315784,0.8033104602291359,NOA2,3.963810581485797,0.3370567891512578
NOA2_3_3_8_bar24,NOA2,NOA,L3,Early SPC,4.925581395348837,0.9908375918116863,NOA2,3.1434658646736384,0.4435079901714811
NOA2_3_4_1_bar25,NOA2,NOA,S1,Round Sperm,8.362011173184358,0.5641201360165431,NOA2,3.1279031163059337,0.243855582280503
NOA2_3_4_5_bar29,NOA2,NOA,P,Late SPC,6.025,0.3516761192089252,NOA2,3.4367343659310565,0.133625302646584
NOA2_3_4_8_bar32,NOA2,NOA,S2,Elongated Sperm,9.462251655629139,0.46689278340051177,NOA2,2.57778485709062,0.07409416305004267
NOA2_3_5_2_bar34,NOA2,NOA,Z,Early SPC,5.3066666666666675,0.8868840152588461,NOA2,3.431122924239712,0.0
NOA2_3_5_5_bar37,NOA2,NOA,preL,Early SPC,4.342857142857143,0.9513308424568567,NOA2,3.653254503638931,0.6481322843057122
NOA2_3_5_6_bar38,NOA2,NOA,P,Late SPC,6.021428571428572,0.3764618904658653,NOA2,3.3108795913916724,0.08633866436723378
NOA2_3_5_7_bar39,NOA2,NOA,L3,Early SPC,4.865116279069768,0.940686389593858,NOA2,3.4544612990124506,0.15464085777288888
NOA2_3_5_8_bar40,NOA2,NOA,S2,Elongated Sperm,9.37748344370861,0.46689278340051177,NOA2,2.608766277444511,0.08915197529463333
NOA2_3_6_1_bar41,NOA2,NOA,preL,Early SPC,4.285714285714286,0.9513308424568567,NOA2,3.6403878071119604,0.22433224170941665
NOA2_3_6_5_bar45,NOA2,NOA,S1,Round Sperm,8.379888268156424,0.5641201360165431,NOA2,3.1793892000802937,0.13424072561520167
NOA2_3_6_6_bar46,NOA2,NOA,preP,Late SPC,5.676404494382022,0.8788487292656739,NOA2,3.4893560734045215,0.37865393390344526
NOA2_3_6_8_bar48,NOA2,NOA,Z,Early SPC,5.36,0.8618667612702412,NOA2,3.3846133174774535,0.27165620198719886
NOA2_3_7_4_bar52,NOA2,NOA,L3,Early SPC,4.888372093023255,0.965268051444089,NOA2,3.495830192084439,0.0
NOA2_3_7_5_bar53,NOA2,NOA,D,Late SPC,6.426046511627907,0.24107630848449527,NOA2,3.38998311975721,0.2737881585222467
NOA2_3_7_6_bar54,NOA2,NOA,D,Late SPC,6.58232558139535,0.29892393694265923,NOA2,3.1832284616492093,0.13703050433232555
NOA2_3_7_7_bar55,NOA2,NOA,L1/2,Early SPC,4.518918918918919,0.9349520981623263,NOA2,3.5896971686605164,0.3602214089184367
NOA2_3_7_8_bar56,NOA2,NOA,L1/2,Early SPC,4.54054054054054,0.9289400324929343,NOA2,3.0873014766230025,0.6132474291640134
NOA2_3_8_1_bar57,NOA2,NOA,Undiff.SPG-1,SPG (Stem),1.7944444444444443,0.9693799181659521,NOA2,3.311377297287737,0.5428261184798945
NOA2_3_8_2_bar58,NOA2,NOA,S2,Elongated Sperm,9.42251655629139,0.46689278340051177,NOA2,2.721627723467691,0.03776111143162489
NOA2_3_8_4_bar60,NOA2,NOA,SPC7,Late SPC,7.545299145299146,0.42329155143330927,NOA2,3.311023482289123,0.39104792275909356
