panel,x,y,n_donors,spearman_rho,p_value,line_slope,line_intercept
D,Niche collapse axis (PC1v2),Germline latest stage (0-7),16,-0.7722031660244363,0.0004559376922216,-1.0770232986581458,5.250000000000003
