gene_name,Ctrl,iNOA_B,iNOA_S,OA,AZFc_Del,KS
AC005041.2,0,0,0,0,0.000120394,0
AC005046.1,0,0,0.000815051,0,0.001083277,0.002135372
AC005050.1,0.010784727,0,0.003525926,0.005138936,0.000855548,0.002593424
AC005052.1,0.002270139,0,0.00197976,0.009533573,0.004982448,0.009436464
AC005062.1,0.012587648,0,0.003974909,0.012641045,0.003955036,0.009888116
AC005064.1,0,0,0,0,0.00037119,0
AC005070.3,0.004156144,0.02816477,0.011289385,0.009222501,0.011353606,0.00831015
AC005076.1,0.069348441,0.060944547,0.066041903,0.101164694,0.073840024,0.106137459
AC005077.2,0.001183564,0,0,0,0,0
AC005077.3,0,0,0,0.000858817,0.000390686,0
AC005077.4,0.003838141,0,0,0,0.000349525,0
AC005082.1,0.015245758,0.086905159,0.035689217,0.046391272,0.045182223,0.07107995
AC005083.1,0.009761951,0.0417142,0.017578248,0.029353724,0.019267639,0.011481198
AC005089.1,0,0,0.000937055,0,0.000874827,0
AC005090.1,0.0031129,0,0,0,0.000120204,0
AC005091.1,0.002196721,0,0.002836556,0.013955138,0.006869572,0
AC005099.1,0,0,0,0,0,0.002780544
AC005104.1,0.004035239,0,0,0.001703032,0.000762898,0
AC005150.1,0,0,0,0,0.001376994,0
AC005154.1,0.0535806,0.060604928,0.115889625,0.039614775,0.074327103,0.037310541
AC005154.3,0,0,0.000709952,0,0,0
AC005154.5,0,0,0,0,0.000265655,0
AC005156.1,0,0,0.001439882,0,0.000298873,0.002663168
AC005162.1,0.004642501,0,0,0,0.000329974,0.002482508
AC005162.3,0.005988271,0,0.00014696,0,0.001896107,0.007293112
AC005165.1,0.002185608,0.012334299,0.006460076,0.012140639,0.012315598,0.002935394
AC005176.1,0,0,0,0.00111292,0.00011765,0
AC005180.1,0,0,0,0,0,0
AC005180.2,0,0,0,0,0,0.002482508
AC005186.1,0.002090095,0,0,0.007057194,0.001552661,0
AC005197.1,0.001149782,0,0.001128079,0,0,0
AC005208.1,0,0,0,0,0.000354039,0
AC005209.1,0,0,0,0,0,0.002313774
AC005220.1,0,0,0,0.004109127,0.003132111,0.008463591
AC005224.1,0.001649103,0.003984011,0.00665273,0.002524136,0.00577902,0.004968851
AC005225.1,0.002838533,0.003045721,0.00138874,0,0,0
AC005225.2,0.018506169,0.011173866,0.020805939,0.037598477,0.03883627,0.040295307
AC005225.4,0.008458,0.007126977,0.011479938,0.014018881,0.016389738,0.004095704
AC005229.4,0.078365647,0.102721048,0.088535989,0.107156437,0.105749356,0.133717606
AC005234.1,0,0,0,0,0.000215458,0
AC005244.1,0,0,0.000423565,0,0,0.001891189
AC005252.3,0.006009324,0.010610569,0.023770205,0,0,0
AC005253.1,0.003481886,0,0.000806433,0.001351446,0.001168611,0
AC005253.2,0,0,0,0.00633479,0.002478808,0.002609369
AC005255.1,0,0,0,0.001559926,0.002145439,0
AC005261.1,0.124576861,0.12025149,0.213039684,0.187966389,0.265171246,0.137943841
AC005261.2,0.002377529,0,0.003393858,0.007570758,0.009305515,0.009416261
AC005261.3,0.033314223,0.011016075,0.02844389,0.036705881,0.043155539,0.031816427
AC005261.4,0,0,0,0,0.000162673,0
AC005261.5,0.01921533,0,0.025861346,0,0,0
AC005262.1,0,0,0.00190777,0,0,0
AC005264.1,0,0,0,0,0,0
AC005280.2,0,0,0.000288879,0,0.001399504,0
AC005281.1,0,0,0,0,0,0
AC005288.1,0.098128203,0.087553663,0.099655569,0.016546027,0.015075462,0.007749326
AC005303.1,0,0,0,0.004861466,0.000688312,0.003483981
AC005306.1,0,0,0,0.003188188,0.002824233,0
AC005323.2,0,0,0,0.008091345,0.001014385,0
AC005324.2,0.008657909,0,0,0.00873934,0.001547556,0.00366891
AC005329.1,0,0,0,0.008779035,0.021396259,0.017171249
AC005329.2,0,0,0,0.007145439,0.001141995,0.012755442
AC005329.3,0,0,0,0.005529967,0.002672916,0.007012642
AC005330.1,0.006941056,0.006585573,0.018190488,0,0,0
AC005332.1,0,0,0.001426435,0.00112086,0.002457227,0
AC005332.2,0.001671689,0,0,0,0,0
AC005332.3,0.002205076,0,0.001359976,0,0.001045362,0
AC005332.4,0.010881306,0.010375152,0.012974927,0.006495984,0.0203101,0.006450651
AC005332.5,0.008437245,0.006889823,0.009652091,0.01224967,0.008483399,0.002125373
AC005332.6,0.000885205,0,0.006448451,0.004428013,0.010861743,0
AC005332.7,0.045822627,0.057421623,0.102504576,0.075151267,0.15363878,0.058440352
AC005332.8,0,0,0.000786457,0,0.001518914,0.003922667
AC005336.1,0,0,0.001671227,0,0,0
AC005339.1,0,0,0,0,0.000136669,0.004649336
AC005342.1,0.000846832,0,0.002279192,0.005516899,0.002441698,0.00190109
AC005344.1,0,0,0,0,0,0.002667734
AC005351.1,0,0,0.00058958,0,0,0
AC005355.2,0,0,0.000277919,0,0.001354626,0.007903085
AC005357.1,0,0,0,0.004032034,0.001395438,0.0056077
AC005357.2,0.043052687,0.047578053,0.044581583,0.052287814,0.057440811,0.046701028
AC005358.1,0,0,0,0,0.000265527,0
AC005358.2,0,0,0,0,0,0
AC005363.2,0.020394132,0.022918453,0.00517912,0.002505387,0.004140435,0.004143494
AC005379.1,0,0,0,0.004779125,0.001497889,0.00867253
AC005383.1,0,0,0,0,0,0
AC005387.1,0,0,0,0.003312966,0.000158005,0
AC005387.2,0,0,0,0,0.000121054,0
AC005392.3,0,0,0,0.003801465,0.000119591,0
AC005393.1,0,0,0.00141597,0.004276604,0.005617742,0.014521015
AC005410.1,0.003462149,0,0.001892173,0.003639922,0.005331501,0.002432071
AC005476.2,0.017765519,0.008781747,0.020195185,0.042172178,0.026422191,0.022816736
AC005479.1,0,0,0,0,0,0
AC005480.1,0.003591541,0.004622198,0.00128439,0.007050571,0.001236876,0.002560907
AC005481.1,0.009450672,0.002913117,0.007069287,0.006927689,0.00246241,0.009543865
AC005486.1,0,0,0,0,0,0
AC005487.1,0.003744926,0,0,0.002208056,0.000213037,0.009229251
AC005495.1,0,0,0,0,0.000125417,0
AC005498.1,0.002208676,0,0,0,0.001923639,0
AC005498.2,0.053110597,0.012224019,0.043838035,0.034850529,0.040789716,0.044900172
AC005498.3,0.001925485,0.017123682,0.017892868,0.00966124,0.008197947,0.012343344
AC005515.1,0,0,0,0,0,0
AC005518.1,0.002081519,0,0,0.010429509,0.004220937,0.002365868
AC005519.1,0,0,0.001011206,0,0,0
AC005520.2,0.006952309,0.024889445,0.017700356,0.007879513,0.00938136,0.010466827
AC005520.3,0,0,0.000585791,0,0.000265976,0
AC005520.5,0,0,0,0.011180824,0.01184114,0.010432854
AC005521.1,0.007797199,0,0,0,0.000119335,0.002314265
AC005522.1,0,0,0,0,0.000876615,0
AC005523.1,0.003297345,0,0,0.00237529,0.001394811,0.002623193
AC005523.2,0,0,0,0.002263991,0.001129581,0
AC005524.1,0,0,0,0,0.000448335,0
AC005532.1,0,0,0,0,0.000597201,0
AC005534.1,0.001134277,0,0,0.014207435,0.009195011,0.008780446
AC005537.1,0.017864808,0.032524091,0.039796739,0.015898083,0.01395763,0.024068678
AC005540.1,0,0,0.000323618,0,0,0
AC005550.2,0,0,0.000464854,0,0,0
AC005552.1,0,0,0,0.001059288,0.000170147,0
AC005562.1,0,0,0.002643243,0.001705219,0.001077972,0
AC005578.1,0,0,0.004236595,0.001375103,0.004301001,0.005619717
AC005586.1,0.005592676,0.002871743,0.003038836,0.002894758,0.000644144,0
AC005586.2,0,0,0.001285291,0,0,0
AC005593.1,0.011322344,0.017143776,0.014654047,0.005778427,0.007403771,0.011966129
AC005597.1,0,0,0,0,0.001197384,0
AC005609.1,0,0,0,0.001099313,0.001607793,0
AC005609.4,0,0,0,0.005934056,0.001676511,0
AC005614.1,0.010173097,0.006893574,0.008759237,0.002425049,0.009277291,0.017700645
AC005618.1,0.030155449,0.056371866,0.053073064,0.043238312,0.041367855,0.02779738
AC005622.1,0,0,0,0,0.000342758,0.006002891
AC005632.2,0,0,0.000985599,0,0.002631191,0.00200268
AC005632.4,0,0,0,0,0.000634595,0
AC005670.1,0.005510202,0.007413578,0.001374436,0.006681311,0.004155747,0.00895362
AC005674.1,0,0,0,0,0,0
AC005674.2,0.005933394,0.004735185,0.00542562,0,0.003000466,0
AC005682.1,0,0,0.000252275,0,0,0
AC005692.1,0,0,0.002738246,0.003121088,0.004525992,0
AC005695.3,0,0,0.002315825,0.005525421,0.005100115,0.007411579
AC005696.1,0.010998369,0.012158649,0.010765797,0.008090809,0.008914597,0.007379154
AC005696.2,0,0,0,0,0.003187423,0
AC005696.3,0.001943931,0,0,0,0,0.001776845
AC005696.4,0,0,0,0,0.000640306,0
AC005697.2,0,0,0,0,0.001613456,0.001452304
AC005699.1,0.018452829,0,0.003110163,0.055593248,0.010942898,0.038643074
AC005703.1,0,0,0,0.001492687,0.000161993,0.004128235
AC005703.4,0.000981248,0,0,0,0.000136238,0
AC005703.6,0,0,0,0,0.000151503,0
AC005722.2,0.000885205,0,0,0,0.000282441,0
AC005722.3,0,0,0,0,0,0
AC005725.1,0,0,0,0,0,0
AC005726.1,0.001390711,0,0.008396754,0.002114037,0.009884909,0.003713694
AC005726.2,0,0,0,0,0.000803073,0.00771748
AC005726.3,0.001070758,0.007964588,0.008965327,0.003137624,0.012815192,0.009018213
AC005726.4,0,0,0,0,0,0
AC005726.5,0,0,0,0.003606842,0.001537592,0.002314265
AC005730.2,0.001811198,0.002890924,0,0.002888595,0.000264324,0
AC005736.1,0.001371906,0,0.002293451,0.001829535,0.004204076,0.002402039
AC005736.2,0,0,0.000628477,0,0,0
AC005740.3,0,0.007159258,0.000429545,0.00073239,0.000101404,0
AC005740.4,0,0,0,0,0.000118287,0
AC005746.1,0,0,0,0,0,0
AC005746.2,0,0,0,0.000980449,0,0.011214735
AC005759.1,0.001691193,0,0.000451595,0,0.001301875,0
AC005772.1,0,0,0,0.000889686,0,0
AC005775.1,0.004572636,0,0.006847081,0,0.000212325,0
AC005776.2,0,0,0.002648999,0,0,0
AC005779.1,0.001010317,0,0,0.005462091,0.000467887,0.00273242
AC005785.1,0.001624676,0.003369111,0.001242774,0.004844969,0.005001542,0.002316398
AC005785.2,0,0,0.001793691,0.004803789,0.00089473,0
AC005786.1,0,0,0,0,0.000480078,0.001822121
AC005786.2,0,0,0,0.002035648,0,0
AC005789.1,0,0,0,0,0.000194661,0.003774635
AC005790.1,0.001365789,0,0,0.00740487,0.000233639,0
AC005808.1,0,0,0,0.004466898,0.000535887,0.003672511
AC005821.1,0.006372616,0,0,0.004900757,0.001573849,0.01108802
AC005822.1,0,0,0.000963641,0,0.000541302,0
AC005828.1,0.00110052,0,0,0.020808153,0.001666011,0.006069441
AC005829.1,0.002333779,0,0.009620795,0.004200503,0.009978261,0.008478502
AC005831.1,0,0,0.004562176,0,0.006965353,0.001701361
AC005832.1,0.001718768,0,0,0,0,0
AC005837.1,0.001820133,0.008411847,0.012872755,0.019068524,0.011869096,0.002763614
AC005837.3,0.003746598,0,0.001708984,0,0.000896973,0
AC005838.2,0,0.003309538,0.006154225,0.005224927,0.003182913,0.001892065
AC005839.1,0.001049982,0,0.008728615,0.004307245,0.008004227,0.00277818
AC005840.1,0,0,0.000602087,0,0.000901894,0
AC005840.2,0,0,0.001713618,0,0.000468325,0
AC005840.3,0,0,0.001535308,0,0,0
AC005840.4,0,0,0.00087882,0,0,0
AC005841.1,0,0,0,0.001445977,0.000561229,0
AC005842.1,0.030576536,0,0.000890518,0.031519669,0.00641481,0.02511265
AC005845.1,0,0,0,0,0,0
AC005856.1,0,0,0.002084052,0,0,0
AC005865.2,0.021803222,0.025700256,0.050772863,0.039830572,0.055896375,0.048705738
AC005884.1,0,0,0,0,0.000479194,0
AC005884.2,0.004017197,0,0.009962312,0,0,0
AC005899.5,0,0,0,0,0.000499385,0
AC005899.6,0.014501846,0.0034207,0.002938933,0.003185804,0.003952035,0.005774825
AC005899.7,0,0,0,0,0.001266301,0
AC005899.8,0.001891606,0,0.000343314,0.002761443,0,0
AC005906.2,0.002921318,0,0,0,0.000215214,0
AC005908.1,0.001688906,0,0,0,0,0
AC005911.1,0.001623701,0,0.003272593,0.004811416,0.001588892,0
AC005912.1,0.168773157,0.38251287,0.310973899,0.398062921,0.540336414,0.221148088
AC005920.1,0,0,0.00127035,0,0,0
AC005920.2,0,0,0,0.002003384,0.000711232,0
AC005921.2,0,0,0,0.002591057,0.004753968,0
AC005921.3,0.006413973,0,0.001025846,0,0.000282567,0.002531547
AC005944.1,0,0,0,0,0.009387129,0.002618149
AC005962.1,0.007900169,0,0.002248827,0.002272629,0.005697888,0.012393452
AC005972.1,0,0,0.002257295,0,0.003300238,0
AC006001.2,0.006019411,0.01938961,0.009602063,0.001112091,0.00570667,0.00273242
AC006001.3,0.287258657,0.283115176,0.360911052,0.230933954,0.251767492,0.168825779
AC006004.1,0,0.005042016,0,0.001376245,0.000187273,0
AC006012.1,0.092109738,0,0.003725242,0.21169382,0.033525692,0.242724871
AC006017.1,0,0,0,0,0.000100121,0
AC006019.1,0.011337881,0,0,0.02414785,0.007255369,0.035682185
AC006019.3,0,0,0,0.002194625,0.000114626,0
AC006026.1,0.005437324,0,0.000454283,0,0,0
AC006026.3,0,0,0,0,0.000906686,0.005098034
AC006027.1,0,0,0,0,0,0.002071747
AC006030.1,0,0,0.000898026,0.010583289,0.011137657,0.006823443
AC006033.1,0.01693974,0.054782351,0.031899355,0.012566593,0.028771509,0.03071715
AC006033.2,0,0.015846284,0.006896753,0,0.005935967,0
AC006042.1,0.001724245,0,0,0.002096889,0.000444861,0.00212565
AC006042.2,0,0,0,0.004240529,0.001134278,0.002039806
AC006042.3,0.001748763,0,0.000222703,0,0.000597876,0
AC006042.4,0,0,0,0.014153707,0.00347431,0.018271531
AC006058.2,0,0,0,0.002083229,0.000738033,0
AC006058.3,0,0,0,0,0.000745109,0
AC006059.1,0.005320443,0,0.006410848,0.001651585,0.003518969,0
AC006063.1,0,0,0,0,8.89E-05,0
AC006064.2,0.001946962,0.004284075,0.004081801,0,0.003188879,0.024332512
AC006064.3,0,0,0,0,0.000304822,0
AC006064.4,0,0,0,0.017471099,0.035119096,0.03572296
AC006065.4,0.022259934,0,0,0.023253152,0.005687876,0.027675414
AC006065.6,0,0,0,0,0,0
AC006076.1,0,0,0,0.003057774,0.000947103,0
AC006077.2,0.009203958,0.010962554,0.012927035,0.009404102,0.010001203,0.003794497
AC006111.2,0,0,0,0.001236773,0.002897366,0
AC006115.1,0,0,0,0,0,0
AC006116.1,0,0,0.000784864,0,0,0
AC006116.2,0.002125395,0,0.000854736,0,0,0
AC006116.4,0,0,0.000280715,0.003330813,0.001078292,0
AC006116.5,0,0,0,0.001252864,0.000371285,0
AC006116.6,0.001580082,0,0.000643848,0.001877642,0.000871958,0.003950365
AC006116.8,0.021049218,0.00859575,0.006846829,0.010921519,0.013158624,0.024759499
AC006116.9,0,0.002895456,0,0.000860252,0.001764108,0
AC006130.1,0,0,0,0.000943808,0.001600595,0
AC006141.1,0.01724376,0.003348342,0.001910436,0.005402285,0.002089584,0.00278885
AC006144.1,0.002021388,0,0.003272916,0,0,0
AC006148.1,0.019271823,0.015863534,0.015987283,0.021938105,0.029317793,0.006587156
AC006148.2,0.00459716,0,0,0.018248796,0.006576339,0.013645708
AC006150.1,0,0,0,0.002236973,0.000455468,0
AC006157.1,0.009225718,0,0.00592437,0.003244527,0.011137838,0.003085905
AC006160.1,0.005220481,0,0.001835442,0,0.003249928,0.00185039
AC006205.2,0,0,0,0.001098909,0.000458775,0
AC006206.2,0,0,0.00142445,0,0.00010037,0
AC006207.1,0,0,0,0,0,0
AC006210.2,0.004340211,0.015062615,0.007607195,0.016880032,0.006512081,0.0031349
AC006213.1,0.035891897,0.027324113,0.038755944,0.037109945,0.043765955,0.053034865
AC006213.2,0.012910422,0.01078158,0.015185063,0.034080265,0.034057175,0.03042883
AC006213.3,0.005080467,0.004776829,0.005719419,0.009541558,0.004172443,0.016338285
AC006213.4,0.005880425,0.018418134,0.008061761,0.002680566,0.008387689,0.00190109
AC006213.5,0,0,0.001823379,0.001409783,0.003221031,0
AC006213.6,0.003995797,0.003338656,0.010590781,0,0,0
AC006237.1,0.007499924,0.004615267,0.001543978,0.007584925,0.004327255,0.010042446
AC006238.1,0.005608119,0.003976576,0.003124754,0.013758862,0.003503198,0.005563076
AC006249.1,0,0,0.002839623,0,0.008759807,0.00403538
AC006252.1,0.003358594,0.003003126,0.004726124,0.002614556,0.002508621,0.004766518
AC006262.1,0.00245038,0,0.006813597,0.008845116,0.001916461,0.002028538
AC006270.1,0,0,0.000827187,0.003286014,9.77E-05,0
AC006273.1,0,0,0.000163275,0.007177862,0,0.002060383
AC006277.1,0.005330813,0.003704805,0.012409616,0,0,0
AC006288.1,0,0,0,0.004311025,0,0
AC006299.1,0.003304801,0,0.014641046,0.012681478,0.004039929,0.001831721
AC006305.1,0.001503544,0,0.002677992,0,0.001341098,0
AC006305.2,0,0,0,0,0,0
AC006305.3,0,0,0,0.001148282,0.000452106,0
AC006329.1,0.01131735,0,9.02E-05,0,0,0
AC006330.1,0.001594516,0,0.000261919,0,0.000562318,0.00273242
AC006333.1,0.001437762,0,0,0.004282303,0.001468653,0.00556267
AC006333.2,0.243825327,0.224560671,0.336791581,0.206216276,0.311659372,0.331359851
AC006355.2,0.003626077,0,0,0.005040382,0,0
AC006357.1,0,0,0,0.002372506,0.000183528,0.006647419
AC006369.1,0,0,0,0.001885946,0.000165234,0
AC006372.1,0,0,0,0,0.000108443,0
AC006372.3,0.004120246,0.003635757,0,0,0.001114244,0.007115118
AC006372.4,0.002991297,0,0,0,0.000376742,0
AC006378.1,0,0,0.000267204,0,0,0
AC006387.1,0.001125781,0,0.00178059,0,0.000265655,0
AC006435.2,0,0,0.000880258,0,0.000447333,0
AC006441.4,0.001576094,0,0.002064428,0.004239743,0.004055496,0.006927551
AC006449.2,0,0,0.000510957,0.006420583,0.017554955,0.008011672
AC006449.3,0,0,0,0.007614087,0.001903707,0.002103349
AC006449.5,0,0,0.002733407,0.005477201,0.000643866,0
AC006449.6,0.024411894,0.039666696,0.051293465,0.013157341,0.039192705,0.074743975
AC006450.2,0.006789753,0,0,0.011445677,0.002980535,0
AC006450.3,0,0,0,0.006356141,0,0
AC006453.1,0.008738251,0.046980292,0.012873717,0.009504554,0.007499964,0
AC006453.2,0.132731246,0.090303321,0.229641983,0.090513707,0.113797154,0.092303673
AC006455.1,0,0,0,0,0,0
AC006455.5,0,0,0,0.005458772,0.001147691,0.00814956
AC006460.1,0.004184949,0,0.000565507,0.004919519,0.003177156,0.009285
AC006460.2,0.026730584,0.040365425,0.047640884,0.008531854,0.02735491,0.033363425
AC006480.2,0.005342813,0.010324426,0.005053271,0.00730912,0.005383597,0.004341909
AC006482.1,0,0,0,0,0,0
AC006483.2,0,0,0.001037949,0,0,0.005186848
AC006486.2,0.008524913,0.014819599,0.013614474,0.007868286,0.007253926,0.014377587
AC006487.1,0,0,0,0,0,0
AC006504.1,0.001752539,0,0.002049033,0,0.000573761,0
AC006504.2,0.001075369,0,0,0.005906368,0.000597201,0.012014037
AC006504.3,0.002260655,0,0,0.001132856,0.001023384,0
AC006504.5,0.071382296,0.08544359,0.108805743,0.060585914,0.074115761,0.085963532
AC006504.7,0.004443345,0,0.002288433,0,0.002263861,0
AC006504.8,0.013871395,0.038494972,0.023017397,0.050560018,0.023595128,0.022103016
AC006511.3,0.034699558,0.016304338,0.031162546,0.027397015,0.026145001,0.023824046
AC006511.5,0.001624676,0,0,0,0,0
AC006518.2,0,0,0.001191968,0,0,0
AC006538.1,0.007053953,0,0.00569564,0.003308979,0.00715164,0.007391443
AC006538.3,0.000938314,0,0.001546914,0,0.00100219,0
AC006547.1,0.004318379,0,0.006347658,0.001667453,0,0.003881627
AC006547.2,0,0,0,0.001211868,0.00098104,0.001981311
AC006547.3,0,0,0,0,0,0
AC006557.1,0.009141184,0,0,0.023530752,0.006060043,0.02273576
AC006581.1,0.001579775,0,0,0.001468166,0.001230031,0
AC006581.2,0.004606652,0,0.003910799,0.001560742,0.00063077,0.001799842
AC006942.1,0.00248946,0,0,0.044869417,0.020584628,0.045201406
AC006946.2,0,0,0.001366859,0.001195848,0.001571467,0.002135372
AC006946.3,0,0,0,0,0,0
AC006947.1,0,0,0,0,0,0
AC006960.2,0,0,0,0.001207555,0.000303419,0
AC006967.2,0.006655911,0,0,0.004421836,0.000165263,0
AC006970.1,0,0,0,0,0,0
AC006970.2,0.004385028,0.01954553,0.011847841,0.009800351,0.004572166,0.013400622
AC006971.1,0,0,0.002165647,0.001168967,0.001083084,0
AC006974.2,0.003172178,0.024593509,0.016559078,0.010939856,0.028105723,0.004811577
AC006978.1,0.003123079,0.011213436,0.028573993,0.010900178,0.019916238,0.007597205
AC006994.2,0.008399589,0.04777461,0.052987382,0.013947037,0.012317209,0.02362528
AC007000.1,0.001376676,0,0.001545601,0.001878653,0.002624467,0.001776845
AC007000.3,0,0,0.000531193,0,0,0
AC007001.1,0,0,0,0,0.000328156,0
AC007003.1,0,0,0,0.007311007,0,0
AC007014.2,0.002532569,0,0,0.001239752,0,0
AC007029.1,0.002582116,0.003065947,0,0.001717337,0.001527681,0.00821783
AC007032.1,0,0,0,0.015706098,0.033427647,0.044448657
AC007036.1,0,0,0.001297651,0,0.001164543,0
AC007036.2,0,0,0.000174523,0,0,0
AC007038.1,0.009008496,0.008749179,0.004879674,0.001981704,0.002958468,0.002696793
AC007038.2,0.009317754,0,0.001402423,0.002642053,0.003300674,0
AC007040.1,0,0,0,0.002944537,0.000235467,0
AC007040.2,0,0,0,0,0,0
AC007041.1,0.001376676,0,0.001671379,0.001187286,0.002423563,0
AC007066.2,0.010238915,0.017554426,0.023623488,0.005340171,0.015434825,0.015847481
AC007091.1,0,0.003212435,0,0.003504572,0.000996393,0
AC007106.1,0,0,0.00056271,0,0,0
AC007114.1,0.041303086,0.089074428,0.084439706,0.049711306,0.048363066,0.07424129
AC007114.2,0.002189019,0,0,0.006829837,0.000594269,0
AC007128.1,0,0,0,0,0.001085333,0
AC007160.1,0,0,0,0,0,0
AC007161.1,0,0,0,0.0047972,0.000991448,0.041466814
AC007163.1,0.002503279,0,0,0.009623125,0.00265559,0.015173892
AC007179.2,0.014068968,0,0,0.0293819,0.005950729,0.011488133
AC007182.1,0.003859669,0,0.002170505,0.002013499,0.000669722,0.002400451
AC007182.2,0.002058555,0,0.000162192,0.00163451,0.001815163,0.001452304
AC007191.1,0.00458859,0,0.004071718,0,0.000818258,0
AC007192.1,0,0,0,0,0,0
AC007193.1,0,0,0,0,0.000843891,0
AC007193.3,0,0,0,0,0.000880247,0
AC007216.1,0,0,0.00031259,0,0,0
AC007216.3,0,0,0.001869468,0,0.000265736,0
AC007216.4,0.001661933,0,0.002074017,0,0.000441743,0
AC007218.1,0.008753092,0.013232035,0.00982638,0.00231405,0.005071181,0.002370158
AC007220.1,0,0,0.0021392,0,0.00435182,0.005005135
AC007221.1,0,0,0,0.005089926,0.000142781,0.002102267
AC007223.1,0,0,0,0.004960754,0.00124104,0.009803128
AC007225.1,0.00202846,0.018869774,0,0.001114582,0.001912976,0
AC007228.2,0.004955187,0,0.002743673,0.002246845,0.003583672,0.007415291
AC007229.1,0.001319604,0.003300862,0.001378652,0,0.000367788,0.001882799
AC007238.1,0.009669709,0.013732467,0.004842898,0.045220979,0.018675632,0.009599953
