Gene id,CTRL,AZFC,iNOA-S,iNOA-B,OA,KS
NCF4,0.003191172,0.005925889,0.002171348,0,0,0.009346285
IL12RB2,0.002969448,0.001103188,0.001505946,0,0,0
AL118508.1,0.001984758,0.002079329,0.002261744,0,0.012413311,0.005737148
LINC00412,0.003425978,0,0.002169371,0,0,0
PLA2G2C,0.002197216,0.006902545,0.001748072,0,0.008242466,0.01848512
AL139161.1,0.002084755,0.003203635,0.001523008,0,0.008601102,0.002985808
AC005332.3,0.003177749,0.001507351,0.001960697,0,0,0
UTF1,0.002134925,0.002678144,0.00110918,0,0.005198682,0.006018857
DSC1,0.004023349,0.000408451,0.001572012,0,0,0
FRMD6-AS2,0.00179204,0.002205321,0.001059076,0,0.014098499,0
PPM1N,0.002898879,0.0020302,0.001274578,0.005632804,0.004298618,0
AC017104.4,0.003747791,0.004016263,0.001919235,0.014893397,0.001653383,0
RNU6ATAC24P,0.002328969,0,0.001682839,0,0,0
RNU7-41P,0.002298568,0.001118426,0.00133604,0,0,0
SRPK2P,0.00248938,0.026031256,0.001549563,0,0.030215998,0.025438699
AC116631.1,0.001859776,0.00142645,0.001546154,0,0.008490287,0.002452459
AC079354.3,0.002272033,0.004771346,0.001554906,0,0.049750151,0.02668111
APOF,0.001706512,0,0.001722242,0,0,0
CGREF1,0.002912216,0.008554761,0.001642346,0,0.007323614,0.018008007
CEP55,0.001984758,0.012990054,0.001107886,0.031392754,0.043356262,0.076166089
AC026458.2,0.003216592,0,0.00132236,0,0,0
AL583824.1,0.00183702,0.005284613,0.001079344,0,0.031543843,0.006252394
AC012073.1,0.002010658,0.004224335,0.001547642,0.007065946,0.002960049,0
UAP1L1,0.002349293,0.00284556,0.001757694,0,0.006592615,0.003334922
AL928970.1,0.002010658,0,0.001126735,0.005705991,0.002352418,0
UBA1,1.433667515,1.666539851,1.478763288,1.370451837,1.566223262,1.621878069
AC025154.2,0.001751958,0.001548612,0.002508973,0.00621634,0,0.003439287
RNY3P8,0.002469953,0,0.001928592,0.00534931,0,0
FGD5,0.002084755,0.004407253,0.001575657,0,0,0.00800311
AP001767.4,0.002310587,0.000210273,0.001268732,0,0,0
DYNLL1P1,0.00178385,0.003798433,0.000945844,0,0.004523566,0.003230493
CTSLP4,0.002381786,0,0.001212213,0.004603153,0,0
NHP2P1,0.002722314,0.000195415,0.002198188,0,0,0
CD1A,0.00320866,0.001936242,0.001765239,0,0,0
C11orf53,0.00179204,0.004987943,0.002223451,0,0.009432402,0.0164405
PTH1R,0.001533438,0.001676916,0.00144239,0,0.004345895,0.003314058
LINC02315,0.002761799,0.002288009,0.002260977,0.005424828,0,0
KIZ-AS1,0.001983917,0.002034388,0.001097117,0.006716795,0.003319728,0
RTN4RL1,0.00234201,0.003108347,0.003290209,0.008172838,0,0
FCRL6,0.002097826,0.000429426,0.001818963,0,0,0.00920264
LHX6,0.00459348,0.004751375,0.002672881,0,0.016193348,0.027472428
AL357078.3,0.001929967,0,0.001921377,0,0,0
AC051619.4,0.001812847,0,0.001208566,0,0,0.004236655
SCN4B,0.002092578,0.003628382,0.00180214,0.006317556,0,0.002955856
SLC16A5,0.001563013,0.000673632,0.000989623,0,0.001790002,0.003210912
AL356968.2,0.001972555,0,0.002060129,0,0,0
AC087283.1,0.001858595,0.002072743,0.002610503,0.004928429,0.003126898,0
FMR1-AS1,0.001578818,0.001954578,0.001601533,0,0,0.003012324
AC091799.1,0.001514009,0,0.001684297,0,0,0
MAST1,0.00126994,0.001925279,0.000938972,0,0.003065104,0.024633289
AC015961.2,0.001276515,0.008003741,0.001506777,0,0.014531739,0.01380211
DSCR9,0.00126994,0.005879681,0.001106488,0,0.016373005,0.011072606
MYCNOS,0.002277335,0.009618096,0.002674807,0,0.036444407,0.029789052
AC019197.1,0.001260643,0.002422106,0.001128255,0,0,0.006457747
HIF3A,0.001563013,0.002416218,0.0029637,0,0,0.002719229
NSUN5,0.214143496,0.167348859,0.208635519,0.121854699,0.14416206,0.209984178
HS6ST1,0.716790314,1.0583152,0.696436343,0.668029713,0.942474748,0.940886142
HRASLS,0.074365705,0.058887934,0.064030375,0.038602316,0.170345066,0.254407611
AK6,0.850595569,1.028625364,0.891170316,0.698774931,0.929556633,0.863474873
TMEM234,0.089411298,0.090678435,0.078730419,0.072078474,0.100491109,0.131213329
GLMP,0.046080681,0.192976269,0.039214592,0.035115193,0.272678955,0.185371187
ZC3H7A,0.648944497,0.505792293,0.650435725,0.635864311,0.259287735,0.312774624
HIBADH,0.870260939,0.940121778,0.923226337,0.662551663,0.743531325,0.914243081
RRNAD1,0.157260389,0.148096353,0.132384428,0.149294769,0.147139749,0.212414177
ZMYND8,1.709255876,1.556630372,1.740246416,1.820975547,1.508664736,1.528652716
OSTC,1.154024286,1.457325981,1.163050875,0.848549746,1.436960354,1.386684506
FERMT1,0.117874614,0.070505974,0.083708821,0.108536627,0.045785993,0.043529223
DYNC2LI1,0.548527769,0.651757552,0.55804412,0.416634921,0.644452113,0.52111517
DDRGK1,0.298290269,0.272231699,0.264365242,0.22317518,0.306473784,0.420023276
TCHP,0.179574085,0.171868688,0.15499565,0.159442766,0.130778992,0.180933219
ESPN,0.767911917,1.111525343,0.749210258,0.984000289,1.094977319,1.414733683
DIEXF,0.303962298,0.208010444,0.24684128,0.242496872,0.143562971,0.176479874
SEMA4F,0.029173753,0.028569828,0.018764086,0.010762159,0.019763256,0.048904064
CYP2D7,0.004405059,0.003670888,0.002002093,0.032688981,0.001548622,0.00713086
YWHAEP5,0.012899603,0.003917752,0.002474277,0,0,0
PLEKHG4B,0.007314765,0.002155996,0.002259739,0.008494205,0,0.01519893
SPINK5,0.025382266,0.002206741,0.003323711,0,0,0.008843835
JDP2,0.014960212,0.005608084,0.004006016,0,0,0.005670559
AC024560.1,0.007503238,0,0.002223653,0,0.001473892,0
AL390067.1,0.005056705,0.00463951,0.00209824,0,0.00602587,0
ADAMTS6,0.011784519,0.005157011,0.003052142,0,0.007809841,0.021503714
BTBD10P2,0.007921622,0.000641089,0.003208843,0,0.003163742,0
AC004918.1,0.009267933,0.003654535,0.004062131,0.005816442,0.001408893,0
AL132780.5,0.006276587,0.002251695,0.002584199,0.006075527,0.001253256,0
FAM72D,0.007392587,0.002385219,0.003426943,0,0.006089119,0.003462271
FOXB1,0.007804551,0.008137587,0.002825443,0,0.028744996,0.01275245
IWS1,0.380605166,0.390468443,0.343611855,0.268969786,0.296285692,0.309167475
AC011487.1,0.010168053,0,0.005810198,0,0,0
LRMP,0.01556483,0.005527048,0.00560984,0.026989479,0,0.004008635
HUS1B,0.004969144,0.005026757,0.002989242,0,0,0.010633696
AL354872.2,0.011845838,0.010108153,0.003691369,0,0.002409436,0.011659702
Z85994.2,0.005956135,0,0.002337117,0,0,0
LINC01876,0.006233417,0.001808775,0.003182569,0,0.003432195,0
AC083843.2,0.007301571,0.002104478,0.003304222,0,0.001590723,0.003492794
CRYBG1,0.007022497,0.007432888,0.003663353,0,0.004249521,0.014455563
VTCN1,0.044865351,0.006783759,0.010795299,0.006701026,0.020707533,0.006926772
AL606760.1,0.005449155,0.014773946,0.003005687,0,0.044733059,0.059486581
NRXN3,0.006702216,0.004094738,0.002988755,0.021615901,0.014425117,0.023334556
VWA8-AS1,0.006729639,0.003668672,0.002379878,0,0.002588538,0
AC005837.3,0.005395099,0.001293478,0.002463438,0,0,0
ANTXR2,0.31695355,0.257495724,0.251842042,0.493228752,0.286884426,0.254430207
AC013394.1,0.006326609,0.002650923,0.003671029,0.055010696,0,0
FOCAD-AS1,0.006914495,0.00343493,0.003377611,0.031430968,0.004842264,0.007248389
ZHX1-C8orf76,0.005474884,0.006886649,0.003348965,0,0.007414571,0.010062347
AL133523.1,0.005009029,0.019730036,0.003553809,0,0.012434368,0.031717001
PRKCZ,0.004926576,0.07373963,0.003576731,0,0.05231616,0.118187418
PAPSS1,0.654830804,0.832072531,0.666515777,0.573720446,0.636774973,0.60009467
MINDY4B,0.007874497,0.000218556,0.004435227,0.010093069,0,0
AC108693.1,0.00507783,0.000354819,0.002673709,0,0,0
SUPT16HP1,0.016099091,0.008630429,0.008161151,0.004867205,0.004243567,0
SLC47A2,0.005707656,0.001772993,0.004533474,0,0,0.00243775
AL137847.2,0.00442169,0.006518439,0.002966916,0,0.007280242,0.003874875
PSD2,0.00488863,0.002129543,0.003372403,0,0.001517732,0
RGMA,0.006452106,0.014547957,0.005570889,0.004361512,0.012053126,0.013665904
SIM2,0.014268091,0.000592509,0.007333605,0.010275844,0.001502272,0.004678974
KLHL12,0.504484903,0.572069126,0.481675719,0.416313475,0.466247482,0.440712287
CISH,0.021352608,0.006791992,0.008702442,0.021005334,0.003678837,0.006616614
WWP1P1,0.003837988,0.000667165,0.003938236,0,0.004251655,0
DOK6,0.004779842,0.006469604,0.006881646,0.006897645,0.008415223,0.021632796
YIPF5,1.050914039,0.989991744,1.075852722,1.062934709,0.93676904,1.021157115
AC113367.1,0.012286028,0.006330113,0.007896136,0,0,0
PLAG1,0.01640753,0.005946259,0.006574016,0.007185366,0.012566522,0.014033065
AC025048.6,0.01192826,0.001673686,0.007295789,0,0,0
PPM1J,0.009637025,0.015827167,0.007672864,0.009745297,0.032911732,0.051138543
YWHAG,1.333618962,1.408724426,1.34172432,1.233672107,1.256568546,1.055312207
SLC44A4,0.009785289,0.005247484,0.007971571,0,0.003291988,0
AL391422.3,0.011178127,0.008640305,0.009174369,0.004627136,0,0.010070778
RETREG2,0.47732887,0.603467752,0.434046775,0.320808614,0.555378883,0.653735113
TNFRSF21,0.061835846,0.065824325,0.032403622,0.020075424,0.05435936,0.045093828
ABHD6,0.269562399,0.251101982,0.213114543,0.113582811,0.178908777,0.292471483
ANKS1B,0.028564914,0.017205669,0.024482641,0.013560036,0.030942306,0.031657071
NPM1P6,0.027043665,0.012007284,0.01914403,0.01072926,0.006966381,0.003400834
FAM131A,0.135294036,0.250321468,0.108287931,0.059367503,0.226512597,0.287181759
TMEM206,0.207522164,0.259391434,0.156273352,0.187567581,0.446130363,0.318269938
ELL,0.211004445,0.198331264,0.206411956,0.235282078,0.206078012,0.322603715
XAB2,0.213334638,0.192128775,0.198549823,0.180215577,0.232638787,0.287579487
OSTM1,0.379502294,0.465444574,0.335233755,0.360867567,0.41752459,0.366398512
AL445305.1,0.00967389,0.00062189,0.009093675,0.009282116,0,0
PPP1R32,0.037463349,0.025887174,0.021986951,0.0330118,0.076630154,0.200598356
CC2D1B,0.177957105,0.17841132,0.149491999,0.076033868,0.127627808,0.138947879
AC011603.1,0.007027683,0.007128709,0.009572894,0.012306154,0.00553952,0.009723347
PEX11B,0.352367406,0.416386627,0.327366128,0.156250258,0.374070576,0.338854918
TCAF2,0.007140952,0.015052385,0.007987318,0,0.00346266,0
LINC02029,0.028585273,0.003466959,0.009450455,0.004872545,0.014673053,0.012591009
UGCG,0.60012502,0.625696073,0.588033444,0.522003711,0.492480541,0.530980115
PDIA6,0.891082073,1.629048274,0.833143737,1.110309019,1.673749394,1.60794769
SYP,0.028815207,0.019120526,0.012683021,0.006934751,0,0
NCAPD3,0.755560581,0.710465626,0.726722831,0.60219268,0.645768714,0.450363297
AL354920.1,0.106501627,0.049801475,0.074765675,0.031356045,0.031660103,0.06033612
HSPA1L,0.056376363,0.037456228,0.039089932,0.050821332,0.076746142,0.087675702
SLC39A11,0.105768879,0.141710264,0.100858142,0.11789168,0.179371468,0.180460475
AL138966.2,0.019556463,0.021858479,0.009980985,0.009512507,0.024006588,0.020403551
AC104653.1,0.023445645,0.00900076,0.017185534,0.022710381,0.013383982,0.031615173
PRKAR2A-AS1,0.019567032,0.021134707,0.013786593,0.025047866,0.013371768,0.032270886
EFNB1,0.269005292,0.256527479,0.223752636,0.085244666,0.322668037,0.251483157
AC126614.1,0.01985768,0.006874251,0.011692544,0.006747414,0.003881904,0.002568426
AC022007.1,0.028354822,0.0292562,0.018153028,0.057448273,0.084373761,0.091320812
LOXL1-AS1,0.013391099,0.025301259,0.009964973,0.020463475,0.035104163,0.024814746
INHA,1.899578769,2.617507973,1.886254762,1.741160106,2.320518694,2.817740753
ENO2,0.033200161,0.020046769,0.019895929,0.005632804,0,0.054545738
ZNF345,0.079457661,0.080958174,0.07270011,0.049218549,0.104777316,0.087707426
ATP8B3,0.024875479,0.021917033,0.013205732,0.040213783,0.015855687,0.032319495
AL137186.2,0.013363764,0.021220289,0.008712668,0,0.006403811,0.008789345
GRIA2,0.013358913,0.005703726,0.012706669,0.042270721,0.013365685,0.003462271
KDELC1,0.020216909,0.02693136,0.013240696,0.033300237,0.036659716,0.048661411
HNRNPUL2,0.441301673,0.559247303,0.40550397,0.523181133,0.466916366,0.594696902
AC008537.3,0.022363067,0.014602055,0.017560084,0,0,0.020406725
TMPRSS15,0.013057632,0.003306934,0.010642303,0.011841732,0,0.005380021
WDR4,0.025995047,0.036861315,0.031119604,0.011568016,0.033668289,0.023238843
AC020765.2,0.035444957,0.056517097,0.029752396,0.04011527,0.049662538,0.080653892
MAL2,0.404707574,0.348946297,0.39295987,0.498147011,0.709864368,0.592467024
ZNF284,0.018027206,0.016871537,0.014517766,0.008889812,0.016124873,0
C10orf143,0.019071768,0.019630583,0.016068786,0.016492981,0.022148534,0.020279352
SPAG5,0.02922016,0.056730434,0.020832418,0.005668759,0.084283426,0.088833058
MEG3,0.024450825,0.025838076,0.034181843,0.004605806,0.036361728,0.045444047
RRAGB,0.405414038,0.37716283,0.411053857,0.380096061,0.423380702,0.360868738
PLA2G5,0.092426671,0.087301478,0.090026091,0.056715739,0.128785511,0.187630445
TMEM214,0.291592374,0.299212744,0.240594743,0.220950122,0.267363327,0.278990354
BCS1L,0.131343169,0.115941614,0.109171294,0.056163716,0.096144484,0.137951568
GSKIP,0.203378078,0.279900505,0.179199872,0.12937211,0.263100085,0.230235156
MIR1244-2,0.092924543,0.07552466,0.065529844,0.048438464,0.066415717,0.076312486
SESN1,1.633355142,1.795568625,1.660392607,1.53919047,1.457645565,1.463755705
ARHGEF26,0.036948074,0.023171749,0.027915576,0.05968646,0.034129336,0.034042629
UTP14C,0.379732446,0.404659088,0.354053953,0.344184309,0.345537456,0.298259564
CHKB,0.054128113,0.07043866,0.046237528,0.01579914,0.076877938,0.062119911
PTCD1,0.094759475,0.142000416,0.083319188,0.116460071,0.186061696,0.173592061
MEA1,0.292032763,0.741889024,0.290773161,0.193065127,0.805544903,0.957998314
AL121832.2,0.049990563,0.025251245,0.033053589,0.012473927,0.025292959,0.069936246
ATP6V1D,1.427616403,1.319579261,1.473021084,1.260353367,1.092082466,0.982653579
DLEU2,0.109485144,0.176597909,0.094353955,0.012972331,0.099661258,0.103763447
COMMD7,0.308659814,0.338187485,0.310743287,0.19834789,0.18323831,0.331161791
UBALD2,0.097644482,0.104259136,0.084660109,0.058760752,0.052497354,0.094503112
ZFP41,0.030080024,0.024748876,0.024250598,0.06401967,0.027959779,0.04777633
NDUFA13,1.37269128,1.322187247,1.460558086,1.304327746,1.26485936,0.910854804
ZNF142,0.053764773,0.05116689,0.039514155,0.026013773,0.035186335,0.026783421
TMEM242,0.654672831,0.69224796,0.656678164,0.601425094,0.622499224,0.54672137
C17orf62,0.161044098,0.221517385,0.148989746,0.139024534,0.215097651,0.208618054
CEP152,0.086178108,0.080945046,0.063845214,0.044508214,0.050532388,0.034059426
LRRC14,0.033853157,0.041126345,0.019445373,0.012312562,0.04408955,0.054042567
PTP4A2P1,0.010164444,0.003194073,0.003934262,0.01246958,0,0
LURAP1,0.012393141,0.025250648,0.003770578,0,0.031472813,0.034369168
CRLS1,0.604246874,0.792278362,0.602246492,0.460064267,0.650761128,0.671805413
NEURL3,0.017795461,0.006679743,0.005986304,0,0.005007684,0.006232408
FBXO24,0.014498541,0.015239775,0.005543439,0.006897645,0.051722569,0.079628568
BAIAP2L1,0.011488368,0.013921368,0.00541359,0.017568137,0.047720101,0.054941095
GRIP2,0.008950436,0.004584108,0.004397043,0,0.002119062,0
SHANK3,0.012317812,0.015103272,0.004686778,0,0.007297528,0.022965068
BDP1,0.863251057,0.748609989,0.797627941,0.956314908,0.553628093,0.695505893
LINC01252,0.008112386,0.010940667,0.004635494,0.016444173,0.00870735,0.016347401
AGAP10P,0.008240622,0.002822948,0.005156213,0,0,0.00300848
AC002451.1,0.032410145,0.027518595,0.026457782,0.071563987,0.020866518,0.031953835
SYPL2,0.420316945,0.493288774,0.38246212,0.383929446,0.434330515,0.588632486
FBXO43,0.00863856,0.013655007,0.00556448,0,0.041013716,0.020913676
ZNF491,0.007537019,0.003775265,0.004914451,0,0.015087934,0.011836693
ECM1,0.008489988,0.012391062,0.005503845,0.006285759,0.003309282,0.003337046
COLEC12,0.010512063,0.018730909,0.006463236,0.005432941,0.006260223,0.024657407
C1orf50,0.126086148,0.174573949,0.112021144,0.072983592,0.141351892,0.130991612
TTTY14,0.079423187,0.090137955,0.081556298,0.053494379,0.11533247,0.175605256
AC010127.1,0.007440496,0.006165891,0.005606535,0,0.078707963,0.129689963
C2orf91,0.006655007,0.003190982,0.006684927,0,0.012606219,0.00375962
CASP7,0.043555034,0.009897407,0.031167661,0.035271045,0.006366951,0.016343971
CADM2,0.007338935,0.006565339,0.007316136,0,0.007851918,0.013044489
LINC02378,0.007198715,0.004181748,0.006940412,0,0.020880386,0
ASS1,0.777070676,0.945062398,0.839474534,0.69320767,0.856571125,1.270301589
TC2N,0.072369395,0.138839853,0.084004401,0.12644344,0.106851863,0.107405982
AC113346.1,0.007477217,0.001120394,0.00833407,0,0.001720218,0
PTCHD4,0.007398001,0.004912823,0.00613232,0,0,0.027745097
AC046168.2,0.007010937,0.002456508,0.006301297,0,0,0.010723485
AC009137.2,0.008493386,0.010663805,0.007759212,0,0.006125762,0
SH3BGRL3,0.316866768,0.495054326,0.310540997,0.133396633,0.337738642,0.447284721
DSTNP1,0.005582134,0,0.007114268,0.004649207,0,0
ZBBX,0.036834548,0.048410254,0.02934332,0.029685369,0.094865394,0.142256393
AC156455.1,0.005301427,0.003715496,0.007365149,0.006008842,0.002051822,0.002667082
AL662789.1,0.031804524,0.040715777,0.01245001,0,0.119844222,0.106358811
AC025181.2,0.054193773,0.062434862,0.049443725,0.02652166,0.031849035,0.088573005
LINC01550,0.028109812,0.020666327,0.023037993,0.006572094,0.006445565,0.006292627
ZMYND19,0.070095781,0.074694764,0.05071441,0.042567972,0.043375995,0.08002743
NDUFA12,0.90463545,1.124726332,0.964574293,0.986386525,0.921254563,0.91850702
TMEM251,0.202976732,0.269445452,0.198348443,0.106057308,0.204094118,0.241740873
TMEM87B,0.311987552,0.268297439,0.232012878,0.310239507,0.280031546,0.304356416
ZNF213,0.083109792,0.095936789,0.070793101,0.054748982,0.085453375,0.110560299
AL592402.1,0.023720863,0.010206897,0.021427789,0,0.01025819,0.006425422
LMAN2L,0.164125608,0.189660945,0.129552433,0.117805161,0.267056542,0.202392271
NAPRT,0.013419497,0.027218905,0.005938054,0,0.063022735,0.045165259
LINC01431,0.018826488,0.019734967,0.019597481,0.014324647,0.010518178,0.037444499
AL008635.1,0.014371183,0.002851607,0.006316116,0.010786951,0.003957549,0
ACVR2B,0.230125997,0.170190636,0.201362215,0.189876432,0.17397422,0.154960249
AC083904.1,0.012223938,0.009157404,0.006593998,0.030316493,0.010609864,0
STARD3NL,0.651086805,0.747420543,0.61915031,0.552566479,0.676999282,0.730091072
CSMD1,0.012409438,0.012828173,0.006089807,0.006479392,0.062625651,0.031897124
SNED1,0.017755948,0.03179699,0.010618473,0.004626065,0.011310253,0.011795569
AC007238.1,0.013883424,0.02669474,0.006969961,0.019676963,0.063807987,0.013783749
AL360270.1,0.065452818,0.000181527,0.046223224,0.093960555,0,0
CHAC1,0.038403214,0.012789471,0.019455358,0.009581739,0.003943084,0.020676243
LCN12,0.076110726,0.056090724,0.057563647,0.025900361,0.056495209,0.126771052
UTS2B,0.019674643,0.00785887,0.007812202,0,0.002022718,0.003527023
COPG1,0.417508934,0.401708366,0.365107011,0.191505039,0.359919485,0.353336194
AC116347.1,0.016537089,0.005623815,0.007550413,0.01088106,0.006191568,0
AL135744.1,0.015053541,0.019424212,0.008572851,0.006527012,0.022169785,0.049015724
MGA,0.792148094,0.734529966,0.791307825,0.746712122,0.634336367,0.575659906
AC117402.1,0.065590285,0.055869519,0.056161493,0.18852668,0.018737128,0.04089817
PHF3,1.7912315,1.616653642,1.773959357,1.655659582,1.392311538,1.353132141
SSPN,0.298497801,0.548402202,0.285117504,0.296348292,0.393783948,0.394225886
BAX,0.413459419,0.440373832,0.398927249,0.314324085,0.221488955,0.643812336
RUNDC3A,0.018421168,0.014280597,0.01044816,0,0.007045136,0.029824949
DEPDC5,0.176166831,0.166422767,0.147310287,0.131074872,0.146061919,0.207049695
AC092718.3,0.010225568,0.006227117,0.00836723,0.04894989,0.009875019,0.003334922
PBX4,0.018492379,0.018009623,0.013099702,0.023687484,0.013833256,0.020132162
ARF4-AS1,0.010999812,0.088658435,0.01007541,0,0.047580838,0.109960916
SCN3A,0.021659642,0.010980001,0.011965806,0,0.006100246,0.022411854
AC087498.1,0.019440494,0.005080717,0.013434119,0.007257131,0.008806976,0.017352266
PAX8,0.077171053,0.040298334,0.068420547,0.040026641,0.034970307,0.045753877
AP002495.1,0.021552817,0.013049735,0.011309244,0,0.006526839,0.022200831
FAR2,0.014124328,0.005892955,0.01259871,0.004093464,0.015421414,0.010142649
CYP2T1P,0.011015245,0.006615213,0.009229037,0.005103391,0.011504672,0.002759495
CCKBR,0.008850807,0.0190473,0.010614718,0,0.024874682,0.0076983
GRB7,0.020195388,0.006918,0.011443909,0.01528941,0.001397917,0.007325566
AL158055.1,0.019541198,0.012442159,0.013188376,0,0,0
DUSP18,0.081457148,0.105644529,0.078746537,0.085675937,0.144057133,0.180786467
AC009133.1,0.068134464,0.150010128,0.0564619,0.040385207,0.132692325,0.174271188
PPP1R1A,0.014401794,0.027705429,0.012880018,0.016264718,0.008153638,0.085140968
TIGAR,0.096960813,0.131672802,0.081255265,0.063159592,0.113026982,0.109515531
FBXO46,0.109517859,0.163147271,0.103957663,0.187246592,0.150769239,0.148280057
RMDN2,0.150452317,0.166168902,0.123744592,0.229714267,0.179719689,0.190474441
HLA-F,0.01609986,0.026388465,0.013156846,0,0.008442344,0.010493237
INTS6-AS1,0.099604884,0.110294731,0.081033773,0.05929512,0.11328383,0.118187049
SMIM37,0.695958589,0.806651116,0.783170406,0.709574973,0.760575459,0.869987698
SYBU,0.012824353,0.007328707,0.01310601,0.041942485,0.013860488,0.007755793
ZC3H14,0.856815425,0.974554218,0.874120195,0.723905133,0.982304153,0.858178726
MFSD5,0.339647544,0.365578066,0.253360914,0.313352299,0.343871179,0.359477607
PPP1R3F,0.050920398,0.061497976,0.042725392,0.04106394,0.059279015,0.06187332
AC007285.1,0.058419453,0.019863189,0.056145672,0.037052422,0.01977589,0.009728962
NGFR,0.052692477,0.038847921,0.029489652,0.043873225,0.028594719,0.019319303
CCDC174,0.665504297,0.556824015,0.726933253,0.679832766,0.433214515,0.592560098
HEMK1,0.079479423,0.06960171,0.069665427,0.065284745,0.07590092,0.070799026
BCLAF3,0.187027608,0.14925275,0.162614641,0.189402579,0.103463364,0.140037253
ZNF783,0.024758326,0.040833246,0.019102871,0.016998362,0.024183569,0.023042618
LRRC27,0.150788842,0.087822737,0.106025033,0.102925318,0.145685584,0.202920735
ZNF213-AS1,0.153910057,0.112454197,0.135725673,0.044806254,0.105704486,0.069380908
PALMD,0.364844442,0.348590235,0.355269118,0.547270709,0.410613433,0.453048229
ZNF672,0.244667328,0.215995471,0.214067202,0.195582704,0.204827085,0.276292676
AC009779.2,0.158254934,0.111154657,0.153653993,0.117070614,0.105106262,0.169430014
PIGM,0.411239706,0.423174433,0.337582049,0.352571937,0.307875241,0.387632562
CDC26,0.073445785,0.057178335,0.064724343,0.017823354,0.040803552,0.017292865
ATG4A,0.17245464,0.134046928,0.170604275,0.151426203,0.111626112,0.094847936
B4GALT5,1.090276534,1.160682908,1.07185248,1.249918844,1.074968227,0.915011895
ORMDL3,0.347705112,0.389441556,0.340422269,0.208183974,0.375601587,0.415230058
AC106795.2,0.054515899,0.068568754,0.048592213,0.046606866,0.074251144,0.170574662
SEL1L,0.721539845,0.797155489,0.695258013,0.622855618,0.642534115,0.600475206
FGFR1OP,0.086377871,0.120946197,0.062746017,0.050517607,0.153264017,0.127457666
AP001160.2,0.043464804,0.088883979,0.051282623,0.037824542,0.130048435,0.144660886
TMEM185B,0.299579316,0.338750433,0.26834481,0.263956457,0.372061877,0.28726409
AC242376.2,0.04211104,0.013354912,0.028073281,0.033015245,0.020687113,0.007347855
MAP3K8,0.073051635,0.029284757,0.042443921,0.004601563,0.003164212,0
AC107032.2,0.053702671,0.034813486,0.04872619,0.025159139,0.028901909,0.026464501
PPM1D,0.293428061,0.252097885,0.255087329,0.22013377,0.200845233,0.206581129
IL17RB,0.190310907,0.108024768,0.149532181,0.110260269,0.137558595,0.175653271
ABCA13,0.027587408,0.027677136,0.02730836,0.037674306,0.086762288,0.040111646
MTERF2,0.247433527,0.28919393,0.234811521,0.231226077,0.273940087,0.210585209
BCDIN3D-AS1,0.007191474,0.009451254,0.002622627,0.009324316,0.004425819,0.013835492
FIRRE,0.007623372,0.001813831,0.003037152,0,0,0
EWSAT1,0.008271821,0.012783303,0.002767388,0,0.017024288,0.003612697
SPRR2B,0.01115716,0.002484178,0.00493838,0,0.012756512,0.002338133
WDR54,0.057363488,0.045485979,0.048142653,0.012717986,0.085789366,0.092270385
TMEM246,0.27544862,0.334372609,0.237584058,0.326913982,0.265090018,0.232290368
KLHL17,0.005697547,0.005557428,0.004001388,0,0.008064612,0.013301759
TFEB,0.007081555,0.004152176,0.003788205,0,0.005967498,0.010075375
KIF4B,0.01681566,0.001901445,0.003785764,0.012833284,0.017370656,0.021518914
AC005410.1,0.004986198,0.007671299,0.002727249,0,0.005241764,0.003504477
AL133373.2,0.004565846,0.000222459,0.003095555,0.004339254,0.001771448,0
SLC22A14,0.005877927,0.003747262,0.003768871,0,0.005531657,0.012417235
NDUFB1P2,0.004838164,0.006191509,0.002801917,0,0,0
AC022762.2,0.007531518,0.00221355,0.003524293,0.005259894,0.007850734,0.005380021
AP000919.1,0.005251127,0.001065086,0.002887603,0.004178639,0.001433944,0
AC010320.3,0.005002443,0,0.003947699,0,0,0
VAT1L,0.014303196,0.006204654,0.004288897,0.004313029,0.007264026,0
DENND6A-DT,0.004634253,0.002769805,0.003190237,0,0.00580669,0.014604885
AL022476.1,0.004311746,0.00188361,0.003155728,0,0.00337692,0
FMNL1,0.006657054,0.009361102,0.003880523,0.004137112,0,0.005623216
ALPK2,0.006488325,0.010584159,0.004030116,0.004981259,0.00423733,0.007175493
RANBP3L,0.440510758,0.392722066,0.472769952,0.733583569,0.490059029,0.310623956
MSANTD1,0.005531371,0.002707005,0.002895353,0,0.007868999,0.024362284
RNU2-22P,0.005460375,0.009379538,0.00426489,0,0.005180128,0
AC005586.1,0.008046047,0.000929005,0.004377466,0.004137112,0.00417022,0
BCYRN1,0.016171112,0.018969557,0.003269706,0.011091194,0.013756471,0
RGS7BP,0.009751827,0.004776349,0.006396066,0,0.007188558,0.008822579
PRKCH,0.068393451,0.210281172,0.073220316,0.080462832,0.028774465,0.083065665
TEX2,0.329818104,0.298601802,0.289202327,0.242607073,0.35013249,0.294880192
PKN2-AS1,0.008111532,0.009082898,0.004754085,0,0.020120164,0.01789864
MGAM,0.00801463,0.005607785,0.005349855,0,0.024763056,0.013387993
SLC16A8,0.00333253,0.00086584,0.002724868,0,0.006116164,0.007064365
AL080276.2,0.006505659,0.028466318,0.003062884,0,0.015733885,0.035218231
ARHGEF39,0.004571766,0.008197082,0.003148849,0,0.023363261,0.011471574
