Gene id,CTRL,AZFC,iNOA-S,iNOA-B,OA,KS
HSF1,0.171735887,0.728036727,0.315188592,0.232798653,0.665014224,1.002128712
GTF2H3,0.671470309,0.778118269,0.961613646,0.688807035,0.571350984,0.611023721
CCDC122,0.350700271,0.405381392,0.520961514,0.473322593,0.329394522,0.30898787
NUMA1,0.248272657,1.026447256,0.373288018,0.323886934,0.884570201,1.015145209
PACS2,0.089568206,0.178491145,0.210407133,0.152038669,0.126962454,0.211271059
PARP11,0.283843825,0.383898399,0.442609751,0.234861824,0.308739239,0.284306013
NRTN,0.007484053,0.096154475,0.08188424,0.030672761,0.03154658,0.110819827
YWHAH,0.342261437,0.532933277,0.494857262,0.459264521,0.302123374,0.395876312
STAG1,0.455262378,0.685859806,0.654250164,0.587175085,0.523936418,0.51562594
AEBP2,0.554188779,0.760723133,0.714517851,0.683648252,0.463486998,0.562654351
ITGB1BP1,0.483054462,0.670664888,0.698524043,0.541177673,0.570761897,0.50638016
LARP4B,0.706885447,0.751490921,0.955578013,0.774875798,0.611709474,0.599635595
TOMM34,1.460465265,1.572410715,1.752282427,1.476054206,1.41870408,1.583845421
FAM184A,0.162257222,0.218229475,0.258701746,0.230647199,0.125643059,0.127579813
ZNF560,0.252844539,0.307957582,0.423025259,0.294858989,0.288639969,0.370241541
SFSWAP,0.420603537,0.41185495,0.569995125,0.515064068,0.378775555,0.495203216
COA4,0.40693944,0.538061538,0.619397089,0.474848263,0.362725989,0.577726718
MVK,0.196970851,0.300472763,0.352976542,0.139973788,0.218525191,0.376034292
APPBP2,1.469028288,1.632002717,1.724803689,1.472661098,1.343905809,1.242933839
AC005912.1,0.22499495,0.623245474,0.390638962,0.46729291,0.483429292,0.288238166
CIC,0.209482094,0.299699861,0.347506282,0.235329474,0.25340883,0.348078712
ARHGDIA,0.031931918,0.675976261,0.128835042,0.049348311,0.539688783,0.693485084
ABI1,1.052814945,1.369619677,1.266614304,1.163419495,1.025013185,0.866393824
PTMS,0.088831948,0.154501325,0.228357121,0.156550564,0.010777549,0.224539146
ENOPH1,0.202760563,0.417035213,0.358470555,0.253833288,0.330967614,0.246973066
NFE2L2,2.15947079,2.354160214,2.43054919,2.466054563,1.97487345,1.910322432
KARS,0.658622543,0.818819166,0.892798099,0.590479177,0.58864971,0.844766838
LRRC61,0.036165091,0.102283549,0.129358876,0.09924122,0.085464902,0.098100541
RMDN1,0.592249491,0.75709263,0.813931679,0.825831116,0.542221849,0.508855118
TIAM1,0.480483829,0.586026047,0.644589403,0.28657359,0.40203615,0.471834617
PHLDB2,0.031360845,0.094577825,0.181955322,0.099505468,0.004073411,0.006711566
HNRNPK,2.170786391,2.617585945,2.390037737,2.268658184,2.258230737,2.346168722
OXSR1,0.391545747,0.520555988,0.611247053,0.374795062,0.344719918,0.378582
TUBA1B,0.111435011,3.21376328,0.247664262,0.159694285,3.122443545,3.334233064
TMPO,0.379454683,0.60026825,0.546318079,0.368840511,0.411340308,0.522111526
WDR13,0.348647531,0.465598908,0.529988457,0.244897759,0.388581134,0.566517873
SLC30A8,0.042985935,0.172817308,0.143328852,0.189088686,0.019427994,0.031440719
NR1H2,0.129584626,0.247047092,0.266185738,0.154700749,0.231337977,0.291357178
PKNOX2,0.002672304,0.125857663,0.07159748,0.009831606,0.007789995,0.032255423
STX7,0.257774098,0.336962838,0.417996446,0.201412231,0.233096352,0.206836703
THOC1,0.190446739,0.26804888,0.278249258,0.191686051,0.235490427,0.2703646
AK3,0.176904401,0.246607741,0.318283695,0.199424378,0.132117352,0.118693755
UCKL1,0.320119547,0.405252206,0.483223875,0.422506176,0.434711899,0.59121917
HERPUD1,0.735922199,0.750237909,0.931063781,0.815496123,0.597839034,0.705234905
YOD1,0.140581791,0.268379574,0.271057407,0.279456061,0.140264031,0.127009987
NDUFS7,0.043170463,0.596131315,0.162746769,0.123830919,0.668017917,0.906178229
SPAG7,0.410621674,0.599721573,0.596035092,0.333386223,0.578974473,0.586305298
AC005261.1,0.169382268,0.339332673,0.278626748,0.163822646,0.248494018,0.18642936
LINC00662,0.221170269,0.320247765,0.357852552,0.234588628,0.217864897,0.279671932
CNOT2,0.516146414,0.584759747,0.693206337,0.588591823,0.44404838,0.447905696
CEBPD,0.296199407,0.376960492,0.444162103,0.544115722,0.243531605,0.508482693
RNU2-63P,0.007597092,0.047487253,0.066051834,0.143374447,0.030480812,0.0999786
OXTR,0.06357681,0.26035085,0.262458736,0.184570214,0.020158846,0.027960763
PAFAH1B2,1.30244443,1.499827562,1.598163279,1.375423444,1.270312111,1.231342821
ANKEF1,0.179469353,0.278025803,0.339030296,0.265611806,0.209656348,0.311483233
IDS,0.212047892,0.389262582,0.347331414,0.284168059,0.214864247,0.205372943
UQCRC1,0.745455077,0.92817029,1.020456809,0.67367876,0.896206063,1.152907041
TFDP1,0.200009729,0.311943807,0.377957893,0.254481264,0.255076419,0.230936122
MVB12A,0.084574566,0.134802028,0.242221888,0.055867723,0.106337756,0.152973028
C1QBP,0.875178056,0.76137142,1.165310484,0.947005604,0.641706661,1.122985406
PCNT,0.463801155,0.532883662,0.662675853,0.589561827,0.401614502,0.488298602
STN1,0.227173072,0.327998505,0.395980017,0.396556594,0.26779588,0.324330801
ALDH5A1,0.374825965,0.561042656,0.551126595,0.330628864,0.390016143,0.353401685
SRGAP3,0.354906229,0.451758859,0.584455308,0.499797977,0.276498404,0.335892417
MRAS,0.257913429,0.478577588,0.478590074,0.544579827,0.187746897,0.253424269
TP53INP1,0.729559367,0.92850607,0.969949968,0.672595245,0.670743953,0.653972738
BZW1,1.573000744,1.450943479,1.871386156,1.482084102,1.366929667,1.162385141
SNHG25,0.037272105,0.307901643,0.13304988,0.102778103,0.272551859,0.467240015
UBIAD1,0.182267734,0.341128422,0.327965809,0.189262552,0.258709767,0.324611485
FAM219B,0.061397856,0.319837764,0.177196639,0.053142978,0.216929508,0.226659928
TXLNGY,0.355455877,0.55081356,0.524282862,0.528670213,0.435630492,0.496126486
INSIG1,0.412923989,0.460511432,0.576449798,0.478729582,0.330730398,0.53332708
PQBP1,0.14493129,0.2281402,0.299254876,0.087714966,0.226366589,0.324454479
AP4S1,0.198717287,0.30930725,0.317946209,0.294168193,0.248735672,0.231047138
CRK,1.049568103,1.289015335,1.324864735,1.125027743,0.927008732,0.926923404
PEX2,0.606249198,0.854343568,0.816483965,0.534932862,0.56007323,0.647331707
UCHL5,0.747795554,0.801119932,0.987877645,0.965877686,0.678485302,0.686312493
CAPZA1,1.121616587,1.549292952,1.387909896,1.174217063,1.190007118,1.135831689
BICD1,0.233903966,0.42562412,0.421368449,0.316791914,0.236489154,0.205824182
C1orf141,0.783195907,0.838949776,1.124304096,0.96290056,0.665514113,0.572735939
PAPPA,0.129261415,0.514017244,0.237956602,0.283582463,0.203592426,0.426900186
FAM126B,0.350486643,0.579182126,0.533044609,0.447996795,0.317305884,0.366447783
PPP6R3,0.699814503,0.893959383,0.94409856,0.818083052,0.712532425,0.664431954
LTBP4,0.031842836,0.115860497,0.187379458,0.05002336,0.014165072,0.133453409
PPIL3,0.220609089,0.506914637,0.37595682,0.254613405,0.380082267,0.357185179
CNOT3,0.135565472,0.291412072,0.263103006,0.215472288,0.246456592,0.406286983
TMEM263,1.00019971,1.055795042,1.28650933,1.145552948,0.746786031,0.829416707
MBD2,0.762311759,1.078546763,1.015383119,0.99142972,0.797646934,0.896364342
EXOSC10,0.265648817,0.369454315,0.40646919,0.371735705,0.30863096,0.28590421
ELK4,0.075294004,0.176827107,0.209985178,0.155991891,0.107420714,0.127830076
VPS37B,0.143316937,0.475955655,0.278618176,0.150336167,0.425760915,0.541475019
NBN,0.616380205,0.680050124,0.846179348,0.700760411,0.46445821,0.358783081
ACTG1,2.26976485,2.253054815,2.515617271,1.593259586,1.283960866,2.362567121
ZNF426,0.226923892,0.260845676,0.393156106,0.316854851,0.233716003,0.265074262
ZBTB33,0.30357408,0.457571436,0.496009109,0.278028862,0.219753183,0.223946107
PMAIP1,0.073668494,0.116097402,0.158415437,0.066847298,0.039278341,0.171585503
MSN,0.227836419,0.305708684,0.386259807,0.138225281,0.100596536,0.130303029
EIF6,0.533736779,0.681135623,0.732261148,0.331198868,0.668083783,0.681776642
EXOC5,0.716075066,0.813300032,0.931592045,0.814296571,0.609242908,0.608136482
CCDC25,0.961417808,1.108326118,1.283895965,1.390845784,0.992313745,1.033722245
UPF3A,0.601234274,0.642211248,0.823322451,0.684845638,0.585158156,0.637217263
CRTAP,0.436898132,0.620631644,0.582018075,0.34403188,0.537516016,0.614589073
ATMIN,0.358621746,0.497083521,0.512093558,0.42444755,0.441009625,0.361864377
MKLN1,0.694117931,1.073948426,0.909924035,0.919938233,0.831017806,0.830398446
TSC22D4,0.474051949,0.728908723,0.700386131,0.601702882,0.700978167,1.055509953
ATP11C,0.349246408,0.504318223,0.476292258,0.470863059,0.237083611,0.214894142
GDI1,0.697968904,0.817797393,0.927673364,0.635386704,0.619811866,0.75759631
AKAP7,0.52047748,0.643253155,0.739570076,0.728864831,0.507196159,0.488068897
ATP5MPL,1.782972265,2.180870453,2.119550766,1.739352313,2.063554403,2.261215169
EMILIN2,0.092087586,0.181070248,0.240859561,0.101202154,0.119254049,0.16867809
ITGB3BP,0.156016031,0.24245196,0.32419846,0.25496925,0.268356914,0.317539267
CCNL2,0.349970998,0.329992145,0.470050961,0.4098052,0.255015772,0.367978276
UBE2Q2P1,0.119359499,0.184906478,0.219481197,0.188349322,0.131313502,0.105141986
HTATSF1,1.767086376,1.767460421,2.041644316,1.892670229,1.6938162,1.808775869
DCAF10,0.635200722,0.706915953,0.872002467,0.712199036,0.489959829,0.575554797
COPS2,1.65400801,1.822474699,1.972714999,1.737042223,1.531412884,1.325542283
HNRNPA3,1.43599039,1.59088634,1.682371902,1.533888223,1.425774421,1.289016929
NAE1,0.530127496,0.679526474,0.685756311,0.545841524,0.431936773,0.465226565
ZNF827,0.365129182,0.479092216,0.530149026,0.463150911,0.367874637,0.425145387
DDX46,0.773502577,0.831256725,1.010176451,0.895451789,0.651504789,0.759816679
S100A6,1.347065656,1.151260015,1.975280282,1.196384223,0.12550046,0.316559623
GRK5,0.01422346,0.141035893,0.09213839,0.012702372,0.007097713,0.068350273
HSBP1,1.723128902,2.049991846,2.039056128,1.64816878,2.013863661,2.033662417
ZMYM4,0.72796536,0.838122716,0.941977278,0.776380478,0.692741822,0.676482704
HEATR6,0.374749785,0.369922338,0.553922888,0.409506113,0.338583348,0.324536866
RSL1D1,1.260299844,1.343583776,1.536970685,1.389218232,1.114816255,1.048674151
AP3S2,0.145694117,0.248004624,0.292021807,0.225037752,0.174071405,0.19985738
USP9Y,0.402764601,0.534584175,0.536824537,0.58351826,0.326751786,0.353876119
SPRED1,0.195512789,0.348965874,0.318365797,0.169988324,0.188555235,0.196408527
ANKRD18A,0.594949119,0.643806563,0.807417383,0.883418077,0.550620646,0.639526692
DYNC1I2,1.455484743,1.620890302,1.734181324,1.494262039,1.343237056,1.253365302
SQLE,0.683445331,0.808563414,0.899212815,0.839566952,0.716031966,0.73504413
NT5DC3,0.102754173,0.207617187,0.252736323,0.145339491,0.251047679,0.2098785
CISD1,0.338339735,0.440386959,0.559979374,0.444296598,0.478670743,0.443383315
SEC61B,1.34356648,1.314599652,1.65024285,1.372442688,1.175061916,1.583787976
AKT3,0.502784764,0.681700764,0.74895529,0.534959207,0.466088715,0.435455593
FOSL2,0.078374987,0.193308183,0.16435943,0.088338674,0.044164595,0.057555776
VPS28,0.619817584,0.639219587,0.87249474,0.62654161,0.576357186,0.947721062
PLA2G16,2.029822469,1.960144646,2.322634748,2.032856173,1.879333801,2.267521975
CCL2,0.084866392,0.22916322,0.286578194,0.228639273,0.032536293,0.107021645
SMG7,0.659386858,0.667516455,0.874911176,0.705558243,0.561086129,0.592450943
CNOT10,0.278702323,0.333027764,0.442758682,0.27789787,0.356308028,0.316326548
FUT8,0.61178125,0.683096881,0.791295032,0.791423478,0.726076416,0.55758895
ITGB5,0.297427023,0.760170943,0.44086847,0.362192474,0.410548426,0.512841446
KPNA4,1.132544829,1.486748585,1.414802128,1.40457596,1.171529329,1.117591566
BNC2,0.010714487,0.106436721,0.092147254,0.055771951,0.01219866,0.023108336
MTMR10,0.100823863,0.186953386,0.208681684,0.141159534,0.15602134,0.120403247
REL,0.491277448,0.493210104,0.708364519,0.656321069,0.340271425,0.416420692
STK25,0.215913474,0.322152111,0.355452587,0.198453324,0.239459571,0.408360874
KMT5B,0.471794047,0.574684544,0.689150676,0.619623767,0.392198445,0.470510815
SRGAP2C,0.030054704,0.115467642,0.144018782,0.143552594,0.019443179,0.061841511
ZFP90,0.185003966,0.276583702,0.36195746,0.34607341,0.137695821,0.157576316
CHCHD5,0.41472567,0.536951228,0.66167025,0.503670571,0.560711929,0.672672197
GTF2H1,0.971951162,1.031258714,1.239604898,1.157886524,0.832621248,0.817122733
MTMR2,0.63503473,0.683920103,0.858225803,0.674103945,0.54265733,0.497229697
ZC3H12A,0.027858895,0.051385024,0.097024841,0.006747414,0.047615225,0.04260936
MMAB,0.235384668,0.353706673,0.437251776,0.204873541,0.282127557,0.337306971
PELI2,0.001204497,0.092859117,0.079278336,0.030396914,0.018907933,0.058532004
TRIM2,0.049189337,0.090423671,0.151206154,0.044337806,0.038398419,0.070426246
NONO,1.090627087,1.307702352,1.298661762,1.063352637,1.018301899,1.110570675
BDH2,0.463614153,0.657255365,0.66323653,0.421990162,0.504927194,0.505698805
VPS39,0.705192897,0.866577939,0.985095951,0.731262886,0.831452635,0.783446358
PDCD4,0.205603068,0.405883541,0.37571476,0.263251181,0.129293567,0.162643529
GMPS,1.102751082,1.159905006,1.424336349,1.209283446,0.978092552,1.054812976
FAM171A1,0.057222584,0.122388227,0.154727913,0.042055313,0.082283494,0.082470536
HIST2H2AC,0.090762633,0.093910787,0.245307767,0.210247644,0.1055168,0.061002534
GPHN,0.262615462,0.289746678,0.408591377,0.282520092,0.195017476,0.15860409
UBA2,0.743785863,0.925409311,0.965236733,0.650895797,0.756873225,0.762758066
TMOD3,0.597553147,0.708289997,0.796538704,0.724628801,0.43201004,0.343254764
MBTD1,0.174245846,0.248584306,0.29356427,0.186890031,0.16805994,0.16111714
SUPT6H,0.792222556,0.807437484,0.979446868,0.85831836,0.662127864,0.922616381
MICU3,0.196885146,0.308385878,0.330654397,0.292304048,0.243215458,0.269938879
STK40,0.622729822,0.79683499,0.872664601,0.782014416,0.655161342,0.660528878
TIMM8B,1.490321377,1.82828281,1.852856985,1.926245299,1.68152489,1.88037063
SESTD1,0.601920425,0.680811161,0.811212189,0.790006049,0.567796677,0.466754526
ICA1L,0.054202796,0.086655891,0.156104294,0.08926049,0.082416641,0.096960507
ZNF226,0.471062458,0.713960424,0.722106528,0.451798296,0.674810201,0.652057659
HTT,0.372418363,0.514265531,0.554233514,0.502554976,0.395575047,0.565036455
HLA-DRA,0.058306345,0.543919243,0.259858383,0.004484353,0.024389054,0.09042224
ADGRD1,0.176700784,0.406653657,0.314012881,0.171091047,0.12545831,0.206051183
RCC2,0.060326755,0.225855423,0.165177289,0.082610906,0.104852147,0.219753559
OTUD4,0.436037696,0.615242877,0.66317711,0.623953757,0.453523654,0.504845906
SH3GLB2,0.089761367,0.225693403,0.203493998,0.126351013,0.140554889,0.290351305
PTGR1,0.299626707,0.335104488,0.471283576,0.271946501,0.229685225,0.31797098
MIR503HG,0.194776947,0.375255304,0.341231634,0.180696268,0.254736738,0.348274179
MXD4,0.265187992,0.387699321,0.456634712,0.443909776,0.34317678,0.440186613
GOSR1,0.624649761,0.724430585,0.866199347,0.738173022,0.640274989,0.591644935
UBE2A,0.557520861,0.756314894,0.809863636,0.663191129,0.671415583,0.695530775
CDK16,0.885831704,1.001941588,1.108920621,0.784013642,0.987195579,1.119579134
ZW10,0.109224824,0.211040443,0.250581433,0.215072013,0.17453499,0.159862463
RAB5B,1.246058068,1.53977803,1.546818956,0.979088866,1.243697419,1.29139094
RBM12,0.570413041,0.789037157,0.755129049,0.576426587,0.669260627,0.638562503
PNN,0.836216877,0.899778739,1.044886591,0.995542368,0.809685323,0.903509682
ANKH,0.013430285,0.089702554,0.153247384,0.04647215,0.008005278,0.050797133
DDX42,1.170943173,1.176756745,1.387800543,1.440851127,0.893452466,1.095966138
H2AFX,0.131842927,0.289229804,0.234206672,0.226088643,0.214128794,0.616019367
RHOJ,0.09478065,0.13014842,0.185495015,0.061658368,0.043865907,0.060171842
HFM1,0.108536907,0.155377977,0.214970411,0.18586759,0.164908854,0.14292724
THYN1,0.62344863,0.793969696,0.91331349,0.545482195,0.690435691,0.761493561
CREBL2,0.403551668,0.56131191,0.604800821,0.504189715,0.417574276,0.448335621
ACLY,0.201760754,0.405017586,0.328741964,0.193933839,0.318462356,0.263616977
METRNL,0.258960696,0.520990532,0.434870683,0.500625591,0.506365907,0.620498245
WDFY3,0.610881466,0.917150864,0.840118348,0.837357824,0.772225536,0.606800755
RASSF8-AS1,0.110226477,0.131753933,0.21643216,0.192226893,0.09394424,0.13646044
C1orf115,0.034403243,0.186653688,0.21704829,0.087608316,0.024045084,0.081167157
PYROXD1,0.19973996,0.434260658,0.354681904,0.265068145,0.352254213,0.209447203
NKAPP1,0.109907376,0.161098582,0.262657493,0.047661438,0.072744934,0.110904333
DCTD,0.2838828,0.516079654,0.478323387,0.194260308,0.343298246,0.400289385
GTF2E2,0.409283186,0.566603391,0.629658496,0.551053749,0.409033225,0.547199353
PAPOLA,1.837909412,2.048183354,2.179443725,2.06366215,1.782577793,1.621420851
RTL8C,1.084964331,1.329908383,1.350801746,0.688424402,1.028896645,1.391354764
HIPK2,0.173745577,0.26621514,0.32376509,0.26213157,0.092409911,0.111566508
PMF1,0.1172015,0.222288459,0.252942851,0.152814344,0.160310438,0.219286168
N4BP1,0.363524583,0.46185246,0.51696751,0.510100806,0.352881681,0.358430443
SERTAD1,0.146258785,0.23733051,0.267989785,0.153314312,0.135653075,0.277183836
NDUFAB1,1.5234623,1.729998166,1.883594178,1.559349756,1.494857992,1.837561986
NCOA4,0.783357477,0.951704583,1.032509853,0.687025907,0.725178086,0.61952349
PIK3R1,1.10590423,1.185740114,1.36939066,1.300518615,0.788912349,0.712319088
HSP90AA2P,0.006831989,0.040117731,0.071713387,0.071849487,0.021776585,0.018297187
45723,1.023216079,1.136296833,1.265323044,1.050576544,0.954923697,0.907111147
TEAD1,0.517229334,0.556417854,0.791070904,0.585558714,0.400153801,0.405476164
ARL8A,0.516794757,0.877412673,0.764500783,0.494057043,0.726568483,1.000872092
AC012435.1,0.017229161,0.055588698,0.07777054,0.082001836,0.039982432,0.155251897
HSPA4,1.512830051,1.597478029,1.79623225,1.539716988,1.368003263,1.30185201
ZNF85,0.110907599,0.196317282,0.241356153,0.144162324,0.140925643,0.232518919
PLCE1,0.122429671,0.202457821,0.272962168,0.17167617,0.052763787,0.105067208
MYL5,0.125555703,0.233221118,0.286271036,0.187097145,0.175523473,0.367062847
OSGIN2,0.189765411,0.270311008,0.350151778,0.368536793,0.190912399,0.175781769
ANKRD26,0.338605849,0.367977963,0.518476027,0.451614098,0.371953923,0.403283105
CDK7,0.453901872,0.658000323,0.680052044,0.504509603,0.612233828,0.53641875
TNFSF4,0.256031842,0.513270867,0.454466198,0.343887337,0.404191663,0.374882773
C16orf87,0.835038702,1.008151844,1.11828418,0.99618366,0.843378203,0.861162779
ADAR,1.016660613,1.218699324,1.301752492,0.962946881,1.008633227,0.942278986
PTPN1,0.940402255,1.087325417,1.208902003,0.978465293,0.877483527,0.98694208
FAM213A,2.137919411,2.168617455,2.394501453,2.359790846,2.136100176,2.284053542
WTAP,0.849780288,0.945236078,1.125911689,1.066198572,0.739096887,0.832351217
SVIL,0.935853233,0.894941462,1.155088138,1.144881018,0.651438735,0.801519324
RHOBTB2,0.376532681,0.507238228,0.567684198,0.497354485,0.41926381,0.528591814
SZRD1,0.431297763,0.604803979,0.606148485,0.379893454,0.458000285,0.373391879
EIF4H,0.488680812,0.52490059,0.716068344,0.470787799,0.428630573,0.528417573
HARS,0.141516236,0.385890338,0.288185445,0.183267796,0.3432614,0.377519661
FAM210A,0.477313799,0.599837818,0.730613514,0.499713482,0.492121145,0.524488375
SACS,0.319880521,0.430619632,0.518919406,0.503879056,0.256373014,0.141761198
AP001324.1,0.07512507,0.121835225,0.166518555,0.101271884,0.091400276,0.092728151
AL109918.1,0.233239766,0.410588335,0.400208068,0.302611376,0.262844303,0.257608334
AC018755.3,0.040023309,0.060315398,0.148921385,0.059560648,0.057563325,0.123625098
AOX1,0.253818937,0.574511979,0.396197384,0.1807841,0.435246535,0.464003155
SMAD3,0.081882354,0.233752519,0.194865315,0.063773579,0.055650006,0.068570453
CDC40,0.704244669,0.723653953,0.959164511,0.78609228,0.471717187,0.556428647
PTRHD1,0.391712454,0.524513593,0.624917305,0.431529532,0.473624953,0.596748468
MYO6,1.896201195,1.982300066,2.118188233,2.11449952,1.781241472,1.637531408
CYC1,0.608404965,0.712466897,0.878144686,0.429652949,0.6011187,0.82034231
DAPL1,0.1749762,0.221839799,0.225924418,0.070309391,0.024831031,0.121140588
NCK2,0.764280981,1.328559923,0.976231574,0.966985336,1.092538957,1.073067256
ARMC9,0.128281907,0.227393765,0.28251567,0.093146072,0.11026361,0.240014816
CDC37,0.869722704,0.902488249,1.131916404,1.070257957,0.761191385,1.060519077
GTF3C4,0.195434288,0.305926357,0.331661345,0.25258985,0.230964432,0.260729814
RHOU,1.093290528,1.261836969,1.348589282,1.355599285,0.976845024,1.078635681
PCYT1B,0.324793568,0.505869939,0.539046656,0.32914575,0.401819237,0.309695732
XPOT,0.187366224,0.328288963,0.358145051,0.178300669,0.223843179,0.23872534
ZSCAN16-AS1,0.454714948,0.75564518,0.714411651,0.498566629,0.621802266,1.015112657
CLPX,0.774361464,0.929783057,1.033979941,0.924610721,0.745715411,0.707122137
ERG28,1.80974084,2.15597846,2.064322557,1.328833601,2.230635801,2.311347457
ELOVL6,0.041429658,0.080036928,0.150161072,0.049580184,0.037914146,0.067234288
ELOA,0.338759993,0.333722214,0.511144974,0.31264589,0.221648547,0.281818888
CACUL1,0.705660568,0.829712469,0.944980557,0.580490316,0.603985142,0.705923546
SYNGR1,0.106414799,0.178589117,0.223097304,0.004869577,0.089097174,0.208320612
GPD2,0.150995908,0.302820133,0.281432431,0.163038023,0.125642981,0.136265518
PHC3,0.515429829,0.715012228,0.772368613,0.575738202,0.507978728,0.407465776
USP48,0.654765433,0.729354977,0.862701424,1.027978857,0.503282553,0.497851473
CYP11A1,0.657769877,1.010277588,0.912035603,0.488382089,0.596723451,0.969075529
YTHDC2,0.317192393,0.371232538,0.459773831,0.353071293,0.306094181,0.329177983
IFITM3,3.44989159,3.390911178,3.578018432,3.066403344,2.853978095,2.917191695
IFT52,0.549194556,0.74200316,0.792644584,0.512008951,0.660500943,0.679380935
AL031777.3,0.041666582,0.088458278,0.138097419,0.036149286,0.054520468,0.061675104
CTSO,0.288608463,0.447331019,0.418386808,0.372258699,0.398124958,0.263440383
ABCC3,0.097136626,0.142000837,0.22914662,0.103959473,0.252821976,0.270211709
ABCF2-2,0.084705484,0.235867135,0.2127143,0,0.213515519,0.253097705
DSTN,2.141777806,2.252262924,2.414391692,2.20539097,2.041197724,2.32626138
SEPHS1,0.133968111,0.310532787,0.270899295,0.199561914,0.24318045,0.278526188
CCT2,1.12154994,1.218545839,1.36708868,1.048288003,1.101211,1.24392144
HAUS2,0.279989868,0.396197555,0.467851712,0.326477825,0.288974659,0.354333529
TPRKB,0.782640609,0.992894721,1.099035021,0.779314192,0.997767587,0.95760889
ZKSCAN5,0.152742839,0.196265931,0.279168225,0.177119395,0.131222168,0.19190569
HEATR5A,0.272331949,0.41036191,0.426486082,0.398764233,0.45921686,0.275160657
ARHGAP1,0.390305543,0.569284458,0.570559712,0.240841849,0.347466106,0.481105305
THEM4,0.360728384,0.439853443,0.567844759,0.43921751,0.426772815,0.409667534
RASGRP1,0.114211359,0.167684505,0.23768758,0.092625074,0.117111611,0.019175874
PRR14,0.13336215,0.134785363,0.220138248,0.123959675,0.09806079,0.178928698
USP25,0.509816823,0.673260256,0.685789268,0.586475764,0.481885413,0.413681744
RRN3P1,0.199436295,0.197488845,0.335820583,0.383960603,0.121258205,0.114527472
TCERG1,0.783196159,0.80513858,0.96627998,0.917399695,0.679407355,0.714069555
TTC37,0.971102416,1.110337079,1.25020176,1.127074638,0.812482933,0.744674179
FERMT2,0.467624635,0.557537259,0.656420273,0.510202222,0.308154743,0.286536161
PLXDC2,1.324253799,1.413020936,1.559179993,1.30805139,1.10665956,1.043323703
NCAM1,0.212779672,0.442612209,0.513583123,0.341546015,0.032964532,0.069950869
MAP4K5,0.17579373,0.285891122,0.329637136,0.277103445,0.202283879,0.19602706
PLCXD3,0.058406736,0.113646755,0.192224972,0.140325552,0.024413683,0.026985431
SIPA1L2,0.092010956,0.164545336,0.203075051,0.150472675,0.06325613,0.069297218
NT5C2,0.241233033,1.274607261,0.437747756,0.263168909,1.048929775,1.014855949
HPS1,0.27153192,0.366361733,0.437320491,0.250333352,0.2836722,0.413568931
TUBB4B,0.700491042,1.461236778,0.942124369,0.723628183,1.592318551,2.126520881
ZNF445,0.127250306,0.198939549,0.223324265,0.186957399,0.154333413,0.121779233
TAB2,0.48819242,0.588664121,0.676004072,0.697936888,0.431218335,0.453258153
RAB6A,0.816207209,1.128954695,1.09175639,0.669914582,0.757200792,0.69587125
HNRNPU,1.800005886,2.013916125,2.047243494,1.966106034,1.706952821,1.748225831
NENF,0.210180704,0.325064597,0.404772454,0.451448192,0.162139006,0.343194189
XRCC6,1.131931438,1.252187258,1.382435273,1.114321125,1.149586832,1.247824919
NCOR2,0.53776188,0.701930148,0.753711531,0.77558905,0.576117712,0.854988196
VEZF1,0.560434052,0.694512222,0.787795545,0.661714164,0.430585288,0.49053254
ZMYND11,0.842571739,1.00318986,1.089664691,0.987654125,0.759912226,0.82532293
BEX2,1.658083092,1.708382727,1.99148245,1.874494084,1.526175781,1.821204746
LSM2,0.398743503,0.474985178,0.629776347,0.327070515,0.357580596,0.648703262
CYB5B,0.671248993,0.832875178,0.956012292,0.654776708,0.701654352,0.564015483
ATP5PO,1.384971129,1.718531173,1.710270743,1.071156888,1.466182606,1.388207102
UTP3,0.663961662,0.837043214,0.925939552,0.676402623,0.711121102,0.819373134
EPS15,0.837524486,0.943225115,1.103607725,0.659790706,0.737329218,0.62861693
MARK3,0.875075395,1.050954524,1.118260207,1.104376398,0.839886237,0.901854891
MAGEB1,0.533033294,0.837103908,0.762867743,0.439477574,0.656428505,0.701381405
ETF1,1.019006803,1.198621473,1.303669375,1.076225309,0.948199341,0.967797268
NUP54,0.579552661,0.793477298,0.809722867,0.510404592,0.552398997,0.530882927
TAF11,1.099963928,1.392331529,1.404807312,1.290615288,1.308848457,1.385525213
PARD3B,0.166926805,0.227916023,0.315880316,0.140307024,0.110497607,0.119687256
ARHGAP20,0.620646606,0.739736028,0.872673722,0.749673715,0.630677933,0.525500202
SYNJ2BP,0.286166016,0.469373665,0.483754893,0.413384918,0.292708566,0.321421419
CAMLG,0.620002864,0.757336982,0.875723959,0.661385047,0.662306358,0.925372095
LARP6,0.162488505,0.290604992,0.353526096,0.118214868,0.260837222,0.399820268
TRAF6,0.220757417,0.31862486,0.403550536,0.350877611,0.230381711,0.19402145
SAR1A,0.802592205,0.999318639,1.106721374,0.698995284,0.707756606,0.70047868
TWISTNB,0.907200706,0.97840058,1.247730994,0.976922977,0.820252603,1.006667381
NDUFAF6,0.132527955,0.239876116,0.294946439,0.342617465,0.24934965,0.297221577
ASAP1,0.201592091,0.296388776,0.354682465,0.26576875,0.086945736,0.148081234
