,Ctrl,iNOA_B,iNOA_S,AZFc_Del,KS
CD38,0.011228926,0.02270773,0.002478921,0.005916764,0.003434579
CD3D,0.012808886,0.006075352,0.006445741,0.044828124,0.009154527
CD3E,0,0,0.002941971,0.010620468,0.006439894
CD3EAP,0.011060379,0.0277064,0.012509813,0.075741219,0.064414193
CD3G,0.00696598,0.007214263,0.004071653,0.011732983,0.003357268
CD4,0.193680432,0.279562462,0.381023795,0.240287692,0.574072252
CD40,0.108961276,0.104789727,0.321837425,0.089445413,0.596817075
CD44,0.205416527,0.175676654,0.119942539,0.219601225,0.27610157
CD46,2.913780298,2.495986776,2.202545502,2.420823332,1.063310144
CD47,1.127481016,0.491873973,0.654906834,0.863858242,0.494701627
CD48,0,0,0.006950845,0.006863472,0.009593106
CD52,0,0.010130479,0.032605848,0.143189431,0.051488806
CD53,0.028372305,0,0.017810622,0.028652141,0.012162211
CD55,0.937341104,0.372186033,0.218450758,0.602814935,0.183022536
CD58,0.218680964,0.177684428,0.262119483,0.320345367,0.189623279
CD59,3.419090925,1.091991062,2.720538083,2.601115017,2.398655792
CD6,0.025425107,0.006461452,0.003666687,0.005888102,0.001568437
CD63,9.481722603,11.33360019,14.10734502,9.047389563,14.18820424
CD68,0,0,0,0.025347298,0.014280574
CD69,0,0.06748184,0.022115881,0.087237683,0.114954732
CD7,0,0,0.003094414,0.00287682,0.004030217
CD72,0,0,0.006215738,0.003761003,0.009550665
CD74,1.231958531,0.186242999,1.535132032,1.736521581,3.096502298
CD79A,0.007073536,0,0.014373222,0.001817613,0.00342269
CD79B,0,0.011668702,0.03700224,0.021811429,0.034778734
CD81,1.272542635,2.731679322,2.989549596,2.915318282,4.288046905
CD81-AS1,0,0.006077646,0.006990379,0.005911983,0.010223121
CD82,0.518029805,0.130477013,0.583516462,0.304059576,0.704166244
CD83,0.818478216,0.07391332,0.06267448,0.158832292,0.069162448
CD84,0,0.018449739,0.028922013,0.028799778,0.009450705
CD86,0.023726819,0.00946446,0.008980474,0.000844499,0.006982233
CD8A,0,0.010725832,0.00141592,0.017701185,0.004078262
CD8B,0,0,0.003694604,0.016188973,0.001969858
CD9,1.868067877,0.594791398,0.28454587,1.173362635,0.938369119
CD93,0.029890763,0.478724086,0.032059891,0.108818605,0.077325415
CD96,0,0.02024557,0.002718908,0.012101459,0.002016715
CD99,6.586626271,7.877451104,11.30637215,7.94782849,12.94519561
CD99L2,0.129873798,0.378423492,0.323477334,0.341810759,0.575159805
CD99P1,0.109632503,0.068268776,0.077649842,0.0441207,0.06312058
CDA,0.00696598,0.003531373,0.001857308,0.00747715,0.007280468
CDADC1,0.307314446,0.363255435,0.334700191,0.367561587,0.257412641
CDAN1,0.006853014,0.03626571,0.039297853,0.046561613,0.088752395
CDC123,1.089290125,0.964679682,1.029473332,1.011627366,0.684802052
CDC14A,0.051032887,0.040329049,0.050864867,0.050486681,0.060700947
CDC14B,0.111770111,0.256638851,0.222084717,0.215459154,0.214073149
CDC16,0.708221854,0.718462388,0.585127645,0.572410367,0.63119933
CDC20,0.096465467,0.061986301,0.003716601,0.028193562,0.01539772
CDC20B,0,0,0.00460977,0.013127346,0.014639349
CDC20P1,0,0.004738618,0.002505189,0.007192395,0.009923587
CDC23,0.206609351,0.341039242,0.249009451,0.322687638,0.139656657
CDC25A,0.130800216,0.063009857,0.026618185,0.041884121,0.047321475
CDC25B,0.072151816,0.065508496,0.069812269,0.031701878,0.09281583
CDC25C,0.053299973,0.030034311,0,0.011947204,0.000411552
CDC26,0.160908611,0.125012147,0.138432565,0.101519449,0.146200166
CDC27,0.688160984,0.494495316,0.931499612,0.705309792,0.53038204
CDC34,0.104222055,0.09162339,0.081746016,0.084286815,0.308762288
CDC37,0.709244107,1.065461529,0.907621134,0.688294559,1.161936675
CDC37L1,0.660851851,0.800808769,0.61996673,0.587794033,0.44756862
CDC37L1-AS1,0.087335681,0.125229519,0.056269688,0.091783999,0.067865114
CDC40,0.726866018,0.905641435,0.993908824,0.653870853,0.554921189
CDC42,3.912159949,4.977057204,5.690060728,3.987744747,2.588645141
CDC42BPA,0.729388576,1.201517097,0.895062774,0.672555975,0.570757832
CDC42BPB,0.474419381,0.910604566,0.520244669,0.504380895,0.561336717
CDC42BPG,0,0,0.002960111,0.008454061,0.004103981
CDC42EP1,0.238559602,0.15585062,0.326236476,0.191547116,0.564999927
CDC42EP2,0.051875487,0.031861104,0.160382669,0.095376808,0.131946407
CDC42EP3,0.382321092,1.106771246,0.266173864,0.307909835,0.094936777
CDC42EP4,0.093878021,0.104085124,0.197384121,0.207465763,0.349404279
CDC42EP5,0.004907851,0.123227225,0.024332713,0.04253322,0.166969656
CDC42P6,0.047505587,0.067019276,0.045664437,0.039457736,0.035365908
CDC42SE1,0.111787388,0.084918458,0.108397567,0.184297695,0.1217148
CDC42SE2,0.478665246,0.575345696,0.439661452,0.751339066,0.221449085
CDC45,0.03976707,0.041643538,0.002933794,0.052743858,0.012659823
CDC5L,1.369536331,1.447722803,1.254246229,1.161320404,0.920908038
CDC6,0.113554718,0.140175264,0.103932489,0.090394443,0.058408261
CDC7,0.236173648,0.096920925,0.047762632,0.166652496,0.032178891
CDC73,0.713835141,1.026247243,1.023088485,0.798704598,0.893128166
CDCA2,0.108693435,0.104090488,0.007585935,0.072978962,0.005416296
CDCA3,0.02699301,0.015619755,0.002587504,0.014536431,0.010386712
CDCA4,0.075907049,0.030266212,0.054028914,0.071431464,0.091666408
CDCA5,0.036003126,0.063613705,0.00636752,0.019865396,0.006800133
CDCA7,0.108020651,0.169713668,0.272718303,0.112172535,0.305010548
CDCA7L,0.257322042,0.279046905,0.072251587,0.172579972,0.107187652
CDCA8,0.204231062,0.228593857,0.006446639,0.049670114,0.015393481
CDCP1,0.097732292,0.026407079,0.063710136,0.049353117,0.009953018
CDH1,0.12864952,0.006797466,0.003057391,0.008018058,0
CDH10,0,0,0.000335045,0.009647696,0.000494766
CDH11,0.799961506,1.502559985,1.199118748,0.704488446,0.897920951
CDH12,0.008005817,0.002705804,0.002616489,0.003353184,0.000425061
CDH13,0.041198018,0.02142164,0.007077766,0.034311309,0.034143748
CDH16,0,0,0.000256348,0,0.003070934
CDH18,0.014134835,0.001493429,0.004248559,0.017420873,0.002976294
CDH19,0,0.009270458,0.011059636,0.014432622,0.004055154
CDH2,0.182057858,0.516562508,0.228198917,0.611841575,0.070978635
CDH20,0.017315299,0.002666837,0.003162554,0.000622238,0
CDH22,0,0.006350659,0.002316102,0.009504019,0.01474004
CDH23,0.055130599,0.021326787,0.037362597,0.062091295,0.09572865
CDH24,0,0,0.002023144,0.003953538,0.011599804
CDH26,0,0.006337617,0.000805541,0,0.000508169
CDH3,0.053082328,0.032980972,0.024171863,0.025437187,0.013598629
CDH4,0.04269041,0.035289854,0.02502527,0.00173524,0.007427139
CDH5,0.014623989,0.057048065,0.076872078,0.045275669,0.04511246
CDH6,0,0.003926743,0.004613401,0.050791487,0.03600992
CDH7,0.019439161,0.006763285,0.020560343,0.007925115,0.007971582
CDH8,0.008600569,0.017666068,0.003738088,0.010434677,0.004444599
CDHR1,0,0.008813102,0.00232668,0.001002366,0.001686683
CDHR2,0.022170787,0,0,0,0.001313658
CDHR3,0.043619992,0.040893736,0.029974461,0.024683713,0.037287866
CDHR5,0,0,0.00245331,0,0
CDIP1,0.272722269,0.128868317,0.268306671,0.207594283,0.442724717
CDIPT,0.27476861,0.142056361,0.372286747,0.425419823,0.900402162
CDIPT-AS1,0.314013705,0.016459145,0.00276359,0.070175618,0.006748741
CDK1,0.136005736,0.033361368,0.01070061,0.054921371,0.014612239
CDK10,0.203720963,0.046895754,0.067232959,0.063250418,0.130472339
CDK11A,0.011988165,0.040304065,0.008032132,0.02825242,0.007578252
CDK11B,0.605278121,0.834773213,0.385226464,0.449704674,0.526085032
CDK12,0.492669937,0.657007056,0.58855851,0.484384654,0.552461935
CDK13,0.263691991,0.563855027,0.365285677,0.429443198,0.353278282
CDK14,0.157180948,0.475949551,0.229166905,0.181002839,0.148029824
CDK15,0.077345928,0.026035605,0.047259114,0.062598228,0.042712456
CDK16,0.268162402,0.189685848,0.268497533,0.372335571,0.348001637
CDK17,0.202914499,0.221825955,0.159227138,0.249856287,0.169563578
CDK18,0.004406653,0.001493429,0.012245935,0.022278036,0.028624259
CDK19,0.098131668,0.189399528,0.194354327,0.269383745,0.173744995
CDK2,0.05215607,0.01106392,0.112491462,0.078750557,0.11210381
CDK20,0.134989467,0.036763946,0.046839582,0.050645808,0.057230894
CDK2AP1,0.030408686,0.089303934,0.028499276,0.042752466,0.032132895
CDK2AP2,0.307987739,0.14729619,0.185701018,0.23792175,0.494648576
CDK4,0.004265913,0.007188865,0.024832854,0.650853941,1.164973472
CDK5,0.070623822,0.040954359,0.082350619,0.082911392,0.079518022
CDK5R1,0.023197978,0.014937683,0.016083819,0.009856434,0.033354659
CDK5RAP1,0.063301495,0.069803281,0.090817617,0.081862635,0.090517321
CDK5RAP2,0.652119885,0.493977906,0.416332321,0.38112078,0.379115262
CDK5RAP3,0.03619018,0.022720505,0.019870337,0.010162413,0.034737865
CDK6,0.239265345,0.114296215,0.051845154,0.124778755,0.053327219
CDK7,0.28647996,0.192832508,0.274338356,0.36028442,0.232958399
CDK8,0.194056023,0.135683398,0.143549357,0.150554076,0.136562577
CDK9,0.273051946,0.046603275,0.183556916,0.204306546,0.355081723
CDKAL1,0.125194365,0.219834043,0.185698361,0.199516441,0.15765332
CDKL1,0,0.089259439,0.115350431,0.145158373,0.175277449
CDKL2,0.161641473,0.112905605,0.009445699,0.031908939,0.01794379
CDKL3,0.012655955,0.052516663,0.032662241,0.038008356,0.035726986
CDKL4,0.011148421,0.025283575,0.00333676,0.005989367,0.00080584
CDKL5,0.180058583,0.136990463,0.141687656,0.191007727,0.094100633
CDKN1A,0.545633157,0.279672325,0.37166607,0.506302576,0.792749302
CDKN1B,0.829086088,0.622070125,1.496811399,1.196451234,2.251931948
CDKN1C,0.218759921,0.530608075,0.410680559,0.325140279,0.851338195
CDKN2A,0.064898678,0.005645889,0.007657279,0.014028965,0.03511435
CDKN2AIP,0.307586592,0.456893566,0.387442497,0.241447195,0.652779067
CDKN2AIPNL,0.184324435,0.162259305,0.20240006,0.288065545,0.157200412
CDKN2B,0.029104626,0.02781226,0.015461618,0.020140878,0.014710247
CDKN2B-AS1,0,0.008157938,0.001765884,0.002190657,0.002978787
CDKN2C,0.260285716,0.232483809,0.549819494,0.450962147,0.607799757
CDKN2D,0.044996849,0.058572919,0.024115072,0.053350411,0.089566237
CDKN3,0.458329158,0.13227151,0.013547967,0.207947949,0.052344047
CDNF,0.05012337,0.067097066,0.074085512,0.065072278,0.060919621
CDO1,0.575313769,0.494520793,0.988319656,0.932602892,0.478610516
CDON,0.121028067,0.103561806,0.196374019,0.261804767,0.134344691
CDPF1,0.055954888,0.102180524,0.142793721,0.075324851,0.215419662
CDR2,0.090626379,0.154844085,0.145812043,0.091964871,0.205956231
CDR2L,0.013666885,0.006256255,0.034116327,0.077788788,0.030570952
CDRT4,0.03250334,0,0,0.005415528,0
CDS1,0.082099605,0.068703897,0.053149056,0.167608873,0.068369579
CDS2,0.188199825,0.135958698,0.232448651,0.34997719,0.333751646
CDT1,0.046813683,0.047653125,0.015522381,0.013030378,0.007515848
CDV3,0.576019128,1.009009462,0.456768416,0.874969588,0.878980992
CDX1,0,0.011291779,0.002266191,0.008805905,0.005471443
CDYL,0.084666932,0.346611982,0.140054433,0.161783159,0.115283694
CDYL2,0,0.07006409,0.051757469,0.16677008,0.021469107
CEACAM1,0.025776463,0.002336427,0.001698445,0.000897536,0
CEACAM19,0.024883053,0.004206842,0.00962558,0.005432212,0.008556236
CEACAM22P,0,0.003591441,0,0.000526092,0.000715886
CEACAM6,0.386501383,0,0,0.001298394,0
CEBPA,0,0,0,0.021688307,0.063027757
CEBPA-AS1,0,0,0.007414186,0,0.010902654
CEBPB,0.231379385,0.102912965,0.166691219,0.293154777,1.09556523
CEBPB-AS1,0.018201218,0.008602244,0.018542046,0.013578631,0.061103509
CEBPD,1.274837518,0.642993598,0.62930475,0.661932934,5.944441244
CEBPG,0.310574996,0.487621174,0.223048463,0.222428939,0.198155859
CEBPZ,0.982190356,1.566620533,1.020100987,1.412066312,1.114748727
CEBPZOS,0.965612175,1.533524692,1.380062875,1.186797251,1.306049849
CECR2,0.008453012,0.033966487,0.00058724,0.015329637,0.002549075
CECR7,0.057392619,0.155281159,0.056781077,0.087748455,0.043867133
CEL,0,0,0,0.001319892,0.005153271
CELF1,0.238120678,0.581394306,0.51593898,0.459305647,0.467889104
CELF2,0.780979494,1.282122411,0.975726439,0.889265079,0.797980979
CELF2-AS1,0.00435111,0,0.001791892,0,0.000491443
CELF4,0.041513429,0.006928868,0.010832048,0.023669026,0.011289504
CELF5,0.02776614,0.006699898,0.000230212,0.007202987,0.000537833
CELSR1,0.018774783,0.009278225,0.001841886,0.008296999,0.001406992
CELSR2,0.069987924,0.069640071,0.086621147,0.179706965,0.053465513
CELSR3,0,0.002614871,0.010801438,0.004267855,0.00125471
CELSR3-AS1,0.022195885,0.020341258,0.006120336,0.003885361,0.001243274
CEMIP,0,0,0.01681151,0.038375204,0
CEND1,0,0,0.003529511,0,0.0008071
CENPA,0.044748959,0.007171917,0.00529194,0.013819864,0.003513431
CENPB,0.026934945,0.116911677,0.167525532,0.15462401,0.343186751
CENPBD1,0.073634281,0.13510053,0.12454048,0.10108665,0.137600962
CENPBD1P1,0.078748005,0.092237956,0.253031534,0.232388681,0.261761801
CENPC,0.878492289,1.345864207,1.112731809,0.965410593,0.854239913
CENPCP1,0.003703506,0.006925399,0.010834949,0.004867539,0.008826998
CENPE,0.255324763,0.209288811,0.038932643,0.164352517,0.034105446
CENPF,0.323551017,0.361619472,0.102724515,0.19661385,0.072738379
CENPH,0.385558372,0.46608157,0.097162401,0.264417238,0.119844184
CENPI,0.014653416,0.009454959,0.01494786,0.016564093,0.00642505
CENPJ,0.266930331,0.249962043,0.133165105,0.214973765,0.155546153
CENPK,0.187323372,0.283595541,0.022224838,0.092584134,0.035795311
CENPL,0.058582541,0.054851844,0.058730909,0.0561619,0.05142164
CENPM,0.024461153,0.026097147,0.004823101,0.015947105,0.014607146
CENPN,0.047910476,0.121163055,0.030104661,0.071608123,0.038064937
CENPO,0.020555953,0.052976586,0.019435346,0.041518094,0.033686331
CENPP,0.120220797,0.065229643,0.038640576,0.07861399,0.080332852
CENPQ,0.116733783,0.220553443,0.19437547,0.132022736,0.142459161
CENPS,0.097476599,0.037781907,0.03583138,0.079100965,0.054458746
CENPT,0.113525137,0.091527164,0.196819062,0.135142954,0.332191711
CENPU,0.484405703,0.478937406,0.033781075,0.248866667,0.053710421
CENPV,0.126024625,0.078739999,0.155187904,0.223099568,0.34634366
CENPVL3,0,0.01312174,0.022643094,0.114502164,0
CENPW,0.335365546,0.624077527,0.702029487,0.564444981,0.74684453
CENPX,0.353378036,0.621854994,0.343373001,0.427781806,0.732346064
CEP104,0.330499468,0.417772234,0.224848134,0.187988208,0.261178552
CEP112,0.288622245,0.335199227,0.343500107,0.225526164,0.278860708
CEP120,0.506496424,0.422006022,0.355010592,0.401426384,0.317686039
CEP126,0.451309731,0.703043406,0.627785031,0.55973422,0.453963804
CEP128,0.053990446,0.070164157,0.061926905,0.048141678,0.038748711
CEP131,0.012798854,0.074966035,0.02401063,0.027893766,0.033511663
CEP135,0.160534171,0.165897917,0.110564841,0.171666792,0.065043352
CEP152,0.323459851,0.403486085,0.428869131,0.331763584,0.371452735
CEP162,0.243431955,0.336123846,0.214671491,0.325543867,0.170585626
CEP164,0.282188656,0.309419601,0.19089137,0.177781033,0.214238963
CEP164P1,0.015802581,0,0,0.008088982,0.006256092
CEP170,0.490731176,0.503124825,0.607862666,0.425147765,0.360873147
CEP170B,0.022725822,0.04180263,0.044239607,0.095668663,0.06526947
CEP170P1,0.123450005,0.006661339,0.010460898,0.024677022,0.01044353
CEP19,0.172610891,0.197785486,0.119404979,0.091427582,0.105093128
CEP192,0.408608518,0.26519075,0.391683219,0.382606807,0.235980664
CEP250,0.053924987,0.080792443,0.075871115,0.067501546,0.203606569
CEP290,0.463409164,0.859340951,0.703105035,0.479771124,0.481046486
CEP295,0.659295572,0.502250701,0.402145514,0.422811459,0.298111259
CEP295NL,0.008005817,0,0.00038668,0,0.001473264
CEP350,1.154491215,1.561766565,1.209854161,1.140864182,1.12917208
CEP41,0.363756555,0.251772717,0.175460607,0.22497165,0.130826436
CEP44,0.387286164,0.485718239,0.558414696,0.387762773,0.251591797
CEP55,0.044904072,0.084290712,0.001411898,0.006121669,0.003968254
CEP57,0.758387054,0.628490923,0.800603668,0.653584245,0.535584365
CEP57L1,0.307663888,0.471993074,0.397054602,0.340322587,0.2709598
CEP57L1P1,0,0.005228266,0.004691429,0.005537025,0.003349721
CEP63,0.519624171,0.543793445,0.453444195,0.501172073,0.406040234
CEP68,0.249232558,0.363764593,0.4394112,0.286908024,0.498030384
CEP70,0.299788088,0.403393751,0.366023954,0.215585918,0.317884701
CEP72,0.018342545,0.008991362,0.009559924,0.00326459,0.013122289
CEP76,0.08043773,0.071010885,0.043832251,0.064960074,0.051009053
CEP78,0.12580562,0.246329417,0.256078166,0.216519995,0.224509363
CEP83,0.25871998,0.272065216,0.176491506,0.133793136,0.098286862
CEP83-AS1,0.051783425,0.030894243,0.013823446,0.022039779,0.013356658
CEP85,0.102186384,0.09827989,0.021981048,0.05304484,0.018075291
CEP85L,0.393812885,0.585125253,0.397764285,0.479030816,0.470523541
CEP89,0.407660268,0.424423374,0.438728542,0.405278213,0.351414077
CEP95,0.512102421,0.383633871,0.484645921,0.610706611,0.456752064
CEP97,0.247268689,0.14909454,0.279245717,0.198184759,0.175103283
CEPT1,0.081447267,0.070613033,0.105719522,0.329424536,0.234616331
CERCAM,0.253485326,0.187517914,0.321745803,0.137899675,0.736951852
CERK,0.057536482,0.287407931,0.165515267,0.173913409,0.212622387
CERKL,0.01444302,0.001527931,0.01232233,0.000999127,0
CERNA1,0.06608629,0.045041631,0.06263121,0.1033522,0.117327971
CERS1,0,0.001417089,0.009617625,0.036922507,0.006222488
CERS2,0.073339987,0.04601157,0.065138914,0.58791988,0.667349339
CERS3,0.034773541,0.01377585,0,0.008540857,0.000986691
CERS3-AS1,0.009903223,0.034985222,0.011219211,0,0.024751722
CERS4,0.021200341,0.031544797,0.144497829,0.065184474,0.240665197
CERS5,0.245499203,0.100679994,0.175540704,0.155792054,0.300179859
CERS6,0.235715235,0.206010737,0.218730564,0.378853018,0.142349922
CES1,0.081074602,0.183985569,0.135456403,0.010456558,0.03338807
CES1P1,0,0.024145253,0.007803018,0,0
CES2,0.063581633,0.123802953,0.159471733,0.174527867,0.342899488
CES3,0,0.006346305,0.000107163,0,0.005101145
CES4A,0.034947086,0.018589293,0.043212139,0.035872688,0.084792105
CES5A,0,0.002165402,0.002324463,0,0
CETN1,0.153600759,0.02259265,0,0.072286767,0.019102932
CETN2,0.951367499,1.500261073,1.437656275,1.370295984,1.437826952
CETN3,0.515587797,0.594730098,0.585660395,0.820848865,0.7847919
CETN4P,0.040772487,0.015154579,0.018045891,0.028698995,0.017892693
CFAP100,0.025310681,0,0.00057656,0.004136655,0.001451123
CFAP126,0,0,0,0.006156969,0.002244716
CFAP157,0,0,0,0.009727848,0.004660031
CFAP161,0.013346806,0,0.001038553,0.020490123,0.000470279
CFAP20,0.238979946,0.095106984,0.467537044,0.330423054,0.682965035
CFAP206,0.008645435,0.004958733,0.00057656,0.009041341,0.003019509
CFAP221,0.114486637,0.070711886,0.02104974,0.064426749,0.028305541
CFAP36,1.028321071,0.933199978,0.791415682,0.766288554,0.764805478
CFAP43,0.082589091,0.077814593,0.007301665,0.03803947,0.006868424
CFAP44,0.076440875,0.101495376,0.0593112,0.088469031,0.06455137
CFAP44-AS1,0,0,0,0.001578358,0.002686012
CFAP45,0.03459919,0.040222953,0.00550784,0.018523651,0.009085379
CFAP46,0.014205914,0.08627317,0.001625403,0.026287768,0.003550221
CFAP47,0,0.020667856,0,0.017918432,0.001005394
CFAP52,0.007302191,0.028524387,0.008133687,0.016888923,0.009736965
CFAP53,0.113519077,0.115921047,0.008208254,0.059389005,0.026223091
CFAP54,0.047522642,0.053801107,0.013508257,0.032078676,0.014348977
CFAP57,0.040094148,0.028783873,0.000413414,0.008307629,0.005078357
CFAP58,0.06451619,0.019616231,0.005858681,0.023734455,0.007976221
CFAP58-AS1,0,0.011125238,0.008391599,0.001828033,0.014635712
CFAP61,0.053971454,0.006645318,0,0.005884284,0.002538153
CFAP65,0.052895096,0.01137341,0,0.004990579,0.003909033
CFAP69,0.036879369,0.07357214,0.042335731,0.038289334,0.040768008
CFAP70,0.061913912,0.134517544,0.022253668,0.062630558,0.031483183
