subtype,gene_id,avg_logFC,p_val,p_val_adj,OA,Ctrl,pct.1,pct.2
LCs,AP2A1,0.35587838,6.696620662954245e-05,0.007084657723287,0.4852187311096396,0.1293403597828747,0.1923076923076923,0.0439024390243902
LCs,APH1B,0.55691344,1.6347269220151288e-08,5.3046201759339665e-06,0.9338265364002268,0.3769131295483898,0.4358974358974359,0.1170731707317073
LCs,APOC1,1.3765324,2.3550827833519312e-11,1.3779018436232549e-08,2.6707450931234304,1.2942126110313228,0.717948717948718,0.3951219512195122
LCs,ARHGDIA,0.77187455,9.817644531797452e-15,1.0530787322093296e-11,0.831175528113043,0.0593009702362264,0.3717948717948718,0.0341463414634146
LCs,ARL2BP,1.4439598,2.060177903401814e-34,1.136482424855158e-30,1.4439598720104216,0.0,0.6153846153846154,0.0
LCs,ASPA,0.35928246,4.209849920675116e-05,0.0049112795977906,0.8125383331578002,0.4532558685186885,0.3717948717948718,0.1414634146341463
LCs,ATF3,0.759315,0.0001079658752213,0.0106900058248041,1.0829939030995224,0.3236788631974771,0.2435897435897435,0.073170731707317
LCs,ATP13A3,0.3917406,2.649556739007818e-06,0.0004872030165561,0.7222790288593661,0.3305384409320871,0.3333333333333333,0.0926829268292682
LCs,ATP5ME,1.6423265,5.737038409056062e-24,1.4769049211046656e-20,2.6282754227884664,0.9859488998630274,0.8974358974358975,0.3853658536585366
LCs,ATP6V1E1,0.5766581,4.224756830017891e-06,0.0007123973143717,1.666583085436946,1.0899249610171635,0.6923076923076923,0.4
LCs,B9D1,0.36041957,6.420103033276414e-05,0.0068864521841657,0.5935124117721595,0.2330928313810447,0.2692307692307692,0.0829268292682926
LCs,BACE1,0.74709135,5.426920578338825e-10,2.49476831110183e-07,1.040874611918989,0.293783286653931,0.3974358974358974,0.0829268292682926
LCs,BBIP1,0.41107008,5.555807003468965e-07,0.0001247310973482,0.7545874443693481,0.3435173606941284,0.4102564102564102,0.1268292682926829
LCs,BCAT1,0.49331778,6.581397024762e-08,1.815290329365605e-05,0.8028578938226748,0.3095401067135075,0.3846153846153846,0.1024390243902439
LCs,BECN1,0.38570294,0.0002590127929519,0.021292646519216,0.6142943389996739,0.2285914034092722,0.2435897435897435,0.0829268292682926
LCs,BHMT2,0.32673597,0.0003197074328721,0.0252464264220033,0.7797397049507688,0.4530037438947183,0.3333333333333333,0.1365853658536585
LCs,BOLL,0.36427495,0.0001239499953216,0.0121480433232074,0.4935377970633423,0.1292628485003972,0.1666666666666666,0.0341463414634146
LCs,BPHL,0.29401115,0.0006368884409766,0.0436054027452389,0.5422622139857098,0.2482510804184861,0.2564102564102564,0.0926829268292682
LCs,BRF2,0.29824805,3.030929440714526e-05,0.0037392760496227,0.3111601360161256,0.0129120747330422,0.1025641025641025,0.0048780487804878
LCs,BUD31,0.59404814,1.7009139246138504e-07,4.2649864414911576e-05,1.2245998540527645,0.6305516849756427,0.5384615384615384,0.1951219512195122
LCs,C11orf71,0.288232,5.0969053182091414e-05,0.0057816302811632,0.7285532844583593,0.4403212847430397,0.3846153846153846,0.1463414634146341
LCs,C15orf48,0.37849832,0.0001303921848242,0.0125239418154754,0.6294934071965936,0.2509950929466961,0.2307692307692307,0.0682926829268292
LCs,C1orf194,0.42479223,2.4200191606091405e-06,0.0004514446371348,0.8783165232531248,0.4535243060952687,0.4102564102564102,0.1414634146341463
LCs,C1orf43,0.68059206,1.508278739404926e-07,3.857098246498094e-05,2.0981217823055243,1.4175297483321616,0.8589743589743589,0.5414634146341464
LCs,C2CD2,0.27700335,2.989522035212963e-05,0.0037000126086457,0.4037898850007985,0.1267865382318015,0.2051282051282051,0.0439024390243902
LCs,C5orf58,0.48389214,6.331958046244191e-09,2.306684527884146e-06,0.9763228774932902,0.4924307424511339,0.4102564102564102,0.0975609756097561
LCs,C8orf33,0.4114081,0.0006940840184865,0.0458939287223571,1.2852433551347917,0.873835265258904,0.5512820512820513,0.3317073170731707
LCs,C8orf59,0.7399902,1.2795686321213641e-08,4.2595295456350405e-06,1.5445164746886422,0.8045262709465053,0.6666666666666666,0.2780487804878049
LCs,CALB2,0.5757572,9.724865534031783e-05,0.0098563171285206,3.9077248988157263,3.331967702851078,0.7564102564102564,0.4926829268292683
LCs,CCBE1,0.62546325,4.5978689374517486e-10,2.1919346792555467e-07,0.8490372233916513,0.2235739469404193,0.3717948717948718,0.0682926829268292
LCs,CCDC110,0.29651973,2.309035206024143e-05,0.0030535409068706,0.6308756161634667,0.3343558958134331,0.3076923076923077,0.0975609756097561
LCs,CCDC89,0.2727729,0.0001693254026917,0.0153485925468085,0.3207879480883137,0.0480150441759727,0.1025641025641025,0.0097560975609756
LCs,CD59,0.5374291,9.542518831899812e-05,0.0096969569656266,2.6742241788948498,2.1367950609195883,0.8589743589743589,0.7024390243902439
LCs,CDK4,0.38458318,4.858461813774331e-11,2.8001418349088927e-08,0.3906924911856355,0.0061093053032026,0.2179487179487179,0.0048780487804878
LCs,CDV3,0.58156765,8.787697241851683e-06,0.0013682940685246,1.234477368440967,0.6529097100025294,0.5,0.2390243902439024
LCs,CERS2,0.52043307,2.7951044279884304e-10,1.4017267206074446e-07,0.6219615445211811,0.1015284561964961,0.2948717948717949,0.0341463414634146
LCs,CHMP1B,0.48936686,0.0001629319404357,0.0150157920761949,0.7360742641988064,0.2467073918837367,0.2692307692307692,0.0926829268292682
LCs,CKLF,0.54997855,9.178323892691759e-11,4.9918447481167936e-08,0.5688140207668095,0.0188354962591131,0.2307692307692307,0.0097560975609756
LCs,CKS2,0.493213,0.0006416899569707,0.0438140458647211,1.3118012982753011,0.8185882863615485,0.4230769230769231,0.2048780487804878
LCs,CNRIP1,0.47683164,0.0003745836850785,0.0289870721429053,1.227683801749291,0.7508521657199507,0.5,0.2634146341463415
LCs,COL18A1,0.30581573,5.057666527007611e-05,0.0057611148359999,0.4898243849892748,0.1840086493539536,0.1794871794871795,0.0341463414634146
LCs,COX17,0.48272473,7.141161878169118e-05,0.0074933686392799,2.1486826783968005,1.6659579501836537,0.8461538461538461,0.5902439024390244
LCs,COX20,0.84300685,3.2938164537231746e-18,5.087628894420816e-15,0.9407262619412192,0.0977194365676921,0.4487179487179487,0.0341463414634146
