ONTOLOGY,ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,GeneRatio,neg_log10_pvalue
BP,GO:0032392,DNA geometric change,90/18723,0.002352270925242,0.0392158806992998,0.0322474474270146,DHX36/ATRX/XRCC5/MNAT1/CHD8/CHD4,6,6/281,2.6285126593979973
BP,GO:0034644,cellular response to UV,90/18723,0.002352270925242,0.0392158806992998,0.0322474474270146,TIMP1/PTN/DHX36/PIK3R1/PARP1/USP47,6,6/281,2.6285126593979973
BP,GO:0097581,lamellipodium organization,90/18723,0.002352270925242,0.0392158806992998,0.0322474474270146,ABLIM1/ARPC2/RAC1/CDC42/PIK3R1/ENPP2,6,6/281,2.6285126593979973
BP,GO:0045428,regulation of nitric oxide biosynthetic process,62/18723,0.0023663836681828,0.0392158806992998,0.0322474474270146,HSP90AA1/HSP90AB1/EDN1/RAC1/TSPO,5,5/281,2.62591484066064
BP,GO:0048002,antigen processing and presentation of peptide antigen,62/18723,0.0023663836681828,0.0392158806992998,0.0322474474270146,TAPBP/HLA-C/B2M/HLA-E/HLA-B,5,5/281,2.62591484066064
BP,GO:0008380,RNA splicing,434/18723,0.002448742291315,0.040208168377121,0.0330634113720393,AHNAK/MBNL3/THRAP3/MBNL2/ZNF638/TGS1/SCAF11/PTBP3/PPP2R1A/PIK3R1/CELF2/PPIG/SYNCRIP/RBM17/RBMXL1,15,15/281,2.6110569181619354
BP,GO:0006882,cellular zinc ion homeostasis,38/18723,0.0024536916859783,0.040208168377121,0.0330634113720393,SLC39A10/MT2A/MT1E/MT1X,4,4/281,2.610180008638511
BP,GO:0031109,microtubule polymerization or depolymerization,122/18723,0.002459048079601,0.040208168377121,0.0330634113720393,MAP1B/CRYAB/RAC1/TAOK1/CDKN1B/CKAP5/MAP7D3,7,7/281,2.609232979800822
BP,GO:0048732,gland development,436/18723,0.0025577888629054,0.0416376337461461,0.0342388690823948,CLDN1/ARID5B/SOX9/PTN/DDR1/CDC42/SRP54/CDKN1B/ASH1L/UPF2/LSR/NTN4/PRKDC/TSPO/LY6E,15,15/281,2.592135307965103
BP,GO:0030168,platelet activation,123/18723,0.0025747688962195,0.0417294042695665,0.0343143325190581,ACTG1/HSPB1/CLIC1/IL6ST/MYH9/MYL9/CD9,7,7/281,2.589261745885242
BP,GO:0007030,Golgi organization,157/18723,0.0025980529918276,0.0419220919163768,0.0344727806948876,GOLGB1/YWHAZ/CDC42/LMAN1/TRIP11/CSNK1A1/SYNE1/USO1,8,8/281,2.5853519949783084
BP,GO:0031058,positive regulation of histone modification,92/18723,0.0026279971117987,0.0422200933375883,0.0347178290016534,LMNA/NIPBL/RTF1/BRD4/RIF1/KMT2A,6,6/281,2.5803751164069966
BP,GO:0030220,platelet formation,19/18723,0.0027122466822101,0.042245276713791,0.0347385374387878,MEF2C/MYH9/PRKDC,3,3/281,2.5666708133851532
BP,GO:0036344,platelet morphogenesis,19/18723,0.0027122466822101,0.042245276713791,0.0347385374387878,MEF2C/MYH9/PRKDC,3,3/281,2.5666708133851532
BP,GO:0044827,modulation by host of viral genome replication,19/18723,0.0027122466822101,0.042245276713791,0.0347385374387878,NUCKS1/VAPA/IFI27,3,3/281,2.5666708133851532
BP,GO:0097501,stress response to metal ion,19/18723,0.0027122466822101,0.042245276713791,0.0347385374387878,MT2A/MT1E/MT1X,3,3/281,2.5666708133851532
BP,GO:2000738,positive regulation of stem cell differentiation,19/18723,0.0027122466822101,0.042245276713791,0.0347385374387878,SOX9/PTN/DHX36,3,3/281,2.5666708133851532
BP,GO:0070542,response to fatty acid,64/18723,0.0027214271761806,0.042245276713791,0.0347385374387878,CLDN1/SOX9/EDN1/XRCC5/FABP3,5,5/281,2.5652032826609155
BP,GO:0080164,regulation of nitric oxide metabolic process,64/18723,0.0027214271761806,0.042245276713791,0.0347385374387878,HSP90AA1/HSP90AB1/EDN1/RAC1/TSPO,5,5/281,2.5652032826609155
BP,GO:0098930,axonal transport,64/18723,0.0027214271761806,0.042245276713791,0.0347385374387878,HSPB1/ARMCX3/AP3S1/DST/BLOC1S6,5,5/281,2.5652032826609155
BP,GO:2000027,regulation of animal organ morphogenesis,125/18723,0.0028187342066514,0.0435719459927337,0.0358294653247068,SOX9/DAAM1/EDN1/RAC1/CDC42/FZD3/NTN4,7,7/281,2.5499458741201773
BP,GO:0001738,morphogenesis of a polarized epithelium,94/18723,0.0029272899971669,0.0449288592513845,0.0369452630115389,ACTG1/DAAM1/RAC1/CDC42/FZD3/INTU,6,6/281,2.5335342512830836
BP,GO:0043001,Golgi to plasma membrane protein transport,40/18723,0.0029675761886617,0.0449288592513845,0.0369452630115389,RAB31/MACF1/SPTBN1/VAMP2,4,4/281,2.527598122283866
BP,GO:0055069,zinc ion homeostasis,40/18723,0.0029675761886617,0.0449288592513845,0.0369452630115389,SLC39A10/MT2A/MT1E/MT1X,4,4/281,2.527598122283866
BP,GO:0071276,cellular response to cadmium ion,40/18723,0.0029675761886617,0.0449288592513845,0.0369452630115389,MT2A/DAXX/MT1E/MT1X,4,4/281,2.527598122283866
BP,GO:2000781,positive regulation of double-strand break repair,40/18723,0.0029675761886617,0.0449288592513845,0.0369452630115389,SLF2/RIF1/PARP1/PRKDC,4,4/281,2.527598122283866
BP,GO:0031099,regeneration,198/18723,0.0031027503328884,0.0467828626012154,0.0384698207796435,MAP1B/CLDN1/PTN/CD9/MAP4K4/CDKN1B/UPF2/TSPO/GSTP1,9,9/281,2.5082531691181256
BP,GO:0007097,nuclear migration,20/18723,0.0031557504357071,0.0473877789917009,0.0389672470557355,SYNE2/CDC42/DOCK7,3,3/281,2.500897349151091
BP,GO:0051693,actin filament capping,41/18723,0.0032501384483748,0.0484099568889515,0.0398077899025326,RDX/SPTAN1/SPTBN1/SVIL,4,4/281,2.48809813868742
BP,GO:0071470,cellular response to osmotic stress,41/18723,0.0032501384483748,0.0484099568889515,0.0398077899025326,MYLK/WNK3/XRCC5/TSPO,4,4/281,2.48809813868742
CC,GO:0005925,focal adhesion,418/19550,4.24002780775178e-15,1.45807232964161e-12,1.09886844709833e-12,SYNE2/ACTG1/HSPB1/AHNAK/ITGA6/RDX/MYH9/YWHAB/B2M/PPFIBP1/JAK1/LMO7/ARPC2/EZR/RAC1/CD151/YWHAZ/CDC42/FLRT3/CD9/NEDD9/MAP4K4/ACTN4/RRAS/TPM4/LPP/PFN1/DOCK7/CAPN2/SVIL/DST/VIM/IQGAP1,33,33/289,14.37263129512577
CC,GO:0030055,cell-substrate junction,425/19550,6.845409998317431e-15,1.45807232964161e-12,1.09886844709833e-12,SYNE2/ACTG1/HSPB1/AHNAK/ITGA6/RDX/MYH9/YWHAB/B2M/PPFIBP1/JAK1/LMO7/ARPC2/EZR/RAC1/CD151/YWHAZ/CDC42/FLRT3/CD9/NEDD9/MAP4K4/ACTN4/RRAS/TPM4/LPP/PFN1/DOCK7/CAPN2/SVIL/DST/VIM/IQGAP1,33,33/289,14.164600535159737
CC,GO:0030016,myofibril,231/19550,1.7410345175303102e-09,2.47226901489304e-07,1.86321237840963e-07,CMYA5/SYNE2/CALM1/ACTG1/CALD1/CRYAB/HSPB1/AHNAK/MYOZ2/TPM3/MYL9/LMAN1/SPTBN1/ACTN4/CFL2/TPM4/SYNE1/SVIL/DST,19,19/289,8.759192618529804
CC,GO:0043292,contractile fiber,239/19550,3.0695181874670104e-09,3.26903686965236e-07,2.46369222941431e-07,CMYA5/SYNE2/CALM1/ACTG1/CALD1/CRYAB/HSPB1/AHNAK/MYOZ2/TPM3/MYL9/LMAN1/SPTBN1/ACTN4/CFL2/TPM4/SYNE1/SVIL/DST,19,19/289,8.51292978900036
CC,GO:0098687,chromosomal region,348/19550,5.82934374578265e-08,4.9666008714e-06,3.7430522999e-06,RAD21/SMC6/DAXX/DHX36/ATRX/TOX4/SMC5/SMC4/PPP1R10/CSNK1A1/XRCC5/BOD1L1/PPP2R1A/RIF1/SMC3/PARP1/BAZ1B/LRIF1/PRKDC/CKAP5/PDS5B,21,21/289,7.234380334370912
CC,GO:0031252,cell leading edge,422/19550,8.64568539730822e-08,6.138436632e-06,4.626200081e-06,SYNE2/MYLK/SLK/RDX/WASL/MYH9/APPL2/ABLIM1/S100A11/ARPC2/EZR/RAC1/ARHGAP18/CDC42/NEDD9/MACF1/MTSS1/SPTBN1/PKN2/PTPN13/DST/VIM/IQGAP1,23,23/289,7.063200571797842
CC,GO:0032432,actin filament bundle,80/19550,2.82121877981908e-07,1.71691314314e-05,1.29394244788e-05,MYLK/CRYAB/MYH9/DAAM1/ABLIM1/TPM3/MYL9/ACTN4/TPM4/LPP,10,10/289,6.549563233878672
CC,GO:0030017,sarcomere,211/19550,6.15133751034154e-07,3.27558722425e-05,2.46862886928e-05,CMYA5/SYNE2/CALM1/CRYAB/HSPB1/MYOZ2/TPM3/MYL9/LMAN1/SPTBN1/ACTN4/CFL2/TPM4/SYNE1/DST,15,15/289,6.211030443540777
CC,GO:0045335,phagocytic vesicle,137/19550,9.32140507966515e-07,3.84968789237e-05,2.90129678076e-05,ACTG1/TAPBP/APPL2/HLA-C/B2M/RAB31/CDC42/SYT11/HLA-E/ABCA1/VIM/HLA-B,12,12/289,6.030518618509571
CC,GO:0001725,stress fiber,71/19550,9.94050864228234e-07,3.84968789237e-05,2.90129678076e-05,MYLK/MYH9/DAAM1/ABLIM1/TPM3/MYL9/ACTN4/TPM4/LPP,9,9/289,6.002591392777254
CC,GO:0097517,contractile actin filament bundle,71/19550,9.94050864228234e-07,3.84968789237e-05,2.90129678076e-05,MYLK/MYH9/DAAM1/ABLIM1/TPM3/MYL9/ACTN4/TPM4/LPP,9,9/289,6.002591392777254
CC,GO:0042641,actomyosin,81/19550,3.0608887165e-06,0.0001086615494389,8.18921981193e-05,MYLK/MYH9/DAAM1/ABLIM1/TPM3/MYL9/ACTN4/TPM4/LPP,9,9/289,5.514152459585455
CC,GO:0030863,cortical cytoskeleton,108/19550,4.6125064419e-06,0.0001511482880217,0.0001139121024132,CALD1/RDX/WASL/MYH9/EZR/SPTAN1/SPTBN1/ACTN4/TPM4/CAPN2,10,10/289,5.3360630142898655
CC,GO:0000775,"chromosome, centromeric region",198/19550,8.2981901625e-06,0.0002525020720888,0.0001902968420734,RAD21/SMC6/DAXX/ATRX/SMC5/SMC4/CSNK1A1/BOD1L1/PPP2R1A/SMC3/BAZ1B/CKAP5/PDS5B,13,13/289,5.081016617039207
CC,GO:0030139,endocytic vesicle,336/19550,1.15958436217e-05,0.0003290382688821,0.0002479779392366,ACTG1/TAPBP/WASL/APPL2/HSP90AA1/HLA-C/B2M/RAB31/CDC42/SYT11/CD9/MTSS1/HLA-E/ABCA1/VAMP2/VIM/HLA-B,17,17/289,4.9356976500513206
CC,GO:0032154,cleavage furrow,53/19550,1.23582448406e-05,0.0003290382688821,0.0002479779392366,MYLK/RDX/MYH9/PKN2/RHOC/SVIL/STAMBP,7,7/289,4.9080432048272025
CC,GO:0005938,cell cortex,308/19550,1.51848273891e-05,0.0003805139098691,0.0002867722819621,CALD1/RDX/WASL/MYH9/EZR/RAC1/MYL9/NEDD9/SPTAN1/SPTBN1/ACTN4/TPM4/PFN1/RHOC/CAPN2/DST,16,16/289,4.818590140485094
CC,GO:0030864,cortical actin cytoskeleton,79/19550,2.17631644737e-05,0.0005150615592113,0.0003881734014318,CALD1/RDX/WASL/MYH9/SPTAN1/SPTBN1/ACTN4/CAPN2,8,8/289,4.662277955777849
CC,GO:0000781,"chromosome, telomeric region",162/19550,3.02157112821e-05,0.0006774680529565,0.0005105701906393,SMC6/DHX36/ATRX/TOX4/SMC5/PPP1R10/XRCC5/RIF1/PARP1/LRIF1/PRKDC,11,11/289,4.519767177941911
CC,GO:0012507,ER to Golgi transport vesicle membrane,62/19550,3.52028762908e-05,0.0007498212649951,0.0005650988036163,SEC31A/HLA-C/B2M/LMAN1/HLA-E/USO1/HLA-B,7,7/289,4.453421850550576
CC,GO:0016607,nuclear speck,412/19550,4.53638137412e-05,0.0009202373644657,0.0006935319895281,CMYA5/MEF2C/SMC6/LMNA/ARHGAP18/THRAP3/DHX36/ZNF106/SMC5/ZNF638/SMC4/SRP54/FYTTD1/TRIP11/CSNK1A1/BNIP3L/DDX42/PPIG,18,18/289,4.343290441391726
CC,GO:0032153,cell division site,71/19550,8.50066365234e-05,0.001646037598136,0.0012405274707968,MYLK/RDX/MYH9/PKN2/RHOC/SVIL/STAMBP,7,7/289,4.070547167309462
CC,GO:0090734,site of DNA damage,97/19550,9.58721646387e-05,0.0017757192233082,0.001338261337062,SLF2/SMC6/LMNA/ARPC2/SMC5/XRCC5/RIF1/PARP1,8,8/289,4.018307466849746
CC,GO:0035861,site of double-strand break,73/19550,0.000101563788408,0.001802757244243,0.0013586383975639,SLF2/SMC6/LMNA/ARPC2/SMC5/RIF1/PARP1,7,7/289,3.993261107975511
CC,GO:0030670,phagocytic vesicle membrane,76/19550,0.000131235902211,0.0022362597736759,0.0016853452704995,TAPBP/APPL2/HLA-C/B2M/RAB31/HLA-E/HLA-B,7,7/289,3.8819473387472425
CC,GO:0005911,cell-cell junction,494/19550,0.0001507862709975,0.0024705750555746,0.0018619357349895,ACTG1/KIAA1210/CLDN1/WNK3/AHNAK/ITGA6/RDX/MYH9/S100A11/PAK2/CDC42/FLRT3/VAPA/ASH1L/PKN2/LSR/PIK3R1/CGNL1/IQGAP1,19,19/289,3.8216381989268378
CC,GO:0030662,coated vesicle membrane,181/19550,0.0003743867711801,0.0059069912786198,0.0044517725228046,SEC31A/HLA-C/B2M/SYT11/CD9/LMAN1/HLA-E/VAMP2/USO1/HLA-B,10,10/289,3.426679505299813
CC,GO:0042611,MHC protein complex,25/19550,0.0004630815097315,0.0070454543980585,0.0053097691905308,HLA-C/B2M/HLA-E/HLA-B,4,4/289,3.3343425594982135
CC,GO:0030134,COPII-coated ER to Golgi transport vesicle,94/19550,0.0004903836861647,0.0072035672519378,0.0054289301009168,SEC31A/HLA-C/B2M/LMAN1/HLA-E/USO1/HLA-B,7,7/289,3.3094639861374766
CC,GO:0030666,endocytic vesicle membrane,193/19550,0.0006194416480217,0.008755125166125,0.0065982534610035,TAPBP/WASL/APPL2/HLA-C/B2M/RAB31/CD9/HLA-E/VAMP2/HLA-B,10,10/289,3.207999598304485
CC,GO:0032009,early phagosome,12/19550,0.0006371100473001,0.008755125166125,0.0065982534610035,APPL2/RAB31/SYT11,3,3/289,3.195785545989086
CC,GO:0008287,protein serine/threonine phosphatase complex,48/19550,0.000694192460568,0.0088845333369586,0.0066957812398625,SHOC2/TOX4/PPP1R10/PPP2R1A/PPP2R2A,5,5/289,3.1585201073910474
CC,GO:1903293,phosphatase complex,48/19550,0.000694192460568,0.0088845333369586,0.0066957812398625,SHOC2/TOX4/PPP1R10/PPP2R1A/PPP2R2A,5,5/289,3.1585201073910474
CC,GO:0030018,Z disc,130/19550,0.000709094209992,0.0088845333369586,0.0066957812398625,SYNE2/CRYAB/HSPB1/MYOZ2/MYL9/ACTN4/CFL2/DST,8,8/289,3.1492960607808578
CC,GO:0030667,secretory granule membrane,311/19550,0.0007772359971974,0.0094600724230319,0.0071295332073751,LAMP2/HLA-C/RAB31/RAC1/VAPA/CD9/ATP6V1D/UBR4/TRIP11/VAMP2/IQGAP1/HLA-B/CYSTM1,13,13/289,3.1094470935300986
CC,GO:0071556,integral component of lumenal side of endoplasmic reticulum membrane,29/19550,0.0008300034117128,0.009556255497018,0.0072020210689165,TAPBP/HLA-C/HLA-E/HLA-B,4,4/289,3.0809201224612783
CC,GO:0098553,lumenal side of endoplasmic reticulum membrane,29/19550,0.0008300034117128,0.009556255497018,0.0072020210689165,TAPBP/HLA-C/HLA-E/HLA-B,4,4/289,3.0809201224612783
CC,GO:0030027,lamellipodium,202/19550,0.0008797733497056,0.0098627222888058,0.0074329881346324,SYNE2/MYLK/RDX/WASL/ABLIM1/ARPC2/RAC1/NEDD9/PKN2/PTPN13,10,10/289,3.0556291979071206
CC,GO:0000793,condensed chromosome,244/19550,0.0010632655912439,0.011614131842819,0.0087529286188776,RAD21/SMC6/ATRX/SMC5/CSNK1A1/BOD1L1/BRD4/RIF1/SMC3/BAZ1B/CKAP5,11,11/289,2.9733582402701377
CC,GO:0031674,I band,141/19550,0.0012026739015904,0.0128084770519381,0.0096530405259231,SYNE2/CRYAB/HSPB1/MYOZ2/MYL9/ACTN4/CFL2/DST,8,8/289,2.9198521132571833
CC,GO:0030426,growth cone,177/19550,0.001310107199053,0.0133478626219339,0.010059545588559,CALM1/MAP1B/HSP90AA1/HSP90AB1/SYAP1/FLRT3/CPEB4/DOCK7/IQGAP1,9,9/289,2.882693166899641
CC,GO:0016363,nuclear matrix,111/19550,0.0013159864556836,0.0133478626219339,0.010059545588559,RAD21/LMNA/CFL2/SMC3/LRIF1/PPIG/VIM,7,7/289,2.8807485805185253
CC,GO:0001726,ruffle,178/19550,0.0013624187036894,0.013497450413295,0.0101722816309735,MYH9/APPL2/S100A11/EZR/RAC1/ARHGAP18/MACF1/MTSS1/IQGAP1,9,9/289,2.8656894028806428
CC,GO:0005884,actin filament,114/19550,0.0015358297036552,0.0148696239490257,0.0112064129094461,ACTG1/WASL/TPM3/EZR/RAC1/TPM4/IQGAP1,7,7/289,2.8136569372101334
CC,GO:0030427,site of polarized growth,183/19550,0.0016498065562518,0.0150345496014981,0.011330708249214,CALM1/MAP1B/HSP90AA1/HSP90AB1/SYAP1/FLRT3/CPEB4/DOCK7/IQGAP1,9,9/289,2.7825669748633586
CC,GO:0043197,dendritic spine,183/19550,0.0016498065562518,0.0150345496014981,0.011330708249214,MAP1B/CRYAB/USP8/RAC1/CDC42/SYT11/LAMA2/CPEB4/ARFGEF2,9,9/289,2.7825669748633586
CC,GO:0005635,nuclear envelope,468/19550,0.0017107369036479,0.0150345496014981,0.011330708249214,SYNE2/TMX4/CLIC1/LMNA/LMO7/VAPA/ATF6/RANBP2/TAF3/BNIP3L/RIF1/PARP1/SYNE1/IFI27/DST/OSBPL8,16,16/289,2.7668167760110145
CC,GO:0044309,neuron spine,184/19550,0.0017127272906787,0.0150345496014981,0.011330708249214,MAP1B/CRYAB/USP8/RAC1/CDC42/SYT11/LAMA2/CPEB4/ARFGEF2,9,9/289,2.7663117821494416
CC,GO:0030135,coated vesicle,299/19550,0.0017293261278718,0.0150345496014981,0.011330708249214,SEC31A/PIK3C2A/HLA-C/B2M/EDN1/SYT11/CD9/LMAN1/HLA-E/VAMP2/USO1/HLA-B,12,12/289,2.7621230968481187
CC,GO:0098576,lumenal side of membrane,36/19550,0.0018982346832706,0.016172959501466,0.0121886648083695,TAPBP/HLA-C/HLA-E/HLA-B,4,4/289,2.7216500957291956
CC,GO:0005819,spindle,391/19550,0.0021527369375831,0.0179816850080476,0.0135518011550643,CALM1/RAD21/HSPB1/SMC6/MYH9/MAP4/TBL1X/CDC42/NEDD9/BOD1L1/RIF1/SMC3/CKAP5/MAP7D3,14,14/289,2.6670090373089708
CC,GO:0031672,A band,38/19550,0.0023243832690007,0.0190420629345061,0.0143509493328993,CMYA5/CRYAB/SPTBN1/DST,4,4/289,2.6336922592902354
CC,GO:1904115,axon cytoplasm,63/19550,0.0023808854030876,0.0191369279568934,0.0144224438518717,HSPB1/ARMCX3/AP3S1/DST/BLOC1S6,5,5/289,2.6232615075789156
CC,GO:0055038,recycling endosome membrane,92/19550,0.0024408686688713,0.0192557417210962,0.0145119872125879,HLA-C/B2M/RAC1/SYT11/HLA-E/HLA-B,6,6/289,2.612455587202595
CC,GO:0036464,cytoplasmic ribonucleoprotein granule,236/19550,0.0027865650802361,0.0215832131669199,0.0162660736741057,EID1/RAC1/CDC42/DHX36/UPF2/LARP1/SYNE1/SERPINB1/TNRC6A/IQGAP1,10,10/289,2.5549308095403616
CC,GO:0005604,basement membrane,96/19550,0.0030219925422801,0.0229887289823452,0.0173253331841248,TIMP1/PTN/CD151/LAMA2/NTN4/DST,6,6/289,2.519706611754305
CC,GO:0034399,nuclear periphery,130/19550,0.0032318126887948,0.0241535474636247,0.0182031924299618,RAD21/LMNA/CFL2/SMC3/LRIF1/PPIG/VIM,7,7/289,2.4905538182502314
CC,GO:0030133,transport vesicle,412/19550,0.0034472117704552,0.0253191761071368,0.0190816622502513,CALM1/SEC31A/HLA-C/B2M/EDN1/SYT11/LMAN1/HLA-E/TRIP11/VAMP2/AP3S1/USO1/HLA-B/BLOC1S6,14,14/289,2.462532036024871
CC,GO:0031901,early endosome membrane,173/19550,0.004289393228999,0.0309708731449764,0.0233410336279165,APPL2/HLA-C/B2M/RAB31/IFITM3/HLA-E/ZFYVE16/HLA-B,8,8/289,2.367604138103157
CC,GO:0030658,transport vesicle membrane,212/19550,0.0044112939850996,0.0313201872942075,0.0236042923764104,CALM1/SEC31A/HLA-C/B2M/LMAN1/HLA-E/VAMP2/USO1/HLA-B,9,9/289,2.355433998251514
CC,GO:0150034,distal axon,294/19550,0.0045147499502709,0.0315292373576301,0.0237618418435315,CALM1/ACTG1/MAP1B/HSP90AA1/HSP90AB1/SYAP1/FLRT3/SYT11/CPEB4/DOCK7/IQGAP1,11,11/289,2.345366298113437
CC,GO:0035770,ribonucleoprotein granule,254/19550,0.0046822169508824,0.0321713616302566,0.0242457753823283,EID1/RAC1/CDC42/DHX36/UPF2/LARP1/SYNE1/SERPINB1/TNRC6A/IQGAP1,10,10/289,2.3295484671049693
CC,GO:0031965,nuclear membrane,297/19550,0.0048668377228109,0.0329090931732932,0.0248017628313675,SYNE2/TMX4/CLIC1/LMNA/VAPA/RANBP2/TAF3/RIF1/SYNE1/IFI27/OSBPL8,11,11/289,2.312753134393993
CC,GO:0030175,filopodium,107/19550,0.0051519942376558,0.0342929616443966,0.025844707935609,SYNE2/ITGA6/RDX/EZR/CDC42/FZD3,6,6/289,2.2880246313927493
CC,GO:0031430,M band,25/19550,0.0057795343015097,0.0378523208437417,0.0285272000428496,CMYA5/CRYAB/SPTBN1,3,3/289,2.238107154387901
CC,GO:0043296,apical junction complex,145/19550,0.0058644440743825,0.0378523208437417,0.0285272000428496,ACTG1/CLDN1/WNK3/VAPA/ASH1L/PKN2/CGNL1,7,7/289,2.2317731509604246
CC,GO:0005769,early endosome,394/19550,0.0060427130888497,0.038420832475373,0.0289556558067427,DIAPH2/USP8/APPL2/HLA-C/B2M/RAB31/IFITM3/VPS35/HLA-E/SERPINB1/ZFYVE16/STAMBP/HLA-B,13,13/289,2.218768025789183
CC,GO:0000803,sex chromosome,26/19550,0.006462827082856,0.0404877108425982,0.0305133476822151,SMC6/SMC5/LRIF1,3,3/289,2.189577463753343
CC,GO:0044295,axonal growth cone,28/19550,0.0079684192422346,0.0491963274955356,0.0370765502499095,HSP90AA1/HSP90AB1/FLRT3,3,3/289,2.098627824458951
MF,GO:0045296,cadherin binding,332/18368,2.7058783866238e-13,1.3529391933119e-10,1.10798599199648e-10,CALD1/KTN1/CTNNAL1/AHNAK/USP8/ITGA6/CLIC1/SLK/RDX/MYH9/YWHAB/HSP90AB1/PPFIBP1/S100A11/PAK2/EZR/ARHGAP18/YWHAZ/VAPA/SPTAN1/MACF1/SPTBN1/PKN2/PFN1/LARP1/CKAP5/USO1/IQGAP1,28,28/282,12.56769172629164
MF,GO:0003779,actin binding,441/18368,4.7314728299497095e-11,1.18286820748743e-08,9.687068057107551e-09,SYNE2/MAP1B/CALD1/MYLK/CTNNAL1/DIAPH2/RDX/WASL/MYH9/DAAM1/MYOZ2/ABLIM1/ARPC2/TPM3/EZR/SPTAN1/MACF1/TMSB4X/MTSS1/SPTBN1/ACTN4/CFL2/TPM4/PFN1/SYNE1/SVIL/DST/IQGAP1/BLOC1S6,29,29/282,10.325003649462065
MF,GO:0051015,actin filament binding,217/18368,4.47579648659781e-08,7.4596608109e-06,6.1090695904e-06,SYNE2/CTNNAL1/MYH9/ABLIM1/ARPC2/TPM3/EZR/SPTAN1/MACF1/SPTBN1/ACTN4/CFL2/TPM4/SYNE1/SVIL/IQGAP1/BLOC1S6,17,17/282,7.349129668961594
MF,GO:0042826,histone deacetylase binding,127/18368,2.67392802711e-05,0.0033424100338957,0.002737257901443,MEF2C/HSP90AA1/YWHAB/HSP90AB1/NIPBL/RAC1/DHX36/PKN2/PARP1/CHD4,10,10/282,4.572850286621394
MF,GO:0140297,DNA-binding transcription factor binding,394/18368,4.09803460111e-05,0.0040184667718142,0.0032909127878647,BEX1/HSPB1/MEF2C/SOX9/DAXX/YWHAZ/STAT3/THRAP3/NCOA2/TACC1/ACTN4/TRIM24/PARP1/LRIF1/NCOA7/PTMA/CHD4/IFI27,18,18/282,4.3874243790222565
MF,GO:0044548,S100 protein binding,14/18368,4.82216012617e-05,0.0040184667718142,0.0032909127878647,AHNAK/S100A11/EZR/IQGAP1,4,4/282,4.316758372399583
MF,GO:0031625,ubiquitin protein ligase binding,297/18368,5.89725741144e-05,0.0042123267224619,0.0034496738842898,ACTG1/HLTF/SLF2/SMC6/HSP90AA1/DAXX/HSP90AB1/JAK1/YWHAZ/TXNIP/CKB/SYT11/GABARAPL2/ATF6/XRCC5,15,15/282,4.229349915137557
MF,GO:0016922,nuclear receptor binding,144/18368,7.81085312222e-05,0.0048817832013934,0.0039979235059832,DAXX/STAT3/THRAP3/NCOA2/TACC1/ACTN4/TRIM24/PARP1/LRIF1/NCOA7,10,10/282,4.1073015287298755
MF,GO:0044389,ubiquitin-like protein ligase binding,316/18368,0.0001178848792271,0.0065491599570613,0.0053634173122039,ACTG1/HLTF/SLF2/SMC6/HSP90AA1/DAXX/HSP90AB1/JAK1/YWHAZ/TXNIP/CKB/SYT11/GABARAPL2/ATF6/XRCC5,15,15/282,3.9285418971048407
MF,GO:0051020,GTPase binding,291/18368,0.0001724946481719,0.0086247324085962,0.0070632019093556,DIAPH2/DAAM1/HSP90AA1/PAK2/RAC1/RANBP2/SPTBN1/ABCA1/TRIP11/PKN2/CCDC186/PFN1/DOCK7/IQGAP1,14,14/282,3.7632243748253043
MF,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,299/18368,0.0002281052225257,0.0103684192057161,0.0084911896232075,BEX1/HSPB1/DAXX/STAT3/THRAP3/NCOA2/TACC1/ACTN4/TRIM24/PARP1/LRIF1/NCOA7/CHD4/IFI27,14,14/282,3.64186477132954
MF,GO:0019207,kinase regulator activity,233/18368,0.0002691245576461,0.0112135232352553,0.0091832853442406,CALM1/HSPB1/DAXX/YWHAB/HSP90AB1/PAK2/TAOK1/CDKN1B/PIK3R1/MNAT1/IQGAP1/GSTP1,12,12/282,3.570046671007809
MF,GO:0008094,"ATP-dependent activity, acting on DNA",111/18368,0.0003150153971256,0.0121159768125267,0.0099223473264692,HLTF/BPTF/DHX36/ATRX/XRCC5/SMC3/CHD8/CHD4,8,8/282,3.5016682185174983
MF,GO:0042393,histone binding,244/18368,0.0004088496601424,0.0146017735765156,0.0119580840447675,BPTF/DAXX/TSPYL2/TBL1X/ATRX/TRIM24/BRD4/USP15/BAZ1B/KMT2A/MPHOSPH8/CHD8,12,12/282,3.3884363589204156
MF,GO:0019888,protein phosphatase regulator activity,89/18368,0.0004395991458081,0.0146533048602732,0.0120002854539922,CALM1/SHOC2/PTN/PPP1R10/BOD1L1/PPP2R1A/PPP2R2A,7,7/282,3.3569431601320527
MF,GO:0002039,p53 binding,66/18368,0.0005212984169274,0.0149785064754911,0.0122666084609811,DAXX/PTTG1IP/TRIM24/TAF3/BRD4/CHD8,6,6/282,3.2829135939311023
MF,GO:0019903,protein phosphatase binding,150/18368,0.000525140202271,0.0149785064754911,0.0122666084609811,SHOC2/MYOZ2/JAK1/STAT3/CDKN1B/BOD1L1/PIK3R1/PPP2R2A/IQGAP1,9,9/282,3.2797247328915287
