,Sertoli maturity,BTB integrity,Sertoli stress,Sertoli SASP,Leydig maturity,Leydig immaturity,Germ maturity index,Germ latest stage
Sertoli maturity,0.0,5.637132062814425e-05,0.8967532476935333,0.2540668806096115,0.0004393556517117,0.009855650390922,0.0257822658175873,0.0060253178800979
BTB integrity,5.637132062814425e-05,0.0,0.5867933937012053,0.4850866091454682,0.0004393556517117,0.0004043508405454,0.0393161055954003,0.0056627059394029
Sertoli stress,0.8967532476935333,0.5867933937012053,0.0,4.442904294313837e-05,0.9138955872505,0.0517234422492354,0.1824878881458987,0.3197681025043346
Sertoli SASP,0.2540668806096115,0.4850866091454682,4.442904294313837e-05,0.0,0.4576879050751998,0.3330723066336081,0.6793759555337302,0.874073317677398
Leydig maturity,0.0004393556517117,0.0004393556517117,0.9138955872505,0.4576879050751998,0.0,0.0128602985333671,0.1747391234025693,0.0239828708454602
Leydig immaturity,0.009855650390922,0.0004043508405454,0.0517234422492354,0.3330723066336081,0.0128602985333671,0.0,0.0059030653474478,0.0043824225409662
Germ maturity index,0.0257822658175873,0.0393161055954003,0.1824878881458987,0.6793759555337304,0.1747391234025693,0.0059030653474478,7.135409263138563e-109,9.585702187446092e-05
Germ latest stage,0.0060253178800979,0.0056627059394029,0.3197681025043346,0.874073317677398,0.0239828708454602,0.0043824225409662,9.585702187446092e-05,0.0
