id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,rank,LCs_a|LCs_a,LCs_a|LCs_b,LCs_a|LCs_c,LCs_a|STs,LCs_b|LCs_a,LCs_b|LCs_b,LCs_b|LCs_c,LCs_b|STs,LCs_c|LCs_a,LCs_c|LCs_b,LCs_c|LCs_c,LCs_c|STs,STs|LCs_a,STs|LCs_b,STs|LCs_c,STs|STs
CPI-SS0AADAB219,COL4A3_ADGRG6,simple:Q01955,simple:Q86SQ4,ENSG00000169031,ENSG00000112414,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS06D2944B5,COL4A4_ADGRG6,simple:P53420,simple:Q86SQ4,ENSG00000081052,ENSG00000112414,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0924C61F1,COL4A5_ADGRG6,simple:P29400,simple:Q86SQ4,ENSG00000188153,ENSG00000112414,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0BBF93C62,COL4A6_ADGRG6,simple:Q14031,simple:Q86SQ4,ENSG00000197565,ENSG00000112414,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0335C4DDE,LAMA2_ADGRG6,simple:P24043,simple:Q86SQ4,ENSG00000196569,ENSG00000112414,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC073A7317A,COL24A1_integrin_a1b1_complex,simple:Q17RW2,complex:integrin_a1b1_complex,ENSG00000171502,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC050F64BB5,COL27A1_integrin_a1b1_complex,simple:Q8IZC6,complex:integrin_a1b1_complex,ENSG00000196739,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC01C274A51,COL28A1_integrin_a1b1_complex,simple:Q2UY09,complex:integrin_a1b1_complex,ENSG00000215018,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SS00F4019EA,C3_C5AR2,simple:P01024,simple:Q9P296,ENSG00000125730,ENSG00000134830,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0A7E3A1AF,C5_C5AR2,simple:P01031,simple:Q9P296,ENSG00000106804,ENSG00000134830,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS086D3E39F,Desmosterol_byDHCR7_NR1H2,complex:Desmosterol_byDHCR7,simple:P55055,,ENSG00000131408,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0DC57DE37,Desmosterol_byDHCR7_NR1H3,complex:Desmosterol_byDHCR7,simple:Q13133,,ENSG00000025434,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS06B596CD2,DHEAsulfate_bySULT1E1_PPARD,complex:DHEAsulfate_bySULT1E1,simple:Q03181,,ENSG00000112033,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS04A65DD62,DHEAsulfate_bySULT2A1_PPARD,complex:DHEAsulfate_bySULT2A1,simple:Q03181,,ENSG00000112033,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D89E7C19,DHEAsulfate_bySULT2B_PPARD,complex:DHEAsulfate_bySULT2B,simple:Q03181,,ENSG00000112033,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0917E42F5,DHEAsulfate_bySULT1E1_PPARG,complex:DHEAsulfate_bySULT1E1,simple:P37231,,ENSG00000132170,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0006C277B,DHEAsulfate_bySULT2A1_PPARG,complex:DHEAsulfate_bySULT2A1,simple:P37231,,ENSG00000132170,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0412B081A,DHEAsulfate_bySULT2B_PPARG,complex:DHEAsulfate_bySULT2B,simple:P37231,,ENSG00000132170,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0305C793D,SFTPD_ADGRE5,simple:P35247,simple:P48960,ENSG00000133661,ENSG00000123146,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS09B8977D7,Dehydroepiandrosterone_bySTS_ESR1,complex:Dehydroepiandrosterone_bySTS,simple:P03372,,ENSG00000091831,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS029C8858F,Estradiol_byCYP19A1_ESR1,complex:Estradiol_byCYP19A1,simple:P03372,,ENSG00000091831,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0168A25C9,Estradiol_byHSD17B1_ESR1,complex:Estradiol_byHSD17B1,simple:P03372,,ENSG00000091831,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0259A0EB4,Dehydroepiandrosterone_bySTS_PPARA,complex:Dehydroepiandrosterone_bySTS,simple:Q07869,,ENSG00000186951,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0F71EE8D0,DHEAsulfate_bySULT1E1_PPARA,complex:DHEAsulfate_bySULT1E1,simple:Q07869,,ENSG00000186951,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0FF565F1C,DHEAsulfate_bySULT2A1_PPARA,complex:DHEAsulfate_bySULT2A1,simple:Q07869,,ENSG00000186951,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS099F73A95,DHEAsulfate_bySULT2B_PPARA,complex:DHEAsulfate_bySULT2B,simple:Q07869,,ENSG00000186951,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0A28DCA72,CXCL12_CXCR4,simple:P48061,simple:P61073,ENSG00000107562,ENSG00000121966,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS061A7E099,CD55_ADGRE5,simple:P08174,simple:P48960,ENSG00000196352,ENSG00000123146,TRUE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0118D1B89,THY1_ADGRE5,simple:P04216,simple:P48960,ENSG00000154096,ENSG00000123146,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS056DF06D6,integrin_aVb3_complex_ADGRE5,complex:integrin_aVb3_complex,simple:P48960,,ENSG00000123146,TRUE,FALSE,TRUE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D69D106B,integrin_aVb1_complex_ADGRE5,complex:integrin_aVb1_complex,simple:P48960,,ENSG00000123146,TRUE,FALSE,TRUE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SS0E4245B64,LPAR1_ADGRE5,simple:Q92633,simple:P48960,ENSG00000198121,ENSG00000123146,TRUE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS076F4624B,LPAR2_ADGRE5,simple:Q9HBW0,simple:P48960,ENSG00000064547,ENSG00000123146,TRUE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS046661AE7,LPAR3_ADGRE5,simple:Q9UBY5,simple:P48960,ENSG00000171517,ENSG00000123146,TRUE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0B80B8591,THBS1_integrin_a3b1_complex,simple:P07996,complex:integrin_a3b1_complex,ENSG00000137801,,FALSE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SS0F562FEA5,CXCL2_CXCR2,simple:P19875,simple:P25025,ENSG00000081041,ENSG00000180871,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09185EA8F,CXCL3_CXCR2,simple:P19876,simple:P25025,ENSG00000163734,ENSG00000180871,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS08102DC9E,CXCL1_CXCR2,simple:P09341,simple:P25025,ENSG00000163739,ENSG00000180871,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0315F51DD,CXCL8_CXCR2,simple:P10145,simple:P25025,ENSG00000169429,ENSG00000180871,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09A1EB4B3,CXCL9_CXCR3,simple:Q07325,simple:P49682,ENSG00000138755,ENSG00000186810,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS080683E15,CXCL10_CXCR3,simple:P02778,simple:P49682,ENSG00000169245,ENSG00000186810,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0669CC233,CXCL14_CXCR4,simple:O95715,simple:P61073,ENSG00000145824,ENSG00000121966,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS046F6F0C1,EFNA1_EPHA2,simple:P20827,simple:P29317,ENSG00000169242,ENSG00000142627,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0CBCBBA83,EFNA3_EPHA2,simple:P52797,simple:P29317,ENSG00000143590,ENSG00000142627,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0475BE8ED,EFNA4_EPHA2,simple:P52798,simple:P29317,ENSG00000243364,ENSG00000142627,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09587DA63,EFNA5_EPHA2,simple:P52803,simple:P29317,ENSG00000184349,ENSG00000142627,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0087A3F67,EFNB1_EPHA2,simple:P98172,simple:P29317,ENSG00000090776,ENSG00000142627,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0D37C7C70,DLK1_NOTCH4,simple:P80370,simple:Q99466,ENSG00000185559,ENSG00000204301,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0FB5FE587,DLL1_NOTCH4,simple:O00548,simple:Q99466,ENSG00000198719,ENSG00000204301,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS098C2FFC0,DLL3_NOTCH4,simple:Q9NYJ7,simple:Q99466,ENSG00000090932,ENSG00000204301,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0837E9F59,JAG1_NOTCH4,simple:P78504,simple:Q99466,ENSG00000101384,ENSG00000204301,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS096F3E0F2,JAG2_NOTCH4,simple:Q9Y219,simple:Q99466,ENSG00000184916,ENSG00000204301,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS036437279,DSG1_DSC2,simple:Q02413,simple:Q02487,ENSG00000134760,ENSG00000134755,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09000F32A,DSG1_DSC3,simple:Q02413,simple:Q14574,ENSG00000134760,ENSG00000134762,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0703C3CE4,DKK1_LRP6,simple:O94907,simple:O75581,ENSG00000107984,ENSG00000070018,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS063D79C85,DKK2_LRP6,simple:Q9UBU2,simple:O75581,ENSG00000155011,ENSG00000070018,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS007AA9FDE,DLK1_NOTCH3,simple:P80370,simple:Q9UM47,ENSG00000185559,ENSG00000074181,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS047232C64,DLL1_NOTCH3,simple:O00548,simple:Q9UM47,ENSG00000198719,ENSG00000074181,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS035E5A708,DLL3_NOTCH3,simple:Q9NYJ7,simple:Q9UM47,ENSG00000090932,ENSG00000074181,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0B99F22A2,JAG1_NOTCH3,simple:P78504,simple:Q9UM47,ENSG00000101384,ENSG00000074181,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0263EFDDF,JAG2_NOTCH3,simple:Q9Y219,simple:Q9UM47,ENSG00000184916,ENSG00000074181,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC07CA7AF54,DKK1_Kremen1_LRP6,simple:O94907,complex:Kremen1_LRP6,ENSG00000107984,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0456039E0,RSPO1_Kremen1_LRP6,simple:Q2MKA7,complex:Kremen1_LRP6,ENSG00000169218,,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09EE83769,DKK1_LRP5,simple:O94907,simple:O75197,ENSG00000107984,ENSG00000162337,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0FB520A95,SOSTDC1_LRP5,simple:Q6X4U4,simple:O75197,ENSG00000171243,ENSG00000162337,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A5499A2C,Epinephrine_byPNMT_ADRA1D,complex:Epinephrine_byPNMT,simple:P25100,,ENSG00000171873,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0AB9AD0C3,Epinephrine_byPNMT_ADRA2A,complex:Epinephrine_byPNMT,simple:P08913,,ENSG00000150594,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0D4E32D9D,Epinephrine_byPNMT_ADRA2C,complex:Epinephrine_byPNMT,simple:P18825,,ENSG00000184160,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS09918B680,Epinephrine_byPNMT_ADRB2,complex:Epinephrine_byPNMT,simple:P07550,,ENSG00000169252,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS04C672963,ESAM_ESAM,simple:Q96AP7,simple:Q96AP7,ENSG00000149564,ENSG00000149564,FALSE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0B87D36A1,Estradiol_byCYP19A1_ESR2,complex:Estradiol_byCYP19A1,simple:Q92731,,ENSG00000140009,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0A04F7238,Estradiol_byHSD17B1_ESR2,complex:Estradiol_byHSD17B1,simple:Q92731,,ENSG00000140009,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0DAC88EFA,Estradiol_byCYP19A1_GPER1,complex:Estradiol_byCYP19A1,simple:Q99527,,ENSG00000164850,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0C2003B74,EFNB1_EPHB3,simple:P98172,simple:P54753,ENSG00000090776,ENSG00000182580,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS082ABF1EA,EFNB2_EPHB3,simple:P52799,simple:P54753,ENSG00000125266,ENSG00000182580,FALSE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09D9D6811,EFNB1_EPHB4,simple:P98172,simple:P54760,ENSG00000090776,ENSG00000196411,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS08D0F9109,EFNB2_EPHB4,simple:P52799,simple:P54760,ENSG00000125266,ENSG00000196411,FALSE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS05F96EA59,Epinephrine_byPNMT_ADRA1A,complex:Epinephrine_byPNMT,simple:P35348,,ENSG00000120907,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS028688B7B,EFNA5_EPHA7,simple:P52803,simple:Q15375,ENSG00000184349,ENSG00000135333,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS068ACD209,EFNA5_EPHB2,simple:P52803,simple:P29323,ENSG00000184349,ENSG00000133216,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS06E797E50,EFNB1_EPHB2,simple:P98172,simple:P29323,ENSG00000090776,ENSG00000133216,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0ECC9DF3E,EFNB2_EPHB2,simple:P52799,simple:P29323,ENSG00000125266,ENSG00000133216,FALSE,TRUE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0FC01B947,EFNA5_EPHA4,simple:P52803,simple:P54764,ENSG00000184349,ENSG00000116106,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0762B455F,EFNA1_EPHA5,simple:P20827,simple:P54756,ENSG00000169242,ENSG00000145242,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS079EF5D9C,EFNA3_EPHA5,simple:P52797,simple:P54756,ENSG00000143590,ENSG00000145242,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0008137B6,EFNA4_EPHA5,simple:P52798,simple:P54756,ENSG00000243364,ENSG00000145242,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS09E3F5044,EFNA5_EPHA5,simple:P52803,simple:P54756,ENSG00000184349,ENSG00000145242,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS015819E65,FGF1_FGFR3,simple:P05230,simple:P22607,ENSG00000113578,ENSG00000068078,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0D636A374,FGF2_FGFR3,simple:P09038,simple:P22607,ENSG00000138685,ENSG00000068078,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0696C2B28,FGF20_FGFR3,simple:Q9NP95,simple:P22607,ENSG00000078579,ENSG00000068078,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0CFABB69A,FGF8_FGFR3,simple:P55075,simple:P22607,ENSG00000107831,ENSG00000068078,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS05D62446A,FGF9_FGFR3,simple:P31371,simple:P22607,ENSG00000102678,ENSG00000068078,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0D9366D11,FGF1_FGFR4,simple:P05230,simple:P22455,ENSG00000113578,ENSG00000160867,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS008FB916C,FGF2_FGFR4,simple:P09038,simple:P22455,ENSG00000138685,ENSG00000160867,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0B7D22073,FGL1_LAG3,simple:Q08830,simple:P18627,ENSG00000104760,ENSG00000089692,TRUE,FALSE,FALSE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS04A97448D,FGF1_FGFR2,simple:P05230,simple:P21802,ENSG00000113578,ENSG00000066468,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0AECC113F,FGF10_FGFR2,simple:O15520,simple:P21802,ENSG00000070193,ENSG00000066468,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS05A94DE17,FGF2_FGFR2,simple:P09038,simple:P21802,ENSG00000138685,ENSG00000066468,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0E928B8C8,FGF7_FGFR2,simple:P21781,simple:P21802,ENSG00000140285,ENSG00000066468,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0755A26DD,FGF1_FGFR1,simple:P05230,simple:P11362,ENSG00000113578,ENSG00000077782,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS01F67987A,FGF2_FGFR1,simple:P09038,simple:P11362,ENSG00000138685,ENSG00000077782,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS01333FFA6,FGF5_FGFR1,simple:P12034,simple:P11362,ENSG00000138675,ENSG00000077782,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC042AD06C6,OMD_integrin_aVb3_complex,simple:Q99983,complex:integrin_aVb3_complex,ENSG00000127083,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC03E67206C,SPP1_integrin_aVb3_complex,simple:P10451,complex:integrin_aVb3_complex,ENSG00000118785,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC021D4420C,TNC_integrin_aVb3_complex,simple:P24821,complex:integrin_aVb3_complex,ENSG00000041982,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0F0AC498A,THY1_integrin_aVb3_complex,simple:P04216,complex:integrin_aVb3_complex,ENSG00000154096,,FALSE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC02EA03F82,THBS1_integrin_aVb3_complex,simple:P07996,complex:integrin_aVb3_complex,ENSG00000137801,,FALSE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0C4FD0754,integrin_aVb3_complex_PLAUR,complex:integrin_aVb3_complex,simple:Q03405,,ENSG00000011422,TRUE,FALSE,TRUE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC045FE8A01,VTN_integrin_aVb3_complex,simple:P04004,complex:integrin_aVb3_complex,ENSG00000109072,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC060FE7871,VWF_integrin_aVb3_complex,simple:P04275,complex:integrin_aVb3_complex,ENSG00000110799,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-CS0B08AEA2D,Estradiol_byHSD17B1_GPER1,complex:Estradiol_byHSD17B1,simple:Q99527,,ENSG00000164850,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FB36427B,FGF1_integrin_aVb3_complex,simple:P05230,complex:integrin_aVb3_complex,ENSG00000113578,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0F72E9E4E,FGF2_integrin_aVb3_complex,simple:P09038,complex:integrin_aVb3_complex,ENSG00000138685,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC06D7BD0F6,FN1_integrin_aVb3_complex,simple:P02751,complex:integrin_aVb3_complex,ENSG00000115414,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0D3D23FAA,IGF1_integrin_aVb3_complex,simple:P05019,complex:integrin_aVb3_complex,ENSG00000017427,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0FCA446B5,L1CAM_integrin_aVb3_complex,simple:P32004,complex:integrin_aVb3_complex,ENSG00000198910,,FALSE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC07763D025,LAMC1_integrin_aVb3_complex,simple:P11047,complex:integrin_aVb3_complex,ENSG00000135862,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SC0A6D5D2B1,MMP2_integrin_aVb3_complex,simple:P08253,complex:integrin_aVb3_complex,ENSG00000087245,,TRUE,FALSE,FALSE,curated,TRUE,1.438,,,,,,,,,,,,,,,,
CPI-SS0B2D99280,NCR3LG1_NCR3,simple:Q68D85,simple:O14931,ENSG00000188211,ENSG00000204475,FALSE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0BA601DC4,BDNF_NTRK2,simple:P23560,simple:Q16620,ENSG00000176697,ENSG00000148053,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS093E05DD4,NTF3_NTRK2,simple:P20783,simple:Q16620,ENSG00000185652,ENSG00000148053,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS088C1035B,NTF4_NTRK2,simple:P34130,simple:Q16620,ENSG00000225950,ENSG00000148053,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0E4E83C2E,BDNF_NGFR,simple:P23560,simple:P08138,ENSG00000176697,ENSG00000064300,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-SS0AEAEEECB,NTF3_NGFR,simple:P20783,simple:P08138,ENSG00000185652,ENSG00000064300,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC09B046394,atRetinoicAcid_byALDH1A3_RAreceptor_RXRB,complex:atRetinoicAcid_byALDH1A3,complex:RAreceptor_RXRB,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC0E829C954,atRetinoicAcid_byALDH1A1_RAreceptor_RXRG,complex:atRetinoicAcid_byALDH1A1,complex:RAreceptor_RXRG,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC071BF7D12,atRetinoicAcid_byALDH1A2_RAreceptor_RXRG,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RXRG,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CC00B974CC4,atRetinoicAcid_byALDH1A3_RAreceptor_RXRG,complex:atRetinoicAcid_byALDH1A3,complex:RAreceptor_RXRG,,,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS08EE9E5CE,atRetinoicAcid_byALDH1A1_RORB,complex:atRetinoicAcid_byALDH1A1,simple:Q92753,,ENSG00000198963,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS033058D2B,atRetinoicAcid_byALDH1A2_RORB,complex:atRetinoicAcid_byALDH1A2,simple:Q92753,,ENSG00000198963,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
CPI-CS0C61C245A,atRetinoicAcid_byALDH1A3_RORB,complex:atRetinoicAcid_byALDH1A3,simple:Q92753,,ENSG00000198963,TRUE,FALSE,TRUE,curated,FALSE,1.438,,,,,,,,,,,,,,,,
