names	scores	logfoldchanges	pvals	pvals_adj	pct_nz_group	pct_nz_reference	mean
WDR45	-1.0448217391967773	-0.35165736079216003	0.29610534822752366	1.0	0.14506437768240343	0.23076923076923078	0.5830841435888023
ANKRD36B	-1.0453249216079712	-0.6300034523010254	0.295872848672302	1.0	0.029756795422031475	0.07692307692307693	0.12931326351793138
FABP3	-1.0464670658111572	-0.3688264787197113	0.29534543768034394	1.0	0.029470672389127324	0.07692307692307693	0.1275790948389679
PCSK5	-1.0464694499969482	-0.3296264410018921	0.2953443634041637	1.0	0.07997138769670958	0.15384615384615385	0.37717570636539494
TMEM131L	-1.0475209951400757	-0.2617781460285187	0.294859346119856	1.0	0.029327610872675252	0.07692307692307693	0.1255167310961838
ENTPD1-AS1	-1.0475391149520874	0.03778791427612305	0.29485101406121117	1.0	0.02732474964234621	0.07692307692307693	0.13308453096550488
GTPBP3	-1.0480245351791382	0.020464109256863594	0.2946273148372661	1.0	0.02732474964234621	0.07692307692307693	0.11576072695028271
MT-ND5	-1.0488548278808594	-0.20667628943920135	0.29424494483624375	1.0	0.9997138769670959	1.0	5.8435117238192165
COPS8	-1.049111247062683	-0.259609192609787	0.294126896851973	1.0	0.334620886981402	0.46153846153846156	1.2007964386725405
C9orf78	-1.0497503280639648	-0.4964170455932617	0.2938328968899949	1.0	0.2892703862660944	0.38461538461538464	1.1453108736094022
PCDHGA2	-1.0501635074615479	-0.12732484936714172	0.29364294199331975	1.0	0.028183118741058655	0.07692307692307693	0.12135810385829224
PTGR1	-1.052628517150879	-0.18134675920009613	0.29251128368739354	1.0	0.2510729613733906	0.38461538461538464	0.9824151836970901
PEX13	-1.0538578033447266	-0.31860363483428955	0.2919480445322047	1.0	0.08082975679542204	0.15384615384615385	0.3271164113761443
ZNF26	-1.0540598630905151	-0.21737879514694214	0.29185553618579063	1.0	0.028898426323319026	0.07692307692307693	0.1256295425428885
SUCLG2	-1.0543049573898315	-0.19972048699855804	0.29174331826833466	1.0	0.27052932761087267	0.38461538461538464	1.0219673864551373
DPH6	-1.0552719831466675	-0.2506266236305237	0.29130095362363484	1.0	0.07496423462088699	0.15384615384615385	0.33036105937477095
TLR5	-1.0566571950912476	-0.3484630286693573	0.2906680770797532	1.0	0.13333333333333333	0.23076923076923078	0.5782482388950014
ARID2	-1.0579066276550293	-0.3773610293865204	0.29009800817295706	1.0	0.08068669527896996	0.15384615384615385	0.33911576879646776
OGFRL1	-1.0588417053222656	-0.25516313314437866	0.28967188760156437	1.0	0.13276108726752503	0.23076923076923078	0.5494957619139258
HIST1H1E	-1.0591994524002075	-0.34680020809173584	0.2895089311354687	1.0	0.27310443490701003	0.38461538461538464	1.2300301876705244
TFG	-1.0594900846481323	-0.49246904253959656	0.2893766531650893	1.0	0.28683834048640916	0.38461538461538464	1.0292488064679783
C17orf58	-1.0597169399261475	0.024875808507204056	0.2892734207051668	1.0	0.02703862660944206	0.07692307692307693	0.12017242633775889
TST	-1.0603419542312622	-0.48947879672050476	0.2889890702839565	1.0	0.029184549356223177	0.07692307692307693	0.13666501801819583
UQCRC1	-1.0604984760284424	-0.6035304069519043	0.28891785626072064	1.0	0.22775393419170242	0.3076923076923077	0.8743192915401192
WIPI2	-1.0619521141052246	-0.4437784254550934	0.28825740143871514	1.0	0.13361945636623748	0.23076923076923078	0.5171183066492617
C7	-1.0624210834503174	-0.582410454750061	0.28804456216271757	1.0	0.7758226037195994	0.6923076923076923	4.498049062895456
PCLO	-1.063036561012268	-0.3174539804458618	0.28776537177938355	1.0	0.028898426323319026	0.07692307692307693	0.14260805424263648
FAM131A	-1.0633323192596436	-0.3455427885055542	0.28763126507411585	1.0	0.0290414878397711	0.07692307692307693	0.11996923320646065
POLH	-1.0641670227050781	-0.21886996924877167	0.2872530580817648	1.0	0.028755364806866954	0.07692307692307693	0.12790768740572475
ACAA2	-1.0646741390228271	-0.6528201699256897	0.28702341922789154	1.0	0.21201716738197424	0.3076923076923077	0.8258659751320625
PTPRA	-1.0648351907730103	-0.25408148765563965	0.28695052509852026	1.0	0.2575107296137339	0.38461538461538464	0.9841915426796467
RP2	-1.0662592649459839	-0.22018781304359436	0.28630646297619344	1.0	0.02861230329041488	0.07692307692307693	0.11593220075872329
CPOX	-1.0663533210754395	0.01198246143758297	0.2862639427046155	1.0	0.026895565092989987	0.07692307692307693	0.10727907946468435
TANC1	-1.0681005716323853	-0.2572651505470276	0.28547514712089306	1.0	0.07696709585121603	0.15384615384615385	0.33555687630068604
FOXN2	-1.069015622138977	-0.2377825230360031	0.28506263626237416	1.0	0.0759656652360515	0.15384615384615385	0.33846748111449615
DPY19L4	-1.0706032514572144	-0.5685344338417053	0.28434787916362847	1.0	0.13776824034334764	0.23076923076923078	0.5490618596328416
MVB12A	-1.0711994171142578	-0.12373048067092896	0.28407976696155823	1.0	0.1240343347639485	0.23076923076923078	0.5426162432484529
GID8	-1.0712645053863525	-0.5085964798927307	0.2840505360854759	1.0	0.2263233190271817	0.3076923076923077	0.8550974599189595
ACBD4	-1.0720511674880981	0.019098607823252678	0.28369707519818965	1.0	0.02675250357653791	0.07692307692307693	0.11439522569217284
RBM15	-1.0724353790283203	-0.15299992263317108	0.2835245102367363	1.0	0.027753934191702433	0.07692307692307693	0.11644892849501234
SRFBP1	-1.0726819038391113	-0.4436939060688019	0.2834138573972693	1.0	0.13762517882689557	0.23076923076923078	0.6435189336573932
AC064875.1	-1.0731275081634521	-0.24928240478038788	0.283213901838577	1.0	0.028469241773962803	0.07692307692307693	0.13238500048640126
AMN1	-1.0731275081634521	-0.2198961228132248	0.2832139017880658	1.0	0.028469241773962803	0.07692307692307693	0.12688153780903927
ITLN1	-1.0733577013015747	-0.273328572511673	0.2831106686024504	1.0	0.02832618025751073	0.07692307692307693	0.1921834376819325
DNAJC8	-1.0756534337997437	-0.20856159925460815	0.282082259061616	1.0	0.4982832618025751	0.6153846153846154	1.7932402945351307
CDC25B	-1.0760068893432617	-0.34883251786231995	0.2819241908587725	1.0	0.028755364806866954	0.07692307692307693	0.11667949960981525
BEX1	-1.0762399435043335	-0.2049849033355713	0.28181994808706756	1.0	0.02804005722460658	0.07692307692307693	0.13802343287784596
CERNA1	-1.0762896537780762	-0.1494522988796234	0.2817977468213353	1.0	0.027753934191702433	0.07692307692307693	0.11999655711651731
PAPD5	-1.0763890743255615	-0.3673633635044098	0.2817532881330578	1.0	0.07954220314735336	0.15384615384615385	0.3498466521159136
COASY	-1.0765105485916138	-0.12735198438167572	0.2816989906882149	1.0	0.07310443490701002	0.15384615384615385	0.2913061919158538
RPA3	-1.076684594154358	-0.23967985808849335	0.2816211880041424	1.0	0.13161659513590845	0.23076923076923078	0.6057687061934205
CLN5	-1.0774304866790771	-0.5234216451644897	0.2812879774037974	1.0	0.13190271816881258	0.23076923076923078	0.5344403736162924
SH3BP2	-1.0779047012329102	-0.2529436945915222	0.2810763079446944	1.0	0.07625178826895565	0.15384615384615385	0.32330631086873723
EI24	-1.0779176950454712	-0.25886714458465576	0.28107050976183423	1.0	0.19699570815450643	0.3076923076923077	0.7262926359409212
ITFG2	-1.0779728889465332	-0.36627718806266785	0.2810458617766931	1.0	0.07997138769670958	0.15384615384615385	0.3196193241406307
MAP3K7	-1.0780950784683228	-0.526997447013855	0.2809913138525223	1.0	0.13204577968526465	0.23076923076923078	0.5340742375703373
UFD1	-1.0782320499420166	-0.5397770404815674	0.2809302161760754	1.0	0.14391988555078683	0.23076923076923078	0.591444419479244
AL662844.4	-1.0786051750183105	-0.24947386980056763	0.28076376320789054	1.0	0.02832618025751073	0.07692307692307693	0.13782099703993825
SASH1	-1.079203724861145	-0.4406796097755432	0.2804969369180591	1.0	0.0771101573676681	0.15384615384615385	0.36567026210673814
