ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,neg_log10_pvalue
BP,GO:0007059,chromosome segregation,82/1372,346/18723,5.68535613189905e-22,2.76422015132932e-18,2.54225187876918e-18,KNL1/RAN/SPATA22/TERB2/ANAPC11/TPR/BIRC5/NCAPH/CENPF/ESCO1/SYCP1/RAB11A/NUF2/UBE2C/SPDL1/TTK/TOP2A/CENPC/KPNB1/SYCE3/HORMAD1/PCID2/SGO2/BANF1/SRPK1/CENPW/BUB1B/CENPS/SMC2/CDC20/ARL8B/SMC4/CDCA8/ZWINT/SMC3/DYNC1H1/DYNC1LI1/MIS18A/CCNB1IP1/SMC5/CDCA2/TACC3/SLF2/SLF1/RACGAP1/PSMG2/SPAG5/NEK2/SYCP2/PTTG1/UBE2I/CDK5RAP2/CDC16/CCNE2/SKA3/ESCO2/C14orf39/SKA2/NDC1/WAPL/KIF18A/NIPBL/CDCA5/ANAPC7/CIAO1/RMI1/ATM/TTL/GEN1/CEP85/MAEL/CSNK2A1/SEH1L/TOP1/DSN1/SMC6/STAG3L2/BUB3/BUB1/RAD18/TRAPPC12/IK,82,21.245242325826847
BP,GO:0000280,nuclear division,91/1372,439/18723,5.34008547522908e-20,1.29817477902819e-16,1.19393068940911e-16,CEP97/CKS2/RAN/SPATA22/TERB2/SLC25A31/ANAPC11/TPR/NCAPH/CENPF/SYCP1/RAB11A/NUF2/UBE2C/SPDL1/TTK/TOP2A/REEP3/PSMA8/CENPC/KPNB1/RHOA/SYCE3/HSPA2/HORMAD1/PCID2/SGO2/SPDYA/BUB1B/CENPS/SMC2/TPX2/BRDT/CCNB2/CDC20/SMC4/CDCA8/ZWINT/BCCIP/SMC3/RANBP1/AURKA/DYNC1LI1/CCNB1IP1/SMC5/CDCA2/RGCC/TACC3/SLF2/SLF1/RACGAP1/PSMG2/SPAG5/NEK2/PSMD13/SYCP2/PTTG1/FBXO43/UBE2I/CDK5RAP2/DRG1/OBSL1/CDC16/CCNE2/MYBL1/CNTD1/KIF20B/C14orf39/ANKLE2/NDC1/KIF18A/SYCP3/NIPBL/CDCA5/ANAPC7/RMI1/ATM/RAD1/GEN1/CEP85/MAEL/TDRD12/SEH1L/DSN1/KIF2A/PRKAR1A/DDX4/BUB3/CDC14C/BUB1/IK,91,19.272451791450237
BP,GO:0048285,organelle fission,96/1372,488/18723,2.22628661153344e-19,3.5445192956465e-16,3.25989260817648e-16,CEP97/CKS2/RAN/DNM1L/SPATA22/TERB2/SLC25A31/ANAPC11/TPR/NCAPH/CENPF/SYCP1/RAB11A/NUF2/UBE2C/SPDL1/TTK/TOP2A/REEP3/PSMA8/CENPC/KPNB1/RHOA/SYCE3/HSPA2/HORMAD1/PCID2/SGO2/SPDYA/BUB1B/CENPS/SMC2/TPX2/BRDT/CCNB2/MTFR1L/CDC20/SMC4/CDCA8/ZWINT/BCCIP/SMC3/RANBP1/COX10/AURKA/DYNC1LI1/CCNB1IP1/SMC5/CDCA2/RGCC/TACC3/SLF2/SLF1/RACGAP1/PSMG2/SPAG5/NEK2/PSMD13/SYCP2/PTTG1/FBXO43/UBE2I/CDK5RAP2/DRG1/OBSL1/CDC16/MFF/CCNE2/MYBL1/CNTD1/KIF20B/C14orf39/ANKLE2/NDC1/KIF18A/SYCP3/NIPBL/CDCA5/ANAPC7/RMI1/ATM/RAD1/GEN1/CEP85/MAEL/TDRD12/SEH1L/DSN1/KIF2A/PRKAR1A/DDX4/BUB3/CDC14C/BUB1/RALA/IK,96,18.652418925448426
BP,GO:0008380,RNA splicing,89/1372,434/18723,2.91609979074167e-19,3.5445192956465e-16,3.25989260817648e-16,SRSF11/RBM17/SUGP2/THOC7/WBP11/PRKRIP1/PABPC1/PPIE/SNW1/SLU7/NCBP1/NPM1/RTRAF/UBL5/PRPF38A/SNRPC/HNRNPA2B1/SF3B1/LUC7L/PRDX6/DDX17/SF3B6/SON/SNRPD1/ZCRB1/DDX1/SRPK1/PRPF6/HNRNPC/BRDT/LSM8/LSM3/ZNF638/RALY/SMU1/HSPA8/HNRNPH3/YBX1/SRSF12/SETX/RBM25/SRSF3/SRRM1/REST/SNU13/RTCB/CWC25/SNRPA1/CWF19L2/JMJD6/SF3B5/NSRP1/CLK2/RP9/SAP18/PPP4R2/THOC1/RBM39/BCAS2/DHX8/SF3B2/FRG1/SNRNP40/HNRNPH1/ZNF326/PPIG/HNRNPA3/SRSF10/RSRC1/SYNCRIP/ACIN1/PRPF38B/PDCD7/STRAP/HNRNPF/PRPF3/SRRM2/BUD13/CIR1/SRSF7/TRA2A/PTBP2/DDX39A/RBM6/DDX46/DHX16/TCERG1/RBM15/IK,89,18.535197618273504
BP,GO:0098813,nuclear chromosome segregation,66/1372,281/18723,1.05535881316306e-17,1.02623090991976e-14,9.438240501719311e-15,KNL1/RAN/SPATA22/TERB2/ANAPC11/TPR/NCAPH/CENPF/ESCO1/SYCP1/RAB11A/NUF2/UBE2C/SPDL1/TTK/TOP2A/CENPC/KPNB1/SYCE3/HORMAD1/PCID2/SGO2/BUB1B/CENPS/SMC2/CDC20/SMC4/CDCA8/ZWINT/SMC3/DYNC1H1/DYNC1LI1/CCNB1IP1/SMC5/TACC3/SLF2/SLF1/RACGAP1/PSMG2/SPAG5/NEK2/SYCP2/PTTG1/CDK5RAP2/CDC16/CCNE2/ESCO2/C14orf39/NDC1/WAPL/KIF18A/NIPBL/CDCA5/ANAPC7/RMI1/ATM/TTL/GEN1/MAEL/SEH1L/DSN1/STAG3L2/BUB3/BUB1/TRAPPC12/IK,66,16.976599858770836
BP,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",68/1372,320/18723,8.18009251955566e-16,5.68165854715423e-13,5.22541849971014e-13,RBM17/WBP11/PABPC1/PPIE/SNW1/SLU7/NCBP1/NPM1/UBL5/PRPF38A/SNRPC/HNRNPA2B1/SF3B1/LUC7L/PRDX6/DDX17/SF3B6/SON/SNRPD1/ZCRB1/DDX1/SRPK1/PRPF6/HNRNPC/LSM8/LSM3/RALY/SMU1/HSPA8/HNRNPH3/SRSF12/SETX/RBM25/SRSF3/SRRM1/REST/SNU13/CWC25/SNRPA1/CWF19L2/JMJD6/SF3B5/NSRP1/SAP18/RBM39/BCAS2/DHX8/SF3B2/FRG1/SNRNP40/HNRNPH1/HNRNPA3/SRSF10/RSRC1/SYNCRIP/STRAP/HNRNPF/PRPF3/SRRM2/BUD13/SRSF7/TRA2A/DDX39A/RBM6/DDX46/DHX16/RBM15/IK,68,15.08724178428647
BP,GO:0000398,"mRNA splicing, via spliceosome",68/1372,320/18723,8.18009251955566e-16,5.68165854715423e-13,5.22541849971014e-13,RBM17/WBP11/PABPC1/PPIE/SNW1/SLU7/NCBP1/NPM1/UBL5/PRPF38A/SNRPC/HNRNPA2B1/SF3B1/LUC7L/PRDX6/DDX17/SF3B6/SON/SNRPD1/ZCRB1/DDX1/SRPK1/PRPF6/HNRNPC/LSM8/LSM3/RALY/SMU1/HSPA8/HNRNPH3/SRSF12/SETX/RBM25/SRSF3/SRRM1/REST/SNU13/CWC25/SNRPA1/CWF19L2/JMJD6/SF3B5/NSRP1/SAP18/RBM39/BCAS2/DHX8/SF3B2/FRG1/SNRNP40/HNRNPH1/HNRNPA3/SRSF10/RSRC1/SYNCRIP/STRAP/HNRNPF/PRPF3/SRRM2/BUD13/SRSF7/TRA2A/DDX39A/RBM6/DDX46/DHX16/RBM15/IK,68,15.08724178428647
BP,GO:0000375,"RNA splicing, via transesterification reactions",68/1372,324/18723,1.5816480494818802e-15,9.61246602072614e-13,8.84058015026189e-13,RBM17/WBP11/PABPC1/PPIE/SNW1/SLU7/NCBP1/NPM1/UBL5/PRPF38A/SNRPC/HNRNPA2B1/SF3B1/LUC7L/PRDX6/DDX17/SF3B6/SON/SNRPD1/ZCRB1/DDX1/SRPK1/PRPF6/HNRNPC/LSM8/LSM3/RALY/SMU1/HSPA8/HNRNPH3/SRSF12/SETX/RBM25/SRSF3/SRRM1/REST/SNU13/CWC25/SNRPA1/CWF19L2/JMJD6/SF3B5/NSRP1/SAP18/RBM39/BCAS2/DHX8/SF3B2/FRG1/SNRNP40/HNRNPH1/HNRNPA3/SRSF10/RSRC1/SYNCRIP/STRAP/HNRNPF/PRPF3/SRRM2/BUD13/SRSF7/TRA2A/DDX39A/RBM6/DDX46/DHX16/RBM15/IK,68,14.800890149898315
BP,GO:0140014,mitotic nuclear division,62/1372,287/18723,6.9967878733643405e-15,3.77982029336638e-12,3.47629881708207e-12,CEP97/RAN/ANAPC11/TPR/NCAPH/CENPF/RAB11A/NUF2/UBE2C/SPDL1/TTK/REEP3/CENPC/KPNB1/RHOA/PCID2/SGO2/BUB1B/SMC2/TPX2/CDC20/SMC4/CDCA8/ZWINT/BCCIP/SMC3/RANBP1/AURKA/DYNC1LI1/SMC5/CDCA2/RGCC/TACC3/SLF2/SLF1/RACGAP1/PSMG2/SPAG5/NEK2/PTTG1/FBXO43/UBE2I/CDK5RAP2/DRG1/OBSL1/CDC16/KIF20B/ANKLE2/KIF18A/NIPBL/CDCA5/ANAPC7/ATM/GEN1/CEP85/SEH1L/DSN1/KIF2A/BUB3/CDC14C/BUB1/IK,62,14.15510129270553
BP,GO:0000819,sister chromatid segregation,50/1372,202/18723,1.0810451272001901e-14,5.25604140844735e-12,4.83397863194361e-12,RAN/ANAPC11/TPR/NCAPH/CENPF/ESCO1/RAB11A/NUF2/UBE2C/SPDL1/TTK/TOP2A/CENPC/KPNB1/HORMAD1/PCID2/SGO2/BUB1B/SMC2/CDC20/SMC4/CDCA8/ZWINT/SMC3/DYNC1LI1/SMC5/TACC3/SLF2/SLF1/RACGAP1/PSMG2/SPAG5/NEK2/PTTG1/CDK5RAP2/CDC16/ESCO2/WAPL/KIF18A/NIPBL/CDCA5/ANAPC7/ATM/GEN1/SEH1L/DSN1/STAG3L2/BUB3/BUB1/IK,50,13.966156176458382
BP,GO:0072594,establishment of protein localization to organelle,78/1372,422/18723,2.05913275439985e-14,9.10136677444733e-12,8.370522431282829e-12,UBE2L3/RAN/SSR3/HSPA5/TPR/PKIG/PDCD5/RAB11A/PTTG1IP/DNAJC15/DNAJA1/UBL5/KPNB1/TOMM7/SRP19/UBR5/TSG101/SH3GLB1/CDK1/CALM1/SPCS3/IMMP1L/HAX1/HSP90AA1/HSP90AB1/SRPRB/SEC61B/TRAM1/RAB8B/CCT8/TOMM34/HSPA8/NPEPPS/SEC13/PSEN1/VPS28/NXT1/NMT1/SAE1/SUMO1/KPNA5/SPCS2/SRP72/ARIH2/ROMO1/RAB10/RAB3GAP1/SEC61G/CCT3/PEX3/MAPK1/SRP9/SPCS1/HSPA4/MFF/NUP54/POM121L12/GCC2/TOMM70/ATG13/CSE1L/NUP58/TIMM9/TOMM20/CCT2/NIPBL/BNIP3L/CCT7/PPP1R10/CCT4/NUP93/PMPCB/TIMM22/CCT6A/ELAVL1/ZFAND2A/RALA/SMURF1,78,13.686315653068835
BP,GO:0000070,mitotic sister chromatid segregation,44/1372,168/18723,4.9643759962848604e-14,1.9822646136039098e-11,1.8230877651798897e-11,RAN/ANAPC11/TPR/NCAPH/CENPF/RAB11A/NUF2/UBE2C/SPDL1/TTK/CENPC/KPNB1/PCID2/SGO2/BUB1B/SMC2/CDC20/SMC4/CDCA8/ZWINT/SMC3/DYNC1LI1/SMC5/TACC3/SLF2/SLF1/RACGAP1/PSMG2/SPAG5/NEK2/PTTG1/CDK5RAP2/CDC16/KIF18A/NIPBL/CDCA5/ANAPC7/ATM/GEN1/SEH1L/DSN1/BUB3/BUB1/IK,44,13.304135332949343
BP,GO:0051321,meiotic cell cycle,57/1372,261/18723,5.3001727636468105e-14,1.9822646136039098e-11,1.8230877651798897e-11,CKS2/SPATA22/PIWIL1/TERB2/SLC25A31/SLC26A8/SYCP1/NUF2/TTK/TOP2A/PSMA8/CENPC/SYCE3/HSPA2/HORMAD1/SGO2/RBBP8/SPDYA/BUB1B/CENPS/SMC2/BRDT/CCNB2/CDC20/SMC4/BOLL/SMC3/MCMDC2/AURKA/CCNB1IP1/FKBP6/RSPH1/TDRD1/NEK2/PSMD13/SYCP2/PTTG1/REC114/FBXO43/CCNE2/MYBL1/CNTD1/C14orf39/NDC1/KIF18A/SYCP3/RMI1/ATM/EXD1/RAD1/MNS1/MAEL/TDRD12/PRKAR1A/DDX4/BUB3/BUB1,57,13.275709973969846
BP,GO:0006403,RNA localization,48/1372,201/18723,1.5811106009040299e-13,5.19959733188376e-11,4.7820670432012396e-11,CETN3/RAN/UPF3A/TPR/THOC7/SETD2/NCBP1/NPM1/RTRAF/HNRNPA2B1/PCID2/PRPF6/RAE1/EXOSC3/CCT8/LRPPRC/FYTTD1/SEC13/YBX1/NXT1/SRSF3/EIF5A/ENY2/THOC1/EIF5AL1/CCT3/ATR/UPF2/NUP54/POM121L12/POLR2D/HNRNPA3/AGFG1/FLOT1/NUP58/ZNHIT3/NDC1/TOMM20/CCT2/CCT7/CCT4/NUP93/ATM/SRSF7/DDX39A/XPO1/SEH1L/CCT6A,48,12.801037749497093
BP,GO:0033044,regulation of chromosome organization,46/1372,187/18723,1.60415384570663e-13,5.19959733188376e-11,4.7820670432012396e-11,ANAPC11/TPR/CENPF/XRCC5/UBE2C/SPDL1/TTK/TOP2A/HNRNPA2B1/PCID2/HNRNPC/BUB1B/ZWINT/DYNC1LI1/CCT8/MPHOSPH8/SMC5/TACC3/SLF2/SLF1/PSMG2/NEK2/PTTG1/CDK5RAP2/CCT3/TERF2IP/MAPK1/ATR/PARP1/CDC16/SSBP1/WAPL/CCT2/CDCA5/ANAPC7/CCT7/PPP1R10/CCT4/ATM/GEN1/CCT6A/BUB3/BUB1/TRAPPC12/DNMT1/IK,46,12.794753983223021
BP,GO:0009060,aerobic respiration,44/1372,189/18723,4.12239397695197e-12,1.2526924697462801e-09,1.15210063250605e-09,COX7B2/ATP5F1C/MDH2/PARK7/ATP5PF/SUCLG1/NDUFA6/NDUFB5/COX5A/PDHA2/DNAJC15/UQCR10/RHOA/ATP5PO/ATP5F1E/NDUFAB1/CDK1/NDUFB9/MTFR1L/COX7A2L/NDUFA5/COX10/COX7C/COX8C/NDUFA12/ATP5PB/COX7A2/COX6C/ATP5MF/SLC25A33/NDUFA8/UQCC2/NDUFV3/NDUFC2/COX4I1/CYCS/IDE/COX5B/UQCRC2/CHCHD2/COX6A1/NDUFC1/NDUFV2/MDH1B,44,11.384850505075033
BP,GO:0006119,oxidative phosphorylation,37/1372,141/18723,4.76967254819875e-12,1.36412634878484e-09,1.2545863148451e-09,COX7B2/ATP5F1C/PARK7/ATP5PF/NDUFA6/NDUFB5/COX5A/DNAJC15/UQCR10/RHOA/ATP5PO/ATP5F1E/NDUFAB1/CDK1/NDUFB9/COX7A2L/NDUFA5/COX7C/COX8C/NDUFA12/ATP5PB/COX7A2/COX6C/ATP5MF/SLC25A33/NDUFA8/UQCC2/NDUFV3/NDUFC2/COX4I1/CYCS/COX5B/UQCRC2/CHCHD2/COX6A1/NDUFC1/NDUFV2,37,11.321511435507443
BP,GO:0034502,protein localization to chromosome,29/1372,92/18723,7.057154731458869e-12,1.90621590579739e-09,1.7531458069729402e-09,KNL1/XRCC5/SETD2/RPA2/SPDL1/TTK/CDK1/BUB1B/EZH2/CCT8/SMC5/SLF2/SLF1/CCT3/TERF2IP/ATR/XRCC4/ESCO2/WAPL/CCT2/NIPBL/CDCA5/CCT7/CCT4/CCT6A/VCPIP1/BUB3/TRAPPC12/IK,29,11.151370360349333
BP,GO:0140013,meiotic nuclear division,43/1372,185/18723,7.64474484859917e-12,1.95624997125732e-09,1.7991621117368e-09,CKS2/SPATA22/TERB2/SLC25A31/SYCP1/NUF2/TTK/TOP2A/PSMA8/CENPC/SYCE3/HSPA2/HORMAD1/SGO2/SPDYA/BUB1B/CENPS/SMC2/BRDT/CCNB2/CDC20/SMC4/AURKA/CCNB1IP1/PSMD13/SYCP2/PTTG1/FBXO43/CCNE2/MYBL1/CNTD1/C14orf39/NDC1/KIF18A/SYCP3/RMI1/ATM/RAD1/MAEL/TDRD12/PRKAR1A/DDX4/BUB1,43,11.116637005044941
BP,GO:0046034,ATP metabolic process,54/1372,277/18723,2.72610000811927e-11,6.6271491197379504e-09,6.09498570236351e-09,DNM1L/COX7B2/ATP5F1C/PARK7/ATP5PF/NDUFA6/NDUFB5/COX5A/DNAJC15/UQCR10/RHOA/ATP5PO/ATP5F1E/NDUFAB1/CDK1/ATP6V1B2/NDUFB9/COX7A2L/NDUFA5/EIF6/ATP5MC3/COX7C/COX8C/NDUFA12/ATP5PB/COX7A2/LDHC/HSPA8/COX6C/PSEN1/ATP5MF/SLC25A33/NDUFA8/UQCC2/NDUFV3/LDHA/AK2/NDUFC2/COX4I1/CYCS/COX5B/AK9/CTNS/BPGM/NCOR1/FOXK2/PARP1/UQCRC2/CHCHD2/ATP5MC2/COX6A1/P2RX7/NDUFC1/NDUFV2,54,10.56445821593434
BP,GO:0051983,regulation of chromosome segregation,28/1372,91/18723,3.10464172729079e-11,7.187984799089441e-09,6.61078599375001e-09,ANAPC11/TPR/CENPF/UBE2C/SPDL1/TTK/HORMAD1/PCID2/BUB1B/ZWINT/DYNC1LI1/SMC5/CDCA2/TACC3/PSMG2/PTTG1/CDK5RAP2/CDC16/WAPL/ANAPC7/ATM/GEN1/CSNK2A1/SMC6/BUB3/BUB1/RAD18/IK,28,10.507988509766978
BP,GO:0051236,establishment of RNA localization,39/1372,166/18723,5.0660011366652094e-11,1.11958625120301e-08,1.02968291045712e-08,CETN3/RAN/UPF3A/TPR/THOC7/SETD2/NCBP1/NPM1/RTRAF/HNRNPA2B1/PCID2/RAE1/LRPPRC/FYTTD1/SEC13/YBX1/NXT1/SRSF3/EIF5A/ENY2/THOC1/EIF5AL1/ATR/UPF2/NUP54/POM121L12/POLR2D/HNRNPA3/AGFG1/FLOT1/NUP58/NDC1/TOMM20/NUP93/ATM/SRSF7/DDX39A/XPO1/SEH1L,39,10.295334717102246
BP,GO:1903046,meiotic cell cycle process,43/1372,202/18723,1.59509161322083e-10,3.37188496673029e-08,3.10112090295748e-08,CKS2/SPATA22/TERB2/SLC25A31/SYCP1/NUF2/TTK/TOP2A/PSMA8/CENPC/SYCE3/HSPA2/HORMAD1/SGO2/SPDYA/BUB1B/CENPS/SMC2/BRDT/CCNB2/CDC20/SMC4/AURKA/CCNB1IP1/PSMD13/SYCP2/PTTG1/FBXO43/CCNE2/MYBL1/CNTD1/C14orf39/NDC1/KIF18A/SYCP3/RMI1/ATM/RAD1/MAEL/TDRD12/PRKAR1A/DDX4/BUB1,43,9.797214368422676
BP,GO:0045333,cellular respiration,46/1372,230/18723,3.3291111882231103e-10,6.74422441547532e-08,6.20265979279464e-08,COX7B2/ATP5F1C/MDH2/PARK7/ATP5PF/SUCLG1/NDUFA6/NDUFB5/COX5A/PDHA2/DNAJC15/UQCR10/RHOA/ATP5PO/ATP5F1E/CISD1/NDUFAB1/CDK1/NDUFB9/MTFR1L/COX7A2L/IFNAR1/NDUFA5/COX10/COX7C/COX8C/NDUFA12/ATP5PB/COX7A2/COX6C/ATP5MF/SLC25A33/NDUFA8/UQCC2/NDUFV3/NDUFC2/COX4I1/CYCS/IDE/COX5B/UQCRC2/CHCHD2/COX6A1/NDUFC1/NDUFV2/MDH1B,46,9.477671699699039
BP,GO:0050657,nucleic acid transport,37/1372,163/18723,4.4878963596865004e-10,8.39236619261376e-08,7.71845495382521e-08,CETN3/RAN/UPF3A/TPR/THOC7/SETD2/NCBP1/NPM1/RTRAF/HNRNPA2B1/PCID2/RAE1/LRPPRC/FYTTD1/SEC13/YBX1/NXT1/SRSF3/EIF5A/ENY2/THOC1/EIF5AL1/UPF2/NUP54/POM121L12/POLR2D/HNRNPA3/AGFG1/FLOT1/NUP58/NDC1/TOMM20/NUP93/SRSF7/DDX39A/XPO1/SEH1L,37,9.347957180926576
BP,GO:0050658,RNA transport,37/1372,163/18723,4.4878963596865004e-10,8.39236619261376e-08,7.71845495382521e-08,CETN3/RAN/UPF3A/TPR/THOC7/SETD2/NCBP1/NPM1/RTRAF/HNRNPA2B1/PCID2/RAE1/LRPPRC/FYTTD1/SEC13/YBX1/NXT1/SRSF3/EIF5A/ENY2/THOC1/EIF5AL1/UPF2/NUP54/POM121L12/POLR2D/HNRNPA3/AGFG1/FLOT1/NUP58/NDC1/TOMM20/NUP93/SRSF7/DDX39A/XPO1/SEH1L,37,9.347957180926576
BP,GO:0015980,energy derivation by oxidation of organic compounds,56/1372,318/18723,6.83217139528208e-10,1.2302969379208e-07,1.13150347318356e-07,GYG1/COX7B2/SELENOS/ATP5F1C/MDH2/PARK7/ATP5PF/SUCLG1/CAVIN3/NDUFA6/NDUFB5/COX5A/PDHA2/DNAJC15/UQCR10/RHOA/ATP5PO/ATP5F1E/PTGES3/CISD1/NDUFAB1/CDK1/PPP1R2/NDUFB9/MTFR1L/COX7A2L/IFNAR1/NDUFA5/COX10/COX7C/COX8C/NDUFA12/ATP5PB/COX7A2/COX6C/ACADM/ATP5MF/GFPT1/SLC25A33/NDUFA8/UQCC2/NDUFV3/NDUFC2/COX4I1/CYCS/IDE/COX5B/PER2/UQCRC2/CHCHD2/IL6ST/RB1CC1/COX6A1/NDUFC1/NDUFV2/MDH1B,56,9.165441247252957
BP,GO:0007018,microtubule-based movement,63/1372,382/18723,9.37099278585309e-10,1.62720596160063e-07,1.4965405020415e-07,SSNA1/HSPB11/NME8/DYNLT1/SLC26A8/KTN1/IFT74/DYNC1I2/PCM1/ARL3/SLC22A16/IFT88/DNAJA1/KPNB1/CFAP46/CFAP53/SLC9B1/TMEM108/CFAP43/ARL8B/DNAH12/SPAG16/DYNC1H1/CFAP221/DYNC1LI1/LRPPRC/ROPN1/LDHC/HSBP1/HSPA8/KIF9/FSIP2/DNAH14/IFT43/IQCG/SLC9C1/PAFAH1B1/MAP4/TTC21A/ROPN1L/DYNC2H1/NME5/DNAL4/SPEF2/JHY/KIF20B/DPCD/KIF5B/IFT81/DAW1/KIF18A/RAB6A/DYNLRB2/WDR35/ASH1L/ROPN1B/CFAP52/MNS1/ACTR10/KIF2A/BORCS5/DDX4/IFT27,63,9.028214396457178
BP,GO:0022412,cellular process involved in reproduction in multicellular organism,63/1372,384/18723,1.16147910930235e-09,1.94727980325105e-07,1.79091225274643e-07,HMGB2/KNL1/PIWIL1/SLC25A31/EIF2S2/SPINK2/SLC26A8/SYCP1/DMRTB1/TTK/ADAM2/TOP2A/GMCL2/HSPA2/SPESP1/ZPBP/HORMAD1/DPY19L2/SRPK1/CCDC42/SPDYA/BRDT/CCNB2/CFAP43/SPAG16/AURKA/MORC1/CCNB1IP1/ROPN1/TIAL1/FNDC3A/FKBP6/FSIP2/TDRD5/RSPH1/TDRD1/SMARCA2/RFX2/SYCP2/IQCG/ACRBP/PAFAH1B1/ZPBP2/TTC21A/ROPN1L/DAZL/NME5/TBPL1/SPEF2/KDM3A/MYBL1/C14orf39/NPHP1/KIF18A/SYCP3/ROPN1B/MNS1/MAEL/TDRD12/PRKACA/PRKAR1A/DDX4/STRBP,63,8.934988597139084
BP,GO:0070972,protein localization to endoplasmic reticulum,23/1372,74/18723,1.4232495550347401e-09,2.30661311219296e-07,2.12139091571493e-07,SSR3/HSPA5/BCAP29/RER1/KDELR2/SRP19/SPCS3/SRPRB/SEC61B/TRAM1/SPCS2/SRP72/RAB10/RAB3GAP1/SEC61G/VAPA/SRP9/SPCS1/UBAC2/INSIG1/RTN4/ZFAND2A/MIA3,23,8.846718943294379
BP,GO:0048515,spermatid differentiation,37/1372,172/18723,2.2053914536137404e-09,3.45890749918388e-07,3.1811554821566e-07,HMGB2/KNL1/PIWIL1/SPINK2/SLC26A8/SYCP1/HSPA2/ZPBP/DPY19L2/SRPK1/CCDC42/CFAP43/SPAG16/CCNB1IP1/ROPN1/FNDC3A/FSIP2/TDRD5/RSPH1/SMARCA2/RFX2/IQCG/ACRBP/PAFAH1B1/ZPBP2/TTC21A/ROPN1L/NME5/TBPL1/SPEF2/KDM3A/NPHP1/SYCP3/ROPN1B/MNS1/PRKACA/STRBP,37,8.656514312746909
BP,GO:0007286,spermatid development,36/1372,165/18723,2.4216528096711e-09,3.6590573786684e-07,3.36523322535309e-07,HMGB2/KNL1/PIWIL1/SPINK2/SLC26A8/SYCP1/HSPA2/ZPBP/DPY19L2/SRPK1/CCDC42/CFAP43/SPAG16/CCNB1IP1/ROPN1/FNDC3A/FSIP2/TDRD5/RSPH1/SMARCA2/RFX2/IQCG/ACRBP/PAFAH1B1/ZPBP2/TTC21A/ROPN1L/NME5/TBPL1/SPEF2/KDM3A/SYCP3/ROPN1B/MNS1/PRKACA/STRBP,36,8.615888121165014
BP,GO:0031503,protein-containing complex localization,43/1372,220/18723,2.6162556856612804e-09,3.6590573786684e-07,3.36523322535309e-07,RAN/SSNA1/TPR/HSPB11/THOC7/BIRC5/SETD2/RAB11A/IFT74/PCM1/ARL3/IFT88/NCBP1/NPM1/HNRNPA2B1/PCID2/RAE1/EIF6/AP2B1/FYTTD1/SDAD1/EPS15/SRSF3/IFT43/ENY2/THOC1/TTC21A/DYNC2H1/ATR/UPF2/POLR2D/AGFG1/KIF5B/SYNJ2BP/IFT81/NDC1/WDR35/NUP93/ATM/DDX39A/XPO1/SEH1L/IFT27,43,8.58231981484107
BP,GO:0042773,ATP synthesis coupled electron transport,26/1372,95/18723,2.63403965967491e-09,3.6590573786684e-07,3.36523322535309e-07,PARK7/NDUFA6/NDUFB5/COX5A/DNAJC15/UQCR10/NDUFAB1/CDK1/NDUFB9/COX7A2L/NDUFA5/COX7C/COX8C/NDUFA12/COX7A2/COX6C/NDUFA8/NDUFV3/NDUFC2/COX4I1/CYCS/COX5B/CHCHD2/COX6A1/NDUFC1/NDUFV2,26,8.579377690327805
BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,26/1372,95/18723,2.63403965967491e-09,3.6590573786684e-07,3.36523322535309e-07,PARK7/NDUFA6/NDUFB5/COX5A/DNAJC15/UQCR10/NDUFAB1/CDK1/NDUFB9/COX7A2L/NDUFA5/COX7C/COX8C/NDUFA12/COX7A2/COX6C/NDUFA8/NDUFV3/NDUFC2/COX4I1/CYCS/COX5B/CHCHD2/COX6A1/NDUFC1/NDUFV2,26,8.579377690327805
BP,GO:0010965,regulation of mitotic sister chromatid separation,21/1372,65/18723,3.34403966525833e-09,4.51631134791278e-07,4.15364926842614e-07,ANAPC11/TPR/CENPF/UBE2C/SPDL1/TTK/PCID2/BUB1B/ZWINT/DYNC1LI1/TACC3/PSMG2/PTTG1/CDK5RAP2/CDC16/ANAPC7/ATM/GEN1/BUB3/BUB1/IK,21,8.475728579827324
BP,GO:1905818,regulation of chromosome separation,22/1372,72/18723,4.62340762581714e-09,6.07540753424944e-07,5.58754924451528e-07,ANAPC11/TPR/CENPF/UBE2C/SPDL1/TTK/PCID2/BUB1B/ZWINT/DYNC1LI1/TACC3/PSMG2/PTTG1/CDK5RAP2/CDC16/ANAPC7/ATM/GEN1/CSNK2A1/BUB3/BUB1/IK,22,8.335037815011223
BP,GO:0051306,mitotic sister chromatid separation,21/1372,67/18723,6.19755555106274e-09,7.92960923401764e-07,7.29285761244169e-07,ANAPC11/TPR/CENPF/UBE2C/SPDL1/TTK/PCID2/BUB1B/ZWINT/DYNC1LI1/TACC3/PSMG2/PTTG1/CDK5RAP2/CDC16/ANAPC7/ATM/GEN1/BUB3/BUB1/IK,21,8.207779571795012
