ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,neg_log10_pvalue
BP,GO:0007031,peroxisome organization,4/1372,36/18723,0.26901166729309,0.9999995214005,0.91969905538317,DNM1L/RAB8B/PEX3/MFF,4,0.5702288838224063
BP,GO:0009225,nucleotide-sugar metabolic process,4/1372,36/18723,0.26901166729309,0.9999995214005,0.91969905538317,PMM1/GFPT1/UAP1/PGM3,4,0.5702288838224063
BP,GO:0010923,negative regulation of phosphatase activity,4/1372,36/18723,0.26901166729309,0.9999995214005,0.91969905538317,FKBP1A/TIPRL/TMEM225B/PTPA,4,0.5702288838224063
BP,GO:0045652,regulation of megakaryocyte differentiation,4/1372,36/18723,0.26901166729309,0.9999995214005,0.91969905538317,HMGB2/TESC/EIF6/RBM15,4,0.5702288838224063
BP,GO:0051955,regulation of amino acid transport,4/1372,36/18723,0.26901166729309,0.9999995214005,0.91969905538317,ARL6IP1/PSEN1/RAB3GAP1/PER2,4,0.5702288838224063
BP,GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,18/1372,209/18723,0.271713816087659,0.9999995214005,0.91969905538317,BIRC5/SENP1/ARL6IP1/PDCD5/PARK7/FAM162A/RHOA/CASC2/RACK1/REST/DNAJB6/CYCS/KHDC1/DAP/WDR35/FNIP1/CSNK2A1/HSPE1,18,0.5658882780411486
BP,GO:0000212,meiotic spindle organization,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,CCNB2/AURKA,2,0.5623137050543069
BP,GO:0001711,endodermal cell fate commitment,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,PAF1/LEO1,2,0.5623137050543069
BP,GO:0001921,positive regulation of receptor recycling,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,PSEN1/EPS15,2,0.5623137050543069
BP,GO:0002864,regulation of acute inflammatory response to antigenic stimulus,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,SELENOS/PARK7,2,0.5623137050543069
BP,GO:0007175,negative regulation of epidermal growth factor-activated receptor activity,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,TSG101/PSEN1,2,0.5623137050543069
BP,GO:0009130,pyrimidine nucleoside monophosphate biosynthetic process,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,TYMS/DUT,2,0.5623137050543069
BP,GO:0010421,hydrogen peroxide-mediated programmed cell death,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,PARK7/PDCD10,2,0.5623137050543069
BP,GO:0010457,centriole-centriole cohesion,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,NEK2/CEP44,2,0.5623137050543069
BP,GO:0010867,positive regulation of triglyceride biosynthetic process,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,SCARB1/CNEP1R1,2,0.5623137050543069
BP,GO:0030948,negative regulation of vascular endothelial growth factor receptor signaling pathway,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,PTPN1/EPN2,2,0.5623137050543069
BP,GO:0035563,positive regulation of chromatin binding,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,KDM4D/GMNN,2,0.5623137050543069
BP,GO:0043144,sno(s)RNA processing,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,EXOSC3/FBLL1,2,0.5623137050543069
BP,GO:0043517,"positive regulation of DNA damage response, signal transduction by p53 class mediator",2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,ATR/ATM,2,0.5623137050543069
BP,GO:0044764,multi-organism cellular process,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,CTSL/EPS15,2,0.5623137050543069
BP,GO:0047484,regulation of response to osmotic stress,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,YBX3/MICU1,2,0.5623137050543069
BP,GO:0048172,regulation of short-term neuronal synaptic plasticity,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,RAB3GAP1/SYNGR1,2,0.5623137050543069
BP,GO:0051645,Golgi localization,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,PDCD10/ARCN1,2,0.5623137050543069
BP,GO:0055057,neuroblast division,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,RAB10/LEF1,2,0.5623137050543069
BP,GO:0060576,intestinal epithelial cell development,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,TYMS/IL6ST,2,0.5623137050543069
BP,GO:0061709,reticulophagy,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,TEX264/RB1CC1,2,0.5623137050543069
BP,GO:0070278,extracellular matrix constituent secretion,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,TMEM38B/RGCC,2,0.5623137050543069
BP,GO:0071236,cellular response to antibiotic,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,HSPA5/EZH2,2,0.5623137050543069
BP,GO:0090308,regulation of DNA methylation-dependent heterochromatin assembly,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,MPHOSPH8/DNMT1,2,0.5623137050543069
BP,GO:1901857,positive regulation of cellular respiration,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,PARK7/IFNAR1,2,0.5623137050543069
BP,GO:1902969,mitotic DNA replication,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,RTF2/MCM4,2,0.5623137050543069
BP,GO:1903894,regulation of IRE1-mediated unfolded protein response,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,HSPA5/PTPN1,2,0.5623137050543069
BP,GO:2001140,positive regulation of phospholipid transport,2/1372,14/18723,0.273959455863417,0.9999995214005,0.91969905538317,DBI/TMEM30A,2,0.5623137050543069
BP,GO:0090199,regulation of release of cytochrome c from mitochondria,5/1372,48/18723,0.274056623024564,0.9999995214005,0.91969905538317,DNM1L/PDCD5/FAM162A/MFF/WDR35,5,0.5621596980316071
BP,GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,5/1372,48/18723,0.274056623024564,0.9999995214005,0.91969905538317,PARK7/HSP90AB1/PSEN1/RYBP/CSNK2A1,5,0.5621596980316071
BP,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",7/1372,72/18723,0.274573488872692,0.9999995214005,0.91969905538317,PTTG1IP/NPM1/ATR/PLK2/ATM/GTSE1/DYRK3,7,0.5613413978790305
BP,GO:0061951,establishment of protein localization to plasma membrane,6/1372,60/18723,0.275312224265662,0.9999995214005,0.91969905538317,RAB11A/GOLGA4/RACK1/GOLGA7/RAB10/MACF1,6,0.5601745048679904
BP,GO:0006312,mitotic recombination,3/1372,25/18723,0.276016517231469,0.9999995214005,0.91969905538317,SMC5/GEN1/SMC6,3,0.5590649283411323
BP,GO:0032925,regulation of activin receptor signaling pathway,3/1372,25/18723,0.276016517231469,0.9999995214005,0.91969905538317,FKBP1A/CSNK2B/ACVR2A,3,0.5590649283411323
BP,GO:0051788,response to misfolded protein,3/1372,25/18723,0.276016517231469,0.9999995214005,0.91969905538317,RNF126/ATXN3/AUP1,3,0.5590649283411323
BP,GO:0060706,cell differentiation involved in embryonic placenta development,3/1372,25/18723,0.276016517231469,0.9999995214005,0.91969905538317,SPINT2/DNAJB6/PLK4,3,0.5590649283411323
BP,GO:0086064,cell communication by electrical coupling involved in cardiac conduction,3/1372,25/18723,0.276016517231469,0.9999995214005,0.91969905538317,CALM2/CALM1/PRKACA,3,0.5590649283411323
BP,GO:0090382,phagosome maturation,3/1372,25/18723,0.276016517231469,0.9999995214005,0.91969905538317,RAB32/ARL8B/RAB14,3,0.5590649283411323
BP,GO:1901798,positive regulation of signal transduction by p53 class mediator,3/1372,25/18723,0.276016517231469,0.9999995214005,0.91969905538317,EIF5A/ATR/ATM,3,0.5590649283411323
BP,GO:1903959,regulation of anion transmembrane transport,3/1372,25/18723,0.276016517231469,0.9999995214005,0.91969905538317,ARL6IP1/PSEN1/PER2,3,0.5590649283411323
BP,GO:1990138,neuron projection extension,15/1372,172/18723,0.279080461472834,0.9999995214005,0.91969905538317,RAB11A/GOLGA4/HSP90AA1/TMEM108/HSP90AB1/AURKA/PAFAH1B1/EIF4G2/MACF1/SPAG9/DIP2B/LLPH/TTL/RTN4/SMURF1,15,0.5542705675656914
BP,GO:1901361,organic cyclic compound catabolic process,40/1372,495/18723,0.280931702859852,0.9999995214005,0.91969905538317,UPF3A/PABPC1/HINT1/SECISBP2/RBM46/NCBP1/NPM1/ACAT1/PCID2/ZC3H14/HNRNPC/CNOT10/BOLL/EXOSC3/SERBP1/LRPPRC/CSDE1/EXOSC8/YBX1/GSPT1/GSTZ1/PON3/YBX3/EIF3E/DAZL/UPF2/FASTKD1/POLR2D/DUT/SYNCRIP/CNOT11/RNASEH2C/ATM/SCARB1/TBRG4/PABPC4/NUDT4/ELAVL1/EXOSC9/PAN2,40,0.5513992483377907
BP,GO:0072329,monocarboxylic acid catabolic process,11/1372,122/18723,0.281576719661629,0.9999995214005,0.91969905538317,DECR1/ACAT1/TYSND1/ECH1/PHYH/ACADM/PON3/HADHA/ECHS1/HADHB/IVD,11,0.5504032548581967
BP,GO:0072384,organelle transport along microtubule,8/1372,85/18723,0.283448986201796,0.9999995214005,0.91969905538317,DYNC1H1/LRPPRC/HSBP1/PAFAH1B1/KIF5B/RAB6A/ACTR10/BORCS5,8,0.5475250919901857
BP,GO:0031330,negative regulation of cellular catabolic process,22/1372,262/18723,0.283556241303006,0.9999995214005,0.91969905538317,PABPC1/PARK7/SECISBP2/RBM46/ATRAID/HNRNPC/HSP90AB1/BOLL/LRPPRC/MTMR2/SCFD1/PSEN1/YBX1/YBX3/DAZL/FOXK2/EIF4G2/RYBP/SYNCRIP/DAP/CSNK2A1/ELAVL1,22,0.5473607890987573
BP,GO:0006862,nucleotide transport,4/1372,37/18723,0.285732804209915,0.9999995214005,0.91969905538317,SLC25A31/CD47/SLC25A24/SLC25A33,4,0.5440398965808336
BP,GO:0016202,regulation of striated muscle tissue development,4/1372,37/18723,0.285732804209915,0.9999995214005,0.91969905538317,CENPF/YBX3/LEF1/FLOT1,4,0.5440398965808336
BP,GO:0042401,cellular biogenic amine biosynthetic process,4/1372,37/18723,0.285732804209915,0.9999995214005,0.91969905538317,PARK7/OAZ1/AMD1/AZIN1,4,0.5440398965808336
BP,GO:0050775,positive regulation of dendrite morphogenesis,4/1372,37/18723,0.285732804209915,0.9999995214005,0.91969905538317,DNM1L/PAFAH1B1/CAPRIN1/OBSL1,4,0.5440398965808336
BP,GO:0097484,dendrite extension,4/1372,37/18723,0.285732804209915,0.9999995214005,0.91969905538317,TMEM108/SPAG9/LLPH/SMURF1,4,0.5440398965808336
BP,GO:0090174,organelle membrane fusion,10/1372,110/18723,0.285932562173772,0.9999995214005,0.91969905538317,ARL8B/RAB8B/USO1/SNAP47/GNAI3/RAB13/YIPF5/KIF5B/BNIP1/VCPIP1,10,0.5437363841063975
BP,GO:0002637,regulation of immunoglobulin production,7/1372,73/18723,0.286265823418467,0.9999995214005,0.91969905538317,EXOSC3/SLC15A4/ZPBP2/THOC1/HMCES/IL5/NSD2,7,0.5432304982471818
BP,GO:0035773,insulin secretion involved in cellular response to glucose stimulus,7/1372,73/18723,0.286265823418467,0.9999995214005,0.91969905538317,ENY2/NDUFAF2/PTPRN2/JAGN1/KIF5B/SELENOT/MPC2,7,0.5432304982471818
BP,GO:0051865,protein autoubiquitination,7/1372,73/18723,0.286265823418467,0.9999995214005,0.91969905538317,RNFT1/UBE2T/RBX1/UHRF2/UBE2D2/RNF181/RAD18,7,0.5432304982471818
BP,GO:0042255,ribosome assembly,6/1372,61/18723,0.288192200822571,0.9999995214005,0.91969905538317,XRCC5/DHX29/NPM1/EIF6/DHX30/RPF2,6,0.54031777642124
BP,GO:0000959,mitochondrial RNA metabolic process,5/1372,49/18723,0.288517197961874,0.9999995214005,0.91969905538317,LRPPRC/SLC25A33/TARS2/FASTKD1/TBRG4,5,0.5398282942679323
BP,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,5/1372,49/18723,0.288517197961874,0.9999995214005,0.91969905538317,EXOSC3/SLC15A4/THOC1/HMCES/NSD2,5,0.5398282942679323
BP,GO:0002208,somatic diversification of immunoglobulins involved in immune response,5/1372,49/18723,0.288517197961874,0.9999995214005,0.91969905538317,EXOSC3/SLC15A4/THOC1/HMCES/NSD2,5,0.5398282942679323
BP,GO:0018198,peptidyl-cysteine modification,5/1372,49/18723,0.288517197961874,0.9999995214005,0.91969905538317,ZDHHC4/PARK7/GOLGA7/RAB6A/ADH5,5,0.5398282942679323
BP,GO:0035088,establishment or maintenance of apical/basal cell polarity,5/1372,49/18723,0.288517197961874,0.9999995214005,0.91969905538317,RHOA/SYNJ2BP/CLIC4/LIN7A/PDCD6IP,5,0.5398282942679323
BP,GO:0045190,isotype switching,5/1372,49/18723,0.288517197961874,0.9999995214005,0.91969905538317,EXOSC3/SLC15A4/THOC1/HMCES/NSD2,5,0.5398282942679323
BP,GO:0045778,positive regulation of ossification,5/1372,49/18723,0.288517197961874,0.9999995214005,0.91969905538317,ATRAID/FBN2/NIPBL/P2RX7/ACVR2A,5,0.5398282942679323
BP,GO:0061245,establishment or maintenance of bipolar cell polarity,5/1372,49/18723,0.288517197961874,0.9999995214005,0.91969905538317,RHOA/SYNJ2BP/CLIC4/LIN7A/PDCD6IP,5,0.5398282942679323
BP,GO:0120032,regulation of plasma membrane bounded cell projection assembly,16/1372,186/18723,0.288722925731892,0.9999995214005,0.91969905538317,CEP97/WASF2/IFT88/PFN1/CCP110/MIEN1/FAM98A/VDAC3/CDC42EP3/MAP4/ARPC2/P2RX7/SDCCAG8/CYLD/MNS1/RALA,16,0.5395187300661083
BP,GO:1903900,regulation of viral life cycle,13/1372,148/18723,0.289078527068807,0.9999995214005,0.91969905538317,PABPC1/PPIE/HACD3/TOP2A/TSG101/BANF1/SRPK1/MPHOSPH8/FKBP6/ILF3/VAPA/STAU1/PPID,13,0.5389841667931041
BP,GO:0018105,peptidyl-serine phosphorylation,26/1372,315/18723,0.291636789843554,0.9999995214005,0.91969905538317,PARK7/TTK/PDCD10/CDK1/HAX1/HSP90AA1/HSP90AB1/AURKA/RACK1/CSNK1A1/MAPK13/TBK1/TERF2IP/MAPK1/ATR/SGK1/PLK2/VRK1/CAB39/NCK1/ATM/FNIP1/DYRK3/PRKACA/CSNK2A1/TOP1,26,0.5351576908540006
BP,GO:0051650,establishment of vesicle localization,14/1372,161/18723,0.291853100924001,0.9999995214005,0.91969905538317,RAB11A/ARF1/PPP6C/TMED10/DYNC1H1/ARFGAP3/SNAP91/PSEN1/TRIP11/PAFAH1B1/C17orf75/KIF5B/LIN7A/BORCS5,14,0.5348356879730501
BP,GO:0009435,NAD biosynthetic process,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,NMNAT2/NMNAT3/NMRK1,3,0.5279242307100849
BP,GO:0021680,cerebellar Purkinje cell layer development,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,HSPA5/RERE/ARCN1,3,0.5279242307100849
BP,GO:0031167,rRNA methylation,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,BUD23/MRM3/FBLL1,3,0.5279242307100849
BP,GO:0032515,negative regulation of phosphoprotein phosphatase activity,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,FKBP1A/TIPRL/PTPA,3,0.5279242307100849
BP,GO:0033598,mammary gland epithelial cell proliferation,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,KDM5B/MAPK1/RTN4,3,0.5279242307100849
BP,GO:0034643,"establishment of mitochondrion localization, microtubule-mediated",3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,LRPPRC/HSBP1/ACTR10,3,0.5279242307100849
BP,GO:0042634,regulation of hair cycle,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,CLOCK/ARNTL/NIPBL,3,0.5279242307100849
BP,GO:0045026,plasma membrane fusion,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,ADAM2/SPESP1/ROPN1B,3,0.5279242307100849
BP,GO:0046755,viral budding,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,TSG101/VPS28/PDCD6IP,3,0.5279242307100849
BP,GO:0047497,mitochondrion transport along microtubule,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,LRPPRC/HSBP1/ACTR10,3,0.5279242307100849
BP,GO:0051560,mitochondrial calcium ion homeostasis,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,SMDT1/MICU1/MICU2,3,0.5279242307100849
BP,GO:0071425,hematopoietic stem cell proliferation,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,KAT7/ARIH2/MECOM,3,0.5279242307100849
BP,GO:1904353,regulation of telomere capping,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,NEK2/MAPK1/ATM,3,0.5279242307100849
BP,GO:1904376,negative regulation of protein localization to cell periphery,3/1372,26/18723,0.296534869466133,0.9999995214005,0.91969905538317,LZTFL1/TMEM59/CLTC,3,0.5279242307100849
BP,GO:0071692,protein localization to extracellular region,30/1372,368/18723,0.297332249135479,0.9999995214005,0.91969905538317,DNM1L/PARK7/SERP1/ARF1/SVBP/FBN2/TMED10/RAB8B/ARFGAP3/CLOCK/REST/UQCC2/CTAGE1/PAFAH1B1/ENY2/RAB10/NDUFAF2/SNX19/PER2/PTPRN2/RAB13/JAGN1/KIF5B/ENSA/ARNTL/SELENOT/FAM3B/PPID/MPC2/MIA3,30,0.5267579839601444
BP,GO:1903201,regulation of oxidative stress-induced cell death,7/1372,74/18723,0.298072830894384,0.9999995214005,0.91969905538317,PARK7/UBQLN1/RACK1/REST/NME5/PARP1/ATF4,7,0.5256776077660396
BP,GO:0006165,nucleoside diphosphate phosphorylation,9/1372,99/18723,0.300396877326716,0.9999995214005,0.91969905538317,EIF6/PSEN1/LDHA/AK9/BPGM/NCOR1/NME5/FOXK2/P2RX7,9,0.5223045862045694
BP,GO:0046148,pigment biosynthetic process,6/1372,62/18723,0.301195225060351,0.9999995214005,0.91969905538317,PAICS/COX10/CTNS/SLC25A39/SHMT1/GMPS,6,0.5211519174194732
BP,GO:0060113,inner ear receptor cell differentiation,6/1372,62/18723,0.301195225060351,0.9999995214005,0.91969905538317,IFT88/TRIP11/PAFAH1B1/SLC4A7/MKS1/IFT27,6,0.5211519174194732
BP,GO:0000722,telomere maintenance via recombination,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,SMC5/SMC6,2,0.5201040022117495
BP,GO:0002070,epithelial cell maturation,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,GPAT4/TYMS,2,0.5201040022117495
BP,GO:0006268,DNA unwinding involved in DNA replication,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,SSBP1/MCM4,2,0.5201040022117495
BP,GO:0006825,copper ion transport,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,COX17/CUTC,2,0.5201040022117495
BP,GO:0021542,dentate gyrus development,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,TMEM108/LEF1,2,0.5201040022117495
BP,GO:0030252,growth hormone secretion,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,SERP1/SELENOT,2,0.5201040022117495
BP,GO:0032239,regulation of nucleobase-containing compound transport,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,TPR/SETD2,2,0.5201040022117495
BP,GO:0032933,SREBP signaling pathway,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,ERLIN1/INSIG1,2,0.5201040022117495
BP,GO:0033599,regulation of mammary gland epithelial cell proliferation,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,KDM5B/RTN4,2,0.5201040022117495
BP,GO:0042182,ketone catabolic process,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,PARK7/PNKD,2,0.5201040022117495
BP,GO:0042754,negative regulation of circadian rhythm,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,CRY1/PER2,2,0.5201040022117495
BP,GO:0043508,negative regulation of JUN kinase activity,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,DNAJA1/ZNF675,2,0.5201040022117495
BP,GO:0043518,"negative regulation of DNA damage response, signal transduction by p53 class mediator",2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,PTTG1IP/DYRK3,2,0.5201040022117495
BP,GO:0044406,adhesion of symbiont to host,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,HSP90AB1/SCARB1,2,0.5201040022117495
BP,GO:0046184,aldehyde biosynthetic process,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,REST/KDM3A,2,0.5201040022117495
BP,GO:0051284,positive regulation of sequestering of calcium ion,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,CALM2/CALM1,2,0.5201040022117495
BP,GO:0070071,proton-transporting two-sector ATPase complex assembly,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,ATP23/TMEM70,2,0.5201040022117495
BP,GO:0070131,positive regulation of mitochondrial translation,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,UQCC2/COA3,2,0.5201040022117495
BP,GO:0071871,response to epinephrine,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,PENK/PRKACA,2,0.5201040022117495
BP,GO:0097468,programmed cell death in response to reactive oxygen species,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,PARK7/PDCD10,2,0.5201040022117495
BP,GO:0098760,response to interleukin-7,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,PDIA3/YBX1,2,0.5201040022117495
BP,GO:0098761,cellular response to interleukin-7,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,PDIA3/YBX1,2,0.5201040022117495
BP,GO:1900029,positive regulation of ruffle assembly,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,PFN1/FAM98A,2,0.5201040022117495
BP,GO:1901660,calcium ion export,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,CALM2/CALM1,2,0.5201040022117495
BP,GO:1903543,positive regulation of exosomal secretion,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,TSG101/PDCD6IP,2,0.5201040022117495
BP,GO:1904424,regulation of GTP binding,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,EIF2S1/CSNK1A1,2,0.5201040022117495
BP,GO:1905168,positive regulation of double-strand break repair via homologous recombination,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,WDR48/PARP1,2,0.5201040022117495
BP,GO:2001138,regulation of phospholipid transport,2/1372,15/18723,0.301922860724447,0.9999995214005,0.91969905538317,DBI/TMEM30A,2,0.5201040022117495
BP,GO:0001825,blastocyst formation,4/1372,38/18723,0.302597169506435,0.9999995214005,0.91969905538317,RBM46/SF3B6/CCNB1IP1/RTN4,4,0.5191351386839015
BP,GO:0009309,amine biosynthetic process,4/1372,38/18723,0.302597169506435,0.9999995214005,0.91969905538317,PARK7/OAZ1/AMD1/AZIN1,4,0.5191351386839015
BP,GO:0046676,negative regulation of insulin secretion,4/1372,38/18723,0.302597169506435,0.9999995214005,0.91969905538317,REST/ENY2/NDUFAF2/JAGN1,4,0.5191351386839015
BP,GO:0071392,cellular response to estradiol stimulus,4/1372,38/18723,0.302597169506435,0.9999995214005,0.91969905538317,CCDC62/DDX18/KIF18A/NCOA3,4,0.5191351386839015
BP,GO:0097242,amyloid-beta clearance,4/1372,38/18723,0.302597169506435,0.9999995214005,0.91969905538317,LRPAP1/RAB11A/IDE/CLTC,4,0.5191351386839015
BP,GO:1902110,positive regulation of mitochondrial membrane permeability involved in apoptotic process,4/1372,38/18723,0.302597169506435,0.9999995214005,0.91969905538317,VDAC2/NMT1/BNIP3L/ATF2,4,0.5191351386839015
BP,GO:0038202,TORC1 signaling,5/1372,50/18723,0.303110499821335,0.9999995214005,0.91969905538317,SEC13/CTNS/ATM/DYRK3/SEH1L,5,0.5183990193054696
BP,GO:0045814,"negative regulation of gene expression, epigenetic",5/1372,50/18723,0.303110499821335,0.9999995214005,0.91969905538317,TPR/EZH2/SMARCA5/MPHOSPH8/DNMT1,5,0.5183990193054696
BP,GO:0060491,regulation of cell projection assembly,16/1372,188/18723,0.303400289974251,0.9999995214005,0.91969905538317,CEP97/WASF2/IFT88/PFN1/CCP110/MIEN1/FAM98A/VDAC3/CDC42EP3/MAP4/ARPC2/P2RX7/SDCCAG8/CYLD/MNS1/RALA,16,0.5179840084729636
BP,GO:0051262,protein tetramerization,8/1372,87/18723,0.30527317474304,0.9999995214005,0.91969905538317,KRT10/SYCP1/CUTC/SSBP1/THG1L/SHMT1/ALDH9A1/ALDH1A2,8,0.5153113567656062
BP,GO:0009743,response to carbohydrate,21/1372,253/18723,0.307822250987832,0.9999995214005,0.91969905538317,SELENOS/KAT7/SLC2A5/RHOA/EIF2B2/RACK1/LDHA/MAPK13/ENY2/NDUFAF2/GOT1/EIF2B3/PTPRN2/JAGN1/KIF5B/ENSA/TXN2/WDR35/SELENOT/PRKACA/MPC2,21,0.5116999903136348
BP,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,6/1372,63/18723,0.314303539764843,0.9999995214005,0.91969905538317,SELENOS/PARK7/TXNDC12/PTPN1/NCK1/ATF4,6,0.5026507278221216
BP,GO:0000469,cleavage involved in rRNA processing,3/1372,27/18723,0.317135527761535,0.9999995214005,0.91969905538317,EXOSC3/EXOSC8/EXOSC9,3,0.4987551025125034
BP,GO:0008053,mitochondrial fusion,3/1372,27/18723,0.317135527761535,0.9999995214005,0.91969905538317,DNM1L/MFF/THG1L,3,0.4987551025125034
BP,GO:0010894,negative regulation of steroid biosynthetic process,3/1372,27/18723,0.317135527761535,0.9999995214005,0.91969905538317,REST/ERLIN1/INSIG1,3,0.4987551025125034
BP,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,3/1372,27/18723,0.317135527761535,0.9999995214005,0.91969905538317,RAB11A/HSPA2/CDK1,3,0.4987551025125034
BP,GO:0018195,peptidyl-arginine modification,3/1372,27/18723,0.317135527761535,0.9999995214005,0.91969905538317,ART3/PARK7/COPRS,3,0.4987551025125034
BP,GO:0018904,ether metabolic process,3/1372,27/18723,0.317135527761535,0.9999995214005,0.91969905538317,DHRS7B/PAFAH1B1/TXN2,3,0.4987551025125034
BP,GO:0032781,positive regulation of ATPase activity,3/1372,27/18723,0.317135527761535,0.9999995214005,0.91969905538317,PFN1/DNAJB1/TOR1AIP2,3,0.4987551025125034
BP,GO:0045830,positive regulation of isotype switching,3/1372,27/18723,0.317135527761535,0.9999995214005,0.91969905538317,EXOSC3/HMCES/NSD2,3,0.4987551025125034
BP,GO:0060333,interferon-gamma-mediated signaling pathway,3/1372,27/18723,0.317135527761535,0.9999995214005,0.91969905538317,HSP90AB1/STAT1/JAK1,3,0.4987551025125034
BP,GO:0051648,vesicle localization,15/1372,177/18723,0.317177225480861,0.9999995214005,0.91969905538317,RAB11A/ARF1/PPP6C/TMED10/DYNC1H1/ARFGAP3/SNAP91/PSEN1/USO1/TRIP11/PAFAH1B1/C17orf75/KIF5B/LIN7A/BORCS5,15,0.49869800421408583
BP,GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,5/1372,51/18723,0.317811549347613,0.9999995214005,0.91969905538317,RHOA/CARD19/STAT1/TANK/ASH1L,5,0.49783032447666065
