subtype,gene_id,avg_logFC,p_val,p_val_adj,Ctrl,OA,pct.1,pct.2
Round_Spermatids,MIR3150BHG,-0.31724858,0.0024003105391451,0.0132463550169563,0.09598539,0.23759787,0.1030927835051546,0.2318771763216207
Round_Spermatids,MIR646HG,-0.3031807,0.0051023318611599,0.026078817605379,0.44004458,0.63311124,0.3814432989690721,0.5240582462804685
Round_Spermatids,MIR663AHG,-0.56988245,7.18175354013459e-07,7.616326030946138e-06,0.69045335,1.0512964,0.5876288659793815,0.7389996834441279
Round_Spermatids,MIRLET7DHG,-0.25422767,0.0023221063234297,0.0130243511911141,0.017507643,0.12145473,0.0206185567010309,0.1213991769547325
Round_Spermatids,MLH1,-0.512365,2.8756364226229073e-05,0.0002380423303518,0.19115451,0.44667917,0.1855670103092783,0.3930041152263374
Round_Spermatids,MLIP-AS1,-0.32050753,0.0027645779821395,0.0150019188135177,0.06657919,0.20003085,0.0721649484536082,0.189142133586578
Round_Spermatids,MMADHC,-0.268735,0.0020350255575905,0.0115598481111392,0.81068057,1.0685788,0.5670103092783505,0.7573599240265907
Round_Spermatids,MMRN1,-0.47004688,6.423916873278064e-05,0.0005031327979756,0.16439298,0.39850596,0.1649484536082474,0.3497942386831276
Round_Spermatids,MNS1,-0.88908184,6.34013347986484e-19,2.1199750436295825e-17,1.258682,2.0820389,0.7525773195876289,0.9616967394745172
Round_Spermatids,MORC2-AS1,-0.9717193,6.061680275120567e-12,1.0486061717946883e-10,0.15078606,0.63852656,0.1649484536082474,0.5061728395061729
Round_Spermatids,MORN4,-0.414006,0.0001647905144652,0.0011836044261537,0.050670695,0.22545199,0.0618556701030927,0.2155745489078822
Round_Spermatids,MORN5,-0.5022138,4.602512365218486e-08,5.628253835425668e-07,1.0956477,1.4920208,0.7628865979381443,0.8863564419119975
Round_Spermatids,MPC2,-0.29444718,1.9999391967608513e-05,0.0001693402649886,2.1993113,2.4178677,1.0,0.99224438113327
Round_Spermatids,MPP6,-0.34301573,0.0062457005032446,0.0307538226966275,0.2227816,0.3861402,0.2268041237113402,0.3474200696422919
Round_Spermatids,MRNIP,-0.34282306,0.0001102511810819,0.0008301147839653,0.014507545,0.16128048,0.0206185567010309,0.1655587211142766
Round_Spermatids,MROH9,-0.28382105,0.0022400246055847,0.0126254812084753,0.039139196,0.15828475,0.0412371134020618,0.1532130421019309
Round_Spermatids,MRVI1-AS1,-0.2843373,0.0060005612553575,0.0297090153384405,1.7660044,1.9587799,0.9175257731958762,0.9450775561886672
Round_Spermatids,MS4A5,-0.6557837,1.4380068742177876e-06,1.4780591415695231e-05,1.1092455,1.54979,0.7010309278350515,0.7625830959164293
Round_Spermatids,MT-TE,-0.41827297,0.0082248890586601,0.0393386678198426,0.12638392,0.2858046,0.134020618556701,0.2388414055080721
