panel,pdf_panelC_shared,pdf_panelD_shared,derived_shared_up_in_OA_from_diff,derived_shared_down_in_OA_from_diff,note
C/D,1275,1088,26,5,Original panel C/D counts are extracted directly from summary DEG heatmap PDFs. Diff tables are provided as support tables; the unpublished row-binning step used to build the final heatmap matrix is not available in current folders.
