group,n_cells,mean,median,min,max,q1,q3
Ctrl,12,0.6912026823509837,0.5728407496497344,0.245424853224731,1.7223701197616652,0.4437529165180762,0.8257717865541208
OA,12,1.0751694608798046,0.9537936594024348,0.5225688159897949,2.0121829361646246,0.6021559403919867,1.4259259637171993
