group,Immune cells,Sertoli cells,Myoid cells,Leydig cells,Endothelial cells
Ctrl,0.1724137931034483,0.43349753694581283,0.17733990147783252,0.09148486980999296,0.12526389866291343
OA,0.013563501849568433,0.8261405672009864,0.0468557336621455,0.08138101109741061,0.032059186189889025
