ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,neg_log10_pvalue
BP,GO:0003341,cilium movement,50/1137,175/18723,6.61256502650599e-21,3.01003960006553e-17,2.88447047050956e-17,ROPN1L/RSPH4A/ADCY10/MKKS/CATSPER2/KIF27/RSPH6A/CATSPER3/CFAP45/ZBBX/ARMC2/DNAJA1/RSPH9/DRC1/APOB/ENKUR/GAS8/ROPN1B/CFAP61/EFCAB9/CFAP65/DNAH7/SLC22A16/PRSS55/TMF1/CFAP70/MEIG1/SLC9B1/DNAI1/DNAI2/TTC12/SPEF2/DAW1/DNAAF1/TEKT3/DPCD/CCDC63/TTC29/CFAP53/CCDC65/NME5/CFAP206/FSIP2/SLIRP/TEKT1/MNS1/LDHC/ZMYND10/GAPDHS/SPA17,50,20.179630044179614
BP,GO:0007018,microtubule-based movement,76/1137,382/18723,1.74944162939749e-20,3.9817291485086996e-17,3.81562426959117e-17,ROPN1L/RSPH4A/KIF3A/ADCY10/TTC30B/MKKS/CATSPER2/KIF27/RSPH6A/CATSPER3/CFAP45/CENPE/TRAF3IP1/ZBBX/ARMC2/KIF11/DNAJA1/RSPH9/DRC1/APOB/TTC30A/ENKUR/IFT88/PRKCZ/GAS8/KIF18A/ROPN1B/DYNC1I2/CFAP61/DST/IFT122/EFCAB9/DLGAP5/IFT74/KIF15/DYNLRB2/CFAP65/DNAH7/SLC22A16/PRSS55/TTC26/PCM1/TMF1/CFAP70/MEIG1/SLC9B1/DNAI1/DNAI2/KIF23/TTC12/KIF5B/SPEF2/DAW1/DNAAF1/TEKT3/RAB27B/DPCD/CCDC63/TTC29/CFAP53/CCDC65/HSBP1/NME5/DYNC2LI1/CFAP206/FSIP2/SLIRP/LCA5L/TEKT1/KIF9/MNS1/LDHC/ZMYND10/GAPDHS/SPA17/UBB,76,19.757100543294523
BP,GO:0044782,cilium organization,73/1137,368/18723,1.21524501094967e-19,1.84393176328096e-16,1.76700888609664e-16,RSPH4A/KIF3A/HYLS1/TTC30B/MKKS/TBC1D32/TTC17/KIF27/RSPH6A/CEP70/UBXN10/TRAF3IP1/CFAP161/CEP135/ARMC2/RSPH9/DRC1/ODF2L/CYLD/LRRC49/TTC30A/ATG3/CEP290/CEP162/IFT88/TBC1D7/CEP41/GAS8/ROPN1B/CFAP61/BBS5/IFT122/VDAC3/IFT74/CEP19/CFAP65/DNAH7/TMEM67/TTC26/PCM1/CC2D2B/CFAP70/DCDC2/MEIG1/DNAI1/DNAI2/TTC12/SPEF2/DAW1/DNAAF1/TEKT3/SPAG1/B9D1/CCDC63/CCDC88A/TTC29/CFAP53/BBOF1/CCDC65/DNAJB13/DNAL1/NME5/DYNC2LI1/CFAP206/FSIP2/LCA5L/TEKT1/MNS1/BBIP1/RPGRIP1/ZMYND10/FUZ/CFAP126,73,18.915336153196417
BP,GO:0060271,cilium assembly,65/1137,337/18723,5.65230101758563e-17,5.1459060702963805e-14,4.93123549054393e-14,RSPH4A/KIF3A/HYLS1/MKKS/TBC1D32/KIF27/RSPH6A/CEP70/UBXN10/TRAF3IP1/CFAP161/CEP135/ARMC2/RSPH9/DRC1/ODF2L/CYLD/LRRC49/ATG3/CEP290/CEP162/IFT88/TBC1D7/CEP41/GAS8/BBS5/IFT122/VDAC3/IFT74/CEP19/CFAP65/DNAH7/TMEM67/TTC26/PCM1/CC2D2B/CFAP70/DCDC2/MEIG1/DNAI1/DNAI2/TTC12/SPEF2/DAW1/DNAAF1/TEKT3/SPAG1/B9D1/CCDC63/CCDC88A/CFAP53/BBOF1/CCDC65/DNAJB13/DNAL1/NME5/DYNC2LI1/CFAP206/FSIP2/TEKT1/MNS1/BBIP1/RPGRIP1/ZMYND10/FUZ,65,16.247774717524955
BP,GO:0009566,fertilization,47/1137,190/18723,5.65235728283873e-17,5.1459060702963805e-14,4.93123549054393e-14,CCDC136/CCT7/PLB1/CATSPER2/CCT3/CRISP1/PLCD4/CLGN/UBE3A/PLCZ1/ACRBP/APOB/SYCP2/CDK1/GLIPR1L2/SPAG8/ADAM20/ROPN1B/KLHL10/OR10J1/TCP1/C16orf92/ADAM18/CCT4/SLC22A16/PRSS55/SNU13/ZPBP2/ADAM5/TMPRSS12/BCL2L1/SLC9B1/ADAM2/LYZL6/CCT5/LLCFC1/SPAM1/SPAG1/ADAM32/SPESP1/ACR/EQTN/ZPBP/FUT10/SLIRP/ZP1/SPA17,47,16.247770394406412
BP,GO:0022412,cellular process involved in reproduction in multicellular organism,69/1137,384/18723,2.85968701604754e-16,2.16954921617473e-13,2.0790426306142099e-13,ROPN1L/CCDC136/SYCP1/MKKS/CATSPER2/CRISP1/RSPH6A/CATSPER3/BNC1/HSPA2/SYCP3/ARMC2/KNL1/PIWIL1/ACRBP/SPDYA/SYCP2/KIF18A/ROPN1B/SPINK2/KLHL10/EFCAB9/PSME4/INSL3/C16orf92/CFAP65/TTC26/PACRG/ZPBP2/TMF1/AURKC/MEIG1/TEX15/BCL2L1/CCDC42/BRDT/TTC12/ADAM2/SHCBP1L/YTHDC2/CCNB2/SPEF2/LYZL6/ZMYND15/MLH1/LLCFC1/SPAM1/TBPL1/SOS1/CCDC63/HORMAD1/NPHP1/TTK/DDX25/SPESP1/ADAD1/PLK1/NME5/EQTN/ZPBP/CFAP206/FSIP2/CCNB1/SLIRP/MNS1/TSSK1B/METTL3/TSSK2/UBB,69,15.543681496465927
BP,GO:0007338,single fertilization,40/1137,153/18723,1.5753329075024e-15,1.02441648499299e-12,9.81681138148867e-13,CCDC136/CCT7/PLB1/CCT3/CRISP1/PLCD4/CLGN/UBE3A/PLCZ1/CDK1/GLIPR1L2/SPAG8/ADAM20/ROPN1B/OR10J1/TCP1/C16orf92/ADAM18/CCT4/SLC22A16/PRSS55/SNU13/ZPBP2/ADAM5/TMPRSS12/SLC9B1/ADAM2/LYZL6/CCT5/LLCFC1/SPAM1/SPAG1/ADAM32/SPESP1/ACR/EQTN/ZPBP/SLIRP/ZP1/SPA17,40,14.802627654818181
BP,GO:0048515,spermatid differentiation,42/1137,172/18723,4.2486459278023e-15,2.38901474039226e-12,2.28935276204456e-12,ROPN1L/CCDC136/SYCP1/MKKS/CATSPER2/RSPH6A/CATSPER3/HSPA2/SYCP3/ARMC2/KNL1/PIWIL1/ACRBP/ROPN1B/SPINK2/KLHL10/EFCAB9/PSME4/CFAP65/TTC26/PACRG/ZPBP2/TMF1/MEIG1/CCDC42/TTC12/YTHDC2/SPEF2/ZMYND15/TBPL1/CCDC63/NPHP1/DDX25/ADAD1/NME5/ZPBP/CFAP206/FSIP2/SLIRP/MNS1/TSSK1B/TSSK2,42,14.371749460487083
BP,GO:0007286,spermatid development,41/1137,165/18723,4.72344742168943e-15,2.38901474039226e-12,2.28935276204456e-12,ROPN1L/CCDC136/SYCP1/MKKS/CATSPER2/RSPH6A/CATSPER3/HSPA2/SYCP3/ARMC2/KNL1/PIWIL1/ACRBP/ROPN1B/SPINK2/KLHL10/EFCAB9/PSME4/CFAP65/TTC26/PACRG/ZPBP2/TMF1/MEIG1/CCDC42/TTC12/YTHDC2/SPEF2/ZMYND15/TBPL1/CCDC63/DDX25/ADAD1/NME5/ZPBP/CFAP206/FSIP2/SLIRP/MNS1/TSSK1B/TSSK2,41,14.32574091456145
BP,GO:0001539,cilium or flagellum-dependent cell motility,37/1137,138/18723,7.597162456563881e-15,3.14384395475262e-12,3.01269293971299e-12,ROPN1L/RSPH4A/MKKS/CATSPER2/RSPH6A/CATSPER3/CFAP45/ARMC2/DNAJA1/RSPH9/EFHC1/DRC1/APOB/ENKUR/GAS8/ROPN1B/EFCAB9/CFAP65/DNAH7/SLC22A16/PRSS55/TMF1/MEIG1/SLC9B1/DNAI1/TTC12/SPEF2/TEKT3/DPCD/CCDC65/CFAP206/FSIP2/SLIRP/TEKT1/MNS1/LDHC/GAPDHS,37,14.119348586609421
BP,GO:0060285,cilium-dependent cell motility,37/1137,138/18723,7.597162456563881e-15,3.14384395475262e-12,3.01269293971299e-12,ROPN1L/RSPH4A/MKKS/CATSPER2/RSPH6A/CATSPER3/CFAP45/ARMC2/DNAJA1/RSPH9/EFHC1/DRC1/APOB/ENKUR/GAS8/ROPN1B/EFCAB9/CFAP65/DNAH7/SLC22A16/PRSS55/TMF1/MEIG1/SLC9B1/DNAI1/TTC12/SPEF2/TEKT3/DPCD/CCDC65/CFAP206/FSIP2/SLIRP/TEKT1/MNS1/LDHC/GAPDHS,37,14.119348586609421
BP,GO:0007339,binding of sperm to zona pellucida,19/1137,40/18723,2.5599054428828997e-13,9.71057464666913e-11,9.305480837988359e-11,CCT7/CCT3/CRISP1/CLGN/GLIPR1L2/TCP1/ADAM18/CCT4/PRSS55/ZPBP2/ADAM5/TMPRSS12/ADAM2/CCT5/SPAM1/ADAM32/ACR/ZPBP/SPA17,19,12.591776076247763
BP,GO:0060294,cilium movement involved in cell motility,33/1137,125/18723,3.49498968353056e-13,1.2237840799562401e-10,1.17273176101625e-10,ROPN1L/RSPH4A/MKKS/CATSPER2/RSPH6A/CATSPER3/CFAP45/ARMC2/DNAJA1/RSPH9/APOB/ENKUR/GAS8/ROPN1B/EFCAB9/CFAP65/SLC22A16/PRSS55/TMF1/MEIG1/SLC9B1/DNAI1/TTC12/SPEF2/TEKT3/DPCD/CFAP206/FSIP2/SLIRP/TEKT1/MNS1/LDHC/GAPDHS,33,12.456554101861752
BP,GO:0035082,axoneme assembly,26/1137,82/18723,1.09284343203478e-12,3.55330235901594e-10,3.40507006191889e-10,RSPH4A/RSPH6A/ARMC2/RSPH9/DRC1/LRRC49/GAS8/CFAP65/DNAH7/TTC26/MEIG1/DNAI1/DNAI2/TTC12/SPEF2/DAW1/DNAAF1/SPAG1/CCDC63/CCDC65/DNAJB13/DNAL1/CFAP206/FSIP2/MNS1/ZMYND10,26,11.961442053488474
BP,GO:0035036,sperm-egg recognition,20/1137,48/18723,1.29289953839287e-12,3.92351913250956e-10,3.75984258743863e-10,CCT7/CCT3/CRISP1/CLGN/GLIPR1L2/TCP1/ADAM18/CCT4/PRSS55/ZPBP2/ADAM5/TMPRSS12/ADAM2/CCT5/SPAM1/ADAM32/SPESP1/ACR/ZPBP/SPA17,20,11.88843521960271
BP,GO:0007281,germ cell development,49/1137,278/18723,1.3014395006651898e-11,3.7025953793924604e-09,3.54813505970825e-09,ROPN1L/CCDC136/SYCP1/MKKS/CATSPER2/RSPH6A/CATSPER3/BNC1/HSPA2/SYCP3/ARMC2/KNL1/PIWIL1/ACRBP/ROPN1B/SPINK2/KLHL10/EFCAB9/PSME4/INSL3/CFAP65/TTC26/PACRG/ZPBP2/TMF1/AURKC/MEIG1/BCL2L1/CCDC42/TTC12/YTHDC2/SPEF2/ZMYND15/MLH1/TBPL1/CCDC63/HORMAD1/DDX25/ADAD1/NME5/ZPBP/CFAP206/FSIP2/CCNB1/SLIRP/MNS1/TSSK1B/METTL3/TSSK2,49,10.885576015905082
BP,GO:0001578,microtubule bundle formation,29/1137,113/18723,2.0072542643984398e-11,5.37471847737748e-09,5.15050258307563e-09,RSPH4A/RSPH6A/NUMA1/ARMC2/RSPH9/ZNF207/DRC1/LRRC49/GAS8/CFAP65/DNAH7/TTC26/MEIG1/DNAI1/DNAI2/TTC12/SPEF2/DAW1/DNAAF1/SPAG1/CCDC63/CCDC65/DNAJB13/PLK1/DNAL1/CFAP206/FSIP2/MNS1/ZMYND10,29,10.697397610755697
BP,GO:0048285,organelle fission,69/1137,488/18723,4.107799602162049e-11,1.03881687716898e-08,9.954807924771671e-09,SPAG5/CNTD1/SYCP1/CDC20/IL1A/CENPE/PSMC3IP/PSMG2/HSPA2/SYCP3/OOEP/SLC25A46/PIN1/SPATA22/CDC25C/RAB11A/NUMA1/KIF11/NEK2/ZNF207/SPDYA/HFM1/MFF/CENPS/SYCP2/BUB3/ACOT8/NDC80/ANKLE2/BORA/KIF18A/ZWILCH/SYCE2/BUB1B/MAD1L1/OBSL1/DLGAP5/SGO1/NUSAP1/ABRAXAS1/KIF15/RNF212B/ANLN/AURKC/TEX15/IK/USP44/BRDT/KIF23/SGO2/RMDN1/SHCBP1L/C11orf65/CCNB2/CENPF/MLH1/HORMAD2/DRG1/BNIP3/HORMAD1/TTK/PTTG1/PLK1/SYCE3/CCNB1/PINK1/CUL3/SYCE1/UBB,69,10.38639075149104
BP,GO:0030317,flagellated sperm motility,28/1137,110/18723,5.49395980350693e-11,1.25042525127818e-08,1.19826154872278e-08,ROPN1L/CATSPER2/CATSPER3/CFAP45/ARMC2/DNAJA1/APOB/ENKUR/GAS8/ROPN1B/EFCAB9/CFAP65/SLC22A16/PRSS55/TMF1/MEIG1/SLC9B1/DNAI1/TTC12/SPEF2/TEKT3/DPCD/CFAP206/FSIP2/SLIRP/MNS1/LDHC/GAPDHS,28,10.260114522414364
BP,GO:0097722,sperm motility,28/1137,110/18723,5.49395980350693e-11,1.25042525127818e-08,1.19826154872278e-08,ROPN1L/CATSPER2/CATSPER3/CFAP45/ARMC2/DNAJA1/APOB/ENKUR/GAS8/ROPN1B/EFCAB9/CFAP65/SLC22A16/PRSS55/TMF1/MEIG1/SLC9B1/DNAI1/TTC12/SPEF2/TEKT3/DPCD/CFAP206/FSIP2/SLIRP/MNS1/LDHC/GAPDHS,28,10.260114522414364
BP,GO:0000280,nuclear division,63/1137,439/18723,1.5843026210719601e-10,3.43416453862836e-08,3.29090228657754e-08,SPAG5/CNTD1/SYCP1/CDC20/IL1A/CENPE/PSMC3IP/PSMG2/HSPA2/SYCP3/OOEP/PIN1/SPATA22/CDC25C/RAB11A/NUMA1/KIF11/NEK2/ZNF207/SPDYA/HFM1/CENPS/SYCP2/BUB3/NDC80/ANKLE2/BORA/KIF18A/ZWILCH/SYCE2/BUB1B/MAD1L1/OBSL1/DLGAP5/SGO1/NUSAP1/ABRAXAS1/KIF15/RNF212B/ANLN/AURKC/TEX15/IK/USP44/BRDT/KIF23/SGO2/RMDN1/SHCBP1L/CCNB2/CENPF/MLH1/HORMAD2/DRG1/HORMAD1/TTK/PTTG1/PLK1/SYCE3/CCNB1/CUL3/SYCE1/UBB,63,9.80016185929399
BP,GO:0051321,meiotic cell cycle,45/1137,261/18723,1.89761944344849e-10,3.92634713935341e-08,3.76255261897154e-08,CNTD1/SYCP1/CDC20/DUSP13/PSMC3IP/HSPA2/SYCP3/RBM7/OOEP/SPATA22/CDC25C/NUMA1/PIWIL1/NEK2/SPDYA/HFM1/CENPS/SYCP2/BUB3/KIF18A/SYCE2/BUB1B/REC114/SGO1/RNF212B/AURKC/OVOL1/TEX15/BRDT/SGO2/SHCBP1L/YTHDC2/CCNB2/MLH1/HORMAD2/HORMAD1/TTK/PTTG1/PLK1/SYCE3/BOLL/MNS1/SYCE1/METTL3/UBB,45,9.721790878411149
BP,GO:0009988,cell-cell recognition,21/1137,68/18723,2.84447655892696e-10,5.62959012879805e-08,5.39474181244546e-08,CCT7/CCT3/CRISP1/CLGN/EPHB1/GLIPR1L2/TCP1/ADAM18/CCT4/PRSS55/ZPBP2/ADAM5/TMPRSS12/ADAM2/CCT5/SPAM1/ADAM32/SPESP1/ACR/ZPBP/SPA17,21,9.545997640862854
BP,GO:0007059,chromosome segregation,52/1137,346/18723,1.2605726203637502e-09,2.39088606995658e-07,2.29114602578394e-07,SPAG5/SYCP1/CDC20/CENPE/PSMC3IP/PSMG2/SPATA22/RAB11A/BIRC5/NUMA1/KNL1/NEK2/ZNF207/HJURP/HFM1/CENPS/SYCP2/BUB3/NDC80/KIF18A/ZWILCH/SYCE2/BUB1B/MAD1L1/DLGAP5/SGO1/NUSAP1/ABRAXAS1/NR3C1/RNF212B/AURKC/SMC6/TEX15/IK/USP44/KIF23/SGO2/RMDN1/CENPF/MLH1/HORMAD2/CENPW/HORMAD1/OIP5/TTK/PTTG1/PLK1/SYCE3/CCNB1/CUL3/SYCE1/NTMT1,52,8.899432129983744
BP,GO:0098813,nuclear chromosome segregation,45/1137,281/18723,2.18842684617002e-09,3.98468760150637e-07,3.81845930548571e-07,SPAG5/SYCP1/CDC20/CENPE/PSMC3IP/PSMG2/SPATA22/RAB11A/NUMA1/KNL1/NEK2/ZNF207/HFM1/CENPS/SYCP2/BUB3/NDC80/KIF18A/ZWILCH/SYCE2/BUB1B/MAD1L1/DLGAP5/SGO1/NUSAP1/ABRAXAS1/RNF212B/AURKC/TEX15/IK/USP44/KIF23/SGO2/RMDN1/CENPF/MLH1/HORMAD2/HORMAD1/TTK/PTTG1/PLK1/SYCE3/CCNB1/CUL3/SYCE1,45,8.659867966225045
BP,GO:0033047,regulation of mitotic sister chromatid segregation,15/1137,46/18723,4.41859028895832e-08,7.73593192128396e-06,7.41321382892441e-06,PSMG2/NUMA1/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1,15,7.354716266257075
BP,GO:0008608,attachment of spindle microtubules to kinetochore,13/1137,35/18723,6.00149110007832e-08,1.01180694398357e-05,9.69597626460996e-06,SPAG5/CENPE/KNL1/NEK2/ZNF207/BUB3/NDC80/MAD1L1/SGO1/ABRAXAS1/AURKC/RMDN1/CCNB1,13,7.2217408336026025
BP,GO:0022904,respiratory electron transport chain,24/1137,114/18723,7.0615395409053e-08,1.1480045710786e-05,1.10011352847788e-05,NDUFA6/UQCRFS1/NDUFB5/CDK1/UQCRB/NDUFAF1/NDUFS6/CYCS/COX6A1/NDUFA3/SDHB/NDUFA8/COX7A2/COX6C/NDUFB4/NDUFA2/NDUFB3/UQCR10/CCNB1/PINK1/NDUFC1/AFG1L/ETFRF1/NDUFS7,24,7.15110060472303
BP,GO:0034502,protein localization to chromosome,21/1137,92/18723,1.07037386278344e-07,1.68011787013456e-05,1.61002877944631e-05,CCT7/ACD/CCT3/FAM47E/KNL1/EZH2/MRNIP/CDK1/BUB3/NDC80/ZWILCH/BUB1B/RUVBL2/TCP1/CCT4/IK/CCT5/TTK/PLK1/PPHLN1/LRWD1,21,6.970464504385216
BP,GO:0033046,negative regulation of sister chromatid segregation,14/1137,43/18723,1.27383503022559e-07,1.78228102586121e-05,1.70793001830748e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1,14,6.894886812268941
BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,14/1137,43/18723,1.27383503022559e-07,1.78228102586121e-05,1.70793001830748e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1,14,6.894886812268941
BP,GO:2000816,negative regulation of mitotic sister chromatid separation,14/1137,43/18723,1.27383503022559e-07,1.78228102586121e-05,1.70793001830748e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1,14,6.894886812268941
BP,GO:0070286,axonemal dynein complex assembly,13/1137,37/18723,1.29207543614719e-07,1.78228102586121e-05,1.70793001830748e-05,DRC1/LRRC49/DNAH7/DNAI1/DNAI2/TTC12/DAW1/DNAAF1/SPAG1/CCDC63/CCDC65/DNAL1/ZMYND10,13,6.888712129881125
BP,GO:0007094,mitotic spindle assembly checkpoint signaling,13/1137,38/18723,1.85513293303698e-07,2.21421797833399e-05,2.12184795629822e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PLK1/CCNB1,13,6.731624964746551
BP,GO:0071173,spindle assembly checkpoint signaling,13/1137,38/18723,1.85513293303698e-07,2.21421797833399e-05,2.12184795629822e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PLK1/CCNB1,13,6.731624964746551
BP,GO:0071174,mitotic spindle checkpoint signaling,13/1137,38/18723,1.85513293303698e-07,2.21421797833399e-05,2.12184795629822e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PLK1/CCNB1,13,6.731624964746551
BP,GO:1903046,meiotic cell cycle process,33/1137,202/18723,1.85564442281684e-07,2.21421797833399e-05,2.12184795629822e-05,CNTD1/SYCP1/CDC20/PSMC3IP/HSPA2/SYCP3/OOEP/SPATA22/CDC25C/SPDYA/HFM1/CENPS/SYCP2/KIF18A/SYCE2/BUB1B/SGO1/RNF212B/OVOL1/TEX15/BRDT/SGO2/SHCBP1L/CCNB2/MLH1/HORMAD2/HORMAD1/TTK/PTTG1/PLK1/SYCE3/SYCE1/UBB,33,6.731505239325677
BP,GO:0042773,ATP synthesis coupled electron transport,21/1137,95/18723,1.91929580694099e-07,2.21421797833399e-05,2.12184795629822e-05,NDUFA6/NDUFB5/CDK1/UQCRB/NDUFAF1/NDUFS6/CYCS/COX6A1/NDUFA3/NDUFA8/COX7A2/COX6C/NDUFB4/NDUFA2/NDUFB3/UQCR10/CCNB1/PINK1/NDUFC1/AFG1L/NDUFS7,21,6.716858085492871
BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,21/1137,95/18723,1.91929580694099e-07,2.21421797833399e-05,2.12184795629822e-05,NDUFA6/NDUFB5/CDK1/UQCRB/NDUFAF1/NDUFS6/CYCS/COX6A1/NDUFA3/NDUFA8/COX7A2/COX6C/NDUFB4/NDUFA2/NDUFB3/UQCR10/CCNB1/PINK1/NDUFC1/AFG1L/NDUFS7,21,6.716858085492871
BP,GO:0033045,regulation of sister chromatid segregation,18/1137,72/18723,1.99435274849942e-07,2.21421797833399e-05,2.12184795629822e-05,CENPE/PSMG2/NUMA1/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/DLGAP5/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1/CUL3,18,6.700198023969316
BP,GO:1905818,regulation of chromosome separation,18/1137,72/18723,1.99435274849942e-07,2.21421797833399e-05,2.12184795629822e-05,CENPE/PSMG2/NUMA1/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/DLGAP5/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1/CUL3,18,6.700198023969316
BP,GO:0010965,regulation of mitotic sister chromatid separation,17/1137,65/18723,2.14249129742691e-07,2.3220524728303e-05,2.22518394399426e-05,CENPE/PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/DLGAP5/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1/CUL3,17,6.669080933459442
BP,GO:0051304,chromosome separation,21/1137,96/18723,2.31781383995208e-07,2.4036318187478e-05,2.30336006310491e-05,CENPE/PSMG2/NUMA1/ZNF207/HFM1/CENPS/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/DLGAP5/IK/USP44/CENPF/MLH1/TTK/PTTG1/PLK1/CCNB1/CUL3,21,6.634921448237921
BP,GO:0051985,negative regulation of chromosome segregation,14/1137,45/18723,2.4187282140555e-07,2.4036318187478e-05,2.30336006310491e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1,14,6.616412929392296
BP,GO:1905819,negative regulation of chromosome separation,14/1137,45/18723,2.4187282140555e-07,2.4036318187478e-05,2.30336006310491e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1,14,6.616412929392296
BP,GO:0140013,meiotic nuclear division,31/1137,185/18723,2.42897767272405e-07,2.4036318187478e-05,2.30336006310491e-05,CNTD1/SYCP1/CDC20/PSMC3IP/HSPA2/SYCP3/OOEP/SPATA22/SPDYA/HFM1/CENPS/SYCP2/KIF18A/SYCE2/BUB1B/SGO1/RNF212B/TEX15/BRDT/SGO2/SHCBP1L/CCNB2/MLH1/HORMAD2/HORMAD1/TTK/PTTG1/PLK1/SYCE3/SYCE1/UBB,31,6.614576477231636
BP,GO:0051783,regulation of nuclear division,26/1137,139/18723,2.48641428308282e-07,2.40811868438149e-05,2.30765975119713e-05,CDC20/IL1A/PSMG2/OOEP/PIN1/SPATA22/CDC25C/NEK2/ZNF207/BUB3/NDC80/BORA/ZWILCH/BUB1B/MAD1L1/OBSL1/DLGAP5/NUSAP1/IK/USP44/CENPF/HORMAD1/TTK/PLK1/CCNB1/CUL3,26,6.604426508089027
BP,GO:0031577,spindle checkpoint signaling,13/1137,39/18723,2.62855958689239e-07,2.49275067490295e-05,2.38876116843905e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PLK1/CCNB1,13,6.580282173499945
BP,GO:0000070,mitotic sister chromatid segregation,29/1137,168/18723,3.09125883219988e-07,2.82831594278874e-05,2.71032773723905e-05,SPAG5/CDC20/CENPE/PSMG2/RAB11A/NUMA1/NEK2/ZNF207/BUB3/NDC80/KIF18A/ZWILCH/BUB1B/MAD1L1/DLGAP5/SGO1/NUSAP1/AURKC/IK/USP44/KIF23/SGO2/RMDN1/CENPF/TTK/PTTG1/PLK1/CCNB1/CUL3,29,6.5098646297830305
BP,GO:0033044,regulation of chromosome organization,31/1137,187/18723,3.10667392661329e-07,2.82831594278874e-05,2.71032773723905e-05,CCT7/ACD/CCT3/CENPE/MAPKAPK5/PSMG2/TRIM28/EXOSC10/NUMA1/NEK2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/DLGAP5/TCP1/CCT4/IK/USP44/SHCBP1L/CENPF/CCT5/XRCC1/TTK/PTTG1/PLK1/PPHLN1/CCNB1/CUL3,31,6.507704327467267
BP,GO:0051306,mitotic sister chromatid separation,17/1137,67/18723,3.44529925896752e-07,3.07509847584709e-05,2.94681530013651e-05,CENPE/PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/DLGAP5/IK/USP44/CENPF/TTK/PTTG1/PLK1/CCNB1/CUL3,17,6.462773049264733
BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,16/1137,60/18723,3.6381330210021e-07,3.15936637889122e-05,3.02756781845463e-05,CENPE/PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/DLGAP5/IK/USP44/CENPF/TTK/PLK1/CCNB1/CUL3,16,6.439121425879724
BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,13/1137,40/18723,3.67852412304997e-07,3.15936637889122e-05,3.02756781845463e-05,PSMG2/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/IK/USP44/CENPF/TTK/PLK1/CCNB1,13,6.434326391592901
BP,GO:0009060,aerobic respiration,31/1137,189/18723,3.95675259312152e-07,3.3353958896091e-05,3.19625394656834e-05,NDUFA6/NDUFB5/CDK1/FH/UQCRB/NDUFAF1/COX7B2/PDHA2/IDE/ATP5F1B/PDHB/NDUFS6/ATP5MG/CYCS/COX6A1/NDUFA3/BNIP3/SDHB/NDUFA8/COX7A2/MDH1B/COX6C/NDUFB4/NDUFA2/NDUFB3/UQCR10/CCNB1/PINK1/NDUFC1/AFG1L/NDUFS7,31,6.402661104346371
BP,GO:0051983,regulation of chromosome segregation,20/1137,91/18723,4.12490151393322e-07,3.41391848934982e-05,3.27150083707929e-05,CENPE/PSMG2/NUMA1/ZNF207/BUB3/NDC80/ZWILCH/BUB1B/MAD1L1/DLGAP5/SMC6/IK/USP44/CENPF/HORMAD1/TTK/PTTG1/PLK1/CCNB1/CUL3,20,6.384586416196711
