group,Sperm,Elongated_Spermatids,Round_Spermatids,Late_primary_SPCs,Early_primary_SPCs,SPGs,SSCs
Ctrl,0.46413348580933567,0.07022559517621374,0.005042104168832519,0.0658072564715667,0.14497348996777212,0.023755068094396505,0.22606300031188273
OA,0.2912858722859305,0.004482216659875429,0.36777460853367483,0.11094941498340997,0.0890040165318121,0.06245998020839397,0.0740438907969032
