subtype,gene_id,avg_logFC,p_val,p_val_adj,Ctrl,OA,pct.1,pct.2
Early_primary_SPCs,AAK1,0.25219166,3.560427693320442e-20,1.1415048752950093e-18,0.2840904,0.15335222,0.2474005019720329,0.1223021582733813
Early_primary_SPCs,AASS,0.34219378,2.8031216869135507e-33,1.7377959870960082e-31,0.23405558,0.0793468,0.2043743277160272,0.0621321124918247
Early_primary_SPCs,ABALON,0.50121605,3.191440697686676e-71,6.628090422312278e-69,0.20828187,0.0016977361,0.1875224094657583,0.001308044473512
Early_primary_SPCs,ABHD2,0.6507168,2.06180584919219e-59,3.171871936639985e-57,0.6921135,0.3202486,0.4980279670132664,0.2452583387835186
Early_primary_SPCs,AC002467.1,0.28567395,2.5871904199540086e-06,2.3071788995501125e-05,0.36352375,0.26610172,0.2735747579777698,0.2047089601046435
Early_primary_SPCs,AC006460.1,0.29287815,2.3480900747743985e-31,1.3259614994757e-29,0.14015822,0.024303416,0.1265686626030835,0.0202746893394375
Early_primary_SPCs,AC008969.1,0.38061213,1.7705762952320566e-41,1.6026502093138007e-39,0.16142645,0.014832238,0.1376837576192183,0.0124264224983649
Early_primary_SPCs,AC011840.1,0.4770406,1.983662480317211e-36,1.4343376112514175e-34,0.1778918,0.024617907,0.1384008605234851,0.0196206671026814
Early_primary_SPCs,AC017074.1,0.31380108,2.402921054959866e-34,1.57317684409045e-32,0.1251595,0.011004842,0.1125851559698816,0.0091563113145846
Early_primary_SPCs,AC018558.1,0.8797323,1.048167843060551e-35,7.3515306711318155e-34,0.34351414,0.08857638,0.2165650770885622,0.0719424460431654
Early_primary_SPCs,AC021180.1,0.2608532,1.055292497188301e-28,5.2811244206680395e-27,0.120888226,0.018925939,0.1068483327357475,0.013734466971877
Early_primary_SPCs,AC021242.2,0.76335037,5.64089529423947e-76,1.3873262420036451e-73,0.33632866,0.035769764,0.2488347077805665,0.026814911706998
Early_primary_SPCs,AC022188.1,0.2964932,1.40693503135224e-35,9.83092565925996e-34,0.11583192,0.0045233993,0.1043384725708139,0.0039241334205362
Early_primary_SPCs,AC024940.2,0.30415303,1.4802537477769306e-16,3.671952611356669e-15,0.563044,0.37788484,0.3685908927931158,0.2334859385219097
Early_primary_SPCs,AC026471.6,0.26067173,3.312037759591988e-28,1.6291303627214114e-26,0.13083243,0.024666721,0.1133022588741484,0.0176586003924133
Early_primary_SPCs,AC027559.1,0.28287622,8.429343238771195e-23,3.119941963316669e-21,0.25495282,0.12137793,0.2190749372534959,0.0948332243296272
Early_primary_SPCs,AC068152.1,0.28561726,8.578696086111577e-28,4.138030913382053e-26,0.21700646,0.082757734,0.1921835783434922,0.0654022236756049
Early_primary_SPCs,AC073429.2,1.3294575,6.550851997250424e-91,2.550942710554298e-88,0.40667084,0.009995784,0.2420222301900322,0.0058862001308044
Early_primary_SPCs,AC084033.3,0.25099117,8.66876832870258e-16,2.0394245842157867e-14,1.737221,1.4510589,0.8038723556830405,0.6939175931981687
Early_primary_SPCs,AC126175.1,1.0212486,6.546588429584222e-73,1.4654557800188443e-70,0.32734233,0.014092788,0.2097525994980279,0.0104643557880967
Early_primary_SPCs,AC138761.1,0.7093587,2.3532992022095205e-56,3.383591695238404e-54,0.8850274,0.46108314,0.560774471136608,0.316546762589928
Early_primary_SPCs,AC140479.4,0.43286806,3.2263863366372476e-24,1.2831063874735131e-22,0.20740986,0.06428941,0.1602724991036213,0.0542838456507521
Early_primary_SPCs,AC141557.1,0.25631845,1.391429612019017e-19,4.242725382227318e-18,0.381358,0.2277734,0.2886339189673718,0.1550032701111837
Early_primary_SPCs,AC244090.1,0.59859675,3.0916850706740945e-71,6.456785642291042e-69,0.3032773,0.04275586,0.2499103621369666,0.0320470896010464
Early_primary_SPCs,ACADM,0.5609851,2.4964466405641296e-41,2.2433813645242508e-39,0.9551284,0.5900906,0.6127644316959484,0.3937213865271419
Early_primary_SPCs,ACAT1,0.3294838,1.0151147496372488e-19,3.1413935998087153e-18,0.642262,0.43877214,0.4775905342416637,0.3250490516677567
Early_primary_SPCs,ACLY,0.27890784,2.318917595375865e-23,8.818728023187789e-22,0.2541066,0.12075917,0.2269630692004302,0.0987573577501635
Early_primary_SPCs,ACRBP,0.32587713,0.0028743279248122,0.0139023160581259,0.26212052,0.18871883,0.1789171746145572,0.1458469587965991
Early_primary_SPCs,ACSL3,0.66247237,2.3130119578374116e-55,3.2263927619341775e-53,0.86638874,0.4642607,0.5855145213338114,0.3342053629823414
Early_primary_SPCs,ACTG1,0.71587586,3.9492487134683176e-76,9.777136732158022e-74,2.1632464,1.576876,0.9017569021154536,0.7567037279267496
Early_primary_SPCs,ADAD1,0.36146498,2.65369634697233e-18,7.430946107780269e-17,0.7213131,0.50494385,0.5102187163858014,0.3590582079790713
Early_primary_SPCs,AFF4,0.54864854,3.566386791200337e-39,2.9366131589304448e-37,0.89375573,0.5559159,0.5894585873072786,0.3963374754741661
Early_primary_SPCs,AGMO,0.7882768,4.4663034969309554e-83,1.379866310956776e-80,0.3086137,0.011513825,0.2309071351738974,0.0091563113145846
Early_primary_SPCs,AHCTF1,0.31445128,9.877599938547282e-21,3.264848085788798e-19,0.6491536,0.4389803,0.4818931516672642,0.3132766514061478
Early_primary_SPCs,AJ239322.1,0.33037987,4.753915649027615e-28,2.3140055821301994e-26,0.12849286,0.017173445,0.1057726783793474,0.014388489208633
Early_primary_SPCs,AK2,0.2572664,1.8068521121680176e-16,4.452574324929268e-15,0.65764487,0.4736585,0.4955181068483327,0.3407455853499019
Early_primary_SPCs,AK6,0.26370987,5.56775046391504e-20,1.7729064360522652e-18,0.42283547,0.26370165,0.3445679455001793,0.197514715500327
Early_primary_SPCs,AKAP11,0.36201146,3.415182149932749e-24,1.3553052474621653e-22,0.9758167,0.7027409,0.6310505557547508,0.461085676913015
Early_primary_SPCs,AKAP4,0.3012978,1.413410301498506e-11,2.3143897197073436e-10,0.20855844,0.10660637,0.1527429186088203,0.0810987573577501
