gene,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expression,neg_log10_pvals,neg_log10_pvals_adj
IKZF5,1.0739049911499023,0.3623531460762024,0.2828652463119128,1.0,0.0816881258941344,0.0,0.3623531498786428,0.5484204080118346,-0.0
SEPHS2,1.0739049911499023,0.3295772671699524,0.2828652463305836,1.0,0.0816881258941344,0.0,0.3295772602029114,0.5484204079831686,-0.0
CHCHD5,1.0739049911499023,0.3811966776847839,0.28286524647995,1.0,0.0816881258941344,0.0,0.3811966699316009,0.5484204077538403,-0.0
EZH1,1.0735093355178833,0.4694726467132568,0.2830426674367978,1.0,0.2,0.0769230769230769,0.7989766410660101,0.548148091558351,-0.0
FBXL15,1.072885513305664,0.332169771194458,0.2833224607393753,1.0,0.0815450643776824,0.0,0.3321697833576992,0.5477189948812328,-0.0
ARHGEF7,1.072885513305664,0.3443261086940765,0.2833224607580789,1.0,0.0815450643776824,0.0,0.3443261110281469,0.5477189948525627,-0.0
VPS45,1.072885513305664,0.3365622162818908,0.2833224607767823,1.0,0.0815450643776824,0.0,0.3365622146931543,0.5477189948238929,-0.0
TMEM203,1.071865439414978,0.3186499774456024,0.2837804800855998,1.0,0.0814020028612303,0.0,0.3186499768011927,0.547017480910484,-0.0
RBFA,1.071865439414978,0.3560717701911926,0.2837804800855998,1.0,0.0814020028612303,0.0,0.3560717700260913,0.547017480910484,-0.0
NUS1,1.070844650268555,0.3256045281887054,0.2842393061609576,1.0,0.0812589413447782,0.0,0.3256045384092083,0.5463158656469131,-0.0
FCGRT,1.07002055644989,0.2289195656776428,0.2846100661524068,1.0,0.6240343347639485,0.3846153846153846,2.152883439289733,0.5457497437558309,-0.0
AC091271.1,1.069823145866394,0.3935173749923706,0.2846989417227429,1.0,0.0811158798283261,0.0,0.393517363445338,0.5456141472008752,-0.0
NSMAF,1.068800926208496,0.3321793973445892,0.2851593880160635,1.0,0.0809728183118741,0.0,0.3321793937762543,0.5449123260025738,-0.0
CCDC71L,1.0677779912948608,0.3347943425178528,0.2856206471190486,1.0,0.080829756795422,0.0,0.3347943344702562,0.5442104012174361,-0.0
PGR,1.0677779912948608,0.376028299331665,0.2856206471190486,1.0,0.080829756795422,0.0,0.3760282922492503,0.5442104012174361,-0.0
SPEN,1.0673478841781616,0.3319903016090393,0.2858147990103875,1.0,0.2088698140200286,0.0769230769230769,0.8283958950703336,0.5439152879237992,-0.0
AK1,1.0667544603347778,0.3274082839488983,0.2860827210617969,1.0,0.0806866952789699,0.0,0.3274082812082694,0.5435083720938266,-0.0
DNAJB11,1.0667544603347778,0.3319973051548004,0.2860827212886151,1.0,0.0806866952789699,0.0,0.3319972986717404,0.5435083717495,-0.0
IFT80,1.0667544603347778,0.3471437692642212,0.2860827213642213,1.0,0.0806866952789699,0.0,0.34714376685647,0.5435083716347243,-0.0
PSMG3,1.0667544603347778,0.3534875512123108,0.2860827214398275,1.0,0.0806866952789699,0.0,0.3534875621686922,0.5435083715199486,-0.0
TOMM7,1.0661537647247314,0.4620966017246246,0.2863541147181558,1.0,0.8017167381974248,0.6153846153846154,2.910367589998337,0.543096571982988,-0.0
TMEM109,1.0657563209533691,0.6106060147285461,0.2865338147472401,1.0,0.3422031473533619,0.2307692307692307,1.2223676541300688,0.5428241182286854,-0.0
MTMR2,1.0657302141189575,0.3465638160705566,0.2865456123561052,1.0,0.0805436337625178,0.0,0.3465638295173924,0.5428062371595415,-0.0
CORO1B,1.0657302141189575,0.3098564147949219,0.2865456126590623,1.0,0.0805436337625178,0.0,0.3098564164300692,0.5428062367003734,-0.0
TAB3,1.0626533031463623,0.346683919429779,0.2879392081426639,1.0,0.0801144492131616,0.0,0.3466839333930852,0.5406991940290916,-0.0
WNK3,1.0626533031463623,0.3526630103588104,0.2879392081997692,1.0,0.0801144492131616,0.0,0.3526629964962319,0.5406991939429605,-0.0
S100PBP,1.0626533031463623,0.330152153968811,0.2879392082188046,1.0,0.0801144492131616,0.0,0.3301521587542388,0.5406991939142497,-0.0
SNX21,1.0626533031463623,0.3244121670722961,0.2879392083139803,1.0,0.0801144492131616,0.0,0.3244121534263532,0.5406991937706976,-0.0
TXLNGY,1.0626533031463623,0.3497068285942077,0.2879392083139803,1.0,0.0801144492131616,0.0,0.3497068298066743,0.5406991937706976,-0.0
MTMR12,1.0626533031463623,0.337341159582138,0.2879392083710858,1.0,0.0801144492131616,0.0,0.3373411481312787,0.5406991936845662,-0.0
GPATCH4,1.0616263151168823,0.3792013525962829,0.2884053877380673,1.0,0.0799713876967095,0.0,0.379201337911109,0.5399966307658652,-0.0
GCLM,1.0616263151168823,0.3632273375988006,0.2884053877571362,1.0,0.0799713876967095,0.0,0.3632273234870926,0.5399966307371504,-0.0
IER5L,1.0616263151168823,0.3492496609687805,0.28840538785248,1.0,0.0799713876967095,0.0,0.3492496635142157,0.5399966305935772,-0.0
RNF213,1.06161630153656,0.6614225506782532,0.2884099050625784,1.0,0.1763948497854077,0.0769230769230769,0.7567191692723606,0.5399898284181027,-0.0
CLIP1,1.0615345239639282,0.4746517539024353,0.28844704622103,1.0,0.1969957081545064,0.0769230769230769,0.8041557545975639,0.5399339039808452,-0.0
DAPK1,1.0605984926223757,0.332709401845932,0.2888723942655579,1.0,0.0798283261802575,0.0,0.3327094034484261,0.5392939589899212,-0.0
KMT5B,1.0601903200149536,0.4486088156700134,0.2890580399178436,1.0,0.1982832618025751,0.0769230769230769,0.778112818919541,0.5390149465677286,-0.0
JADE2,1.059570074081421,0.335965484380722,0.2893402301767812,1.0,0.0796852646638054,0.0,0.3359654904533081,0.5385911773818106,-0.0
SP4,1.059570074081421,0.3313826024532318,0.2893402303107354,1.0,0.0796852646638054,0.0,0.3313826115602977,0.5385911771807477,-0.0
COMMD5,1.059570074081421,0.3349470794200897,0.2893402305977794,1.0,0.0796852646638054,0.0,0.3349470720107249,0.5385911767498999,-0.0
KBTBD7,1.059570074081421,0.3371172845363617,0.2893402306360522,1.0,0.0796852646638054,0.0,0.3371172866766579,0.538591176692453,-0.0
CDC42EP4,1.058540940284729,0.3270696103572845,0.289808897896299,1.0,0.0795422031473533,0.0,0.3270696124152859,0.537888284675954,-0.0
ARID1B,1.057789325714111,0.4329674243927002,0.290151514119483,1.0,0.1994277539341917,0.0769230769230769,0.7797450807045037,0.5373751587819575,-0.0
TSC22D4,1.0575110912322998,0.3112324178218841,0.2902783986498675,1.0,0.0793991416309012,0.0,0.3112324164623596,0.5371852814133025,-0.0
EXOSC2,1.0575110912322998,0.3279310762882232,0.2902783986690718,1.0,0.0793991416309012,0.0,0.3279310695866371,0.5371852813845703,-0.0
AC103591.3,1.0575110912322998,0.4164134860038757,0.2902783987266841,1.0,0.0793991416309012,0.0,0.4164134931606997,0.5371852812983748,-0.0
EFEMP2,1.057472825050354,0.5015546083450317,0.2902958535152241,1.0,0.2753934191702432,0.1538461538461538,0.9799066102330888,0.5371591674350104,-0.0
EPSTI1,1.0564805269241333,0.3931758403778076,0.2907487347816,1.0,0.0792560801144492,0.0,0.3931758532638956,0.5364821664656019,-0.0
IQSEC1,1.0564805269241333,0.3319648802280426,0.2907487350124578,1.0,0.0792560801144492,0.0,0.3319648950535642,0.5364821661207672,-0.0
ASCC1,1.0554492473602295,0.3222613930702209,0.2912199088966248,1.0,0.0791130185979971,0.0,0.322261403351807,0.5357789383274397,-0.0
KLHL22,1.0554492473602295,0.3228000700473785,0.2912199091086203,1.0,0.0791130185979971,0.0,0.3228000644014117,0.5357789380112922,-0.0
NOL3,1.0554492473602295,0.3466012179851532,0.2912199091664371,1.0,0.0791130185979971,0.0,0.3466012232505688,0.5357789379250704,-0.0
EIF2B4,1.0544172525405884,0.3342772424221039,0.2916919228787443,1.0,0.078969957081545,0.0,0.3342772423757397,0.5350755965819278,-0.0
SSBP1,1.0540211200714111,0.5202051401138306,0.291873253620677,1.0,0.4696709585121602,0.3076923076923077,1.7811132270023515,0.5348057006171695,-0.0
LPAR1,1.0539495944976809,0.582118570804596,0.2919059892788005,1.0,0.2703862660944206,0.1538461538461538,1.0007767292262442,0.5347569941382313,-0.0
RAB21,1.0538876056671145,0.5220524668693542,0.291934365780276,1.0,0.1792560801144492,0.0769230769230769,0.7067390808256686,0.5347147779470776,-0.0
UBQLN2,1.0536047220230105,0.3198089003562927,0.2920639466881319,1.0,0.2070100143061516,0.0769230769230769,0.7853209223114502,0.5345220504238506,-0.0
AAAS,1.05338454246521,0.3147921562194824,0.2921647785222383,1.0,0.078826895565093,0.0,0.3147921441144167,0.5343721409527898,-0.0
B4GALT5,1.05338454246521,0.3469177782535553,0.2921647786963056,1.0,0.078826895565093,0.0,0.3469177637319866,0.5343721406940438,-0.0
CBWD2,1.0523511171340942,0.3304391205310821,0.2926384782673079,1.0,0.0786838340486409,0.0,0.3304391240966697,0.5336685702117994,-0.0
SLC36A4,1.0523511171340942,0.3262842893600464,0.2926384784029342,1.0,0.0786838340486409,0.0,0.3262843029951938,0.533668570010521,-0.0
USP27X,1.0523511171340942,0.3894807994365692,0.2926384784223095,1.0,0.0786838340486409,0.0,0.3894808115220829,0.5336685699817669,-0.0
POLR2J3,1.0513169765472412,0.2964457273483276,0.2931130241770908,1.0,0.0785407725321888,0.0,0.2964457396371797,0.5329648837022215,-0.0
HIRIP3,1.0513169765472412,0.3401883840560913,0.2931130242159102,1.0,0.0785407725321888,0.0,0.3401883712571536,0.5329648836447043,-0.0
SLC9A3R1,1.0513169765472412,0.3201369643211365,0.2931130243517776,1.0,0.0785407725321888,0.0,0.3201369766861203,0.5329648834433947,-0.0
LTBP2,1.0513169765472412,0.3466724455356598,0.293113024390597,1.0,0.0785407725321888,0.0,0.3466724467886282,0.5329648833858774,-0.0
GLIS2,1.0502821207046509,0.3299498260021209,0.2935884185370456,1.0,0.0783977110157367,0.0,0.3299498262695904,0.5322610804475855,-0.0
NUP160,1.0492465496063232,0.3287332057952881,0.2940646629998397,1.0,0.0782546494992846,0.0,0.3287332200515926,0.5315571604171893,-0.0
HPS4,1.0492465496063232,0.3411630094051361,0.2940646630777552,1.0,0.0782546494992846,0.0,0.3411629973834645,0.5315571603021183,-0.0
MAPRE3,1.0492465496063232,0.3324304819107055,0.2940646631556707,1.0,0.0782546494992846,0.0,0.3324304865211046,0.5315571601870475,-0.0
THOC1,1.0492465496063232,0.3359993100166321,0.2940646631751495,1.0,0.0782546494992846,0.0,0.3359993229141084,0.5315571601582799,-0.0
TUBA4A,1.0492465496063232,0.3536788821220398,0.2940646633115019,1.0,0.0782546494992846,0.0,0.3536788743227158,0.5315571599569056,-0.0
AKAP8,1.0482102632522583,0.3263224363327026,0.2945417604920138,1.0,0.0781115879828326,0.0,0.3263224491248652,0.53085312170715,-0.0
GATD1,1.0471731424331665,0.3300818204879761,0.2950197125081016,1.0,0.0779685264663805,0.0,0.330081813662166,0.5301489645388784,-0.0
SCAMP4,1.0471731424331665,0.3150088489055633,0.2950197125081016,1.0,0.0779685264663805,0.0,0.3150088523003001,0.5301489645388784,-0.0
RFLNB,1.0471731424331665,0.3333913087844848,0.295019712723135,1.0,0.0779685264663805,0.0,0.3333913137173717,0.5301489642223307,-0.0
LMO7,1.046135425567627,0.3266349732875824,0.2954985215653052,1.0,0.0778254649499284,0.0,0.3266349822551714,0.529444687634286,-0.0
CCL3L1,1.046135425567627,0.2894117534160614,0.2954985216044721,1.0,0.0778254649499284,0.0,0.2894117406948467,0.5294446875767224,-0.0
MRM2,1.046135425567627,0.332595020532608,0.2954985217415556,1.0,0.0778254649499284,0.0,0.3325950283370186,0.5294446873752505,-0.0
MDK,1.0452353954315186,0.8024259805679321,0.2959141855273997,1.0,0.6351931330472103,0.6153846153846154,2.5888525738554327,0.5288342151414807,-0.0
NIP7,1.0450968742370603,0.3258021175861358,0.2959781897020095,1.0,0.0776824034334763,0.0,0.3258021261574428,0.5287402904310994,-0.0
TTC33,1.0450968742370603,0.31714728474617,0.295978190035522,1.0,0.0776824034334763,0.0,0.3171472801686343,0.5287402899417301,-0.0
ERAP2,1.044217228889465,0.4582339525222778,0.296384875265936,1.0,0.1974248927038626,0.0769230769230769,0.8050115950212872,0.528143962488058,-0.0
GRB14,1.0440576076507568,0.3548159301280975,0.2964587196330233,1.0,0.0775393419170243,0.0,0.354815943512187,0.5280357713847469,-0.0
MTND2P28,1.0440576076507568,0.2945744097232818,0.2964587196526768,1.0,0.0775393419170243,0.0,0.2945744133776407,0.5280357713559557,-0.0
HLA-F,1.0440576076507568,0.3243434727191925,0.2964587197705975,1.0,0.0775393419170243,0.0,0.3243434857641221,0.5280357711832089,-0.0
LZTS2,1.0440576076507568,0.3165933489799499,0.2964587198099047,1.0,0.0775393419170243,0.0,0.3165933364003626,0.5280357711256262,-0.0
CCDC92,1.0440576076507568,0.32414710521698,0.2964587198099047,1.0,0.0775393419170243,0.0,0.3241471023587324,0.5280357711256262,-0.0
MRNIP,1.0440576076507568,0.3309670984745025,0.2964587198099047,1.0,0.0775393419170243,0.0,0.3309671092617419,0.5280357711256262,-0.0
TMED1,1.0440576076507568,0.3606165647506714,0.2964587198885188,1.0,0.0775393419170243,0.0,0.3606165685566524,0.5280357710104612,-0.0
STARD7,1.043545842170715,-0.0162197668105363,0.2966955639537794,1.0,0.2124463519313304,0.0769230769230769,0.8006785477328874,0.5276889469922159,-0.0
NF2,1.0430176258087158,0.3149357736110687,0.2969401131608304,1.0,0.0773962804005722,0.0,0.3149357814340119,0.5273311302999976,-0.0
UNC119,1.0430176258087158,0.3202166557312011,0.2969401132395852,1.0,0.0773962804005722,0.0,0.3202166452561271,0.5273311301848135,-0.0
ZBTB16,1.0430176258087158,0.3331850171089172,0.29694011331834,1.0,0.0773962804005722,0.0,0.3331850264089572,0.5273311300696294,-0.0
UBE2D3,1.0427778959274292,0.1021861135959625,0.2970511664395504,1.0,0.4675250357653791,0.3076923076923077,1.6001005288831447,0.527168737927033,-0.0
GOLIM4,1.0424447059631348,0.4181311428546905,0.2972055689173205,1.0,0.2004291845493562,0.0769230769230769,0.799798555548934,0.5269430572014913,-0.0
PIGM,1.0419769287109375,0.3245668113231659,0.2974223723508196,1.0,0.0772532188841201,0.0,0.3245668053952032,0.5266263666040134,-0.0
DSTYK,1.0419769287109375,0.3424699306488037,0.2974223725283352,1.0,0.0772532188841201,0.0,0.3424699365258377,0.5266263663448061,-0.0
WDR43,1.0415704250335691,0.5225166082382202,0.2976109028154988,1.0,0.1772532188841201,0.0769230769230769,0.7072032151110138,0.5263511626897523,-0.0
ZC3H6,1.040954828262329,0.4877924025058746,0.297896537587813,1.0,0.1975679542203147,0.0769230769230769,0.8694598136416145,0.5259345445031355,-0.0
PPP4R4,1.040935516357422,0.3255643844604492,0.2979054996324192,1.0,0.0771101573676681,0.0,0.3255643795277109,0.5259214792019912,-0.0
GALNT7,1.040935516357422,0.3424844741821289,0.297905499671938,1.0,0.0771101573676681,0.0,0.342484477252815,0.5259214791443796,-0.0
ZNF581,1.040935516357422,0.3397166430950165,0.297905499671938,1.0,0.0771101573676681,0.0,0.3397166371198619,0.5259214791443796,-0.0
NIT1,1.040935516357422,0.3184906840324402,0.2979054997114567,1.0,0.0771101573676681,0.0,0.3184906844737465,0.5259214790867682,-0.0
CACUL1,1.0398932695388794,0.3213003575801849,0.2983894970105519,1.0,0.076967095851216,0.0,0.3213003446087248,0.5252164676291204,-0.0
MTRNR2L1,1.0398932695388794,0.2973206341266632,0.2983894970105519,1.0,0.076967095851216,0.0,0.2973206315822861,0.5252164676291204,-0.0
ZNF254,1.0398932695388794,0.3235690295696258,0.2983894970699363,1.0,0.076967095851216,0.0,0.3235690431071552,0.5252164675426887,-0.0
RAB40B,1.0398932695388794,0.3077936470508575,0.2983894970699363,1.0,0.076967095851216,0.0,0.3077936615260443,0.5252164675426887,-0.0
PRICKLE2,1.0388503074645996,0.3215416073799133,0.2988743671128007,1.0,0.0768240343347639,0.0,0.321541600535952,0.5245113305238789,-0.0
ADAMTS1,1.0384142398834229,0.7426538467407227,0.2990772655588691,1.0,0.3336194563662374,0.2307692307692307,1.417484197949988,0.5242165987292603,-0.0
SELENOK,1.038206934928894,0.577106773853302,0.299173710114757,1.0,0.5040057224606581,0.3846153846153846,1.8060556635560296,0.5240765727518771,-0.0
UBLCP1,1.037994384765625,0.4228306412696838,0.2992726948115066,1.0,0.1968526466380543,0.0769230769230769,0.7696082919454561,0.5239329057246234,-0.0
TOMM40,1.0378066301345823,0.324869155883789,0.2993601123804791,1.0,0.0766809728183118,0.0,0.324869145258874,0.523806066808881,-0.0
HSPA2,1.0378066301345823,0.3267159461975097,0.2993601125394071,1.0,0.0766809728183118,0.0,0.326715958756145,0.5238060665783173,-0.0
SVIL,1.0377426147460938,0.301594078540802,0.299389874318574,1.0,0.569241773962804,0.3846153846153846,2.0405181839682633,0.5237628920421732,-0.0
USP36,1.0367621183395386,0.3206558227539062,0.2998467340718357,1.0,0.0765379113018598,0.0,0.3206558221424619,0.5231006771323699,-0.0
WFIKKN2,1.0367621183395386,0.3538804948329925,0.2998467345295759,1.0,0.0765379113018598,0.0,0.3538804826870561,0.5231006764693843,-0.0
LIN7C,1.036034345626831,0.6010825634002686,0.3001860959998884,1.0,0.17310443490701,0.0769230769230769,0.6963791837593478,0.5226094272505316,-0.0
LRRC42,1.035716891288757,0.3114840090274811,0.3003342356208257,1.0,0.0763948497854077,0.0,0.3114840230029636,0.5223951589973462,-0.0
FAM161A,1.035716891288757,0.3505816459655761,0.3003342358401393,1.0,0.0763948497854077,0.0,0.3505816547361793,0.5223951586802106,-0.0
TP53BP2,1.0346709489822388,0.3208061754703522,0.3008226188817136,1.0,0.0762517882689556,0.0,0.3208061786319618,0.5216895122087198,-0.0
CSRP1,1.03440260887146,0.2671996057033539,0.3009479681359391,1.0,0.3137339055793991,0.1538461538461538,1.1812099766036483,0.5215085844884801,-0.0
DPY19L3,1.0336241722106934,0.3312385976314544,0.3013118859156389,1.0,0.0761087267525035,0.0,0.3312385829520463,0.5209837362796466,-0.0
RMDN3,1.0336241722106934,0.305283635854721,0.3013118859756676,1.0,0.0761087267525035,0.0,0.3052836387639946,0.5209837361931244,-0.0
HSF4,1.0336241722106934,0.2828861176967621,0.3013118860557056,1.0,0.0761087267525035,0.0,0.2828861049709143,0.5209837360777622,-0.0
ANKRD12,1.0330462455749512,0.5030319094657898,0.3015822341308845,1.0,0.3814020028612303,0.2307692307692307,1.4844172521926349,0.5205942458466197,-0.0
MKKS,1.0325766801834106,0.299236923456192,0.3018020393131972,1.0,0.0759656652360515,0.0,0.2992369275282217,0.5202778299697194,-0.0
ZDHHC4,1.0325766801834106,0.3287218809127807,0.3018020395136538,1.0,0.0759656652360515,0.0,0.3287218886756816,0.5202778296812615,-0.0
RASL11A,1.0325766801834106,0.2965406477451324,0.3018020395737906,1.0,0.0759656652360515,0.0,0.296540648882542,0.5202778295947244,-0.0
PATL1,1.0315284729003906,0.2985166609287262,0.3022930812955151,1.0,0.0758226037195994,0.0,0.2985166594406787,0.5195717925825699,-0.0
BAZ1A,1.0315284729003906,0.3582658767700195,0.3022930813758424,1.0,0.0758226037195994,0.0,0.3582658786874794,0.5195717924671663,-0.0
CSNK1E,1.0315284729003906,0.300897866487503,0.3022930813959242,1.0,0.0758226037195994,0.0,0.3008978540895139,0.5195717924383154,-0.0
USP25,1.0315284729003906,0.3351202011108398,0.3022930814963337,1.0,0.0758226037195994,0.0,0.3351202159533488,0.5195717922940604,-0.0
RAP1A,1.0310144424438477,0.4884085953235626,0.3025340201563946,1.0,0.2746781115879828,0.1538461538461538,1.0235581427494682,0.519225781555485,-0.0
RACK1,1.0304960012435913,0.3887203335762024,0.3027772217605331,1.0,0.9217453505007152,0.9230769230769232,3.66731964415556,0.5188768003602365,-0.0
ARAF,1.0304794311523438,0.2969267070293426,0.3027850140126522,1.0,0.0756795422031473,0.0,0.2969267033849533,0.5188656235334889,-0.0
HECTD2,1.0304794311523438,0.3165395557880401,0.302785014113243,1.0,0.0756795422031473,0.0,0.3165395550063214,0.5188656233892082,-0.0
EIF4E3,1.0304794311523438,0.3154317736625671,0.3027850142943066,1.0,0.0756795422031473,0.0,0.315431781051552,0.5188656231295027,-0.0
MBD5,1.0304794311523438,0.3250272572040558,0.3027850143546611,1.0,0.0756795422031473,0.0,0.3250272709537367,0.5188656230429343,-0.0
TK2,1.0304794311523438,0.3100596666336059,0.3027850144150155,1.0,0.0756795422031473,0.0,0.310059661424319,0.518865622956366,-0.0
CASK,1.02942955493927,0.3252343237400055,0.3032778404700443,1.0,0.0755364806866952,0.0,0.325234319061383,0.5181593210218829,-0.0
PRIMPOL,1.02942955493927,0.3267790377140045,0.3032778405103535,1.0,0.0755364806866952,0.0,0.3267790265713007,0.5181593209641601,-0.0
SCYL2,1.0283790826797483,0.3235838115215301,0.3037715622950167,1.0,0.0753934191702432,0.0,0.3235838148287928,0.5174528852343429,-0.0
PITPNA,1.0283790826797483,0.315077930688858,0.3037715623959719,1.0,0.0753934191702432,0.0,0.3150779391404065,0.5174528850900096,-0.0
FAM120B,1.0283790826797483,0.3259262144565582,0.3037715624161632,1.0,0.0753934191702432,0.0,0.3259262109511907,0.5174528850611427,-0.0
PPP1R16A,1.0273276567459106,0.3405555486679077,0.3042661821313485,1.0,0.0752503576537911,0.0,0.3405555490518507,0.5167463149106738,-0.0
CXorf38,1.0273276567459106,0.3110834658145904,0.3042661821920315,1.0,0.0752503576537911,0.0,0.3110834513226213,0.5167463148240579,-0.0
PRKAR1A,1.0265198945999146,0.3083687424659729,0.3046465673659587,1.0,0.5595135908440629,0.3846153846153846,1.8453623568770603,0.5162037109661367,-0.0
MSH3,1.026275634765625,0.3311270773410797,0.3047617022705025,1.0,0.075107296137339,0.0,0.3311270709113085,0.5160396093062016,-0.0
RASAL2,1.026275634765625,0.3262104988098144,0.3047617022907667,1.0,0.075107296137339,0.0,0.3262104936226781,0.5160396092773245,-0.0
PABPC5,1.026275634765625,0.3189455866813659,0.3047617025136745,1.0,0.075107296137339,0.0,0.318945574788233,0.5160396089596743,-0.0
FAM13B,1.0253443717956543,0.4116942584514618,0.305200709560318,1.0,0.1975679542203147,0.0769230769230769,0.7933616634878168,0.5154144610258975,-0.0
EXOC3L1,1.025222659111023,0.3734726309776306,0.3052581254807405,1.0,0.0749642346208869,0.0,0.3734726226082389,0.5153327670080371,-0.0
ATP5MF,1.025187373161316,0.4632437229156494,0.3052747897166913,1.0,0.5353361945636623,0.3846153846153846,1.9499747132738992,0.5153090592421158,-0.0
PELO,1.0241689682006836,0.3179225623607635,0.3057554530996582,1.0,0.0748211731044349,0.0,0.3179225727949667,0.5146257886499043,-0.0
NIPSNAP3A,1.0241689682006836,0.3316596448421478,0.3057554531403342,1.0,0.0748211731044349,0.0,0.3316596358926109,0.514625788592128,-0.0
NAB1,1.0241689682006836,0.3265561163425445,0.3057554532623623,1.0,0.0748211731044349,0.0,0.3265561308989635,0.5146257884187996,-0.0
COMMD3,1.0240130424499512,0.6074699759483337,0.3058291169302622,1.0,0.1715307582260372,0.0769230769230769,0.7027666013429377,0.5145211692828711,-0.0
MANSC1,1.023114562034607,0.3142098188400268,0.3062536886886415,1.0,0.0746781115879828,0.0,0.314209830490389,0.5139186717132075,-0.0
FAM91A1,1.023114562034607,0.3143531680107116,0.3062536889942664,1.0,0.0746781115879828,0.0,0.3143531578081889,0.5139186712798046,-0.0
