Gene id,Average expression (normalized),Log2FC,Pct1,Z score,P_val,Adjusted p value,Pct2
SUFU,0.0690135822304482,-0.01079239603132,0.0462809917355371,0.5533878207206726,0.5799978696069192,0.6816784387731916,0.0417422867513611
DRC1,0.8883929629184707,-0.0044733057729899,0.4641322314049587,0.5531501770019531,0.580160593434553,0.6818400435273653,0.4364791288566243
PRAF2,0.1493438093281524,-0.0382083021104335,0.0813223140495867,0.5525795221328735,0.5805513549002428,0.6822696262905292,0.0744101633393829
AL353194.1,0.0554821211855474,-0.0020989044569432,0.0317355371900826,0.5513160228729248,0.5814170552347766,0.6832275972721492,0.028130671506352
CSMD1,0.1280609007731522,-0.0071631115861237,0.076694214876033,0.5504541993141174,0.5820078692384212,0.6838540648669373,0.0707803992740471
ADGRL1,0.0526099634909846,-0.0106047680601477,0.0317355371900826,0.5504276752471924,0.5820260669723192,0.6838540648669373,0.028130671506352
DDR1-AS1,0.0821266784407794,0.0006091438699513,0.0333884297520661,0.5503108501434326,0.5821061891138369,0.6839184768955591,0.0299455535390199
TOB1-AS1,0.0845192522911154,0.0033887403551489,0.0462809917355371,0.54993736743927,0.5823623295208143,0.6841599430343402,0.0417422867513611
MYH4,0.0312691364276898,0.0227595064789056,0.0059504132231404,0.5486146807670593,0.5832698910822847,0.6850818197703786,0.0045372050816696
AC025048.2,0.0996821179358744,-0.0110719045624136,0.0657851239669421,0.5486090779304504,0.5832737597645479,0.6850818197703786,0.0598911070780399
KRTAP5-7,0.0407060950524721,0.0057799345813691,0.0228099173553719,0.5484269261360168,0.5833988032105624,0.6851892091223951,0.0199637023593466
NUP153,0.6621200730254115,-0.0296032764017581,0.3461157024793388,0.5484020113945007,0.5834158868395933,0.6851892091223951,0.323956442831216
ZNF230,0.134800734027028,-0.0203545670956373,0.0846280991735537,0.5482404828071594,0.5835267744083875,0.6852598939539979,0.0780399274047187
ZNF426,0.0817349431892228,0.0061361137777566,0.0363636363636363,0.5481939911842346,0.5835587074087139,0.6852676232662125,0.0326678765880217
MBP,0.0827997717472439,0.003258854150772,0.048595041322314,0.5476022362709045,0.5839650548083639,0.6856256524573202,0.0444646098003629
LINC02256,0.0418733372839436,0.0088774720206856,0.0208264462809917,0.547336220741272,0.5841477648214,0.6857894375045198,0.0181488203266787
COMMD9,0.3901383037657984,-0.0040846150368452,0.2294214876033057,0.5473252534866333,0.5841552957175675,0.6857894375045198,0.2150635208711434
AL627230.2,0.0240438233598365,0.017192767933011,0.0059504132231404,0.5467825531959534,0.5845281290766984,0.6861356492436317,0.0045372050816696
AC010359.1,0.0435468143533952,0.000483176409034,0.0257851239669421,0.5453155040740967,0.5855365493014362,0.6871424183453643,0.0226860254083484
MFAP3,0.1362575796375615,0.0216659996658563,0.0585123966942148,0.5451502799987793,0.585650159963031,0.6872160737090073,0.0544464609800363
AC097480.1,0.0201758603441133,0.0103965206071734,0.0059504132231404,0.5447213649749756,0.5859451541042486,0.6875323809780763,0.0045372050816696
