ONTOLOGY,ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,GeneRatio
BP,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",51/18723,3.85253833063783e-10,1.59179879206809e-7,1.38801979089487e-7,NDUFS7/PINK1/NDUFA2/NDUFA4/NDUFC1/SNCA/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3/DLD,14,14/593
BP,GO:0046034,ATP metabolic process,277/18723,1.16138832643549e-9,4.39875828637442e-7,3.83563776230669e-7,GAPDH/ATP5ME/LDHC/NDUFS7/PINK1/NDUFA2/NUPR1/COX6A1/COX6C/NDUFA4/NDUFC1/SNCA/ALDOC/COX7A2/NDUFB4/NDUFB1/SDHD/GHITM/COX7B/NDUFA5/NDUFC2/NDUFB8/NDUFA10/CYCS/DHTKD1/BAD/COA6/HIF1A/NDUFB3/DLD/UQCRB,31,31/593
BP,GO:2001233,regulation of apoptotic signaling pathway,356/18723,3.20847745245076e-9,0.00000112173307856836,9.78130980443491e-7,UBB/MIF/PRELID1/PRDX2/MCL1/PINK1/NUPR1/BIRC6/BMI1/NME5/STRADB/ATF3/ITGAV/GATA4/WFS1/GHITM/RRM2B/CSNK2A2/ACAA2/HYOU1/PPP1CA/FEM1B/P4HB/PPP2R1B/SIAH1/AATF/IFI6/BECN1/BAD/DDIT3/YAP1/SIAH2/HIF1A/UBQLN1/GSK3B,35,35/593
BP,GO:0062197,cellular response to chemical stress,337/18723,3.49847985943959e-8,0.0000113575649722521,0.00000990359148179704,PRDX1/PRDX2/KLF4/MCL1/PINK1/PRDX3/PDK2/RHOB/NME5/ATP2A2/ARNTL/SNCA/CAB39/GATA4/PDK1/BRF2/PIK3CA/TSC1/CPEB2/NFE2L1/PDGFD/FOS/MAPK1/P4HB/FOXO1/FOXO3/BECN1/BAD/ROMO1/DDIT3/HIF1A/UBQLN1,32,32/593
BP,GO:0010506,regulation of autophagy,317/18723,1.01185760711041e-7,0.0000292104176170627,0.0000254709564769246,GAPDH/MCL1/PINK1/NUPR1/CTSA/KAT5/WDR6/SNCA/ATP6V1E1/GATA4/CSNK2A2/KLHL22/PIK3CA/TSC1/TAB3/VPS13C/TRIM8/RAB8A/SESN3/SVIP/FOXO1/USP13/FOXO3/BECN1/BAD/CHMP4B/DDIT3/HIF1A/UBQLN1/GSK3B,30,30/593
BP,GO:0006979,response to oxidative stress,446/18723,1.02830953107371e-7,0.0000292104176170627,0.0000254709564769246,PRDX1/SELENOP/PRDX2/KLF4/DHCR24/MCL1/PINK1/PRDX3/PDK2/STAR/RHOB/NME5/ATP2A2/ARNTL/SNCA/GATA4/PDK1/NDUFB4/BRF2/RRM2B/TSC1/CPEB2/NFE2L1/PDGFD/FOS/MAPK1/SESN3/P4HB/FOXO1/SELENOK/HNRNPM/FOXO3/BECN1/BAD/ROMO1/HIF1A/UBQLN1,37,37/593
BP,GO:0034599,cellular response to oxidative stress,288/18723,1.54465603107251e-7,0.0000412968333013209,0.0000360100926129288,PRDX1/PRDX2/KLF4/MCL1/PINK1/PRDX3/PDK2/RHOB/NME5/ATP2A2/ARNTL/SNCA/GATA4/PDK1/BRF2/TSC1/CPEB2/NFE2L1/PDGFD/FOS/MAPK1/P4HB/FOXO1/FOXO3/BECN1/ROMO1/HIF1A/UBQLN1,28,28/593
BP,GO:0010257,NADH dehydrogenase complex assembly,57/18723,1.75391243531612e-7,0.0000419554316763777,0.0000365843784984221,NDUFS7/NDUFA2/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/TMEM126B/NDUFA10/OXA1L/NDUFB3,12,12/593
BP,GO:0032981,mitochondrial respiratory chain complex I assembly,57/18723,1.75391243531612e-7,0.0000419554316763777,0.0000365843784984221,NDUFS7/NDUFA2/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/TMEM126B/NDUFA10/OXA1L/NDUFB3,12,12/593
BP,GO:0033108,mitochondrial respiratory chain complex assembly,93/18723,2.16355986838337e-7,0.0000491668980090121,0.0000428726468655968,COX20/NDUFS7/NDUFA2/PET100/NDUFC1/NDUFB4/NDUFB1/COX17/NDUFA5/NDUFC2/NDUFB8/TMEM126B/NDUFA10/OXA1L/NDUFB3,15,15/593
BP,GO:1901214,regulation of neuron death,319/18723,3.86256545556919e-7,0.0000835969523598189,0.0000728950322817945,UBB/ILK/BACE1/DHCR24/MCL1/RETREG1/PINK1/EGR1/NUPR1/ADNP/STAR/PSMC1/GRID2/CHP1/SNCA/WFS1/PIK3CA/TSC1/HYOU1/FOS/BTG2/CPEB4/ELK1/FOXO3/BAD/CHMP4B/DDIT3/HIF1A/GSK3B,29,29/593
BP,GO:0070997,neuron death,361/18723,5.37302609549084e-7,0.0001110018345636,0.0000967915944953254,GAPDH/UBB/ILK/BACE1/DHCR24/MCL1/RETREG1/PINK1/EGR1/NUPR1/ADNP/STAR/PSMC1/GRID2/CHP1/SNCA/WFS1/PIK3CA/TSC1/HYOU1/FOS/BTG2/SIAH1/CPEB4/ELK1/FOXO3/BAD/CHMP4B/DDIT3/HIF1A/GSK3B,31,31/593
BP,GO:2001234,negative regulation of apoptotic signaling pathway,224/18723,7.65920027749998e-7,0.0001513524576575,0.0001319766089006,MIF/PRELID1/PRDX2/MCL1/PINK1/BIRC6/BMI1/NME5/STRADB/ITGAV/GATA4/WFS1/GHITM/RRM2B/CSNK2A2/ACAA2/HYOU1/AATF/IFI6/YAP1/SIAH2/HIF1A/GSK3B,23,23/593
BP,GO:0035384,thioester biosynthetic process,45/18723,0.00000110495391591589,0.0002008806219135,0.0001751642734072,HSD17B12/PDK2/ACSL6/SNCA/PDK1/MPC2/ELOVL5/ACSL4/ACAT1/DLD,10,10/593
BP,GO:0071616,acyl-CoA biosynthetic process,45/18723,0.00000110495391591589,0.0002008806219135,0.0001751642734072,HSD17B12/PDK2/ACSL6/SNCA/PDK1/MPC2/ELOVL5/ACSL4/ACAT1/DLD,10,10/593
BP,GO:0009150,purine ribonucleotide metabolic process,368/18723,0.00000239731716795677,0.0003848373087005,0.0003355711811145,GAPDH/ATP5ME/LDHC/PDE8B/PINK1/SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/NUPR1/ACSL6/PAPSS2/NME5/ADCY3/FASN/SNCA/ALDOC/PDK1/NME7/MPC2/HMGCR/RHOQ/ELOVL5/ACSL4/DHTKD1/BAD/ACAT1/HIF1A/DLD,30,30/593
BP,GO:0033866,nucleoside bisphosphate biosynthetic process,60/18723,0.00000245550758026728,0.0003848373087005,0.0003355711811145,HSD17B12/PDK2/ACSL6/PAPSS2/SNCA/PDK1/MPC2/ELOVL5/ACSL4/ACAT1/DLD,11,11/593
BP,GO:0034030,ribonucleoside bisphosphate biosynthetic process,60/18723,0.00000245550758026728,0.0003848373087005,0.0003355711811145,HSD17B12/PDK2/ACSL6/PAPSS2/SNCA/PDK1/MPC2/ELOVL5/ACSL4/ACAT1/DLD,11,11/593
BP,GO:0034033,purine nucleoside bisphosphate biosynthetic process,60/18723,0.00000245550758026728,0.0003848373087005,0.0003355711811145,HSD17B12/PDK2/ACSL6/PAPSS2/SNCA/PDK1/MPC2/ELOVL5/ACSL4/ACAT1/DLD,11,11/593
BP,GO:0010507,negative regulation of autophagy,85/18723,0.00000258322873040392,0.0003913591526561,0.000341258111227,MCL1/PINK1/NUPR1/CTSA/WDR6/SNCA/GATA4/KLHL22/PIK3CA/TSC1/TAB3/BECN1/CHMP4B,13,13/593
BP,GO:0033865,nucleoside bisphosphate metabolic process,128/18723,0.00000293461578823955,0.0004041766290166,0.000352434719066,SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/ACSL6/PAPSS2/FASN/SNCA/PDK1/MPC2/HMGCR/ELOVL5/ACSL4/ACAT1/DLD,16,16/593
BP,GO:0033875,ribonucleoside bisphosphate metabolic process,128/18723,0.00000293461578823955,0.0004041766290166,0.000352434719066,SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/ACSL6/PAPSS2/FASN/SNCA/PDK1/MPC2/HMGCR/ELOVL5/ACSL4/ACAT1/DLD,16,16/593
BP,GO:0034032,purine nucleoside bisphosphate metabolic process,128/18723,0.00000293461578823955,0.0004041766290166,0.000352434719066,SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/ACSL6/PAPSS2/FASN/SNCA/PDK1/MPC2/HMGCR/ELOVL5/ACSL4/ACAT1/DLD,16,16/593
BP,GO:0071453,cellular response to oxygen levels,177/18723,0.00000360972286957611,0.0004644182366146,0.0004049643126291,DDAH1/STUB1/PINK1/EGR1/GNB1/PDK1/PTN/ACAA2/TSC1/HYOU1/CPEB2/P4HB/TBL2/FOXO1/CPEB4/FOXO3/BAD/HIF1A/UBQLN1,19,19/593
BP,GO:0036294,cellular response to decreased oxygen levels,161/18723,0.00000364055742277384,0.0004644182366146,0.0004049643126291,DDAH1/STUB1/PINK1/EGR1/GNB1/PDK1/PTN/ACAA2/TSC1/HYOU1/CPEB2/P4HB/TBL2/CPEB4/FOXO3/BAD/HIF1A/UBQLN1,18,18/593
BP,GO:0006163,purine nucleotide metabolic process,396/18723,0.00000378074252029561,0.0004644182366146,0.0004049643126291,GAPDH/ATP5ME/LDHC/PDE8B/PINK1/SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/NUPR1/ACSL6/PAPSS2/NME5/ADCY3/FASN/GUCA1C/SNCA/ALDOC/PDK1/NME7/MPC2/HMGCR/RHOQ/ELOVL5/ACSL4/DHTKD1/BAD/ACAT1/HIF1A/DLD,31,31/593
BP,GO:0019693,ribose phosphate metabolic process,396/18723,0.00000378074252029561,0.0004644182366146,0.0004049643126291,GAPDH/ATP5ME/LDHC/PDE8B/PINK1/SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/NUPR1/ACSL6/PAPSS2/NME5/ADCY3/FASN/SNCA/ALDOC/PDK1/NME7/RPIA/MPC2/HMGCR/RHOQ/ELOVL5/ACSL4/DHTKD1/BAD/ACAT1/HIF1A/DLD,31,31/593
BP,GO:0009259,ribonucleotide metabolic process,385/18723,0.00000593222580962709,0.0007095254290725,0.0006186933565996,GAPDH/ATP5ME/LDHC/PDE8B/PINK1/SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/NUPR1/ACSL6/PAPSS2/NME5/ADCY3/FASN/SNCA/ALDOC/PDK1/NME7/MPC2/HMGCR/RHOQ/ELOVL5/ACSL4/DHTKD1/BAD/ACAT1/HIF1A/DLD,30,30/593
BP,GO:0031331,positive regulation of cellular catabolic process,427/18723,0.00000655789801140759,0.0007642473451755,0.000666409878892,ZYG11B/STUB1/PINK1/ZFP36/NUPR1/PSMC1/HNRNPD/RIDA/KAT5/LDLR/SNCA/AGTPBP1/KHSRP/TSC1/IRS2/TRIM8/SESN3/METTL14/BTG2/SVIP/PRICKLE1/FOXO1/USP13/CELF1/RAD23A/FOXO3/BECN1/BAD/RNF139/HIF1A/UBQLN1/GSK3B,32,32/593
BP,GO:0010498,proteasomal protein catabolic process,490/18723,0.00000701613354771829,0.0007972081743594,0.0006951511265041,UBB/PSMD7/ZYG11B/STUB1/PINK1/NUPR1/PSMC1/KAT5/ARNTL/UBR3/IFI27/PSMA2/CALR/WFS1/KLHL22/ENC1/RNF103/CRBN/FEM1B/CUL3/JKAMP/SVIP/SIAH1/FBXL3/NPLOC4/PRICKLE1/USP13/PSME1/RAD23A/RNF139/STT3B/DDIT3/SIAH2/UBQLN1/GSK3B,35,35/593
BP,GO:0072521,purine-containing compound metabolic process,416/18723,0.0000102154139626341,0.0010852496440267,0.0009463180845951,GAPDH/ATP5ME/LDHC/PDE8B/PINK1/SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/NUPR1/ACSL6/PAPSS2/NME5/ADCY3/FASN/GUCA1C/SNCA/ALDOC/PDK1/NME7/MPC2/HMGCR/RHOQ/ELOVL5/ACSL4/DHTKD1/BAD/ACAT1/HIF1A/DLD,31,31/593
BP,GO:0006637,acyl-CoA metabolic process,96/18723,0.000010267488381331,0.0010852496440267,0.0009463180845951,HMGCS1/ACSM3/HSD17B12/PDK2/ACSL6/FASN/SNCA/PDK1/MPC2/ELOVL5/ACSL4/ACAT1/DLD,13,13/593
BP,GO:0035383,thioester metabolic process,96/18723,0.000010267488381331,0.0010852496440267,0.0009463180845951,HMGCS1/ACSM3/HSD17B12/PDK2/ACSL6/FASN/SNCA/PDK1/MPC2/ELOVL5/ACSL4/ACAT1/DLD,13,13/593
BP,GO:1901654,response to ketone,194/18723,0.0000137051834057012,0.0014156831495207,0.0012344501321163,CDK4/KLF4/STAR/FOSB/HNRNPD/BMI1/ADCY3/GNB1/CALR/CSNK2B/PTN/CALM3/KLF9/FOS/FOXO1/ELK1/FOXO3/BAD/YAP1,19,19/593
BP,GO:0043467,regulation of generation of precursor metabolites and energy,130/18723,0.0000159310618805957,0.0016090372499401,0.0014030514147472,PRELID1/DYRK2/PINK1/NUPR1/NDUFA4/SNCA/COX7A2/GHITM/PIK3CA/EPM2AIP1/PPP1CA/IRS2/COX17/HIF1A/GSK3B,15,15/593
BP,GO:0009117,nucleotide metabolic process,489/18723,0.0000166584490906768,0.0016459271981983,0.0014352187832127,GAPDH/ATP5ME/LDHC/PDE8B/PINK1/SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/NUPR1/ACSL6/PAPSS2/NME5/ADCY3/FASN/GUCA1C/SNCA/ALDOC/PDK1/NME7/RRM2B/MAPK1/MPC2/HMGCR/RHOQ/AK6/ELOVL5/ACSL4/DHTKD1/BAD/ACAT1/HIF1A/DLD,34,34/593
BP,GO:0009896,positive regulation of catabolic process,492/18723,0.0000189011242625018,0.0018145710896613,0.0015822732100225,GJA1/NDFIP1/ZYG11B/STUB1/PINK1/ZFP36/NUPR1/PSMC1/HNRNPD/RIDA/KAT5/LDLR/SNCA/AGTPBP1/KHSRP/TSC1/IRS2/TRIM8/SESN3/METTL14/BTG2/SVIP/PRICKLE1/FOXO1/USP13/CELF1/RAD23A/FOXO3/BECN1/BAD/RNF139/HIF1A/UBQLN1/GSK3B,34,34/593
BP,GO:0044272,sulfur compound biosynthetic process,148/18723,0.0000191637870855321,0.0018145710896613,0.0015822732100225,HSD17B12/PDK2/ACSL6/PAPSS2/SNCA/PDK1/BHMT2/MAT2B/ADI1/MAT2A/MPC2/ELOVL5/ACSL4/ACAT1/AKR1A1/DLD,16,16/593
BP,GO:0006753,nucleoside phosphate metabolic process,497/18723,0.0000232599102280627,0.0021574753466641,0.0018812795275758,GAPDH/ATP5ME/LDHC/PDE8B/PINK1/SULT2A1/HMGCS1/ACSM3/HSD17B12/PDK2/NUPR1/ACSL6/PAPSS2/NME5/ADCY3/FASN/GUCA1C/SNCA/ALDOC/PDK1/NME7/RRM2B/MAPK1/MPC2/HMGCR/RHOQ/AK6/ELOVL5/ACSL4/DHTKD1/BAD/ACAT1/HIF1A/DLD,34,34/593
BP,GO:0071456,cellular response to hypoxia,151/18723,0.0000246307140160373,0.0022389319040577,0.0019523081741132,DDAH1/STUB1/PINK1/EGR1/GNB1/PDK1/PTN/ACAA2/HYOU1/CPEB2/P4HB/TBL2/FOXO3/BAD/HIF1A/UBQLN1,16,16/593
BP,GO:0009152,purine ribonucleotide biosynthetic process,169/18723,0.0000273060648858439,0.0024334522530619,0.0021219264044417,ATP5ME/LDHC/PINK1/HSD17B12/PDK2/ACSL6/PAPSS2/NME5/ADCY3/SNCA/PDK1/NME7/MPC2/ELOVL5/ACSL4/ACAT1/DLD,17,17/593
BP,GO:0038034,signal transduction in absence of ligand,65/18723,0.000035101203202898,0.0030100937463617,0.002624747369591,PRDX2/MCL1/STRADB/ITGAV/PPP1CA/PPP2R1B/IFI6/FOXO3/BAD/GSK3B,10,10/593
BP,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,65/18723,0.000035101203202898,0.0030100937463617,0.002624747369591,PRDX2/MCL1/STRADB/ITGAV/PPP1CA/PPP2R1B/IFI6/FOXO3/BAD/GSK3B,10,10/593
BP,GO:0006164,purine nucleotide biosynthetic process,191/18723,0.0000384425175336223,0.0032355785590798,0.0028213660529062,ATP5ME/LDHC/PINK1/HSD17B12/PDK2/ACSL6/PAPSS2/NME5/ADCY3/GUCA1C/SNCA/PDK1/NME7/MPC2/ELOVL5/ACSL4/ACAT1/DLD,18,18/593
BP,GO:0097193,intrinsic apoptotic signaling pathway,288/18723,0.0000490310035696404,0.0040517438404366,0.0035330474342525,UBB/MIF/MCL1/DYRK2/PINK1/PDK2/NUPR1/NME5/HIPK1/PDK1/WFS1/RRM2B/HYOU1/CUL3/P4HB/SIAH1/SELENOK/IFI6/BECN1/BAD/DDIT3/HIF1A/UBQLN1,23,23/593
BP,GO:0009165,nucleotide biosynthetic process,254/18723,0.0000629202653325881,0.0051066536774395,0.0044529097552104,ATP5ME/LDHC/PINK1/HSD17B12/PDK2/ACSL6/PAPSS2/NME5/ADCY3/GUCA1C/SNCA/PDK1/NME7/RRM2B/MAPK1/MPC2/AK6/ELOVL5/ACSL4/ACAT1/DLD,21,21/593
BP,GO:2001242,regulation of intrinsic apoptotic signaling pathway,164/18723,0.0000676506805422715,0.005163172970154,0.0045021935574384,UBB/MIF/MCL1/PINK1/NUPR1/NME5/WFS1/RRM2B/HYOU1/P4HB/SIAH1/BECN1/BAD/DDIT3/HIF1A/UBQLN1,16,16/593
BP,GO:1902652,secondary alcohol metabolic process,147/18723,0.0000679333646201589,0.005163172970154,0.0045021935574384,FDPS/DHCR24/SULT2A1/HMGCS1/ACO2/IDH3A/STAR/LDLR/LSS/TSKU/ACAA2/NFE2L1/FDXR/IDI1/HMGCR,15,15/593
BP,GO:0009260,ribonucleotide biosynthetic process,182/18723,0.0000700314314763253,0.005163172970154,0.0045021935574384,ATP5ME/LDHC/PINK1/HSD17B12/PDK2/ACSL6/PAPSS2/NME5/ADCY3/SNCA/PDK1/NME7/MPC2/ELOVL5/ACSL4/ACAT1/DLD,17,17/593
BP,GO:0072522,purine-containing compound biosynthetic process,200/18723,0.0000703288128409211,0.005163172970154,0.0045021935574384,ATP5ME/LDHC/PINK1/HSD17B12/PDK2/ACSL6/PAPSS2/NME5/ADCY3/GUCA1C/SNCA/PDK1/NME7/MPC2/ELOVL5/ACSL4/ACAT1/DLD,18,18/593
BP,GO:0034976,response to endoplasmic reticulum stress,256/18723,0.0000704327225851598,0.005163172970154,0.0045021935574384,STUB1/RASGRF2/NUPR1/ATP2A2/ATF3/CALR/WFS1/RNF103/HYOU1/JKAMP/P4HB/SVIP/TBL2/NPLOC4/SELENOK/USP13/RNF139/STT3B/DDIT3/UBQLN1/GSK3B,21,21/593
BP,GO:1901293,nucleoside phosphate biosynthetic process,256/18723,0.0000704327225851598,0.005163172970154,0.0045021935574384,ATP5ME/LDHC/PINK1/HSD17B12/PDK2/ACSL6/PAPSS2/NME5/ADCY3/GUCA1C/SNCA/PDK1/NME7/RRM2B/MAPK1/MPC2/AK6/ELOVL5/ACSL4/ACAT1/DLD,21,21/593
BP,GO:0010288,response to lead ion,24/18723,0.0000813616628301898,0.0058696628184636,0.0051182399424505,CDK4/BACE1/STAR/PPP1CA/SPARC/BECN1,6,6/593
BP,GO:0006790,sulfur compound metabolic process,339/18723,0.0000857845954400754,0.0060727254229952,0.0052953068652833,GSTA2/SULT2A1/HMGCS1/ACSM3/NUBP1/HSD17B12/PDK2/ACSL6/PAPSS2/FASN/SNCA/PDK1/GSTA4/BHMT2/MAT2B/GNS/COMT/ADI1/MAT2A/MPC2/ELOVL5/ACSL4/ACAT1/AKR1A1/DLD,25,25/593
BP,GO:0008202,steroid metabolic process,319/18723,0.0000868486584146739,0.0060727254229952,0.0052953068652833,FDPS/APOC1/DHCR24/STUB1/HSD17B6/SULT2A1/HMGCS1/HSD17B12/EGR1/STAR/LDLR/LSS/CYP19A1/CYP4V2/TSKU/ACAA2/COMT/NFE2L1/FDXR/IDI1/HMGCR/STARD4/ASAH1/ACAT1,24,24/593
BP,GO:0009895,negative regulation of catabolic process,320/18723,0.0000911642777488529,0.0062779036722505,0.0054742185920961,APOC1/FMC1/PHB/MCL1/PINK1/ZFP36/NUPR1/CTSA/HNRNPD/ZCCHC17/WDR6/SNCA/BOLL/GATA4/CSNK2A2/KLHL22/PIK3CA/TSC1/TAB3/HMGCR/SVIP/BECN1/TIMP2/CHMP4B,24,24/593
BP,GO:0006084,acetyl-CoA metabolic process,35/18723,0.0000958548925389752,0.0064542898262677,0.0056280241319896,HMGCS1/PDK2/FASN/PDK1/MPC2/ACAT1/DLD,7,7/593
BP,GO:0050848,regulation of calcium-mediated signaling,73/18723,0.0000971126733270505,0.0064542898262677,0.0056280241319896,DYRK2/PDK2/GBP1/SPPL3/TMBIM4/CHP1/CALM3/CAMTA1/SELENOK/GSK3B,10,10/593
BP,GO:0031330,negative regulation of cellular catabolic process,262/18723,0.0000979859181545599,0.0064542898262677,0.0056280241319896,APOC1/MCL1/PINK1/ZFP36/NUPR1/CTSA/HNRNPD/ZCCHC17/WDR6/SNCA/BOLL/GATA4/CSNK2A2/KLHL22/PIK3CA/TSC1/TAB3/SVIP/BECN1/TIMP2/CHMP4B,21,21/593
BP,GO:0016125,sterol metabolic process,152/18723,0.0000995226113947056,0.0064618609826991,0.005634626043625,FDPS/DHCR24/SULT2A1/HMGCS1/STAR/LDLR/LSS/CYP19A1/CYP4V2/TSKU/ACAA2/NFE2L1/FDXR/IDI1/HMGCR,15,15/593
BP,GO:0051402,neuron apoptotic process,246/18723,0.0001175507831484,0.0075223158943383,0.0065593235694942,GAPDH/ILK/BACE1/MCL1/RETREG1/PINK1/NUPR1/ADNP/STAR/GRID2/SNCA/WFS1/PIK3CA/HYOU1/BTG2/SIAH1/CPEB4/FOXO3/DDIT3/HIF1A,20,20/593
BP,GO:0046390,ribose phosphate biosynthetic process,190/18723,0.0001191654003063,0.0075223158943383,0.0065593235694942,ATP5ME/LDHC/PINK1/HSD17B12/PDK2/ACSL6/PAPSS2/NME5/ADCY3/SNCA/PDK1/NME7/MPC2/ELOVL5/ACSL4/ACAT1/DLD,17,17/593
BP,GO:0006631,fatty acid metabolic process,390/18723,0.0001307844519975,0.0081426758127224,0.0071002662115454,MIF/PLP1/ACAT2/FABP3/APOC1/FADS2/PRKAR2B/ACSM3/HSD17B12/PDK2/SCD/ACSL6/ECHS1/FASN/SNCA/PDK1/DECR1/CYP4V2/ACAA2/IRS2/AIG1/ELOVL5/ACSL4/ASAH1/LPGAT1/ACAT1/DLD,27,27/593
BP,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,412/18723,0.0001349651687096,0.0082894147538583,0.0072282199173821,PSMD7/ZYG11B/STUB1/PSMC1/KAT5/ARNTL/UBR3/IFI27/PSMA2/CALR/WFS1/KLHL22/RNF103/CRBN/FEM1B/CUL3/JKAMP/SVIP/SIAH1/FBXL3/NPLOC4/PRICKLE1/RAD23A/STT3B/DDIT3/SIAH2/UBQLN1/GSK3B,28,28/593
BP,GO:0043523,regulation of neuron apoptotic process,212/18723,0.0001480391477623,0.0089711723543992,0.007822700229127,ILK/BACE1/MCL1/RETREG1/PINK1/NUPR1/ADNP/STAR/GRID2/SNCA/WFS1/PIK3CA/HYOU1/BTG2/CPEB4/FOXO3/DDIT3/HIF1A,18,18/593
BP,GO:0016236,macroautophagy,291/18723,0.0001577663067849,0.0094348403202344,0.00822701031919,GAPDH/LGALS8/RETREG1/SQSTM1/PINK1/RAB1B/EMC6/NUPR1/ATG101/ATP2A2/ATP6V1E1/PIK3CA/TSC1/VPS13C/SESN3/NBR1/IFT20/BECN1/CHMP4B/LAMP2/HIF1A/UBQLN1,22,22/593
BP,GO:0032024,positive regulation of insulin secretion,78/18723,0.0001707292952166,0.0100774629449282,0.0087873656389681,HLA-DRB1/GJA1/CAMK2N1/TM7SF3/IRS2/MPC2/KIF5B/ACSL4/BAD/HIF1A,10,10/593
BP,GO:0046394,carboxylic acid biosynthetic process,314/18723,0.0001797865837127,0.0104760259355669,0.0091349053667788,MIF/PLP1/LDHC/APOC1/FADS2/ACSM3/BCAT1/HSD17B12/STAR/SCD/FASN/SERINC5/OAT/BHMT2/AASDHPPT/ADI1/GLS/ELOVL5/GOT1/STARD4/RBP1/LPGAT1/AKR1A1,23,23/593
BP,GO:0006085,acetyl-CoA biosynthetic process,18/18723,0.000190577778672,0.0109642532160034,0.009560630735511,PDK2/PDK1/MPC2/ACAT1/DLD,5,5/593
BP,GO:0016053,organic acid biosynthetic process,316/18723,0.0001972255551706,0.0112048768531303,0.0097704502002282,MIF/PLP1/LDHC/APOC1/FADS2/ACSM3/BCAT1/HSD17B12/STAR/SCD/FASN/SERINC5/OAT/BHMT2/AASDHPPT/ADI1/GLS/ELOVL5/GOT1/STARD4/RBP1/LPGAT1/AKR1A1,23,23/593
BP,GO:0008299,isoprenoid biosynthetic process,28/18723,0.0002044628920326,0.0114726400529408,0.0100039348733303,FDPS/HMGCS1/LSS/IDI1/HMGCR/RBP1,6,6/593
BP,GO:0031647,regulation of protein stability,298/18723,0.0002209819480233,0.0122483287044639,0.0106803213646706,GAPDH/PPIB/PHB/STUB1/PINK1/CTSA/LSS/CHP1/SNCA/CALR/WFS1/TSC1/ZSWIM7/MAPK1/CUL3/SIAH1/FBXL3/USP13/RAD23A/RNF139/GNAQ/LAMP2,22,22/593
BP,GO:1901216,positive regulation of neuron death,97/18723,0.0002477643440263,0.0135673366698747,0.0118304724826769,BACE1/MCL1/EGR1/NUPR1/SNCA/FOS/ELK1/FOXO3/BAD/DDIT3/GSK3B,11,11/593
