ONTOLOGY,ID,Description,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,GeneRatio
CC,GO:0098800,inner mitochondrial membrane protein complex,147/19550,1.26805455558986e-9,1.74040487754708e-7,1.49496958132699e-7,ATP5ME/PHB/NDUFS7/NDUFA2/COX6A1/COX6C/NDUFA4/NDUFC1/COX7A2/NDUFB4/NDUFB1/SDHD/SDHB/C15orf48/NDUFA5/NDUFC2/NDUFB8/TIMM10/NDUFA10/ROMO1/NDUFB3/UQCRB,22,22/615
CC,GO:1990204,oxidoreductase complex,112/19550,1.28528796280459e-8,0.00000141124618315943,0.00000121222948912938,NDUFS7/NDUFA2/PDK2/NDUFA4/NDUFC1/PDK1/NDUFB4/NDUFB1/SDHD/SDHB/NDUFA5/P4HB/NDUFC2/NDUFB8/NDUFA10/NDUFB3/DLD/UQCRB,18,18/615
CC,GO:0140534,endoplasmic reticulum protein-containing complex,125/19550,7.42894609596048e-8,0.00000679748567780384,0.00000583889096664964,PPIB/PDIA6/EMC6/HSD17B12/PIGH/SEC63/SEC61G/CALR/ORMDL2/EMC4/HYOU1/P4HB/NPLOC4/SRP9/RNF139/STT3B/EMC10/OST4,18,18/615
CC,GO:0005747,mitochondrial respiratory chain complex I,48/19550,2.14132556992574e-7,0.000013062085976547,0.0000112200450915407,NDUFS7/NDUFA2/NDUFA4/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3,11,11/615
CC,GO:0030964,NADH dehydrogenase complex,48/19550,2.14132556992574e-7,0.000013062085976547,0.0000112200450915407,NDUFS7/NDUFA2/NDUFA4/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3,11,11/615
CC,GO:0045271,respiratory chain complex I,48/19550,2.14132556992574e-7,0.000013062085976547,0.0000112200450915407,NDUFS7/NDUFA2/NDUFA4/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3,11,11/615
CC,GO:0005770,late endosome,282/19550,0.00000105368124603892,0.0000578471004075369,0.0000496893892868882,HLA-DRB1/SLC31A2/CYB561A3/GJA1/BACE1/SQSTM1/HLA-DRB5/ATP13A3/RHOB/LDLR/PRKAR1A/LAMTOR3/NDFIP2/CTSS/CHMP1B/CCZ1/CLCN3/NSG1/MAPK1/TMEM106B/NBR1/VAMP7/CHMP4B/DDIT3/CTSL/LAMP2,26,26/615
CC,GO:0005743,mitochondrial inner membrane,495/19550,0.00000301571339656137,0.0001505115140647,0.0001292860862832,ATP5ME/COX20/PHB/NDUFS7/PINK1/NDUFA2/STAR/PET100/COX6A1/COX6C/NDUFA4/NDUFC1/SNCA/COX7A2/NDUFB4/NDUFB1/SDHD/GHITM/SDHB/C15orf48/FDXR/COX7B/MPC2/NDUFA5/NDUFC2/NDUFB8/SLC25A40/TIMM10/TMEM126B/IFI6/NDUFA10/CYCS/ROMO1/OXA1L/NDUFB3/UQCRB,36,36/615
CC,GO:0098798,mitochondrial protein-containing complex,268/19550,0.00000451719114569813,0.0002066614949156,0.0001775176871291,ATP5ME/PHB/NDUFS7/NDUFA2/PDK2/COX6A1/COX6C/NDUFA4/NDUFC1/PDK1/COX7A2/NDUFB4/NDUFB1/SDHD/SDHB/C15orf48/NDUFA5/NDUFC2/NDUFB8/TIMM10/NDUFA10/ROMO1/NDUFB3/UQCRB,24,24/615
CC,GO:0045277,respiratory chain complex IV,28/19550,0.0000196061548706375,0.0008279830018446,0.0007112192212182,COX6A1/COX6C/NDUFA4/COX7A2/C15orf48/COX7B/COA6,7,7/615
CC,GO:1904813,ficolin-1-rich granule lumen,124/19550,0.0000361547725282959,0.0014177835798596,0.0012178449693741,FTH1/MIF/PSMD7/AGL/CAB39/ALDOC/PSMA2/CTSS/GNS/PGM2/CSNK2B/MAPK1/ASAH1/TIMP2,14,14/615
CC,GO:0070069,cytochrome complex,42/19550,0.0000420175784160498,0.0015378433700274,0.0013209736933607,COX6A1/COX6C/NDUFA4/COX7A2/C15orf48/COX7B/COA6/UQCRB,8,8/615
CC,GO:0101002,ficolin-1-rich granule,185/19550,0.0000793783146602417,0.0027236684217795,0.0023395713794597,FTH1/MIF/PSMD7/TMEM179B/AGL/CAB39/ALDOC/PSMA2/CTSS/GNS/PGM2/CSNK2B/GAA/MAPK1/ASAH1/TIMP2/LAMP2,17,17/615
CC,GO:0034663,endoplasmic reticulum chaperone complex,10/19550,0.0001750656518172,0.0056535907557437,0.0048563103414307,PPIB/PDIA6/HYOU1/P4HB,4,4/615
CC,GO:0031902,late endosome membrane,146/19550,0.0002129825544139,0.0064959679096261,0.0055798938232432,HLA-DRB1/CYB561A3/HLA-DRB5/ATP13A3/RHOB/LAMTOR3/NDFIP2/CHMP1B/CLCN3/NSG1/TMEM106B/VAMP7/CHMP4B/LAMP2,14,14/615
CC,GO:0031301,integral component of organelle membrane,387/19550,0.0002514861872536,0.0072666272001187,0.0062418732348829,HLA-DRB1/RETREG1/SUN2/PINK1/SYT4/EMC6/HLA-DRB5/SCD/PET100/SLC46A3/SPPL3/UNC50/ERGIC1/CALR/SYPL1/WFS1/GHITM/EMC4/MPC2/TBL2/ELOVL5/SLC39A13/VAMP7/OXA1L/EMC10/LAMP2,26,26/615
CC,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,132/19550,0.0002728929561955,0.0074909116475679,0.0064345286513478,PDIA6/RAB1B/TMED1/MCFD2/SPPL3/CHP1/ERGIC1/CALR/TMED7/CD59/P4HB/TMED4/MGAT1,13,13/615
CC,GO:0005751,mitochondrial respiratory chain complex IV,20/19550,0.0003172893811037,0.0082948509631414,0.0071250948739092,COX6A1/COX6C/NDUFA4/COX7A2/C15orf48,5,5/615
CC,GO:0005758,mitochondrial intermembrane space,86/19550,0.0003639587243955,0.0090824245315061,0.0078016032789085,ARL2BP/PRELID1/PINK1/STAR/SNCA/COX17/TIMM10/NBR1/CYCS/COA6,10,10/615
CC,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,77/19550,0.0006828685185101,0.0162236199870609,0.0139357333989134,RAB1B/TMED1/MCFD2/SPPL3/ERGIC1/CALR/TMED7/CD59/MGAT1,9,9/615
CC,GO:0031300,intrinsic component of organelle membrane,417/19550,0.0007752766153137,0.0162236199870609,0.0139357333989134,HLA-DRB1/RETREG1/SUN2/PINK1/SYT4/EMC6/HLA-DRB5/SCD/PET100/SLC46A3/SPPL3/UNC50/ERGIC1/CALR/SYPL1/WFS1/GHITM/EMC4/MPC2/TBL2/ELOVL5/SLC39A13/VAMP7/OXA1L/EMC10/LAMP2,26,26/615
CC,GO:0005765,lysosomal membrane,395/19550,0.0007853880799354,0.0162236199870609,0.0139357333989134,HLA-DRB1/CYB561A3/TMEM179B/HLA-DRB5/CTSA/SLC46A3/LDLR/GNB1/LAMTOR3/ATP6V1E1/LMBRD1/CCZ1/PLEKHM2/CLCN3/GAA/GNA11/TMEM106B/NDUFC2/AP2A1/KIF5B/VAMP7/LNPEP/AP3D1/GNAQ/LAMP2,25,25/615
CC,GO:0098852,lytic vacuole membrane,395/19550,0.0007853880799354,0.0162236199870609,0.0139357333989134,HLA-DRB1/CYB561A3/TMEM179B/HLA-DRB5/CTSA/SLC46A3/LDLR/GNB1/LAMTOR3/ATP6V1E1/LMBRD1/CCZ1/PLEKHM2/CLCN3/GAA/GNA11/TMEM106B/NDUFC2/AP2A1/KIF5B/VAMP7/LNPEP/AP3D1/GNAQ/LAMP2,25,25/615
CC,GO:0005741,mitochondrial outer membrane,205/19550,0.0007978829501833,0.0162236199870609,0.0139357333989134,UBB/GJA1/MCL1/PINK1/PGRMC1/ACSL6/SNCA/IFI27/VPS13C/BPHL/CYB5A/UBC/ACSL4/FOXO3/BAD/PPP1CC,16,16/615
CC,GO:0005771,multivesicular body,64/19550,0.0008593553788214,0.0165907150493768,0.0142510599983143,GJA1/BACE1/PRKAR1A/NDFIP2/CHMP1B/NSG1/CHMP4B/CTSL,8,8/615
CC,GO:0031970,organelle envelope lumen,96/19550,0.0008763765690927,0.0165907150493768,0.0142510599983143,ARL2BP/PRELID1/PINK1/STAR/SNCA/COX17/TIMM10/NBR1/CYCS/COA6,10,10/615
CC,GO:0031968,organelle outer membrane,230/19550,0.0010196843410055,0.0186602234404019,0.0160287222726489,UBB/GJA1/MCL1/PINK1/PGRMC1/ACSL6/SNCA/IFI27/EMD/VPS13C/BPHL/CYB5A/UBC/ACSL4/FOXO3/BAD/PPP1CC,17,17/615
CC,GO:0019867,outer membrane,232/19550,0.0011212246206309,0.0198565263460126,0.0170563202051839,UBB/GJA1/MCL1/PINK1/PGRMC1/ACSL6/SNCA/IFI27/EMD/VPS13C/BPHL/CYB5A/UBC/ACSL4/FOXO3/BAD/PPP1CC,17,17/615
CC,GO:0030176,integral component of endoplasmic reticulum membrane,162/19550,0.0018708687113417,0.0314500325262787,0.0270148874926141,HLA-DRB1/RETREG1/EMC6/HLA-DRB5/SCD/SPPL3/ERGIC1/CALR/WFS1/EMC4/TBL2/ELOVL5/EMC10,13,13/615
CC,GO:0005774,vacuolar membrane,444/19550,0.0018904391136014,0.0314500325262787,0.0270148874926141,HLA-DRB1/CYB561A3/TMEM179B/HLA-DRB5/CTSA/SLC46A3/LDLR/GNB1/LAMTOR3/ATP6V1E1/LMBRD1/CCZ1/PLEKHM2/CLCN3/GAA/GNA11/TMEM106B/NDUFC2/AP2A1/YWHAB/KIF5B/VAMP7/LNPEP/AP3D1/GNAQ/LAMP2,26,26/615
CC,GO:0070820,tertiary granule,164/19550,0.002086336011792,0.0336881903080547,0.0289374158911101,FTH1/TMEM179B/METTL7A/LAMTOR3/ALDOC/RAP2B/CTSS/GAA/CD59/SVIP/ASAH1/TIMP2/LAMP2,13,13/615
CC,GO:0016234,inclusion body,76/19550,0.0026363603104684,0.040708519724298,0.0349677247368143,STUB1/SQSTM1/PINK1/AGL/STRADB/SNCA/UBQLN1/ZDHHC17,8,8/615
CC,GO:0000502,proteasome complex,60/19550,0.0026827843768922,0.040708519724298,0.0349677247368143,PSMD7/PSMC1/PSMA2/ADRM1/PSME1/RAD23A/UBQLN1,7,7/615
CC,GO:0005759,mitochondrial matrix,480/19550,0.0027435614386138,0.040708519724298,0.0349677247368143,ARL2BP/NDUFS7/ACSM3/PRDX3/MPG/ACO2/IDH3A/PDK2/RIDA/ECHS1/SNCA/ACOT13/PDK1/OAT/DECR1/LACTB2/ACAA2/GLS/FDXR/PPM1K/NDUFB8/NDUFA10/FOXO3/DHTKD1/OXA1L/ACAT1/DLD,27,27/615
CC,GO:0031227,intrinsic component of endoplasmic reticulum membrane,170/19550,0.0028584283037658,0.0412967668096692,0.0354730160688943,HLA-DRB1/RETREG1/EMC6/HLA-DRB5/SCD/SPPL3/ERGIC1/CALR/WFS1/EMC4/TBL2/ELOVL5/EMC10,13,13/615
CC,GO:0005667,transcription regulator complex,413/19550,0.0030596746643245,0.0430708048901064,0.0369968758331275,NR4A1/CDK4/KLF4/ADNP/PTOV1/KAT5/YY1/ARNTL/CBX3/GATA4/GTF3C4/BRF2/MNAT1/JUND/FOS/MEF2A/YWHAB/RBM14/AATF/JAZF1/GTF3C2/DDIT3/YAP1/HIF1A,24,24/615
CC,GO:0072546,EMC complex,10/19550,0.0031507911102728,0.0432446079884946,0.037146168879006,EMC6/EMC4/EMC10,3,3/615
CC,GO:0005798,Golgi-associated vesicle,96/19550,0.0032458110963425,0.0434282831015148,0.0373039417687252,GJA1/BACE1/SPPL3/TMED7/OCRL/RAB8A/RHOQ/AP2A1/ZDHHC17,9,9/615
CC,GO:0000407,phagophore assembly site,33/19550,0.0034674677981042,0.0434282831015148,0.0373039417687252,SQSTM1/RAB1B/ATG101/NBR1/BECN1,5,5/615
CC,GO:0005790,smooth endoplasmic reticulum,33/19550,0.0034674677981042,0.0434282831015148,0.0373039417687252,PPIB/PGRMC1/CALR/HYOU1/SVIP,5,5/615
CC,GO:0043202,lysosomal lumen,97/19550,0.0034805909953855,0.0434282831015148,0.0373039417687252,CTSA/CTSS/GNS/FUCA1/GAA/NSG1/ASAH1/CTSL/LAMP2,9,9/615
MF,GO:0009055,electron transfer activity,126/18368,8.94029541066086e-11,6.74992303504895e-8,6.15468757744442e-8,NDUFS7/HSD17B6/NDUFA2/COX6A1/CYP19A1/NDUFA4/NDUFC1/COX7A2/NDUFB4/NDUFB1/STEAP4/SDHD/SDHB/COX7B/NDUFA5/NDUFC2/NDUFB8/CYB5A/NDUFA10/CYCS/AKR1A1/NDUFB3,22,22/591
MF,GO:0015453,oxidoreduction-driven active transmembrane transporter activity,72/18368,7.28819048924315e-9,0.00000275129190968929,0.00000250867188419212,CYB561A3/NDUFS7/NDUFA2/COX6A1/NDUFA4/NDUFC1/NDUFB4/NDUFB1/COX7B/NDUFA5/NDUFC2/NDUFB8/CYB5A/NDUFA10/NDUFB3,15,15/591
MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,42/18368,6.02900438795525e-8,0.0000148510115819645,0.0000135413894382779,NDUFS7/NDUFA2/NDUFA4/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3,11,11/591
MF,GO:0050136,NADH dehydrogenase (quinone) activity,43/18368,7.86808560633881e-8,0.0000148510115819645,0.0000135413894382779,NDUFS7/NDUFA2/NDUFA4/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3,11,11/591
MF,GO:0003954,NADH dehydrogenase activity,45/18368,1.30966039152061e-7,0.0000164798932599677,0.0000150266297553417,NDUFS7/NDUFA2/NDUFA4/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3,11,11/591
MF,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,45/18368,1.30966039152061e-7,0.0000164798932599677,0.0000150266297553417,NDUFS7/NDUFA2/NDUFA4/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3,11,11/591
MF,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",57/18368,0.00000167725287749408,0.0001809037032154,0.0001649508844934,NDUFS7/NDUFA2/NDUFA4/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3,11,11/591
MF,GO:0015399,primary active transmembrane transporter activity,181/18368,0.00000627175743109724,0.0005918971075598,0.0005397012315707,CYB561A3/NDUFS7/NDUFA2/ATP13A3/COX6A1/ATP2A2/NDUFA4/NDUFC1/ATP6V1E1/NDUFB4/NDUFB1/LMBRD1/COX7B/NDUFA5/NDUFC2/NDUFB8/CYB5A/NDUFA10/NDUFB3,19,19/591
MF,GO:0019207,kinase regulator activity,233/18368,0.0000221535277060733,0.0018584348242317,0.0016945505403242,SH3BP5/CDK4/KLF4/PRKAR2B/ABI1/PRKAR1A/CHP1/LAMTOR3/SNCA/CAB39/MNAT1/ALKAL2/CKS2/CAMK2N1/CSNK2B/PIK3CA/CALM3/SPRED1/YWHAB/GPRC5B/MOB1A,21,21/591
MF,GO:0019887,protein kinase regulator activity,204/18368,0.0000343723404934153,0.0025951117072528,0.0023662642823888,SH3BP5/CDK4/PRKAR2B/ABI1/PRKAR1A/CHP1/SNCA/CAB39/MNAT1/ALKAL2/CKS2/CAMK2N1/CSNK2B/PIK3CA/CALM3/SPRED1/YWHAB/GPRC5B/MOB1A,19,19/591
MF,GO:0032977,membrane insertase activity,14/18368,0.0000533246788708642,0.0036600120497729,0.0033372574145019,EMC6/EMC4/TIMM10/OXA1L/EMC10,5,5/591
MF,GO:0002020,protease binding,135/18368,0.0001165443162792,0.0068663569097801,0.0062608538431456,NDUFS7/CCBE1/PINK1/LDLR/ITGAV/ADRM1/SERPINB9/UBC/RAD23A/TIMP2/RNF139/INSL3/GSK3B/COL3A1,14,14/591
MF,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",88/18368,0.0001182286620227,0.0068663569097801,0.0062608538431456,NDUFS7/NDUFA2/NDUFA4/NDUFC1/NDUFB4/NDUFB1/NDUFA5/NDUFC2/NDUFB8/NDUFA10/NDUFB3,11,11/591
MF,GO:0030371,translation repressor activity,26/18368,0.0001436846917761,0.0077487101636399,0.0070653976256821,PAIP2/CPEB2/EIF4EBP2/IREB2/CPEB4/CELF1,6,6/591
MF,GO:0140597,protein carrier activity,18/18368,0.0002050677874532,0.0103217453018125,0.0094115321399587,EMC6/EMC4/TIMM10/OXA1L/EMC10,5,5/591
MF,GO:0032182,ubiquitin-like protein binding,111/18368,0.0009001098337731,0.0424739327811707,0.0387284099531344,SQSTM1/UBA2/CKS2/ADRM1/TAB3/UBAP1/SOBP/NPLOC4/NBR1/USP13/RAD23A,11,11/591
