stage,comparison,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
Late_primary_SPCs,CtrlvsKS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,190,-0.701987230644858,-1.51703163789382,0.0002446279113478,0.0122313955673925,0.009785116453914,4286,"tags=58%, list=11%, signal=52%",ATP6V1G1/SLC25A11/PMPCA/COX6A1/ATP6AP1/SLC25A5/MTRR/OGDH/PDHX/BAX/DLD/SDHD/GLUD1/PDHA1/GOT2/VDAC1/UQCRC2/DLST/SLC25A6/GPI/CYB5A/MPC1/OXA1L/NDUFB4/MDH1/ETFA/MFN2/CS/ACAA2/HCCS/VDAC3/POR/TIMM8B/RHOT1/NDUFS4/TIMM50/NDUFA5/COX11/COX7B/ETFB/MGST3/FDX1/TOMM22/LDHB/NDUFAB1/ACAA1/NDUFS3/COX5B/NDUFS2/HSPA9/OAT/COX8A/ACADM/ATP6V1E1/NDUFB6/ATP6V1F/RHOT2/COX4I1/NDUFB2/ECI1/UQCRC1/IDH3B/LDHA/SLC25A3/ATP6V0E1/UQCRH/CYB5R3/COX5A/NDUFA3/ATP5PD/NDUFV1/TIMM9/UQCRFS1/COX6B1/NDUFB3/TIMM10/ATP5F1A/ATP5F1B/NDUFS8/NDUFC1/PHB2/CYC1/COX6C/NDUFA1/SURF1/FH/ACO2/NDUFA4/ATP6V0B/ATP5MG/POLR2F/GPX4/UQCRB/NDUFS6/AFG3L2/ACADVL/COX17/IDH3A/ATP5ME/ATP5F1D/NDUFB7/ATP5MC3/NDUFB1/HTRA2/TIMM13/ATP5F1E/UQCRQ/NDUFA2/COX7C/NDUFS7
Late_primary_SPCs,CtrlvsAZFc_Del,HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,190,-0.732520502151962,-1.63166618626511,5.2385184314878e-05,0.0026192592157439,0.0025365457668256,3663,"tags=51%, list=10%, signal=46%",BAX/SLC25A6/ACADM/MPC1/IDH1/DLST/UQCRC2/HCCS/SUCLA2/MGST3/CYB5A/NDUFB2/VDAC1/ETFA/IDH3B/LDHB/ATP6V1G1/COX4I1/NDUFB8/MFN2/SURF1/RHOT1/OAT/ACAA1/CYC1/NDUFB5/DLD/ATP5F1B/TOMM22/NDUFAB1/COX7B/HADHB/ACADVL/ATP5F1D/SDHD/CYCS/CYB5R3/ATP5F1A/PHB2/COX8A/UQCRQ/COX5A/NDUFB7/NDUFA5/ETFB/ATP6V0E1/UQCRH/ATP6AP1/COX17/NDUFA8/NDUFA7/NDUFC2/ATP5MC3/NDUFS4/TIMM9/LDHA/ATP5PO/TIMM8B/TIMM10/UQCR11/ATP5F1E/POLR2F/FH/SUCLG1/ATP5PD/COX7A2/NDUFA4/NDUFB6/AFG3L2/ATP6V1E1/ATP5PF/SDHB/ATP6V1F/HTRA2/VDAC3/NDUFA1/ACO2/COX6B1/ATP5MF/COX6A1/UQCR10/TIMM13/NDUFB1/IDH3A/NDUFS6/NDUFB3/ATP5MG/COX7C/NDUFA2/UQCRB/NDUFC1/COX6C/NDUFB4/NDUFA3/ATP5ME/NDUFS7
