panel,status,note,raw_support_file,score_column_used
Fig4G,raw,Cell-level BTB integrity scores recovered from ST细胞提取 - BTB_Integrity_Score_expression.csv. OA group is excluded in this submission export to match Figure 4 layout.,raw_support/Fig4G_BTB_Integrity_Score_expression.csv,BTB Integrity Gene Signature .csv
