panel,subpanel,generated_source_data,raw_input,code,status
A,ST UMAP / trajectory,Fig4A_ST_cells_trajectory.csv;Fig4A_trajectory_line_points.csv;Fig4A_ST_counts_by_group.csv;Fig4A_ST_counts_by_state.csv;Fig4A_ST_pseudotime_summary.csv;Fig4A_stage_candidate_mapping.csv,raw_support/Fig4A_monocle_pseudotime_cells.xls;raw_support/Fig4A_monocle_plot_coords.xls;raw_support/Fig4A_monocle_trajectory_lines.xls,../figure4_code/figure4_source_data.py,available
B,Stage heatmap matrix,Fig4B_heatmap_matrix_wide.csv;Fig4B_heatmap_matrix_long.csv;Fig4B_heatmap_gene_order.csv,raw_support/Fig4B_heatmap_export.xlsx;raw_support/Fig4B_ST_heatmap_export_bundle.zip,../figure4_code/figure4_source_data.py;../figure4_code/raw_original_scripts/Fig4_ST_heatmap_clustergvis_original.R,available
C,Stage marker violins,Fig4C_stage_marker_cells.csv;Fig4C_stage_marker_summary.csv,raw_support/Fig4_expression_markers_v1.csv;raw_support/Fig4_expression_markers_v2.csv;raw_support/Fig4A_monocle_pseudotime_cells.xls,../figure4_code/figure4_source_data.py,available
D,Stage composition by group,Fig4D_stage_counts_by_group.csv;Fig4D_stage_ratio_by_group.csv;Fig4D_stage_ratio_all_group.csv;Fig4D_stage_counts_selected_samples.csv;Fig4D_stage_ratio_selected_samples.csv,raw_support/Fig4D_cluster_counts_by_group_raw.csv;raw_support/Fig4D_view_stacked_bars_selected_samples.csv,../figure4_code/figure4_source_data.py;../figure4_code/raw_original_scripts/Fig4_cluster_ratio_original.R,available
E,Group marker violins,Fig4E_group_marker_cells.csv;Fig4E_group_marker_summary.csv,raw_support/Fig4_expression_markers_v1.csv;raw_support/Fig4_expression_markers_v2.csv;raw_support/Fig4A_monocle_pseudotime_cells.xls,../figure4_code/figure4_source_data.py,available
F,ST regulon activity heatmap,Fig4F_regulon_activity_matrix_wide.csv;Fig4F_regulon_activity_matrix_long.csv;Fig4F_regulon_candidates_from_scaled_top.csv;Fig4F_note.csv,raw_support/Fig4F_pyscenic_regulonActivity_CellType.xls;raw_support/Fig4F_pyscenic_regulonActivity_byCellType_Scaled_top.xls;raw_support/Fig4F_pyscenic_heatmap_top_annotation.xls;raw_support/Fig4F_pyscenic_aucell.xls;raw_support/Fig4F_pyscenic_regulons.csv,../figure4_code/figure4_source_data.py,available
G,BTB integrity score,Fig4G_BTB_score_cells.csv;Fig4G_BTB_group_score_summary.csv;Fig4G_BTB_stage_score_summary.csv;Fig4G_note.csv,raw_support/Fig4G_BTB_Integrity_Score_expression.csv,../figure4_code/figure4_source_data.py,available
H-I,IF images,Fig4HI_image_panels_note.csv,Figure 4_20251210.ai;Figure 4_20251210.pdf,NA,image_only
