ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
iNOA_B,GO:0008307,structural constituent of muscle,5/93,42/18368,2.19E-06,0.000102922,8.39E-05,MYH11/TPM2/NEXN/TPM1/DMD,5
iNOA_B,GO:0005788,endoplasmic reticulum lumen,10/97,313/19550,3.52E-06,0.000155005,0.000118664,COL14A1/IGFBP7/LGALS1/SPARCL1/VCAN/FN1/COL15A1/COL1A2/COL6A2/LTBP1,10
iNOA_B,GO:0072012,glomerulus vasculature development,4/92,25/18723,6.38E-06,0.002428673,0.001943467,ACTA2/PDGFRA/EGR1/PDGFRB,4
,,,,,,,,,
AZFc,GO:0062023,collagen-containing extracellular matrix,35/384,425/19550,8.79E-13,4.17E-10,3.27E-10,PODN/TIMP2/IGFBP7/LTBP4/OGN/APOA1/ANGPTL1/FN1/COL1A2/OMD/SERPINA5/LGALS1/COL6A2/SERPINE2/A2M/S100A4/CLU/DPT/PCSK6/COL14A1/FGF10/LAMC3/COL15A1/ITIH5/CLEC3B/CDH2/PLSCR1/MGP/LUM/COL18A1/LAMB2/DCN/VCAN/CILP/TIMP3,35
AZFc,GO:0031983,vesicle lumen,26/384,327/19550,1.77E-09,4.19E-07,3.28E-07,IGF1/SELENOP/PENK/TIMP2/APOA1/APP/BACE1/ISLR/FN1/PSMD7/CFD/A2M/CLU/CPPED1/HGF/CAP1/HUWE1/PSMA2/GAS6/CLEC3B/B2M/VCL/EGFR/QSOX1/CRISPLD2/TIMP3,26
AZFc,GO:0060205,cytoplasmic vesicle lumen,25/384,325/19550,7.15E-09,1.13E-06,8.85E-07,IGF1/SELENOP/PENK/TIMP2/APOA1/APP/BACE1/ISLR/FN1/PSMD7/CFD/A2M/CLU/CPPED1/HGF/CAP1/HUWE1/PSMA2/GAS6/CLEC3B/B2M/VCL/QSOX1/CRISPLD2/TIMP3,25
AZFc,GO:0061458,reproductive system development,29/370,427/18723,8.32E-09,3.49E-05,2.78E-05,UBB/CITED1/SOX9/CTSV/PDGFRA/HES1/SERPINA5/INHBA/SERPINE2/FGF10/RHOBTB3/SOX15/NOTCH2/NKX3-1/KITLG/FOXC1/PDGFRB/BMPR2/SP3/HMGB2/LGR4/ZFP36L1/DCN/AR/UBE2Q1/PKD2/ITGB8/TRIM28/LHX9,29
AZFc,GO:0005788,endoplasmic reticulum lumen,24/384,313/19550,1.53E-08,1.81E-06,1.42E-06,PPIB/PENK/IGFBP7/APOA1/APP/BACE1/FN1/COL1A2/LGALS1/COL6A2/CLU/COL14A1/COL15A1/GAS6/PDIA6/B2M/CDH2/RCN1/COL18A1/LAMB2/H6PD/QSOX1/VCAN/SUMF2,24
AZFc,GO:0034774,secretory granule lumen,24/384,322/19550,2.64E-08,2.50E-06,1.96E-06,IGF1/SELENOP/PENK/TIMP2/APOA1/APP/ISLR/FN1/PSMD7/CFD/A2M/CLU/CPPED1/HGF/CAP1/HUWE1/PSMA2/GAS6/CLEC3B/B2M/VCL/QSOX1/CRISPLD2/TIMP3,24
AZFc,GO:0048608,reproductive structure development,28/370,424/18723,2.77E-08,3.62E-05,2.88E-05,UBB/CITED1/SOX9/CTSV/PDGFRA/HES1/SERPINA5/INHBA/SERPINE2/FGF10/RHOBTB3/SOX15/NOTCH2/NKX3-1/KITLG/FOXC1/PDGFRB/BMPR2/SP3/HMGB2/LGR4/ZFP36L1/DCN/AR/PKD2/ITGB8/TRIM28/LHX9,28
AZFc,GO:0061437,renal system vasculature development,8/370,27/18723,3.45E-08,3.62E-05,2.88E-05,ACTA2/PDGFRA/HES1/NOTCH2/EGR1/NRP1/PDGFRB/PKD2,8
AZFc,GO:0061440,kidney vasculature development,8/370,27/18723,3.45E-08,3.62E-05,2.88E-05,ACTA2/PDGFRA/HES1/NOTCH2/EGR1/NRP1/PDGFRB/PKD2,8
AZFc,GO:0061134,peptidase regulator activity,20/373,230/18368,5.30E-08,2.59E-05,2.24E-05,GAPDH/TIMP2/APP/EPPIN/FN1/CST9L/PSME1/SERPINA5/SERPINE2/A2M/BST2/PRNP/NKX3-1/TFPI/ITIH5/GAS6/PINK1/ADRM1/CRIM1/TIMP3,20
AZFc,GO:0072210,metanephric nephron development,9/370,40/18723,6.64E-08,5.57E-05,4.44E-05,CITED1/SOX9/PDGFRA/HES1/EGR1/LAMB2/PDGFRB/LGR4/PKD2,9
AZFc,GO:0005925,focal adhesion,27/384,418/19550,7.01E-08,5.53E-06,4.34E-06,PPIB/VIM/CD81/ILK/ITGAV/FLII/AKAP12/LRP1/CAP1/SNAP23/NCKAP1/B2M/CDH2/NRP1/SNTB2/SVIL/VCL/MPRIP/MRC2/PDGFRB/EGFR/ITGA6/FAT1/GNA12/ITGB8/AHNAK/ZYX,27
AZFc,GO:0005201,extracellular matrix structural constituent,17/373,172/18368,8.45E-08,2.59E-05,2.24E-05,PODN/IGFBP7/LTBP4/OGN/FN1/COL1A2/COL6A2/DPT/COL14A1/COL15A1/MGP/LUM/COL18A1/LAMB2/DCN/VCAN/CILP,17
AZFc,GO:0031099,regeneration,18/370,198/18723,8.47E-08,5.60E-05,4.46E-05,IGF1/APOA1/CD81/CDK4/SRSF5/LRP1/HGF/CERS2/STK24/FGF10/SOX15/YAP1/GAS6/HOPX/LAMB2/EGFR/PRRX1/ERBB4,18
AZFc,GO:0030055,cell-substrate junction,27/384,425/19550,9.82E-08,6.65E-06,5.21E-06,PPIB/VIM/CD81/ILK/ITGAV/FLII/AKAP12/LRP1/CAP1/SNAP23/NCKAP1/B2M/CDH2/NRP1/SNTB2/SVIL/VCL/MPRIP/MRC2/PDGFRB/EGFR/ITGA6/FAT1/GNA12/ITGB8/AHNAK/ZYX,27
